city_municipality,Availability of Basic Utilities,Cost of Doing Business,Transportation Vehicles,Distance to Ports,Poverty Incidents,Cluster_Id,Vulnerability
Ambaguio,0.7659600000000001,0.7761072893236105,0.0014049449378663059,0.5898240976318223,0.6528335530379739,2,medium
Amlan,0.75,0.7968642803856616,0.015454394316529365,0.9791554226885162,0.13382114131784575,0,low
Ampatuan,0.6075200000000001,0.8907514879142844,0.02716226879874858,0.9284796587644357,0.7221201179399983,2,medium
Amulung,0.8971600000000001,0.6907604241665672,0.020371701599061435,0.8981384995553313,0.1689738838049023,0,low
Anahawan,0.5,0.28020184618447486,0.0009366299585775374,0.5464623614905988,0.27303109616695004,1,high
Anao,0.93752,0.7558593252903292,0.0077271971582646825,0.7965860368779711,0.03842474956855102,0,low
Anda (BL),0.9500000000000001,0.7912084245104432,0.021308331557638973,0.7231644502885224,0.13000019104751354,0,low
Anda (PS),0.6426400000000001,0.8384348210685157,0.046129025459943705,0.8125402623164009,0.2955747027619102,2,medium
Angadanan,0.65,0.806875145284798,0.025757323860882277,0.8647029439765566,0.15432690776862873,0,low
Angat,0.03852,0.49031689194883266,0.03418699348808011,0.6173521692321357,0.030782849027886566,1,high
Angeles,0.9696,0.5716480994344709,0.2599148135052666,0.6272783497945843,0.0,0,low
Angono,0.99996,0.8792701004875911,0.9999999999999999,0.9898049686360826,0.02390513854128855,0,low
Anilao,0.8075200000000001,0.7581216676404166,0.013112819420085521,0.937280604283368,0.26003986524782047,0,low
Anini-Y,0.71252,0.6312608203592713,0.013815291889018675,0.9474880936066958,0.21100433677855684,0,low
Antequera,0.84292,0.8204491993853216,0.006556409710042761,0.9548423083553926,0.1707569939310573,0,low
Antipas,0.9824,0.8393397580085507,0.017093496744040055,0.8852384835207319,0.33633150564545405,0,low
Antipolo,0.97492,0.6886111989339843,0.6404207341773912,0.9300871373980306,0.04058995472173929,0,low
Apalit,0.9674,0.6648566042580677,0.1416652812348525,0.9382049044976851,0.031929134108986235,0,low
Aparri,0.75004,0.8184696498289952,0.14588011604845144,0.9640451235327236,0.14120831184048804,0,low
Araceli,0.14504,0.5909345679689652,0.0018732599171550747,0.2676853794593969,0.21635366715702195,1,high
Arakan,0.96504,0.8740667130823905,0.04308497809456671,0.9042871053288318,0.5082742678104044,0,low
Arayat,0.9374800000000001,0.6645172529055545,0.06696904203829392,0.6939887130887743,0.053581185640868875,0,low
Argao,0.9624000000000001,0.8356634516896586,0.10373176791246225,0.9220497442300559,0.17457794420138956,0,low
Aringay,0.78396,0.8747454157874168,0.06369083718327254,0.8841936224088952,0.027980818829642925,0,low
Aritao,0.93684,0.8576081724855054,0.052451277680342086,0.874428189709806,0.17368638913831203,0,low
Aroroy,0.95072,0.7222635413915328,0.051514647721764555,0.9693899899894268,0.4466296034490444,0,low
Arteche,0.52668,0.5787744778372459,0.01990338661977267,0.8031365123098705,0.7191907227327435,2,medium
Asingan,0.84284,0.8462399021763167,0.026693953819459812,0.9622768970357692,0.10478191926332077,0,low
Asipulo,0.64452,0.7354982441395437,0.0018732599171550747,0.7490448562894008,0.3801450687452636,2,medium
Asturias,0.8400000000000001,0.7757113794123454,0.009600457075419759,0.9207235743573402,0.30321660330257466,0,low
Asuncion,0.30308,0.8138318480113163,0.016156866785462517,0.9336235903919394,0.20285297620184808,2,medium
Atimonan,0.86176,0.8261050552605398,0.0327820485502138,0.8936375593812654,0.04976023537053664,0,low
Atok,0.87252,0.6069406400958328,0.0,0.7477588733825249,0.20973068668844608,0,low
Aurora (IA),0.8851200000000001,0.7999184425582793,0.036060253405235186,0.941058179072316,0.1150984849932178,0,low
Aurora (ZR),0.03644,0.6920047124591153,0.01990338661977267,0.7486831735968421,0.35161530672678293,1,high
Ayungon,0.779,0.8377561183634894,0.006556409710042761,0.9103553371706528,0.36053085735755813,0,low
Baao,0.73,0.7766728749111325,0.0672031995279383,0.9518282859174022,0.30576390348279614,0,low
Babatngon,0.57084,0.8220328390303826,0.00023415748964438434,0.6923410474893394,0.3939004897184596,2,medium
Bacacay,0.99996,0.8310822084307319,0.7291664227526128,0.9799189750394738,0.3733947232676767,0,low
Bacarra,0.8453200000000001,0.8599270733943449,0.05596364002500785,0.9621161491724097,0.01575377796457979,0,low
Baclayon,0.875,0.7858353614289861,0.03395283599843573,0.9776283179866009,0.11471638996618456,0,low
Bacnotan,0.75068,0.8982172176695724,0.04893891533567632,0.8465384354169337,0.0,0,low
Baco,0.8775200000000001,0.8335707850158278,0.017795969212973207,0.9784320573033983,0.1862955250304084,0,low
Bacolod (LN),0.8675200000000001,0.7805188569062806,0.06931061693473776,0.957936704725063,0.2321469282743952,0,low
Bacolod (NO),0.9576800000000001,0.681654496207466,0.8654460817256444,0.8535309674730717,0.05740213591120111,0,low
Bacolod-Kalawi,0.91252,0.9011017041659337,0.04378745056349987,0.7906785528995097,0.8205732699055588,2,medium
Bacolor,0.86252,0.7313129107918821,0.04004093072918972,0.7764121800263546,0.01830107814480127,0,low
Bacong,0.9,0.7858353614289861,0.012878661930441137,0.9918143169280762,0.14910494239917468,0,low
Bacoor,0.99424,0.5127706397734492,0.9633239123969971,0.9003889696423641,0.02173993338810028,0,low
Bacuag,0.8475199999999999,0.8093071633111415,0.00702472468933153,0.909953467512254,0.37657884849295353,0,low
Bacungan Leon B. Postigo,0.40668,0.42408681965002704,0.00023415748964438434,0.892512324337749,0.6823822351285431,2,medium
Badian,0.8061600000000001,0.7724875415634709,0.06158341977647308,0.8170813894563065,0.3095848537531284,0,low
Badiangan,0.9,0.7818197037575809,0.0025757323860882276,0.9507834248055654,0.175342134255456,0,low
Badoc,0.7224,0.8638296139482455,0.04238250562563357,0.9450768756563035,0.04428353998306045,0,low
Bagabag,0.7814000000000001,0.8151326948626163,0.035357780936302034,0.535290384987114,0.08262040769539383,0,low
Bagac,0.7982400000000001,0.7270710188854685,0.13534302901445414,0.8198944770650977,0.04937814034350342,0,low
Bagamanoc,0.74312,0.37997114382332464,0.0009366299585775374,0.8288963574132294,0.26131351533793123,2,medium
Baganga,0.9748,0.7940363524480523,0.013346976909729906,0.8768394076601984,0.43503938762903666,0,low
Baggao,0.42212,0.6835209286462878,0.02880137122625927,0.9194777784163042,0.1436282470116985,2,medium
Bago,0.75224,0.7117436494636269,0.1105223351121494,0.718542949216937,0.13738736157015582,0,low
Baguio,0.7659600000000001,0.7761072893236105,0.0014049449378663059,0.5898240976318223,0.023013583478211027,0,low
Bagulin,0.49500000000000005,0.6488505321312001,0.01522023682688498,0.7821991031072963,0.04211833482987218,2,medium
Bagumbayan,0.83596,0.8607188932168754,0.024352378923015967,0.8733833285979692,0.3936457597004375,0,low
Bais,0.9063599999999999,0.5869754688563125,0.1105223351121494,0.918874973928706,0.2624598004190309,0,low
Bakun,0.78788,0.44410854944829947,0.00023415748964438434,0.7816364855855382,0.2003056760216266,0,low
Balabac,0.026440000000000005,0.38964265736994774,0.002341574896443843,0.3348779863436653,0.35085111667271646,1,high
Balabagan,0.675,1.0000000000000002,0.062051734755761846,0.9596245572903377,0.9075635710601226,2,medium
Balagtas,0.98284,0.6585786042365753,0.07258882178975914,0.9608703532313737,0.015116952919524414,0,low
Balamban,0.87968,0.8018414335558535,0.060412632328251156,0.9689881203310281,0.21278744690471185,0,low
Balanga,0.99568,0.6129924058823163,0.2779449402078842,0.8445290871249401,0.015244317928535488,0,low
Balangiga,0.7375200000000001,0.8480497760563868,0.0028098898757326117,0.35794530473575265,0.6097841799922307,2,medium
Balangkayan,0.945,0.5368080272431266,0.004214834813598918,0.5161212022814945,0.6142419553076183,2,medium
Balaoan,0.89856,0.8530269292265786,0.05198296270105332,0.8202963467234964,0.012824382757325076,0,low
Balasan,0.9,0.7780302803211847,0.06673488454864954,0.9468049151874179,0.23622260856274951,0,low
Balatan,0.61556,0.7887764064840994,0.008195512137553452,0.8031365123098705,0.46102184946729585,2,medium
Balayan,0.86344,0.722037307156524,0.08851153108557727,0.8997057912230862,0.10465455425430971,0,low
Balbalan,0.78332,0.7408147486622487,0.0018732599171550747,0.776934610582273,0.1752147692464449,0,low
Baleno,0.07032000000000001,0.5359030903030917,0.007961354647909067,0.3335116295051096,0.39300893465538206,1,high
Baler,0.8900000000000001,0.7580085505229122,0.058305214921451694,0.7609401981780034,0.06555349648790987,0,low
Balete (AK),0.54832,0.638613432997055,0.0037465198343101494,0.9351506950938546,0.1918995854268957,2,medium
Balete (BS),0.985,0.8014455236445881,0.07071556187260407,0.9489750113427712,0.13331168128180146,0,low
Baliangao,0.6166800000000001,0.535676856068083,0.0037465198343101494,0.8910655935675135,0.31289634398741634,2,medium
Baliguian,0.6375200000000001,0.15034339528946383,0.0,0.6763466350850699,0.6413707022269771,1,high
Balilihan,0.8900000000000001,0.8079497579010892,0.007493039668620299,0.9427862186034307,0.2331658483464838,0,low
Balindong,0.23752,0.6088070725346549,0.11309806749823763,0.8845151181356142,0.8301256455813893,2,medium
Balingasag,0.9601200000000001,0.8270099922005749,0.040509245708478483,0.9322974205192237,0.22870807303109614,0,low
Balingoan,0.6708400000000001,0.7917740100979651,0.027396426288392967,0.8968927036142951,0.20731075151723566,0,low
Baliwag,0.99996,0.7257136134754159,0.27864741267681736,0.9610712880605731,0.02275885346018888,0,low
Ballesteros,0.375,0.6060357031557979,0.02060585908870582,0.8031365123098705,0.1380241866152112,2,medium
Baloi,0.28536,0.7293899197943079,0.0313771036123475,0.916303008114954,0.3429544861140299,2,medium
Balud,0.43,0.25384555780595786,0.3214982332817397,0.8921908286110299,0.37606938845690924,2,medium
Balungao,0.6643600000000001,0.8510473796702525,0.006322252220398377,0.8916683980551116,0.09293697342529086,0,low
Bamban,0.99996,0.49348417123895494,0.02552316637123789,0.9754180348654079,0.10325353915518788,0,low
Bambang,0.7038800000000001,0.6827856673825095,0.04987554529425386,0.814710358471754,0.07688898228989549,0,low
Banate,0.88752,0.7944322623593176,0.07563286915513615,0.8963702730583769,0.21151379681460114,0,low
Banaue,0.7083200000000001,0.8216369291191175,0.016156866785462517,0.6302119983008951,0.21686312719306625,0,low
Banaybanay,0.68,0.7160986584875451,0.009132142096130988,0.8716151021010147,0.3038534283476301,2,medium
Banayoyo,0.4,0.6434209104909905,0.003512362344665765,0.806793526201299,0.04912341032548127,2,medium
Banga (AK),0.6200000000000001,0.7663226586594831,0.02552316637123789,0.982370379955706,0.22042934744537632,2,medium
Banga (SC),0.99428,0.8613975959219018,0.05174880521140894,0.9310516245781877,0.10720185443453119,0,low
Bangar,0.4,0.7051828566483738,0.06931061693473776,0.7774570411381914,0.020848378325022763,2,medium
Bangued,0.95748,0.7793876857312372,0.07984770396873504,0.8641001394889584,0.0852950728846264,0,low
Bangui,0.87324,0.8806275058976436,0.011707874482219216,0.8768795946260382,0.03243859414503053,0,low
Bani,0.78324,0.8768380824612476,0.024118221433371584,0.8635375219672002,0.10681975940749798,0,low
Banisilan,0.86084,0.8888850554754624,0.003044047365376996,0.8106514749219268,0.519737118621401,2,medium
Banna,0.6948400000000001,0.8634337040369804,0.015922709295818134,0.9436703318519077,0.050142330397569865,0,low
Bansalan,0.96588,0.7159289828112885,0.057134427473229776,0.8446898349882996,0.19228168045392888,0,low
Bansud,0.5,0.7042779197083389,0.009366299585775372,0.6506671639133906,0.17839889447172178,2,medium
Bantay,0.49752,0.605413559009524,0.07071556187260407,0.9111590764874503,0.012569652739302929,2,medium
Bantayan Island,0.8274400000000001,0.8210147849728435,0.02880137122625927,0.8599608820074515,0.2713753510498061,0,low
Banton,0.25,0.5231208560250985,0.006322252220398377,0.3139807641069311,0.1848945099312866,1,high
Baras (CT),0.93752,0.2485290532832527,0.006790567199687145,0.959182500666099,0.053581185640868875,0,low
Baras (RL),0.86,0.7997487668820229,0.054090380107852776,0.946523606426539,0.29901355800520923,0,low
Barbaza,0.785,0.5694423156431359,0.0056197797514652235,0.8968123296826154,0.22526921778779713,0,low
Barcelona,0.9395600000000001,0.5295685317228472,0.00866382711684222,0.8849973617256927,0.33314738042017716,0,low
Barili,0.94988,0.7998053254407749,0.010771244523641678,0.8790095038155515,0.2713753510498061,0,low
Barira,0.6625200000000001,0.7487895054463063,0.041914190646344794,0.9441927624078261,0.8083462290404956,2,medium
Barlig,0.98752,0.5272496308140078,0.003044047365376996,0.4805959244790463,0.15585528787676162,0,low
Barobo,0.75,0.7989003885007402,0.06158341977647308,0.8850375486915326,0.39453731476351506,2,medium
Barotac Nuevo,0.99996,0.8287067489631401,0.07141803434153722,0.9609507271630534,0.17152118398512378,0,low
Barotac Viejo,0.5783200000000001,0.7495247667100848,0.02552316637123789,0.9273946106867591,0.22042934744537632,2,medium
Baroy,0.6200000000000001,0.7843082803426769,0.01358113439937429,0.9789946748251567,0.18998911029172955,2,medium
Barugo,0.83752,0.8468054877638385,0.06977893191402652,0.6350344342016799,0.30933012373510627,0,low
Basay,0.8250000000000001,0.7689809109208356,0.0037465198343101494,0.8699272495357401,0.3426997560960078,0,low
Basco,0.925,0.1408415574190972,0.26085144346384415,1.0,0.061350451190544414,0,low
Basey,0.63788,0.8839644608640225,0.029035528715903654,0.9658133500296782,0.31429735908653816,2,medium
Basilisa,0.5408,0.6977171268930857,0.006322252220398377,0.6697961596531704,0.39517413980857036,2,medium
Basista,0.72584,0.8699379382934813,0.018966756661195128,0.8919898937818306,0.156492112921817,0,low
Basud (CN),0.7359600000000001,0.7977692173256963,0.04729981290816563,0.8885338147196015,0.2569831050315547,0,low
Batac,0.8132,0.7620242081943172,0.1418994387244969,0.9384460262927243,0.024796693604366062,0,low
Batad,0.98752,0.7853263344002164,0.03676272587416834,0.9025590657977173,0.2748142062931051,0,low
Batan,0.65332,0.765417721719448,0.1341722415662322,0.9838974846576212,0.15878468308401633,0,low
Batangas,0.9569200000000001,0.6735100637471516,0.54956762819537,0.8060299738503414,0.08096466257824987,0,low
Bataraza,0.8160000000000001,0.690986658401576,0.017795969212973207,0.6454428583542071,0.166808678651714,0,low
Bato (CS),0.0,0.3561599905886558,0.011239559502930447,0.0,0.3433365811410631,1,high
Bato (CT),0.97176,0.8048955957284714,0.03910430077061218,0.9881171160708079,0.3649886326729458,0,low
Bato (LE),0.6125200000000001,0.6941539376916983,0.03723104085345711,0.8962497121608571,0.15738366798489453,2,medium
Batuan (BL),0.92252,0.7998053254407749,0.018030126702617593,0.8460561918268553,0.2688280508695846,0,low
Batuan (MS),0.925,0.0,0.021308331557638973,0.3319443378373545,0.3449923262582071,1,high
Bauan,0.995,0.7917174515392129,0.10185850799530717,0.8813001608684243,0.06886498672219779,0,low
Bauang,0.79212,0.867336244590881,0.07844275903086875,0.8709319236817369,0.011550732667214337,0,low
Bauko,0.48752000000000006,0.7101600098185659,0.0072588821789759134,0.7876243434956793,0.24908647447286808,2,medium
Baungon,0.72648,0.8585131094255405,0.002341574896443843,0.9538778211752358,0.413387336097154,2,medium
Bautista,0.4,0.8629246770082106,0.015922709295818134,0.8857609140766503,0.16044042820116028,2,medium
Bay,0.83596,0.8607188932168754,0.024352378923015967,0.8733833285979692,0.0,0,low
Bayabas,1.0,0.5656528922067396,0.011005402013286064,0.6490596852797957,0.3681727578982226,0,low
Bayambang,0.8489599999999999,0.8472013976751038,0.051514647721764555,0.9352310690255344,0.1589120480930274,0,low
Bayang,0.41980000000000006,0.6264533428653358,0.012644504440796754,0.0,0.8685898783027338,1,high
Bayawan,0.6988800000000001,0.5607322975952999,0.10068772054708525,0.6099979544834387,0.34779435645645074,2,medium
Baybay,0.9273199999999999,0.669041937605729,0.20559027590776943,0.8120580187263224,0.2629692604550752,0,low
Bayog,0.0364,0.7361769468445696,0.012878661930441137,0.5917932589579761,0.4542715039897089,1,high
Bayombong,0.9750000000000001,0.8293288931094143,0.07539871166549175,0.7680934780975008,0.05893051601933401,0,low
Bayugan,0.7932400000000001,0.6392921357020813,0.08148680639624574,0.801729968505475,0.3732673582586656,2,medium
Belison,0.7556,0.7947716137118306,0.017795969212973207,0.916303008114954,0.1399346617503773,0,low
Benito Soliven,0.8500000000000001,0.7942060281243088,0.028567213736614888,0.8282533659597914,0.22348610766164212,0,low
Besao,0.98752,0.7284284242955206,0.004683149792887686,0.607707297430566,0.18387558985919797,0,low
Bien Unido,0.5750000000000001,0.7776343704099196,0.006322252220398377,0.8802552997565876,0.3796356087092193,2,medium
Bilar,0.8559200000000001,0.802916046172145,0.004917307282532071,0.9046086010555509,0.22807124798604084,0,low
Biliran,0.86252,0.35927071132002586,0.009834614565064142,0.9962348831704624,0.25761993007661005,0,low
Binalbagan,0.8419600000000002,0.83543721745465,0.04214834813598918,0.9233759141027718,0.18107355966095434,0,low
Binalonan,0.8532400000000001,0.8519523166102871,0.05362206512856401,0.9714395252472604,0.06020416610944475,0,low
Binan,1.0,0.6023593968369061,0.29293101954512474,0.8860020358716895,0.020848378325022763,0,low
Binangonan,0.99428,0.841941451711151,0.46808082179912425,0.9554451128429907,0.4535073139356424,0,low
Bindoy,0.8,0.8071013795198065,0.011239559502930447,0.9210450700840591,0.2572378350495768,0,low
Bingawan,0.9500000000000001,0.863094352684467,0.008195512137553452,0.8003234247010793,0.8606932477440471,2,medium
Binidayan,0.7166800000000001,0.32612739589124695,0.0238840639437272,0.0,0.05561902578504606,1,high
Binmaley,0.85228,0.8511604967877568,0.059007687390384846,0.9052917794748288,0.18998911029172955,0,low
Binuangan,0.9775200000000001,0.8074407308723197,0.008429669627197836,0.9195581523479837,0.50419858752205,0,low
Biri,0.46028,0.03174009758613727,0.0,0.9554451128429907,0.24717599933770196,2,medium
Bislig,0.8813599999999999,0.788380496572834,0.17233991237826685,0.6651344716157451,0.0,0,low
Boac,0.9054800000000001,0.69471952327922,0.12223020959436862,0.9926582432107135,0.14324615198466525,0,low
Bobon,0.5,0.7272406945617249,0.0032782048550213804,0.9698320466136654,0.41275051105209865,2,medium
Bocaue,0.9892799999999999,0.7387786405471701,0.0971753582024195,0.9754180348654079,0.0678460666501092,0,low
Bogo,0.96832,0.5591486579502386,0.5455869508714155,0.8282131789939515,0.1389157416782887,0,low
Bokod,0.655,0.7043344782670911,0.0032782048550213804,0.8180458766364636,0.09790420877672278,0,low
Bolinao,0.77352,0.8395094336848072,0.04074340319812287,0.8626132217528831,0.1794178145438104,0,low
Boliney,0.97,0.4075717204943896,0.00023415748964438434,0.6450811756616482,0.3919900145832935,0,low
Boljoon,0.9237600000000001,0.7637209649568826,0.028567213736614888,0.8008056682911577,0.2688280508695846,0,low
Bombon,0.0,0.5079066037207614,0.00023415748964438434,0.0,0.27494157130211616,1,high
Bongabon,0.98284,0.7953371992993528,0.046831497928876864,0.8764777249676395,0.041736239802838956,0,low
Bongabong,0.7410000000000001,0.6979999196868465,0.010771244523641678,0.9312927463732269,0.18221984474205402,0,low
Bongao,0.60548,0.7378737036071352,0.08780905861664412,0.6656569021716635,0.19228168045392888,2,medium
Bonifacio,0.8987600000000001,0.7990135056182446,0.024586536412660356,0.9432282752276693,0.41733565137649736,0,low
Bontoc (MP),0.62768,0.814623667833847,0.028567213736614888,0.8416356255844692,0.35021429162766116,2,medium
Bontoc (SL),0.25,0.6231729464577092,0.003044047365376996,0.5344464587044767,0.09955995389386672,1,high
Borbon,0.61,0.8025201362608796,0.0039806773239545335,0.8658683659859129,0.23571314852670527,2,medium
Borongan,0.52012,0.5459705137609802,0.05034386027354262,0.9694301769552668,0.44866744359322164,2,medium
Boston,0.65252,0.7029205142982864,0.004917307282532071,0.6724886863644419,0.34753962643842856,2,medium
Botolan,0.86836,0.7450000820099101,0.010537087033997293,0.8567459247402616,0.1344579663629011,0,low
Braulio E. Dujali,0.62272,0.6922309466941239,0.002341574896443843,0.9288011544911546,0.11726369014640607,2,medium
Buadiposo-Buntong,0.365,0.4887332523037714,0.04870475784603193,0.9230946053418926,0.8238847601398467,2,medium
Bubong,0.94644,0.48256836939978365,0.0119420319718636,0.939169391677842,0.8285972654732564,2,medium
Bucay,0.885,0.738099937842144,0.11309806749823763,0.9195581523479837,0.23227429328340626,0,low
Bucloc,0.75,0.44614465756337807,0.0025757323860882276,0.5707754758237222,0.2415719389412147,2,medium
Buenavista (AN),0.7450000000000001,0.8038775416709321,0.017561811723328824,0.9919348778255959,0.3872775092498838,2,medium
Buenavista (BL),0.7166800000000001,0.8073841723135673,0.012176189461507983,0.9165039429441535,0.061095721172522266,0,low
Buenavista (GS),0.89752,0.8414889832411334,0.0777402865619356,0.9761012132846857,0.2223398225805424,0,low
Buenavista (ME),0.74376,0.8090243705173807,0.026459796329815426,0.9647283019520014,0.28933381732036756,0,low
Buenavista (QN),0.75,0.795167523623096,0.01522023682688498,0.7688570304484584,0.28755070719421255,0,low
Bugallon,0.79508,0.8140015236875728,0.010771244523641678,0.9089487933662572,0.16668131364270294,0,low
Bugasong,0.67,0.773166244268497,0.018732599171550745,0.6150615121792629,0.22590604283285254,2,medium
Buguey,0.6703600000000001,0.7358375954920566,0.010068772054708526,0.8661094877809521,0.16668131364270294,0,low
Buguias,0.895,0.7776343704099196,0.016859339254395672,0.8264047655311572,0.09230014838023548,0,low
Buhi,0.52668,0.820279523709065,0.05174880521140894,0.9491357592061307,0.3518700367448051,2,medium
Bula,0.7329600000000001,0.8603229833056103,0.0194350716404839,0.9762619611480452,0.2911169274465226,0,low
Bulakan,0.8871600000000002,0.6753199376272214,0.06579825459007199,0.7722729225448477,0.023013583478211027,0,low
Bulalacao,0.11040000000000001,0.5245348199939031,0.04495823801172179,0.6694344769606115,0.2768520464372823,1,high
Bulan,0.78796,0.612257144618538,0.05128049023212016,0.6641297974697483,0.3476669914474396,2,medium
Buldon,0.83752,0.6363510906469678,0.0039806773239545335,0.9222908660250951,0.8228658400677581,2,medium
Buluan,0.925,1.0000000000000002,0.0313771036123475,0.5347277674653559,0.7860573524635576,2,medium
Bulusan,0.88232,0.665309072728085,0.018966756661195128,0.6689120464046933,0.3410440109788638,0,low
Bunawan,0.82244,0.8125875597187684,0.01358113439937429,0.9010319610958022,0.3583656522043699,0,low
Burauen,0.9300000000000002,0.8351544246608891,0.004683149792887686,0.9585796961785009,0.32601493991555697,0,low
