Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Water Sealed,Closed pit,Open Pit,none
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Bucay,PH140103000,3.011,313,115,168
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Bucloc,PH140104000,310,0,0,104
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Daguioman,PH140105000,301,2,1,22
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Danglas,PH140106000,573,367,5,5
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Dolores,PH140107000,1.805,438,160,15
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,La Paz,PH140108000,2.318,637,183,35
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Lacub,PH140109000,331,131,82,17
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Lagangilang,PH140110000,2.191,434,113,50
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Lagayan,PH140111000,409,332,157,0
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Langiden,PH140112000,535,64,56,24
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Licuan-Baay (Licuan),PH140113000,614,16,152,51
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Luba,PH140114000,1.247,30,0,5
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Malibcong,PH140115000,371,252,66,34
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Manabo,PH140116000,1.886,298,69,0
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Peñarrubia,PH140117000,1.127,202,48,10
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Pidigan,PH140118000,2.051,236,122,24
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Pilar,PH140119000,1.701,226,165,15
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Sallapadan,PH140120000,1.102,64,63,16
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,San Isidro,PH140121000,545,219,246,25
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,San Juan,PH140122000,1.847,167,260,0
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,San Quintin,PH140123000,1.054,35,25,39
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Tayum,PH140124000,2.008,829,36,31
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Tineg,PH140125000,137,395,258,64
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Tubo,PH140126000,848,86,0,15
Cordillera Administrative Region (CAR),PH140000000,Abra,PH140100000,Villaviciosa,PH140127000,906,166,51,5
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Atok,PH141101000,2.064,965,1.114,10
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,City of Baguio,PH141102000,77.159,658,241,72
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Bakun,PH141103000,2.581,80,157,10
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Bokod,PH141104000,1.514,602,520,10
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Buguias,PH141105000,6.126,1.283,1.376,0
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Itogon,PH141106000,9.675,1.319,782,19
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Kabayan,PH141107000,1.751,435,467,40
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Kapangan,PH141108000,2.360,1.100,554,112
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Kibungan,PH141109000,1.856,917,860,131
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,La Trinidad (Capital),PH141110000,25.723,526,449,15
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Mankayan,PH141111000,5.619,1.249,606,5
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Sablan,PH141112000,1.734,504,72,5
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Tuba,PH141113000,8.061,746,798,40
Cordillera Administrative Region (CAR),PH140000000,Benguet,PH141100000,Tublay,PH141114000,1.825,944,634,5
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Banaue,PH142701000,2.407,1.078,715,176
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Hungduan,PH142702000,1.343,201,412,10
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Kiangan,PH142703000,1.762,571,761,24
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Lagawe (Capital),PH142704000,2.309,357,1.017,20
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Lamut,PH142705000,3.005,1.044,863,25
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Mayoyao,PH142706000,933,1.936,646,0
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Alfonso Lista (Potia),PH142707000,3.503,1.499,1.089,95
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Aguinaldo,PH142708000,792,2.403,878,16
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Hingyon,PH142709000,933,546,485,61
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Tinoc,PH142710000,1.557,436,774,45
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Asipulo,PH142711000,1.178,702,736,60
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Balbalan,PH143201000,1.388,246,498,5
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Lubuagan,PH143206000,827,235,504,242
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Pasil,PH143208000,1.348,50,225,56
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Pinukpuk,PH143209000,2.079,2.103,1.306,24
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Rizal (Liwan),PH143211000,2.738,481,130,83
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,City of Tabuk (Capital),PH143213000,13.563,2.331,2.154,2.154
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Tanudan,PH143214000,211,124,700,378
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Tinglayan,PH143215000,767,118,657,763
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Barlig,PH144401000,1.371,98,0,41
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Bauko,PH144402000,5.051,542,585,61
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Besao,PH144403000,1.709,64,33,25
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Bontoc (Capital),PH144404000,4.520,106,535,541
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Natonin,PH144405000,1.389,414,131,35
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Paracelis,PH144406000,2.825,994,1.170,167
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sabangan,PH144407000,1.817,34,68,35
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sadanga,PH144408000,1.065,11,180,442
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sagada,PH144409000,2.487,110,55,25
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Tadian,PH144410000,3.571,389,50,34
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Calanasan (Bayag),PH148101000,1.440,355,408,5
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Conner,PH148102000,2.978,804,984,21
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Flora,PH148103000,2.845,579,248,54
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Kabugao (Capital),PH148104000,1.078,1.243,784,10
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Luna,PH148105000,3.494,310,41,5
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Pudtol,PH148106000,2.004,626,253,11
Cordillera Administrative Region (CAR),PH140000000,Apayao,PH148100000,Santa Marcela,PH148107000,2.384,322,5,34
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,City of Lamitan (Capital),PH150702000,7.878,2.454,1.845,1.278
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Lantawan,PH150703000,1.174,724,997,717
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Maluso,PH150704000,1.095,1.461,1.324,709
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Sumisip,PH150705000,1.429,1.753,1.470,1.664
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,960,400,606,667
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Tuburan,PH150707000,1.083,915,552,368
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Akbar,PH150708000,462,450,893,257
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,886,466,1.421,379
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,665,717,669,406
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,703,513,781,503
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,133,234,136,1.145
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,165,180,1.507,728
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,1.694,819,438,34
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,1.193,1.118,1.477,328
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,1.605,1.567,388,3
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,1.996,672,387,75
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Binidayan,PH153605000,712,1.469,787,61
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Bubong,PH153606000,1.298,669,800,17
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Butig,PH153607000,682,1.209,801,17
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Ganassi,PH153609000,713,1.587,850,40
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Kapai,PH153610000,398,849,1.217,38
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Lumba-Bayabao (Maguing),PH153611000,2.356,1.443,797,509
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Lumbatan,PH153612000,429,1.213,968,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Madalum,PH153613000,418,1.742,1.142,4
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Madamba,PH153614000,576,808,1.006,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Malabang,PH153615000,2.258,1.632,1.247,215
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Marantao,PH153616000,1.639,2.018,526,8
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,City of Marawi (Capital),PH153617000,16.681,7.335,3.109,235
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,1.024,2.282,424,65
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,566,1.194,176,18
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,212,596,767,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,1.267,1.072,1.028,21
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Poona Bayabao (Gata),PH153622000,755,1.784,499,61
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Pualas,PH153623000,737,726,473,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Ditsaan-Ramain,PH153624000,1.173,1.194,422,16
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Saguiaran,PH153625000,1.257,1.457,528,4
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Tamparan,PH153626000,1.271,1.643,389,7
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Taraka,PH153627000,812,1.567,591,81
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Tubaran,PH153628000,13,110,331,698
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Tugaya,PH153629000,769,1.818,233,6
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Wao,PH153630000,5.023,1.931,898,114
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Marogong,PH153631000,327,211,487,665
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Calanogas,PH153632000,105,159,1.077,510
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Buadiposo-Buntong,PH153633000,1.263,763,382,5
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Maguing,PH153634000,2.212,671,378,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Picong (Sultan Gumander),PH153635000,648,628,306,365
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Lumbayanague,PH153636000,272,893,957,15
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Bumbaran,PH153637000,715,534,174,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Tagoloan Ii,PH153638000,66,81,1.079,4
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Kapatagan,PH153639000,918,526,839,65
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Sultan Dumalondong,PH153640000,703,496,129,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Lumbaca-Unayan,PH153641000,13,201,527,132
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,1.499,1.045,133,167
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,1.602,1.495,1.060,759
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Buluan,PH153803000,2.643,1.900,659,167
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,1.749,992,505,91
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,1.795,1.085,1.219,433
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,5.516,3.764,2.365,1.298
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy) (Capital),PH153808000,2.404,1.673,701,156
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Matanog,PH153809000,2.090,1.154,329,118
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,2.372,2.111,752,120
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Parang,PH153811000,5.331,2.919,2.927,988
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,5.918,3.401,3.135,783
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Sultan Sa Barongis (Lambayong),PH153813000,679,1.049,550,1.007
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Kabuntalan (Tumbao),PH153814000,951,340,891,178
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Upi,PH153815000,2.112,4.876,1.777,604
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Talayan,PH153816000,964,676,543,350
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,South Upi,PH153817000,1.525,3.162,1.737,241
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Barira,PH153818000,492,1.095,921,628
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Gen. S.K. Pendatun,PH153819000,1.764,711,579,496
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Mamasapano,PH153820000,1.049,1.214,1.253,51
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Talitay,PH153821000,429,460,1.088,213
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Pagagawan,PH153822000,971,1.349,1.349,995
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Paglat,PH153823000,932,548,112,21
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Sultan Mastura,PH153824000,1.572,1.695,306,107
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Guindulungan,PH153825000,346,651,1.127,131
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Saudi-Ampatuan,PH153826000,438,1.260,1.370,170
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Unsay,PH153827000,569,886,576,130
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Abdullah Sangki,PH153828000,934,599,775,309
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Rajah Buayan,PH153829000,558,672,1.171,436
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Blah T. Sinsuat,PH153830000,848,320,846,571
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Anggal Midtimbang,PH153831000,812,528,787,38
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Mangudadatu,PH153832000,121,1.434,746,4
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Pandag,PH153833000,910,243,1.044,6
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Northern Kabuntalan,PH153834000,939,120,975,175
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Hoffer Ampatuan,PH153835000,447,1.032,570,271
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Salibo,PH153836000,805,494,754,268
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Shariff Saydona Mustapha,PH153837000,406,1.103,1.219,51
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Indanan,PH156601000,3.532,3.272,3.083,1.141
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Jolo (Capital),PH156602000,11.129,3.089,2.574,89
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Kalingalan Caluang,PH156603000,409,601,3.364,351
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Luuk,PH156604000,868,1.425,2.360,571
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Maimbung,PH156605000,1.471,994,2.142,155
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Hadji Panglima Tahil (Marunggas),PH156606000,106,30,816,25
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Old Panamao,PH156607000,1.290,1.608,2.858,246
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Pangutaran,PH156608000,247,1.863,1.674,765
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Parang,PH156609000,1.124,4.411,2.907,588
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Pata,PH156610000,399,1.082,860,53
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Patikul,PH156611000,3.347,2.047,1.237,485
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Siasi,PH156612000,1.491,4.016,5.220,802
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Talipao,PH156613000,1.774,3.680,3.879,976
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Tapul,PH156614000,268,622,1.999,16
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Tongkil,PH156615000,139,287,2.646,105
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Panglima Estino (New Panamao),PH156616000,193,375,3.307,162
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Lugus,PH156617000,575,1.512,1.338,45
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Pandami,PH156618000,298,1.564,1.482,177
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Omar,PH156619000,9,395,2.358,169
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Panglima Sugala (Balimbing),PH157001000,130,1.401,4.136,247
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Bongao (Capital),PH157002000,4.699,3.543,4.831,352
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Mapun (Cagayan De Tawi-Tawi),PH157003000,418,1.373,2.106,95
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Simunul,PH157004000,1.878,1.235,1.978,234
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Sitangkai,PH157005000,829,966,3.162,265
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,South Ubian,PH157006000,71,3.091,1.947,12
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Tandubas,PH157007000,311,1.673,1.883,147
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Turtle Islands,PH157008000,0,43,244,366
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Languyan,PH157009000,265,4.588,2.797,18
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Sapa-Sapa,PH157010000,84,551,4.148,96
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Tawi-Tawi,PH157000000,Sibutu,PH157011000,871,1.536,1.962,15
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Buenavista,PH160201000,9.527,480,101,1.649
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,City of Butuan (Capital),PH160202000,57.969,2.877,1.035,2.692
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,City of Cabadbaran,PH160203000,12.825,402,100,988
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Carmen,PH160204000,3.006,476,15,699
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Jabonga,PH160205000,3.942,55,71,560
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Kitcharao,PH160206000,2.938,166,48,234
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Las Nieves,PH160207000,3.370,808,195,551
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Magallanes,PH160208000,3.917,251,15,418
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Nasipit,PH160209000,7.304,168,235,858
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Santiago,PH160210000,2.813,588,114,206
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Tubay,PH160211000,3.669,179,15,325
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Remedios T. Romualdez,PH160212000,2.675,336,46,164
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,City of Bayugan,PH160301000,17.725,1.178,739,764
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Bunawan,PH160302000,6.221,846,194,623
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Esperanza,PH160303000,8.400,902,263,566
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,La Paz,PH160304000,2.367,1.215,483,1.258
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Loreto,PH160305000,4.040,2.540,551,647
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Prosperidad (Capital),PH160306000,12.944,1.378,357,817
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Rosario,PH160307000,6.479,835,212,275
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,San Francisco,PH160308000,12.671,920,497,682
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,San Luis,PH160309000,3.769,1.301,208,1.151
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Santa Josefa,PH160310000,4.832,169,109,75
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Talacogon,PH160311000,5.054,1.035,304,948
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Trento,PH160312000,9.382,393,55,79
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Veruela,PH160313000,6.066,1.508,465,173
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Sibagat,PH160314000,4.861,600,291,352
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Alegria,PH166701000,2.336,582,47,92
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Bacuag,PH166702000,2.207,447,36,83
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Burgos,PH166704000,848,0,0,93
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Claver,PH166706000,4.407,5,62,418
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Dapa,PH166707000,3.457,123,583,752
