psgc,province,municipality-city,2009-poverty-inc,2012-poverty-inc,2015-poverty-inc,2009-cov,2012-cov,2015-cov,2009-conf-int-lowerlimit,2009-conf-int-upper-limit,2012-conf-int-lowerlimit,2012-conf-int-upper-limit,2015-conf-int-lowerlimit,2015-conf-int-upper-limit
15524,Pangasinan,Malasiqui,"24,5","19,1","12,3","6,3","9,5","10,0","21,9","27,0","16,1","22,1","10,2","14,3"
15525,Pangasinan,Manaoag,"22,3","8,9","11,6","11,2","20,7","13,7","18,2","26,4","5,9","11,9","9,0","14,2"
15526,Pangasinan,Mangaldan,"17,8","12,5","11,5","7,0","17,5","13,1","15,8","19,9","8,9","16,1","9,0","13,9"
15527,Pangasinan,Mangatarem,"25,5","10,6","14,7","8,0","15,7","9,5","22,2","28,8","7,9","13,4","12,4","17,0"
15528,Pangasinan,Mapandan,"21,3","12,9","11,4","10,0","20,7","19,0","17,8","24,8","8,5","17,3","7,8","14,9"
15529,Pangasinan,Natividad,"21,5","11,9","11,7","12,8","19,9","16,5","17,0","26,1","8,0","15,8","8,5","14,9"
15530,Pangasinan,Pozorrubio,"20,0","15,4","10,2","7,2","12,6","12,3","17,6","22,3","12,2","18,5","8,1","12,2"
15531,Pangasinan,Rosales,"17,9","8,8","13,3","10,4","16,4","13,3","14,8","21,0","6,4","11,1","10,4","16,2"
15532,Pangasinan,San Carlos City,"26,4","16,0","12,3","7,3","10,0","9,8","23,2","29,6","13,3","18,6","10,3","14,2"
15533,Pangasinan,San Fabian,"22,1","11,7","10,1","10,3","14,6","12,7","18,3","25,8","8,9","14,4","8,0","12,2"
15534,Pangasinan,San Jacinto,"21,1","13,6","11,5","12,3","17,6","14,7","16,9","25,4","9,7","17,6","8,7","14,3"
15535,Pangasinan,San Manuel,"21,3","9,1","12,4","10,0","26,4","15,8","17,8","24,8","5,1","13,0","9,2","15,7"
15536,Pangasinan,San Nicolas,"18,9","13,9","13,1","6,6","16,9","12,3","16,8","20,9","10,0","17,8","10,4","15,7"
15537,Pangasinan,San Quintin,"20,5","11,8","12,6","11,2","18,6","15,9","16,7","24,3","8,2","15,4","9,3","15,9"
15538,Pangasinan,Santa Barbara,"20,4","12,3","11,7","10,2","15,5","13,7","16,9","23,8","9,2","15,5","9,1","14,3"
15539,Pangasinan,Santa Maria,"18,3","16,6","11,8","13,8","17,9","17,5","14,1","22,4","11,7","21,5","8,4","15,2"
15540,Pangasinan,Santo Tomas,"17,5","13,0","12,2","6,6","24,3","22,2","15,6","19,4","7,8","18,2","7,8","16,7"
15541,Pangasinan,Sison,"18,9","7,9","10,0","8,8","20,1","14,6","16,1","21,6","5,3","10,5","7,6","12,4"
15542,Pangasinan,Sual,"26,7","11,8","13,5","4,9","17,8","17,7","24,5","28,9","8,3","15,3","9,6","17,5"
15543,Pangasinan,Tayug,"16,4","6,7","11,3","7,3","21,3","16,0","14,5","18,4","4,4","9,1","8,3","14,3"
15544,Pangasinan,Umingan,"22,9","21,6","12,5","9,6","9,8","11,4","19,3","26,5","18,2","25,1","10,2","14,9"
15545,Pangasinan,Urbiztondo,"31,7","13,0","18,9","9,6","14,4","13,0","26,7","36,7","9,9","16,1","14,9","22,9"
15546,Pangasinan,Urdaneta City,"14,4","6,8","9,8","8,4","20,4","13,6","12,4","16,3","4,5","9,0","7,6","12,0"
15547,Pangasinan,Villasis,"17,0","14,4","10,2","9,8","19,1","16,4","14,3","19,7","9,9","18,9","7,4","12,9"
15548,Pangasinan,Laoac,"21,0","14,2","10,7","5,9","15,2","16,6","19,0","23,0","10,6","17,7","7,8","13,6"
20901,Batanes,Basco,"5,1","16,9","14,4","36,8","19,3","18,6","2,0","8,2","11,5","22,2","10,0","18,8"
20902,Batanes,Itbayat,"12,6","34,1","26,4","33,4","15,2","14,5","5,7","19,5","25,6","42,6","20,1","32,7"
20903,Batanes,Ivana,"8,9","16,4","18,3","42,2","26,6","25,8","2,7","15,1","9,2","23,6","10,5","26,0"
20904,Batanes,Mahatao,"8,9","21,4","18,0","42,8","20,1","24,4","2,6","15,1","14,4","28,5","10,7","25,2"
20905,Batanes,Sabtang,"11,4","30,7","24,2","33,8","15,2","17,1","5,1","17,8","23,0","38,3","17,4","31,0"
20906,Batanes,Uyugan,"8,1","18,1","19,5","39,6","22,7","21,4","2,8","13,3","11,4","24,9","12,6","26,3"
21501,Cagayan,Abulug,"21,6","20,9","14,4","12,1","9,9","15,0","17,3","25,9","17,5","24,3","10,8","17,9"
21502,Cagayan,Alcala,"21,8","18,9","13,6","10,4","12,0","14,3","18,1","25,5","15,2","22,6","10,4","16,8"
21503,Cagayan,Allacapan,"21,2","18,0","12,3","12,4","10,5","13,8","16,9","25,5","14,9","21,1","9,5","15,1"
21504,Cagayan,Amulung,"27,9","25,2","17,5","7,5","10,2","10,1","24,4","31,3","20,9","29,4","14,6","20,4"
21505,Cagayan,Aparri,"15,4","21,9","15,4","11,2","9,2","13,1","12,6","18,3","18,5","25,2","12,1","18,8"
21506,Cagayan,Baggao,"22,6","22,0","13,4","8,6","10,3","12,1","19,4","25,8","18,2","25,7","10,7","16,1"
21507,Cagayan,Ballesteros,"22,7","17,9","12,5","11,1","13,8","17,7","18,5","26,9","13,8","22,0","8,8","16,1"
21508,Cagayan,Buguey,"22,4","18,6","15,8","10,2","10,6","12,8","18,6","26,1","15,3","21,8","12,5","19,1"
21509,Cagayan,Calayan,"27,7","47,4","22,7","14,9","10,9","17,6","20,9","34,4","38,9","55,9","16,1","29,3"
21510,Cagayan,Camalaniugan,"16,9","17,1","11,9","11,5","10,1","14,5","13,7","20,1","14,2","19,9","9,1","14,8"
21511,Cagayan,Claveria,"15,1","14,6","9,4","12,1","11,9","15,0","12,1","18,1","11,7","17,4","7,1","11,7"
21512,Cagayan,Enrile,"19,8","19,7","12,6","11,5","10,7","14,8","16,0","23,5","16,2","23,1","9,5","15,7"
21513,Cagayan,Gattaran,"19,2","16,7","14,8","9,9","11,2","10,9","16,1","22,4","13,6","19,8","12,2","17,5"
21514,Cagayan,Gonzaga,"16,6","13,4","13,1","14,5","12,3","15,6","12,6","20,6","10,7","16,1","9,7","16,5"
21515,Cagayan,Iguig,"19,5","14,3","12,5","11,7","13,6","15,6","15,8","23,3","11,1","17,5","9,3","15,7"
21516,Cagayan,Lal-lo,"16,7","15,5","11,1","13,1","12,6","13,9","13,1","20,3","12,3","18,8","8,6","13,6"
21517,Cagayan,Lasam,"18,2","13,6","12,2","11,8","11,8","14,2","14,7","21,8","11,0","16,3","9,3","15,0"
21518,Cagayan,Pamplona,"20,7","26,7","15,0","12,4","10,3","19,2","16,4","24,9","22,2","31,3","10,2","19,7"
21519,Cagayan,Peñablanca,"18,2","20,1","12,6","13,0","9,1","14,7","14,3","22,1","17,1","23,1","9,6","15,7"
21520,Cagayan,Piat,"22,5","15,6","14,4","12,5","14,6","15,2","17,9","27,1","11,8","19,3","10,8","17,9"
21521,Cagayan,Rizal,"26,1","18,8","22,6","10,9","11,0","13,7","21,5","30,8","15,4","22,2","17,5","27,8"
21522,Cagayan,Sanchez-Mira,"13,4","17,2","9,9","16,6","11,7","19,5","9,8","17,1","13,9","20,5","6,7","13,1"
21523,Cagayan,Santa Ana,"16,3","20,6","12,5","16,2","12,3","19,1","12,0","20,7","16,5","24,8","8,6","16,5"
21524,Cagayan,Santa Praxedes,"17,2","17,5","9,8","21,4","19,5","27,7","11,1","23,2","11,9","23,1","5,3","14,2"
21525,Cagayan,Santa Teresita,"18,6","16,2","12,6","16,5","12,3","16,3","13,6","23,7","12,9","19,4","9,2","15,9"
21526,Cagayan,Santo Niño,"26,3","22,1","19,7","11,2","11,3","12,8","21,5","31,2","18,0","26,2","15,6","23,9"
21527,Cagayan,Solana,"22,5","22,7","11,9","8,8","8,5","13,3","19,3","25,8","19,5","25,9","9,3","14,5"
21528,Cagayan,Tuao,"22,7","17,9","15,5","10,2","11,5","13,3","18,9","26,5","14,5","21,3","12,1","18,9"
21529,Cagayan,Tuguegarao City,"8,5","9,3","6,0","12,9","11,8","14,7","6,7","10,3","7,5","11,1","4,5","7,4"
23101,Isabela,Alicia,"17,2","15,2","12,4","11,8","13,2","11,4","13,8","20,5","11,9","18,5","10,1","14,7"
23102,Isabela,Angadanan,"18,9","17,6","18,3","9,4","9,0","10,0","16,0","21,8","15,0","20,2","15,3","21,2"
23103,Isabela,Aurora,"16,4","13,1","10,8","11,9","14,0","13,0","13,2","19,6","10,1","16,1","8,4","13,1"
23104,Isabela,Benito Soliven,"25,4","23,6","21,7","11,3","9,3","12,3","20,7","30,1","20,0","27,2","17,3","26,1"
23105,Isabela,Burgos,"18,2","14,0","14,0","18,1","18,1","21,5","12,8","23,6","9,8","18,2","9,0","18,9"
23106,Isabela,Cabagan,"16,6","19,3","17,2","11,0","12,1","12,2","13,6","19,5","15,5","23,2","13,7","20,6"
23107,Isabela,Cabatuan,"12,7","14,2","11,6","16,8","15,0","15,4","9,2","16,3","10,7","17,6","8,7","14,5"
23108,Isabela,Cauayan City,"15,9","17,3","12,8","9,6","9,4","11,5","13,4","18,4","14,6","20,0","10,3","15,2"
23109,Isabela,Cordon,"16,3","18,6","13,7","12,4","11,4","13,3","13,0","19,6","15,1","22,1","10,7","16,7"
23110,Isabela,Dinapigue,"13,8","25,8","14,7","35,3","19,7","29,7","5,8","21,7","17,5","34,2","7,5","21,9"
23111,Isabela,Divilican,"23,6","45,7","26,2","17,4","12,4","18,1","16,8","30,3","36,4","55,0","18,4","33,9"
23112,Isabela,Echague,"15,2","17,5","15,8","9,2","7,5","9,4","12,9","17,5","15,3","19,6","13,3","18,2"
23113,Isabela,Gamu,"14,8","16,2","13,3","17,7","13,5","18,1","10,5","19,1","12,6","19,8","9,3","17,2"
23114,Isabela,Ilagan City,"15,3","17,9","13,3","8,3","7,7","10,5","13,2","17,4","15,6","20,1","11,0","15,6"
23115,Isabela,Jones,"15,5","12,6","14,7","13,7","14,3","11,4","12,0","19,0","9,6","15,5","11,9","17,5"
23116,Isabela,Luna,"13,8","10,4","8,7","16,2","21,7","16,8","10,2","17,5","6,7","14,1","6,3","11,2"
23117,Isabela,Maconacon,"9,9","29,3","20,9","24,3","15,3","19,2","5,9","13,8","21,9","36,6","14,3","27,5"
23118,Isabela,Delfin Albano,"19,9","16,3","13,6","11,2","11,9","13,6","16,2","23,5","13,1","19,5","10,6","16,7"
23119,Isabela,Mallig,"23,8","18,7","13,3","11,4","12,1","17,8","19,3","28,3","14,9","22,4","9,4","17,2"
23120,Isabela,Naguilian,"18,7","19,2","15,2","10,5","9,9","12,4","15,4","21,9","16,1","22,4","12,1","18,3"
23121,Isabela,Palanan,"19,8","48,6","27,2","14,9","10,5","15,5","14,9","24,6","40,2","57,0","20,3","34,1"
23122,Isabela,Quezon,"23,8","24,2","18,0","14,2","11,9","15,1","18,2","29,4","19,5","28,9","13,6","22,5"
23123,Isabela,Quirino,"20,4","15,9","10,8","10,8","13,4","16,2","16,8","24,0","12,4","19,4","7,9","13,7"
23124,Isabela,Ramon,"16,3","18,1","13,4","13,1","11,6","16,1","12,8","19,8","14,6","21,5","9,9","16,9"
23125,Isabela,Reina Mercedes,"14,0","16,2","12,1","17,9","13,2","14,3","9,9","18,1","12,7","19,8","9,2","14,9"
23126,Isabela,Roxas,"15,8","15,6","13,5","13,2","12,0","15,8","12,4","19,3","12,5","18,7","10,0","17,1"
23127,Isabela,San Agustin,"11,8","14,6","13,6","17,1","14,5","16,9","8,5","15,1","11,1","18,1","9,8","17,4"
23128,Isabela,San Guillermo,"21,6","27,6","23,5","11,6","12,0","13,0","17,5","25,7","22,2","33,0","18,5","28,5"
23129,Isabela,San Isidro,"17,3","14,6","11,7","15,6","13,8","19,0","12,9","21,7","11,3","18,0","8,0","15,4"
23130,Isabela,San Manuel,"20,5","16,2","13,5","11,9","12,6","15,0","16,5","24,5","12,8","19,5","10,2","16,8"
23131,Isabela,San Mariano,"24,2","30,6","25,3","8,3","7,1","9,9","20,9","27,5","27,0","34,2","21,2","29,5"
23132,Isabela,San Mateo,"14,6","12,7","9,9","14,2","14,3","13,2","11,2","18,1","9,7","15,7","7,8","12,1"
23133,Isabela,San Pablo,"19,7","24,4","20,7","16,7","13,5","13,4","14,3","25,1","19,0","29,8","16,2","25,3"
23134,Isabela,Santa Maria,"24,4","31,3","24,8","11,8","10,3","12,6","19,6","29,2","26,0","36,6","19,7","30,0"
23135,Isabela,Santiago City,"10,8","15,0","12,8","14,3","11,3","13,8","8,3","13,4","12,2","17,8","9,9","15,7"
23136,Isabela,Santo Tomas,"18,5","23,4","21,2","12,9","10,0","11,5","14,5","22,4","19,5","27,2","17,2","25,2"
23137,Isabela,Tumauini,"19,8","20,3","18,1","9,0","8,5","10,5","16,8","22,7","17,5","23,2","14,9","21,2"
25001,Nueva Vizcaya,Ambaguio,"15,5","38,9","23,9","25,1","14,1","29,7","9,1","21,9","29,9","47,9","12,2","35,6"
25002,Nueva Vizcaya,Aritao,"16,2","11,9","16,5","13,1","16,8","15,6","12,7","19,7","8,6","15,2","12,3","20,7"
25003,Nueva Vizcaya,Bagabag,"13,4","9,8","8,7","16,2","20,5","21,8","9,8","16,9","6,5","13,1","5,6","11,8"
25004,Nueva Vizcaya,Bambang,"11,3","10,3","8,4","13,6","14,1","19,6","8,8","13,8","7,9","12,7","5,7","11,1"
25005,Nueva Vizcaya,Bayombong,"8,6","8,7","6,3","16,7","14,8","21,2","6,3","11,0","6,6","10,9","4,1","8,5"
25006,Nueva Vizcaya,Diadi,"17,6","16,5","15,0","12,1","13,6","20,3","14,0","21,1","12,8","20,2","10,0","20,0"
25007,Nueva Vizcaya,Dupax del Norte,"11,4","14,6","12,8","21,6","13,3","27,8","7,4","15,4","11,4","17,7","7,0","18,7"
25008,Nueva Vizcaya,Dupax del Sur,"15,4","17,0","14,4","16,4","12,5","23,3","11,2","19,6","13,5","20,5","8,9","20,0"
25009,Nueva Vizcaya,Kasibu,"13,6","22,8","17,8","15,5","12,2","21,9","10,1","17,1","18,2","27,3","11,4","24,2"
25010,Nueva Vizcaya,Kayapa,"16,1","32,9","21,1","14,9","10,9","26,7","12,2","20,1","27,0","38,8","11,8","30,3"
25011,Nueva Vizcaya,Quezon,"16,6","21,0","13,3","19,6","14,9","22,3","11,2","22,0","15,9","26,2","8,4","18,1"
25012,Nueva Vizcaya,Santa Fe,"11,4","23,7","15,1","23,1","13,4","24,3","7,1","15,8","18,4","28,9","9,1","21,2"
25013,Nueva Vizcaya,Solano,"10,1","9,5","6,6","17,3","16,6","25,9","7,2","12,9","6,9","12,1","3,8","9,4"
25014,Nueva Vizcaya,Villaverde,"11,1","9,6","9,8","24,4","22,3","28,6","6,6","15,5","6,1","13,1","5,2","14,3"
25015,Nueva Vizcaya,Alfonso Castaneda,"14,0","33,5","19,7","33,1","19,1","25,5","6,4","21,6","22,9","44,0","11,5","28,0"
25701,Quirino,Aglipay,"16,3","18,2","14,1","14,8","12,2","16,6","12,4","20,3","14,5","21,8","10,2","17,9"
25702,Quirino,Cobarronguis,"11,8","15,2","10,8","19,5","14,9","19,8","8,0","15,5","11,5","18,9","7,3","14,3"
25703,Quirino,Diffun,"17,5","15,8","13,4","10,6","11,0","13,9","14,4","20,5","12,9","18,6","10,3","16,4"
25704,Quirino,Maddela,"14,4","13,7","11,0","13,9","12,8","14,9","11,1","17,7","10,8","16,6","8,3","13,7"
25705,Quirino,Saguday,"18,8","12,6","10,1","17,5","22,0","24,9","13,4","24,1","8,0","17,2","6,0","14,2"
25706,Quirino,Nagtipunan,"15,4","26,2","19,6","20,1","13,4","17,5","10,3","20,5","20,4","32,0","13,9","25,2"
30801,Bataan,Abucay,"7,0","4,0","14,5","29,5","25,8","20,5","3,6","10,4","2,3","5,6","9,6","19,4"
30802,Bataan,Bagac,"19,7","9,4","11,2","16,8","13,4","18,5","14,2","25,1","7,3","11,4","7,8","14,6"
30803,Bataan,Balanga City,"5,9","4,3","9,5","21,1","18,2","15,1","3,8","7,9","3,0","5,6","7,1","11,8"
30804,Bataan,Dinalupihan,"11,7","5,7","13,8","16,2","14,1","13,1","8,6","14,9","4,4","7,1","10,9","16,8"
30805,Bataan,Hermosa,"12,6","10,7","14,1","16,0","10,9","15,7","9,3","15,9","8,8","12,6","10,5","17,7"
30806,Bataan,Limay,"7,4","5,8","10,8","32,5","19,4","20,7","3,4","11,3","3,9","7,6","7,1","14,4"
30807,Bataan,Mariveles,"7,2","2,6","10,5","24,7","21,8","15,2","4,3","10,1","1,6","3,5","7,8","13,1"
30808,Bataan,Morong,"20,8","12,7","15,0","22,9","17,8","28,1","13,0","28,7","9,0","16,4","8,1","22,0"
30809,Bataan,Orani,"10,4","7,4","10,6","17,6","14,4","15,5","7,4","13,4","5,6","9,1","7,9","13,2"
30810,Bataan,Orion,"9,5","9,8","14,5","19,0","12,6","17,4","6,6","12,5","7,8","11,9","10,3","18,6"
30811,Bataan,Pilar,"8,9","7,7","12,6","23,0","15,7","17,0","5,5","12,2","5,7","9,6","9,0","16,1"
30812,Bataan,Samal,"12,0","4,6","13,1","18,0","16,4","16,9","8,4","15,5","3,3","5,8","9,5","16,8"
31401,Bulacan,Angat,"7,8","7,2","7,6","24,9","17,2","18,7","4,6","10,9","5,1","9,2","5,2","9,9"
31402,Bulacan,Balagtas,"5,5","4,2","6,9","33,9","29,4","29,1","2,4","8,5","2,2","6,2","3,6","10,3"
31403,Bulacan,Baliuag,"5,7","5,4","5,4","22,6","15,3","17,9","3,6","7,8","4,0","6,7","3,8","6,9"
31404,Bulacan,Bocaue,"3,4","4,2","7,7","40,6","23,0","33,0","1,1","5,7","2,6","5,8","3,5","11,9"
31405,Bulacan,Bulacan,"3,6","5,7","6,2","36,9","18,8","25,1","1,4","5,8","3,9","7,5","3,6","8,7"
31406,Bulacan,Bustos,"8,1","5,9","5,8","24,3","18,6","21,0","4,9","11,4","4,1","7,7","3,8","7,8"
31407,Bulacan,Calumpit,"6,4","5,2","6,3","22,8","17,6","16,1","4,0","8,8","3,7","6,7","4,6","7,9"
31408,Bulacan,Guiguinto,"4,1","4,3","5,7","31,3","26,6","26,9","2,0","6,2","2,4","6,2","3,2","8,2"
31409,Bulacan,Hagonoy,"8,6","8,6","6,1","18,4","12,4","19,1","6,0","11,3","6,8","10,3","4,2","8,1"
31410,Bulacan,Malolos City,"5,2","4,1","4,6","15,5","13,6","16,5","3,9","6,5","3,2","5,0","3,3","5,9"
31411,Bulacan,Marilao,"3,4","2,8","5,1","37,1","30,0","32,3","1,3","5,4","1,4","4,2","2,4","7,8"
31412,Bulacan,Meycauayan City,"4,5","1,7","5,8","27,9","30,4","17,1","2,4","6,6","0,9","2,6","4,2","7,5"
31413,Bulacan,Norzagaray,"10,0","6,7","8,6","24,0","23,0","23,4","6,1","13,9","4,2","9,2","5,3","11,8"
31414,Bulacan,Obando,"6,8","4,1","5,2","30,8","27,8","22,4","3,4","10,3","2,2","5,9","3,3","7,2"
31415,Bulacan,Pandi,"7,6","6,9","8,8","22,0","16,4","16,6","4,8","10,3","5,0","8,7","6,4","11,1"
31416,Bulacan,Paombong,"7,1","10,4","8,3","25,5","14,7","23,4","4,1","10,1","7,9","12,9","5,1","11,5"
31417,Bulacan,Plaridel,"5,0","6,0","6,0","29,4","15,0","19,4","2,6","7,4","4,5","7,5","4,1","7,9"
31418,Bulacan,Pulilan,"6,9","4,8","7,4","20,8","16,7","17,9","4,6","9,3","3,5","6,1","5,2","9,6"
31419,Bulacan,San Idelfonso,"12,3","11,9","9,2","12,0","8,7","12,3","9,9","14,8","10,2","13,7","7,3","11,0"
31420,Bulacan,San Jose Del Monte City,"5,8","5,1","7,0","19,0","17,5","18,2","4,0","7,6","3,7","6,6","4,9","9,1"
31421,Bulacan,San Miguel,"11,8","12,6","10,5","13,5","8,9","13,5","9,2","14,4","10,7","14,4","8,2","12,8"
31422,Bulacan,San Rafael,"8,3","7,3","7,0","16,3","13,6","15,0","6,1","10,5","5,7","8,9","5,3","8,7"
31423,Bulacan,Santa Maria,"5,0","4,1","6,2","26,2","19,0","19,1","2,8","7,1","2,8","5,4","4,3","8,2"
31424,Bulacan,Doña Remedios Trinidad,"35,2","24,6","18,9","15,4","13,4","27,3","26,3","44,1","19,2","30,0","10,4","27,3"
34901,Nueva Ecija,Aliaga,"25,4","19,0","16,4","14,2","9,8","13,0","19,5","31,4","15,9","22,1","12,9","19,9"
34902,Nueva Ecija,Bongabon,"21,7","16,5","14,8","13,0","9,2","16,1","17,1","26,4","14,0","19,0","10,9","18,7"
34903,Nueva Ecija,Cabanatuan City,"10,9","10,6","12,4","9,9","8,4","8,9","9,1","12,7","9,1","12,1","10,6","14,2"
34904,Nueva Ecija,Cabiao,"15,2","15,2","14,8","16,4","12,9","17,5","11,1","19,3","12,0","18,4","10,6","19,1"
34905,Nueva Ecija,Carranglan,"32,3","28,8","17,5","12,4","8,0","15,1","25,7","38,9","25,0","32,6","13,1","21,8"
34906,Nueva Ecija,Cuyapo,"27,2","21,3","21,4","8,9","7,4","11,4","23,3","31,2","18,7","23,9","17,3","25,4"
34907,Nueva Ecija,Gabaldon,"29,2","24,1","17,8","11,6","8,2","15,7","23,7","34,8","20,9","27,4","13,2","22,4"
34908,Nueva Ecija,Gapan City,"14,0","12,5","14,6","14,3","11,8","14,7","10,7","17,3","10,0","14,9","11,0","18,1"
34909,Nueva Ecija,General Mamerto Natividad,"26,8","18,1","16,7","11,4","8,6","14,2","21,8","31,8","15,5","20,6","12,8","20,6"
34910,Nueva Ecija,General Tinio,"15,7","15,4","14,9","20,8","13,2","20,5","10,3","21,1","12,0","18,7","9,9","20,0"
34911,Nueva Ecija,Guimba,"25,2","20,7","18,9","9,1","7,3","10,3","21,4","28,9","18,2","23,2","15,7","22,1"
34912,Nueva Ecija,Jaen,"19,0","17,7","17,0","14,2","9,2","14,2","14,5","23,4","15,0","20,4","13,0","21,0"
34913,Nueva Ecija,Laur,"31,2","25,4","21,0","11,1","8,4","12,3","25,5","36,9","21,9","28,9","16,7","25,3"
34914,Nueva Ecija,Licab,"25,5","16,3","18,6","16,1","11,3","17,1","18,8","32,3","13,3","19,4","13,4","23,9"
34915,Nueva Ecija,Llanera,"25,7","18,0","13,0","11,8","8,6","13,0","20,7","30,8","15,5","20,5","10,2","15,7"
34916,Nueva Ecija,Lupao,"26,4","18,9","20,4","12,3","10,6","13,0","21,1","31,8","15,6","22,2","16,0","24,7"
34917,Nueva Ecija,Muñoz City,"21,4","15,1","14,1","12,0","8,7","11,2","17,1","25,6","12,9","17,3","11,5","16,7"
34918,Nueva Ecija,Nampicuan,"25,8","16,3","19,1","12,9","10,8","17,0","20,3","31,3","13,4","19,2","13,8","24,4"
34919,Nueva Ecija,Palayan City,"16,0","16,9","14,5","13,0","9,8","14,4","12,6","19,4","14,2","19,7","11,1","17,9"
34920,Nueva Ecija,Pantabangan,"21,8","19,5","24,9","14,5","9,3","12,6","16,6","27,1","16,5","22,5","19,8","30,1"
34921,Nueva Ecija,Peñaranda,"11,3","15,0","13,7","27,1","15,3","24,7","6,3","16,3","11,2","18,8","8,1","19,2"
34922,Nueva Ecija,Quezon,"26,7","24,1","18,0","12,2","9,1","14,3","21,4","32,1","20,5","27,7","13,7","22,2"
34923,Nueva Ecija,Rizal,"19,3","18,2","15,2","12,5","9,0","11,1","15,4","23,3","15,5","20,9","12,4","18,0"
34924,Nueva Ecija,San Antonio,"17,2","18,1","14,8","18,9","10,8","18,5","11,9","22,6","14,8","21,3","10,3","19,3"
34925,Nueva Ecija,San Isidro,"11,8","12,6","10,2","22,5","14,5","20,1","7,4","16,1","9,6","15,6","6,8","13,6"
34926,Nueva Ecija,San Jose City,"19,1","14,2","13,2","11,7","8,8","11,8","15,5","22,8","12,1","16,2","10,6","15,7"
34927,Nueva Ecija,San Leonardo,"13,6","12,2","15,8","18,6","14,0","15,5","9,5","17,8","9,4","15,0","11,8","19,9"
34928,Nueva Ecija,Santa Rosa,"15,0","15,6","13,3","13,0","9,7","12,7","11,8","18,2","13,1","18,1","10,5","16,0"
34929,Nueva Ecija,Santo Domingo,"20,3","18,7","14,3","12,3","10,1","12,4","16,2","24,4","15,6","21,8","11,4","17,2"
34930,Nueva Ecija,Talavera,"18,3","17,4","13,0","10,1","7,1","9,1","15,3","21,3","15,4","19,4","11,1","15,0"
34931,Nueva Ecija,Talugtug,"36,0","28,5","23,9","8,3","6,2","12,9","31,1","40,9","25,6","31,4","18,8","28,9"
34932,Nueva Ecija,Zaragoza,"19,3","18,2","13,2","13,6","8,8","15,5","15,0","23,6","15,6","20,9","9,8","16,6"
35401,Pampanga,Angeles City,"5,0","1,3","6,7","22,4","30,8","16,3","3,2","6,9","0,7","2,0","4,9","8,5"
35402,Pampanga,Apalit,"9,1","4,0","7,1","22,7","26,5","23,3","5,7","12,5","2,3","5,8","4,4","9,7"
35403,Pampanga,Arayat,"8,7","7,3","9,5","18,3","15,7","15,8","6,1","11,3","5,4","9,2","7,0","11,9"
35404,Pampanga,Bacolor,"6,2","4,4","9,4","28,3","23,9","20,2","3,3","9,1","2,6","6,1","6,3","12,5"
35405,Pampanga,Candaba,"17,7","6,6","12,5","15,3","13,9","14,0","13,2","22,1","5,1","8,1","9,6","15,4"
35406,Pampanga,Floridablanca,"13,4","6,8","13,1","11,6","11,8","16,9","10,9","16,0","5,5","8,1","9,5","16,8"
35407,Pampanga,Guagua,"7,4","3,8","7,7","17,9","16,4","15,7","5,3","9,6","2,8","4,9","5,7","9,7"
35408,Pampanga,Lubao,"10,6","5,4","8,9","13,9","13,2","13,4","8,2","13,1","4,2","6,5","6,9","10,8"
35409,Pampanga,Mabalacat City,"7,2","1,9","8,0","29,5","36,8","19,0","3,7","10,6","0,7","3,0","5,5","10,5"
35410,Pampanga,Macabebe,"9,2","4,8","11,3","20,9","16,6","16,8","6,0","12,3","3,5","6,1","8,2","14,4"
35411,Pampanga,Magalang,"8,1","5,0","9,7","23,4","15,9","15,1","5,0","11,2","3,7","6,3","7,3","12,1"
35412,Pampanga,Masantol,"9,1","8,1","20,0","24,0","15,9","15,4","5,5","12,7","6,0","10,2","14,9","25,0"
35413,Pampanga,Mexico,"7,7","3,9","8,8","18,5","16,3","15,1","5,4","10,1","2,9","5,0","6,6","10,9"
35414,Pampanga,Minalin,"9,0","6,0","8,8","22,8","19,1","18,8","5,7","12,4","4,1","7,8","6,1","11,6"
35415,Pampanga,Porac,"11,3","7,1","11,1","18,3","14,3","16,7","7,9","14,7","5,4","8,7","8,1","14,1"
35416,Pampanga,San Fernando City,"4,8","2,5","6,5","22,9","19,7","14,1","3,0","6,6","1,7","3,3","5,0","7,9"
35417,Pampanga,San Luis,"16,2","6,0","9,6","17,7","19,1","23,6","11,5","20,9","4,1","7,9","5,9","13,3"
35418,Pampanga,San Simon,"9,1","4,4","12,2","25,8","26,7","23,0","5,2","13,0","2,4","6,3","7,6","16,8"
35419,Pampanga,Santa Ana,"11,0","6,1","8,8","22,0","19,5","18,5","7,0","14,9","4,1","8,1","6,1","11,4"
35420,Pampanga,Santa Rita,"9,4","4,9","7,0","30,3","28,1","28,3","4,7","14,1","2,6","7,2","3,8","10,3"
35421,Pampanga,Santo Tomas,"6,0","2,6","5,3","39,3","43,5","31,2","2,1","9,8","0,7","4,5","2,6","8,1"
35422,Pampanga,Sasmuan,"11,5","6,7","15,9","20,3","18,7","18,3","7,6","15,3","4,7","8,8","11,1","20,7"
