Region,REG_Code,Province,PROV_Code,City_Municipality,City_Mun Code,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,DepEd Clinic,Drug Abuse Treatment and Rehabilitation Centers,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Albuera,PH083703000,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Babatngon,PH083705000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Barugo,PH083706000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Bato,PH083707000,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Burauen,PH083710000,0,0,11,0,0,0,0,0,1,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Calubian,PH083713000,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Capoocan,PH083714000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Carigara,PH083715000,0,0,8,1,0,0,0,0,1,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,City of Baybay,PH083708000,0,0,20,1,0,0,0,0,1,2,0,0,0,3,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Dagami,PH083717000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Dulag,PH083718000,0,0,8,0,0,0,1,0,1,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Hilongos,PH083719000,0,0,14,0,0,0,0,0,2,1,0,0,0,2,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Hindang,PH083720000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Inopacan,PH083721000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Isabel,PH083722000,0,0,6,4,0,0,0,0,1,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Jaro,PH083723000,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Javier (Bugho),PH083724000,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Julita,PH083725000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Kananga,PH083726000,0,0,9,1,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,La Paz,PH083728000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Leyte,PH083729000,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Macarthur,PH083730000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Mahaplag,PH083731000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Matag-Ob,PH083733000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Matalom,PH083734000,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Mayorga,PH083735000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Merida,PH083736000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Ormoc City,PH083738000,0,0,33,6,0,0,0,0,4,1,0,0,0,7,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Palo,PH083739000,0,0,8,0,0,1,0,0,2,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Palompon,PH083740000,0,0,9,1,0,0,0,0,1,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Pastrana,PH083741000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,San Isidro,PH083742000,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,San Miguel,PH083743000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Santa Fe,PH083744000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tabango,PH083745000,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tabontabon,PH083746000,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,City of Tacloban (Capital),PH083747000,0,0,24,0,1,0,0,0,7,0,0,0,0,6,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tanauan,PH083748000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tolosa,PH083749000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Tunga,PH083750000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Leyte,PH083700000,Villaba,PH083751000,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Allen,PH084801000,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Biri,PH084802000,0,0,5,1,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Bobon,PH084803000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Capul,PH084804000,0,0,10,1,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Catarman (Capital),PH084805000,0,0,22,0,0,1,0,0,2,2,0,0,0,2,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Catubig,PH084806000,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Gamay,PH084807000,0,0,5,1,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Laoang,PH084808000,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Lapinig,PH084809000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Las Navas,PH084810000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Lavezares,PH084811000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Lope de Vega,PH084824000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Mapanas,PH084812000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Mondragon,PH084813000,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Palapag,PH084814000,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Pambujan,PH084815000,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Rosario,PH084816000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Antonio,PH084817000,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Isidro,PH084818000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Jose,PH084819000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Roque,PH084820000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,San Vicente,PH084821000,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Silvino Lobos,PH084822000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Northern Samar,PH084800000,Victoria,PH084823000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Almagro,PH086001000,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Basey,PH086002000,0,0,9,1,0,0,0,0,1,0,1,0,0,0,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,City of Calbayog,PH086003000,0,0,23,0,0,0,0,0,4,0,0,0,0,6,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Calbiga,PH086004000,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,City of Catbalogan (Capital),PH086005000,0,0,12,1,0,1,0,0,2,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Daram,PH086006000,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Gandara,PH086007000,0,0,12,1,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Hinabangan,PH086008000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Jiabong,PH086009000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Marabut,PH086010000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Matuguinao,PH086011000,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Motiong,PH086012000,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Pagsanghan,PH086026000,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Paranas (Wright),PH086022000,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Pinabacdao,PH086013000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,San Jorge,PH086025000,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,San Jose de Buan,PH086014000,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,San Sebastian,PH086015000,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Santa Margarita,PH086016000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Santa Rita,PH086017000,0,0,9,2,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Santo Niño,PH086018000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Tagapul-An,PH086024000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Talalora,PH086019000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Tarangnan,PH086020000,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Villareal,PH086021000,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Samar (Western Samar),PH086000000,Zumarraga,PH086023000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Anahawan,PH086401000,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Bontoc,PH086402000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,City of Maasin (Capital),PH086407000,0,0,20,1,0,0,0,0,3,0,0,0,0,3,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Hinunangan,PH086403000,0,0,7,0,0,0,0,0,0,2,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Hinundayan,PH086404000,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Libagon,PH086405000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Liloan,PH086406000,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Limasawa,PH086419000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Macrohon,PH086408000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Malitbog,PH086409000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Padre Burgos,PH086410000,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Pintuyan,PH086411000,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Saint Bernard,PH086412000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,San Francisco,PH086413000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,San Juan (Cabalian),PH086414000,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,San Ricardo,PH086415000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Silago,PH086416000,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Sogod,PH086417000,0,0,8,1,0,0,0,0,4,1,0,0,0,1,0
Region VIII (Eastern Visayas),PH080000000,Southern Leyte,PH086400000,Tomas Oppus,PH086418000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Baungon,PH101301000,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Cabanglasan,PH101322000,0,0,15,2,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,City of Malaybalay (Capital),PH101312000,0,0,52,7,0,0,0,0,4,2,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,City of Valencia,PH101321000,0,0,31,7,0,0,0,0,6,3,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Damulog,PH101302000,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Dangcagan,PH101303000,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Don Carlos,PH101304000,0,0,29,3,0,0,0,0,2,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Impasug-Ong,PH101305000,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kadingilan,PH101306000,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kalilangan,PH101307000,0,0,14,0,0,0,0,0,1,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kibawe,PH101308000,0,0,17,1,0,0,0,0,1,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Kitaotao,PH101309000,0,0,25,1,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Lantapan,PH101310000,0,0,14,1,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Libona,PH101311000,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Malitbog,PH101313000,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Manolo Fortich,PH101314000,0,0,22,0,0,0,0,0,2,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Maramag,PH101315000,0,0,20,1,0,0,0,0,4,2,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Pangantucan,PH101316000,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Quezon,PH101317000,0,0,32,2,0,0,0,0,1,3,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,San Fernando,PH101318000,0,0,23,0,0,0,0,0,0,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Sumilao,PH101319000,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Bukidnon,PH101300000,Talakag,PH101320000,0,0,10,0,0,0,0,0,0,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Catarman,PH101801000,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Guinsiliban,PH101802000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Mahinog,PH101803000,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Mambajao (Capital),PH101804000,0,0,15,0,0,0,0,0,1,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Camiguin,PH101800000,Sagay,PH101805000,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Bacolod,PH103501000,0,0,16,1,0,0,0,0,1,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Baloi,PH103502000,0,0,8,1,0,0,0,0,0,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Baroy,PH103503000,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,City of Iligan,PH103504000,0,0,47,2,0,0,0,0,7,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Kapatagan,PH103505000,0,0,20,1,0,0,0,0,2,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Kauswagan,PH103507000,0,0,12,1,0,0,0,0,0,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Kolambugan,PH103508000,0,0,15,0,0,0,0,0,1,0,0,0,0,2,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Lala,PH103509000,0,0,26,2,0,0,0,0,2,2,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Linamon,PH103510000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Magsaysay,PH103511000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Maigo,PH103512000,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Matungao,PH103513000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Munai,PH103514000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Nunungan,PH103515000,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Pantao Ragat,PH103516000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Pantar,PH103523000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Poona Piagapo,PH103517000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Salvador,PH103518000,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Sapad,PH103519000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Sultan Naga Dimaporo (Karomatan),PH103506000,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Tagoloan,PH103520000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Tangcal,PH103521000,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Lanao del Norte,PH103500000,Tubod (Capital),PH103522000,0,0,24,1,0,0,0,0,1,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Aloran,PH104201000,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Baliangao,PH104202000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Bonifacio,PH104203000,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Calamba,PH104204000,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Clarin,PH104205000,0,0,9,1,0,0,0,0,1,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Concepcion,PH104206000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Don Victoriano Chiongbian  (Don Mariano Marcos),PH104217000,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Jimenez,PH104207000,0,0,5,1,0,0,0,0,1,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Lopez Jaena,PH104208000,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,City of Oroquieta (Capital),PH104209000,0,0,14,2,0,0,1,0,2,3,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,City of Ozamiz,PH104210000,0,0,21,5,0,0,2,0,6,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Panaon,PH104211000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Plaridel,PH104212000,0,0,8,0,0,0,0,0,1,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Sapang Dalaga,PH104213000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Sinacaban,PH104214000,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,City of Tangub,PH104215000,0,0,13,0,0,0,0,0,1,2,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Occidental,PH104200000,Tudela,PH104216000,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Alubijid,PH104301000,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Balingasag,PH104302000,0,0,30,0,0,0,0,0,1,1,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Balingoan,PH104303000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Region X (Northern Mindanao),PH100000000,Misamis Oriental,PH104300000,Binuangan,PH104304000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
