Region,Region code,Province,Province code,City_Municipality,City_Mun Code,Elementary_school,Secondary_school,Enrollment_Elementary_Male,Enrollment_Elementary_Female,Enrollment_Secondary_Male,Enrollment_Secondary_Female
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Mayoyao,PH142706000,26,2,952,854,244,234
Cordillera Administrative Region (CAR),PH140000000,Ifugao,PH142700000,Tinoc,PH142710000,19,3,1.259,1.191,282,429
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Balbalan,PH143201000,29,3,1.010,876,342,267
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,City of Tabuk (Capital),PH143213000,85,17,9.051,8.103,3.572,3.726
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Lubuagan,PH143206000,15,1,709,660,106,97
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Pasil,PH143208000,19,3,800,704,305,281
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Pinukpuk,PH143209000,36,10,2.736,2.515,1.185,1.055
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Rizal (Liwan),PH143211000,17,4,1.431,1.334,697,650
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Tanudan,PH143214000,22,5,781,680,409,287
Cordillera Administrative Region (CAR),PH140000000,Kalinga,PH143200000,Tinglayan,PH143215000,22,4,1.243,940,404,329
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Barlig,PH144401000,10,4,309,332,228,190
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Bauko,PH144402000,40,12,2.442,2.276,1.078,1.088
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Besao,PH144403000,16,5,527,473,274,247
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Bontoc (Capital),PH144404000,19,6,1.445,1.282,748,801
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Natonin,PH144405000,14,4,822,723,263,258
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Paracelis,PH144406000,34,9,2.848,2.450,1.068,1.060
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sabangan,PH144407000,19,4,700,685,311,308
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sadanga,PH144408000,8,4,667,623,370,321
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Sagada,PH144409000,14,5,996,869,481,462
Cordillera Administrative Region (CAR),PH140000000,Mountain Province,PH144400000,Tadian,PH144410000,27,10,1.347,1.243,752,613
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,Binondo,PH133902000,0,0,0,0,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,Malate,PH133910000,3,0,8.693,8.419,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,Paco,PH133911000,3,3,2.710,2.340,2.314,2.385
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,Pandacan,PH133912000,4,0,3.694,3.568,0,0
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,Quiapo,PH133903000,1,1,1.683,1.581,285,330
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,Sampaloc,PH133906000,13,6,12.417,11.406,6.396,6.964
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,San Miguel,PH133907000,1,1,800,766,1.606,1.778
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,San Nicolas,PH133904000,1,1,3.023,2.980,1.774,1.862
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,Santa Ana,PH133914000,5,5,6.691,6.100,3.743,3.725
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,Santa Cruz,PH133905000,7,3,7.607,7.100,4.783,4.978
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,Tondo I/II,PH133901000,34,11,44.631,42.609,16.722,17.098
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,Ermita,PH133908000,1,2,1.782,1.501,2.677,2.911
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,Intramuros,PH133909000,0,1,0,0,717,662
National Capital Region (NCR),PH130000000,"NCR, City of Manila, First District (Not A Province)",PH133900000,Port Area,PH133913000,0,1,0,0,1.159,1.321
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,City of Las Piñas,PH137601000,22,13,31.585,29.716,16.525,16.854
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,City of Makati,PH137602000,27,10,24.799,23.547,14.411,14.608
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,City of Muntinlupa,PH137603000,19,8,25.851,24.213,11.074,11.618
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,City of Parañaque,PH137604000,22,12,31.088,28.929,17.684,17.858
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,Pasay City,PH137605000,21,12,18.104,16.431,9.014,9.091
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,Pateros,PH137606000,7,3,3.058,2.792,1.473,1.389
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137600000,City of Taguig,PH137607000,23,18,46.735,43.996,19.958,20.565
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137400000,City of Mandaluyong,PH137401000,18,12,16.967,15.590,8.793,8.784
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137400000,City of Marikina,PH137402000,17,15,23.535,21.853,13.989,14.284
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137400000,City of Pasig,PH137403000,28,13,39.433,37.027,23.337,23.448
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137400000,City of San Juan,PH137405000,8,1,3.947,3.574,1.460,1.431
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137400000,Quezon City,PH137404000,95,48,136.636,127.059,72.132,73.149
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137500000,City of Malabon,PH137502000,28,12,26.138,24.048,10.870,10.959
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137500000,City of Navotas,PH137503000,15,8,16.774,15.512,7.020,6.793
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137500000,City of Valenzuela,PH137504000,39,19,40.818,37.790,21.625,22.043
National Capital Region (NCR),PH130000000,Metropolitan Manila,PH137500000,City of Caloocan,PH137501000,54,31,87.065,81.689,45.561,45.139
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Akbar,PH150708000,6,1,820,781,119,111
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Al-Barka,PH150709000,11,0,1.078,1.072,0,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,City of Lamitan (Capital),PH150702000,42,7,7.922,7.588,1.798,2.154
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Hadji Mohammad Ajul,PH150710000,10,2,1.080,1.060,195,188
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Hadji Muhtamad,PH150712000,3,2,529,495,250,333
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Lantawan,PH150703000,31,3,2.723,2.572,435,469
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Maluso,PH150704000,18,1,4.010,3.961,799,1.094
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Sumisip,PH150705000,32,4,3.995,3.891,772,1.079
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Tabuan-Lasa,PH150713000,14,2,1.715,1.712,174,222
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Tipo-Tipo,PH150706000,13,2,2.076,2.027,718,1.071
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Tuburan,PH150707000,8,2,884,768,311,319
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Basilan,PH150700000,Ungkaya Pukan,PH150711000,13,0,1.676,1.570,0,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Bacolod-Kalawi (Bacolod Grande),PH153601000,18,3,2.299,2.800,354,457
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Balabagan,PH153602000,13,8,2.274,2.444,792,1.028
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Balindong (Watu),PH153603000,34,1,4.957,5.082,466,634
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Bayang,PH153604000,31,3,2.511,2.702,418,481
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Binidayan,PH153605000,15,2,1.459,1.682,371,427
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Buadiposo-Buntong,PH153633000,11,2,1.274,1.441,541,623
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Bubong,PH153606000,15,3,2.028,2.222,1.028,1.392
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Amai Manabilang,PH153637000,6,1,1.184,1.293,120,152
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Butig,PH153607000,19,3,1.505,1.682,351,558
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Calanogas,PH153632000,6,3,1.060,1.188,260,334
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Ditsaan-Ramain,PH153624000,16,3,2.611,3.019,473,582
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Ganassi,PH153609000,24,6,2.225,2.452,999,1.189
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Kapai,PH153610000,16,1,1.095,1.098,207,311
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Kapatagan,PH153639000,9,5,1.546,1.698,527,743
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Lumba-Bayabao (Maguing),PH153611000,28,4,4.012,5.062,1.198,1.460
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Lumbaca-Unayan,PH153641000,7,0,761,850,0,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Lumbatan,PH153612000,17,4,1.325,1.343,522,700
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Lumbayanague,PH153636000,24,1,1.944,2.156,147,215
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Madalum,PH153613000,16,2,1.090,1.157,366,491
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Madamba,PH153614000,13,2,1.600,1.661,526,644
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Maguing,PH153634000,17,4,2.291,2.608,681,735
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Malabang,PH153615000,17,8,2.613,3.018,981,1.646
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Marantao,PH153616000,32,4,4.171,4.545,795,970
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,City of Marawi (Capital),PH153617000,61,8,1.515,1.511,24,30
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Marogong,PH153631000,7,5,738,885,562,853
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Masiu,PH153618000,40,8,5.109,6.101,1.514,1.934
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Mulondo,PH153619000,11,2,1.144,1.303,337,473
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Pagayawan (Tatarikan),PH153620000,10,1,1.189,1.395,224,350
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Piagapo,PH153621000,29,4,3.163,3.015,996,1.378
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Poona Bayabao (Gata),PH153622000,18,3,2.879,3.415,630,945
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Pualas,PH153623000,20,6,1.119,1.105,605,721
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Saguiaran,PH153625000,29,3,3.483,3.687,871,1.040
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Sultan Dumalondong,PH153640000,7,1,582,711,139,320
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Picong (Sultan Gumander),PH153635000,15,4,1.814,2.076,464,591
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Tagoloan Ii,PH153638000,4,1,148,161,72,94
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Tamparan,PH153626000,14,1,3.000,3.617,474,523
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Taraka,PH153627000,16,4,1.970,2.130,714,891
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Tubaran,PH153628000,12,4,1.186,1.359,300,462
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Tugaya,PH153629000,18,2,2.858,3.486,485,618
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Lanao Del Sur,PH153600000,Wao,PH153630000,27,7,3.852,3.680,742,704
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Ampatuan,PH153801000,10,4,2.524,2.493,827,894
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Barira,PH153818000,33,3,3.246,3.473,365,505
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Buldon,PH153802000,28,3,2.971,3.025,439,484
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Buluan,PH153803000,10,1,3.449,3.648,310,441
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Abdullah Sangki,PH153828000,12,0,2.835,2.895,0,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Anggal Midtimbang,PH153831000,6,0,1.686,1.817,0,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Blah T. Sinsuat,PH153830000,16,0,1.766,1.620,0,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Hoffer Ampatuan,PH153835000,6,1,936,1.011,66,71
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Pagagawan,PH153822000,14,1,2.417,2.303,307,315
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Odin Sinsuat (Dinaig),PH153807000,41,6,8.889,8.838,1.717,2.163
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Paglas,PH153805000,23,3,3.731,3.383,1.180,1.322
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Piang,PH153806000,15,3,2.562,2.554,746,815
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Salibo,PH153836000,8,0,999,1.050,0,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Saudi-Ampatuan,PH153826000,10,1,2.143,2.389,310,365
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Datu Unsay,PH153827000,5,1,716,832,133,118
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Gen. S.K. Pendatun,PH153819000,16,3,2.623,2.645,761,791
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Guindulungan,PH153825000,8,1,1.652,1.610,384,457
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Kabuntalan (Tumbao),PH153814000,26,2,2.534,2.332,369,459
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Mamasapano,PH153820000,12,4,2.840,2.929,783,959
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Mangudadatu,PH153832000,5,1,1.101,1.136,148,160
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Matanog,PH153809000,16,2,2.139,2.221,247,367
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Pagalungan,PH153810000,18,4,3.320,3.268,873,815
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Paglat,PH153823000,9,2,1.399,1.289,384,415
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Pandag,PH153833000,6,1,1.081,1.112,149,129
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Parang,PH153811000,28,6,5.967,5.809,1.856,2.622
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Rajah Buayan,PH153829000,10,0,2.248,2.159,0,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Shariff Aguak (Maganoy) (Capital),PH153808000,7,1,2.113,2.384,653,876
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Shariff Saydona Mustapha,PH153837000,7,0,899,914,0,0
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,South Upi,PH153817000,38,5,5.639,5.374,1.040,1.185
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Sultan Kudarat (Nuling),PH153812000,31,5,6.026,6.080,796,950
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Sultan Mastura,PH153824000,13,2,2.161,2.258,561,779
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Sultan Sa Barongis (Lambayong),PH153813000,13,4,3.302,3.369,810,942
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Talayan,PH153816000,8,1,1.948,1.964,599,681
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Talitay,PH153821000,9,1,1.075,1.054,239,291
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Upi,PH153815000,35,8,6.795,6.111,1.814,1.917
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Maguindanao,PH153800000,Northern Kabuntalan,PH153834000,0,1,0,0,77,99
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Hadji Panglima Tahil (Marunggas),PH156606000,6,1,118,132,38,44
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Indanan,PH156601000,33,4,3.957,3.764,764,906
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Jolo (Capital),PH156602000,34,4,8.946,9.171,3.642,4.642
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Kalingalan Caluang,PH156603000,13,2,1.262,1.290,282,315
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Lugus,PH156617000,17,1,1.675,1.691,126,175
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Luuk,PH156604000,18,2,1.630,1.604,460,684
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Maimbung,PH156605000,18,2,2.863,2.803,697,875
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Old Panamao,PH156607000,13,4,1.649,1.667,361,502
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Omar,PH156619000,11,1,1.199,1.145,211,267
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Pandami,PH156618000,21,1,939,1.078,129,202
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Panglima Estino (New Panamao),PH156616000,10,2,950,940,235,279
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Pangutaran,PH156608000,31,2,3.373,3.321,492,692
Autonomous Region in Muslim Mindanao (ARMM),PH150000000,Sulu,PH156600000,Parang,PH156609000,30,2,3.164,3.131,582,667
