Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Ownership Major Classification,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,COVID-19 Testing Laboratory,DepEd Clinic,Dialysis Clinic,Drug Abuse Treatment and Rehabilitation Centers,Drug Testing Laboratory,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic,Total
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,NAGA CITY,PH051724000,Private,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,16
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,OCAMPO,PH051725000,Government,0,0,26,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,OCAMPO,PH051725000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,PAMPLONA,PH051726000,Government,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,PAMPLONA,PH051726000,Private,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,PASACAO,PH051727000,Government,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,PASACAO,PH051727000,Private,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,PILI (Capital),PH051728000,Government,0,0,26,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,30
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,PILI (Capital),PH051728000,Private,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,PRESENTACION (PARUBCAN),PH051729000,Government,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,RAGAY,PH051730000,Government,0,0,28,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,32
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SAG?AY,PH051731000,Government,0,0,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SAN FERNANDO,PH051732000,Government,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SAN FERNANDO,PH051732000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SAN JOSE,PH051733000,Government,0,0,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,31
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SAN JOSE,PH051733000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SIPOCOT,PH051734000,Government,0,0,45,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SIPOCOT,PH051734000,Private,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,SIRUMA,PH051735000,Government,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,TIGAON,PH051736000,Government,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,TIGAON,PH051736000,Private,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,TINAMBAC,PH051737000,Government,0,0,12,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,17
REGION V (BICOL REGION),PH050000000,CAMARINES SUR,PH051700000,TINAMBAC,PH051737000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,BAGAMANOC,PH052001000,Government,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,BARAS,PH052002000,Government,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,BATO,PH052003000,Government,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,CARAMORAN,PH052004000,Government,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,GIGMOTO,PH052005000,Government,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,PANDAN,PH052006000,Government,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,PANGANIBAN (PAYO),PH052007000,Government,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,PANGANIBAN (PAYO),PH052007000,Private,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,SAN ANDRES (CALOLBON),PH052008000,Government,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,SAN ANDRES (CALOLBON),PH052008000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,SAN MIGUEL,PH052009000,Government,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,VIGA,PH052010000,Government,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,VIRAC (Capital),PH052011000,Government,0,0,29,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32
REGION V (BICOL REGION),PH050000000,CATANDUANES,PH052000000,VIRAC (Capital),PH052011000,Private,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,AROROY,PH054101000,Government,0,0,32,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,34
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,BALENO,PH054102000,Government,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,BALUD,PH054103000,Government,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,BATUAN,PH054104000,Government,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CATAINGAN,PH054105000,Government,0,0,17,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CAWAYAN,PH054106000,Government,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CITY OF MASBATE (Capital),PH054111000,Government,0,0,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CITY OF MASBATE (Capital),PH054111000,Private,0,0,0,3,0,0,0,1,0,0,2,1,1,0,0,0,0,0,8
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,CLAVERIA,PH054107000,Government,0,0,22,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,DIMASALANG,PH054108000,Government,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,ESPERANZA,PH054109000,Government,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,MANDAON,PH054110000,Government,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,MILAGROS,PH054112000,Government,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,MILAGROS,PH054112000,Private,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,MOBO,PH054113000,Government,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,MONREAL,PH054114000,Government,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,PALANAS,PH054115000,Government,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,PALANAS,PH054115000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,PIO V. CORPUZ (LIMBUHAN),PH054116000,Government,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,PLACER,PH054117000,Government,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,PLACER,PH054117000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,SAN FERNANDO,PH054118000,Government,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,SAN JACINTO,PH054119000,Government,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,SAN PASCUAL,PH054120000,Government,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
REGION V (BICOL REGION),PH050000000,MASBATE,PH054100000,USON,PH054121000,Government,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,BARCELONA,PH056202000,Government,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,BULAN,PH056203000,Government,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,BULAN,PH056203000,Private,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,BULUSAN,PH056204000,Government,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,BULUSAN,PH056204000,Private,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,CASIGURAN,PH056205000,Government,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,CASIGURAN,PH056205000,Private,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,CASTILLA,PH056206000,Government,0,0,32,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,CASTILLA,PH056206000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,CITY OF SORSOGON (Capital),PH056216000,Government,0,0,69,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,74
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,CITY OF SORSOGON (Capital),PH056216000,Private,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,0,0,0,10
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,DONSOL,PH056207000,Government,0,0,31,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,GUBAT,PH056208000,Government,0,0,38,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,GUBAT,PH056208000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,IROSIN,PH056209000,Government,0,0,9,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,IROSIN,PH056209000,Private,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,JUBAN,PH056210000,Government,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,JUBAN,PH056210000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,MAGALLANES,PH056211000,Government,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,MATNOG,PH056212000,Government,0,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,PILAR,PH056213000,Government,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,PRIETO DIAZ,PH056214000,Government,0,0,23,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26
REGION V (BICOL REGION),PH050000000,SORSOGON,PH056200000,SANTA MAGDALENA,PH056215000,Government,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,ALTAVAS,PH060401000,Government,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,BALETE,PH060402000,Government,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,BANGA,PH060403000,Government,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,BATAN,PH060404000,Government,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,BURUANGA,PH060405000,Government,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,IBAJAY,PH060406000,Government,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,14
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,KALIBO (Capital),PH060407000,Government,0,0,17,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,21
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,KALIBO (Capital),PH060407000,Private,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,LEZO,PH060408000,Government,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,LIBACAO,PH060409000,Government,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,MADALAG,PH060410000,Government,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,MAKATO,PH060411000,Government,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,MALAY,PH060412000,Government,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,12
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,MALAY,PH060412000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,MALINAO,PH060413000,Government,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,NABAS,PH060414000,Government,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,NEW WASHINGTON,PH060415000,Government,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,NUMANCIA,PH060416000,Government,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
REGION VI (WESTERN VISAYAS),PH060000000,AKLAN,PH060400000,TANGALAN,PH060417000,Government,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,ANINI-Y,PH060601000,Government,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,BARBAZA,PH060602000,Government,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,BELISON,PH060603000,Government,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,BUGASONG,PH060604000,Government,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,12
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,BUGASONG,PH060604000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,CALUYA,PH060605000,Government,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,CALUYA,PH060605000,Private,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,CULASI,PH060606000,Government,0,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,HAMTIC,PH060608000,Government,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,LAUA-AN,PH060609000,Government,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,LIBERTAD,PH060610000,Government,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,PANDAN,PH060611000,Government,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,PANDAN,PH060611000,Private,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,PATNONGON,PH060612000,Government,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,SAN JOSE (Capital),PH060613000,Government,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,SAN JOSE (Capital),PH060613000,Private,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,SAN REMIGIO,PH060614000,Government,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,SEBASTE,PH060615000,Government,0,0,6,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,SIBALOM,PH060616000,Government,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,TIBIAO,PH060617000,Government,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,TOBIAS FORNIER (DAO),PH060607000,Government,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9
REGION VI (WESTERN VISAYAS),PH060000000,ANTIQUE,PH060600000,VALDERRAMA,PH060618000,Government,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,CUARTERO,PH061901000,Government,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,DAO,PH061902000,Government,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,DUMALAG,PH061903000,Government,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,DUMARAO,PH061904000,Government,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,IVISAN,PH061905000,Government,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,JAMINDAN,PH061906000,Government,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,MA-AYON,PH061907000,Government,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,MAMBUSAO,PH061908000,Government,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,MAMBUSAO,PH061908000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,PANAY,PH061909000,Government,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,PANITAN,PH061910000,Government,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,PILAR,PH061911000,Government,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,PONTEVEDRA,PH061912000,Government,0,0,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,PRESIDENT ROXAS,PH061913000,Government,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,PRESIDENT ROXAS,PH061913000,Private,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,ROXAS CITY (Capital),PH061914000,Government,0,0,47,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,51
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,ROXAS CITY (Capital),PH061914000,Private,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,SAPI-AN,PH061915000,Government,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,SIGMA,PH061916000,Government,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,SIGMA,PH061916000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION VI (WESTERN VISAYAS),PH060000000,CAPIZ,PH061900000,TAPAZ,PH061917000,Government,0,0,48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50
REGION VI (WESTERN VISAYAS),PH060000000,GUIMARAS,PH067900000,BUENAVISTA,PH067901000,Government,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28
REGION VI (WESTERN VISAYAS),PH060000000,GUIMARAS,PH067900000,JORDAN (Capital),PH067902000,Government,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16
REGION VI (WESTERN VISAYAS),PH060000000,GUIMARAS,PH067900000,NUEVA VALENCIA,PH067903000,Government,0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24
REGION VI (WESTERN VISAYAS),PH060000000,GUIMARAS,PH067900000,SAN LORENZO,PH067904000,Government,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
REGION VI (WESTERN VISAYAS),PH060000000,GUIMARAS,PH067900000,SIBUNAG,PH067905000,Government,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
REGION VI (WESTERN VISAYAS),PH060000000,ILOILO,PH063000000,AJUY,PH063001000,Government,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32
