city_municipality,Cost of Living,Poverty Incidents,Financial Deepening,Employed Population,Cluster_Id,Vulnerability
Calanasan,0.7158079219766111,0.351742671735794,0.0,0.016375699485444803,1,medium
Calanogas,0.7376365601704313,1.0,0.0,0.029041279556218522,2,high
Calapan,0.7339284902208401,0.06313356131669946,1.0,1.0,0,low
Calape,0.9489965472971318,0.1936826955530507,0.1378493665711618,0.1015805108706498,1,medium
Calasiao,0.5627276002840521,0.07166701692044145,0.3357328655253762,0.732940487125885,0,low
Calatagan,0.5169014527938209,0.12121200542574938,0.17102853591874198,0.012153839461853565,0,low
Calatrava (NO),0.3659900022038529,0.2604219602748537,0.05013537467714462,0.008187849742722401,0,low
Calatrava (RN),0.41048684159894777,0.4045991504753899,0.07699033771261697,0.07177162040105105,0,low
Calauag,0.3440914004260782,0.09650319367760093,0.2191474969891276,0.00985100672171289,0,low
Calauan,0.5627276002840521,0.023523043514255323,0.16140474370466487,0.009978941873942927,0,low
Calayan,0.6210072657181935,0.509420552891504,0.03583716910194433,0.006396757611501876,2,high
Calbayog,0.14588456708283337,0.2734131911939833,0.3327999002791812,0.0415789244747622,0,low
Calbiga,0.31330742348607543,0.2886969922753122,0.1324417118984899,0.03351900988426983,0,low
Calinog,0.8032624019198009,0.3162078342217043,0.21951411764490195,0.0048615357847414265,1,medium
Calintaan,0.9990904734085908,0.21367900196778938,0.0943131636979558,0.024051808619247057,1,medium
Caloocan,0.4206315612723577,0.09815893879474492,0.6326955967026131,0.061025067613727904,0,low
Calubian,0.6501820802272418,0.3458838813212846,0.08349785435261198,0.011130358244013264,1,medium
Calumpit,0.9125455200568104,0.032311229136019456,0.21548129043138392,0.003965989719131163,1,medium
Caluya,0.7466618625005683,0.3576014621503034,0.033179169347580174,0.0,1,medium
Camalaniugan,0.6210072657181935,0.1440103420387317,0.17350322534521895,0.12166632977076569,1,medium
Camalig,0.05416230851841619,0.24017092384209288,0.11181930001118179,0.0012793515223003752,0,low
Camaligan,0.30036416045448344,0.19419215558909503,0.133541573865813,0.023156262553636797,0,low
Camiling,0.2948370373220739,0.051670710505702766,0.3986999631546236,0.07548173981572215,0,low
Can-Avid,0.9287071079503117,0.6369129269115895,0.11997660960216144,0.042090665083682345,2,high
Canaman,0.07445174786523617,0.1494870374262079,0.07854847549965803,0.006652627915961952,0,low
Candaba,0.885609540234308,0.061095721172522266,0.1467399174736902,0.005885017002581727,1,medium
Candelaria (QN),0.3440914004260782,0.05141598048768062,0.43334561512530123,0.005501211545891614,0,low
Candelaria (ZA),0.3457005628570329,0.09739474874067845,0.16983701878747529,0.1339481043848493,0,low
Candijay,0.9489965472971318,0.24462869915748042,0.07708199287656056,0.012025904309623529,1,medium
Candon,0.8143866117685743,0.04339198491998292,0.32601741814735546,0.060001586395887596,1,medium
Candoni,0.6501820802272418,0.2876780722032236,0.043811168365036804,0.060257456700347684,1,medium
Canlaon,0.7787051839517531,0.27264900113991686,0.07075778656445275,0.002686638196830788,1,medium
Cantilan,0.9611002473212693,0.2162263021480109,0.19128432715027574,0.01304938552746383,1,medium
Caoayan,0.7376365601704313,0.023650408523266397,0.07359909664670408,0.26636098694293814,1,medium
Capalonga,0.30036416045448344,0.46497016474663916,0.18010239714915757,0.002174897587910638,0,low
Capas,0.2948370373220739,0.08325723274044922,0.4294960982396704,0.21147680663625204,0,low
Capoocan,0.31330742348607543,0.39046163447516063,0.06727489033459627,0.01087448793955319,0,low
Capul,0.6501820802272418,0.4477758885301441,0.01704786049350804,0.16746711426911912,2,high
Caraga,0.7165075578161566,0.4820370759541231,0.03409572098701608,0.00933926611279274,2,high
Caramoan,0.0,0.29455578268982163,0.06819144197403217,0.002686638196830788,0,low
Caramoran,0.7992045140504369,0.41593463627737554,0.017597791477169594,0.012025904309623529,1,medium
Carasi,0.47527312034086255,0.05752950092021218,0.0,0.09019428232217645,0,low
Carcar,0.7488307336031597,0.14783129230906394,0.3232677632290477,0.004221860023591238,1,medium
Cardona,0.6048456778246922,0.032311229136019456,0.11741026501174087,0.02008581890011589,1,medium
Carigara,0.35031815939803324,0.29048010240146727,0.21300660100490695,0.008059914590492365,0,low
Carles,0.8032624019198009,0.4279069471244165,0.045277650988134265,0.00985100672171289,1,medium
Carmen (AN),0.9994402913283635,0.29048010240146727,0.11548550656892546,0.016759504942134917,1,medium
Carmen (BL),0.878893036174671,0.32015614950104754,0.1492146069001672,0.009723071569482853,1,medium
Carmen (CU),0.7668113746794794,0.15165224257939616,0.2690995613383851,0.02226071648802653,1,medium
Carmen (DN),0.4428799809699051,0.47261206528730354,0.22831301338348675,0.6319996520163854,0,low
Carmen (NC),0.6561989484473332,0.3181183093568704,0.13189178091482837,0.1271675413166573,1,medium
Carmen (SS),0.9611002473212693,0.1525437976424737,0.1655292260821265,0.09787039145597871,1,medium
Carmona,0.5724525384537349,0.0231409484872221,0.5190431934125594,0.20981364965726151,0,low
Carranglan,0.9159037720866288,0.0698839067942864,0.06599171803938599,0.04695220086842378,1,medium
Carrascal,0.9995802184962728,0.2653891956262856,0.17066191526296762,0.013433190984153942,1,medium
Casiguran (AU),0.4336447878879043,0.13280222124575713,0.0823063372213453,0.008955460656102626,0,low
Casiguran (SO),0.4097172421754478,0.3615497774296467,0.07359909664670408,0.025714965598237542,0,low
Castilla,0.3457005628570329,0.42281234676397356,0.16800391550860347,0.027761928033918144,0,low
Castillejos,0.3457005628570329,0.061732546217577636,0.3873347228256182,0.2733974203155902,0,low
Cataingan,0.05416230851841619,0.2703564309777175,0.14536509001453632,0.007804044286032289,0,low
Catanauan,0.3440914004260782,0.11649950009233963,0.21997239346461991,0.005885017002581727,0,low
Catarman (CM),0.5397095811630047,0.3576014621503034,0.361579621757469,0.6313599762552352,0,low
Catarman (NS),0.49717172211863736,0.3104764088162059,0.5107025734936926,0.07752870225140275,0,low
Catbalogan,0.14588456708283337,0.21406109699482262,0.29806259314455996,0.02699431712053792,0,low
Cateel,0.7165075578161566,0.38855115933999457,0.1251092987830026,0.00933926611279274,1,medium
Catigbian,0.9489965472971318,0.26500710059925237,0.17002032911536247,0.04720807117288385,1,medium
Catmon,0.7668113746794794,0.17712524438161106,0.25544294191078987,0.0446493681282831,1,medium
Catubig,0.6501820802272418,0.5340019996306413,0.03519558295433919,0.03351900988426983,2,high
Cauayan (IA),0.2789553037643907,0.31926459443797006,0.34746472651015586,0.02916921470844856,0,low
Cauayan (NO),0.3659900022038529,0.13280222124575713,0.10677826599428426,0.003965989719131163,0,low
Cavinti,0.8250910401136209,0.005946672270727062,0.09477143951767375,0.010106877026172965,1,medium
Cavite,0.6053354229123742,0.044156174974049375,0.26919121650232863,0.002686638196830788,0,low
Cawayan,0.5657360343940978,0.28105509173464777,0.08569757828725817,0.005117406089201501,0,low
Cebu,0.9588614126347237,0.15037859248928542,0.7233425538428252,0.10068496480503955,1,medium
Cervantes,0.7376365601704313,0.1145890249571735,0.05013537467714462,0.13254081771031886,1,medium
Clarin (BL),0.7476413526759322,0.1936826955530507,0.2310626683017945,0.07484206405457196,1,medium
Clarin (MC),0.4097172421754478,0.25876621515770976,0.0823063372213453,0.02341213285809687,0,low
Claver,0.6048456778246922,0.38383865400658473,0.12666743657004362,0.06383964096278873,1,medium
Claveria (CG),0.6210072657181935,0.4347846576110145,0.2247384619896867,0.060257456700347684,1,medium
Claveria (MO),0.41048684159894777,0.2535442497882557,0.0898220606647198,0.010618617635093116,0,low
Claveria (MS),0.30036416045448344,0.11369746989409597,0.07515723443374513,0.011130358244013264,0,low
Columbio,0.8688182800852156,0.4331289124938706,0.03647875524954947,0.05552385606783629,1,medium
Compostela (CU),0.7668113746794794,0.13000019104751354,0.35296403634677137,0.06371170581055868,1,medium
Compostela (DDO),0.8923960078778996,0.2936642276267441,0.3389407962634019,0.01919027283450563,1,medium
Concepcion,0.31330742348607543,0.19088066535480708,0.0,0.06767769552968986,0,low
Concepcion (IO),0.9854475745374534,0.6078737048570646,0.41382306520531625,0.1673391791168891,2,high
Concepcion (RN),0.5627276002840521,0.3439734061861185,0.0,0.0,1,medium
Concepcion (TC),0.2948370373220739,0.09752211374968954,0.4175809269270035,0.009978941873942927,0,low
Conner,0.7158079219766111,0.27328582618497216,0.02181392901857481,0.04081131356138197,1,medium
Consolacion,0.6048456778246922,0.056128485821090354,0.6007079444862995,0.048871228151874335,0,low
Corcuera,0.41048684159894777,0.2255239478058193,0.0,0.0,0,low
Cordon,0.511724147581184,0.21304217692273403,0.22629659977672775,0.031216177144129158,0,low
Cordova,0.7668113746794794,0.08669608798374821,0.49649602308243584,0.02226071648802653,1,medium
Corella,0.7476413526759322,0.1007062389749664,0.10366199042020215,0.09019428232217645,1,medium
Coron,0.7376365601704313,0.18935228524667416,0.15618039935988015,0.011002423091783228,1,medium
Cortes (BL),0.7476413526759322,0.13127384113762428,0.11136102419146383,0.0025587030446007505,1,medium
Cortes (SS),0.9995802184962728,0.33340211043819934,0.023647032297446642,0.04362588691044279,1,medium
Cotabato,0.7847220521718445,0.5923351737577135,0.5668871889911143,0.08277404349283428,2,high
Cuartero,0.8250910401136209,0.0534538206318578,0.2562678383862822,0.004605665480281351,1,medium
Cuenca,0.6283534420334216,0.12044781537168293,0.22409687584208154,0.03902022143016145,1,medium
Culaba,1.0,0.3382419807806201,0.142523779932285,0.018934402530045556,1,medium
Culasi,0.8250910401136209,0.25965777022078723,0.2838560427333033,0.01867853222558548,1,medium
Culion,0.7376365601704313,0.17292219908424558,0.020989032543082483,0.009467201265022778,1,medium
Currimao,0.47527312034086255,0.02683453374854326,0.0,0.012665580070773716,0,low
Cuyapo,0.9159037720866288,0.047212935190315164,0.17002032911536247,0.009723071569482853,1,medium
Cuyo,0.7376365601704313,0.11700896012838392,0.09403819820612501,0.0,1,medium
Daan Bantayan,0.6048456778246922,0.1987772959134937,0.22849632371137393,0.10132464056618973,0,low
Daet,0.08326715944350965,0.15967623814709386,0.6042824958800996,0.1663156978990488,0,low
Dagami,0.6501820802272418,0.4010329302230798,0.060034132383052524,0.016887440094364953,1,medium
Dagohoy,0.7790550018715259,0.32232135465423584,0.09724612894415072,0.03096030683966908,1,medium
Daguioman,0.889527500935763,0.28716861216717926,0.0,0.09019428232217645,1,medium
Dagupan,0.5320835505119584,0.08911602315495862,0.706569658841148,0.18742499801700496,0,low
Dalaguete,0.6048456778246922,0.29302740258168875,0.15975495075368024,0.00729230367711214,1,medium
Damulog,0.6501820802272418,0.42344917180902886,0.04326123738137525,0.01931820798673567,2,high
Danao (BL),0.9489965472971318,0.3439734061861185,0.09385488787823784,0.012025904309623529,1,medium
Danao (CU),0.7488307336031597,0.15419954275961767,0.38595989536646436,0.01138622854847334,1,medium
Dangcagan,0.6501820802272418,0.3241044647803909,0.08377281984444275,0.01803885646443529,1,medium
Danglas,0.889527500935763,0.26780913079749596,0.0,0.1449505274766325,1,medium
Dao,0.8250910401136209,0.05587375580306822,0.12465102296328463,0.016759504942134917,1,medium
Dapa,0.759535161948206,0.4574556292149857,0.32583410781946825,0.0,1,medium
Dapitan,0.32254261656807637,0.317481484311815,0.1006373700100636,0.006908498220422027,0,low
Daraga,0.05416230851841619,0.14413770704774279,0.32601741814735546,0.007804044286032289,0,low
Daram,0.31330742348607543,0.4965566869813856,0.029054686970118548,0.0014072866745304129,0,low
Dasmarinas,0.5724525384537349,0.040080494685694995,1.0,0.015224283115374467,0,low
Dasol,0.5627276002840521,0.13942520171433304,0.07873178582754521,0.16324525424552788,0,low
Datu Abdullah Sangki,0.23480828228906858,0.8271962503741347,0.0,0.4830831348206217,2,high
Datu Anggal Midtimbang,0.23480828228906858,0.8569996624827261,0.0,0.11271086911466306,2,high
Datu Blah Sinsuat,0.23480828228906858,0.8692267033477892,0.0031162755740821156,0.0012793515223003752,2,high
Datu Hoffer Ampatuan,0.23480828228906858,0.8675709582306452,0.0,0.4541697904166332,2,high
Datu Odin Sinsuat,0.23480828228906858,0.5834196231269383,0.08624750927091973,0.004221860023591238,2,high
Datu Paglas,0.23480828228906858,0.8007043284998312,0.07176599336783224,0.12947037405679798,2,high
Datu Piang,0.23480828228906858,0.6357666418304898,0.035012272626452,0.012793515223003753,2,high
Datu Salibo,0.23480828228906858,0.7274694483184634,0.09550468082922248,0.0,2,high
Datu Saudi-Ampatuan,0.23480828228906858,0.7655515860127746,0.02877972147828777,0.02788986318614818,2,high
Datu Unsay,0.23480828228906858,0.833055040788644,0.0,0.01292145037523379,2,high
Dauin,0.8032624019198009,0.19495634564316144,0.06947461426924247,0.00933926611279274,1,medium
Dauis,0.9489965472971318,0.1096217896057416,0.07424068279430923,0.016759504942134917,1,medium
Davao,0.5061270608648198,0.11726369014640607,0.88117274615369,1.0,0,low
Del Carmen,0.6048456778246922,0.4244680918811175,0.17139515657451634,0.06179267852710813,1,medium
Del Gallego,0.47527312034086255,0.36167714243865784,0.06434192508840132,0.008443720047182477,0,low
Delfin Albano,0.511724147581184,0.18795127014755236,0.1314335050951104,0.01791092131220525,0,low
Diadi,0.5724525384537349,0.15458163778665088,0.1402324008336952,0.004349795175821276,0,low
Diffun,0.7645725399929337,0.10758394946156442,0.20512425690575808,0.013433190984153942,1,medium
Digos,0.6715909369173345,0.04160887479382788,0.5554302934981653,0.09249711506231714,1,medium
Dilasag,0.5627276002840521,0.135986346471034,0.033270824511523765,0.01445667220199424,0,low
Dimasalang,0.30036416045448344,0.4043444204573677,0.13995743534186442,0.08699590351642553,0,low
Dimataling,0.9993003641604545,0.43771405281826925,0.07763192386022211,0.4627414456160458,1,medium
Dimiao,0.9489965472971318,0.2548178998783664,0.13216674640665912,0.00729230367711214,1,medium
Dinagat,0.5627276002840521,0.42204815670990703,0.04564427164390863,0.18716912771254493,2,high
Dinalungan,0.5627276002840521,0.15980360315610492,0.027954825002795447,0.007804044286032289,0,low
Dinalupihan,0.3848102062876273,0.052944360595813506,0.5242675377573442,0.008187849742722401,0,low
Dinapigue,0.3546559016032155,0.5427901852524055,0.0,0.011002423091783228,2,high
Dinas,1.0,0.44089817804354614,0.0799233029588119,0.18563390588578446,1,medium
Dingalan,0.5627276002840521,0.134203236344879,0.18880963772379877,0.18972783075714564,0,low
Dingle,0.9854475745374534,0.19470161562513932,0.1894512238714039,0.06806150098637996,1,medium
Dingras,0.4097172421754478,0.0489960453164702,0.15425564091706473,0.02852953894729837,0,low
Dipaculao,0.5627276002840521,0.11662686510135069,0.2322541854330612,0.5233827077730836,0,low
Diplahan,0.6501820802272418,0.3400250909067752,0.07689868254867338,0.0,1,medium
Dipolog,0.32254261656807637,0.20043304103063764,0.6221552528491,0.005501211545891614,0,low
Ditsaan-Ramain,0.7376365601704313,0.9015774156366021,0.0,0.013433190984153942,2,high
Divilacan,0.3546559016032155,0.5780702927484731,0.0016497929509846493,0.012793515223003753,2,high
Dolores (AA),0.889527500935763,0.171903279012157,0.04335289254531884,0.17258452035832061,1,medium
Dolores (ES),0.9287071079503117,0.6769055397410669,0.18129391428042427,0.055395920915606245,2,high
Dolores (QN),0.6501820802272418,0.05281699558680243,0.11374405845399722,0.034926296558800245,1,medium
Don Carlos,0.6048456778246922,0.3167172942577485,0.19760853346238358,0.23680796677779944,0,low
Don Marcelino,0.511724147581184,0.4546535990167421,0.07717364804050415,0.012025904309623529,2,high
Don Victoriano Chiongbian,0.4097172421754478,0.42727012207936116,0.0,0.03351900988426983,0,low
Dona Remedios Trinidad,0.9125455200568104,0.44459176330486727,0.040511582463067505,0.011770034005163453,1,medium
Donsol,0.3457005628570329,0.11764578517343928,0.09037199164838135,0.016759504942134917,0,low
Duenas,0.9854475745374534,0.24717599933770196,0.153522399605516,0.13727441834283027,1,medium
Duero,0.9489965472971318,0.23342057836450592,0.15379736509734676,0.008955460656102626,1,medium
Dulag,0.6501820802272418,0.2857675970680575,0.1251092987830026,0.025714965598237542,1,medium
Dumaguete,0.7787051839517531,0.012824382757325076,0.8422193014776636,0.0017910921312205253,1,medium
Dumalag,0.8250910401136209,0.024796693604366062,0.2193308073170148,0.3024386998718087,1,medium
Dumalinao,0.9993003641604545,0.38995217443911634,0.20659073952885554,0.09505581810691789,1,medium
Dumalneg,0.47527312034086255,0.06351565634373267,0.01448151590308748,0.12895863344787784,0,low
Dumangas,0.8032624019198009,0.15216170261544046,0.14289040058805938,0.4495641249363519,1,medium
Dumanjug,0.7668113746794794,0.25609154996847716,0.40282444553208524,0.05577972637229636,1,medium
Dumaran,0.7376365601704313,0.16973807385896872,0.08258130271317606,0.0,1,medium
Dumarao,0.6501820802272418,0.07637952225385118,0.08578923345120178,0.01701537524659499,1,medium
Dumingag,0.7768161671849803,0.47847085570181297,0.09889592189513537,0.04503317358497321,2,high
Dupax Del Norte,0.5724525384537349,0.15318062268752908,0.1728616391976138,0.015608088572064579,0,low
Dupax Del Sur,0.4058692450579474,0.17559686427347815,0.07763192386022211,0.022004846183566455,0,low
E. B. Magalona,0.3659900022038529,0.16298772838138179,0.1041202662399201,0.010618617635093116,0,low
Echague,0.3546559016032155,0.1799272745798547,0.1817521901001422,0.015224283115374467,0,low
El Nido,0.7376365601704313,0.14184513688554343,0.23637866781052283,0.19484523684634714,1,medium
El Salvador,0.49311383424927335,0.10210725407408823,0.07286585533515536,0.01919027283450563,0,low
Enrile,0.6210072657181935,0.2470486343286909,0.027954825002795447,0.0,1,medium
Enrique Villanueva,0.030864435061550455,0.1554731928497284,0.05535971902192935,0.2396225401268603,0,low
Escalante,0.3276499581967587,0.2944284176808105,0.06956626943318604,0.0011514163700703378,0,low
Esperanza (AS),0.806970471869392,0.37555992842086494,0.017231170821395227,0.1956128477597274,1,medium
Esperanza (MS),0.30036416045448344,0.5537435760273579,0.04408613385686757,0.04119511901807208,2,high
Esperanza (SK),0.8688182800852156,0.32232135465423584,0.14435688321115683,0.013305255831923903,1,medium
Estancia,0.8032624019198009,0.26233243541001977,0.18468515534633714,0.015608088572064579,1,medium
Famy,0.81585584703162,0.00747505237885995,0.22849632371137393,0.07727283194694268,1,medium
Ferrol,0.41048684159894777,0.2299817231212069,0.031529376396595525,0.0,0,low
Flora,0.8250910401136209,0.1986499309044826,0.045277650988134265,0.07036433372652064,1,medium
Floridablanca,0.885609540234308,0.009258162505014992,0.30466176494849856,0.004349795175821276,1,medium
Gabaldon,0.9996501820802273,0.0628788312986773,0.19045943067478344,0.01867853222558548,1,medium
Gainza,0.47527312034086255,0.30423552337466325,0.0,0.01548015341983454,0,low
Galimuyod,0.7376365601704313,0.060076801100433674,0.04298627188954447,0.03735706445117096,1,medium
Gamay,0.6501820802272418,0.3981035350158251,0.049218823037708706,0.02226071648802653,1,medium
Gamu,0.511724147581184,0.1662992186156697,0.14692322780157738,0.02008581890011589,0,low
Ganassi,0.7376365601704313,0.9171159467359532,0.02877972147828777,0.006652627915961952,2,high
Gandara,0.31330742348607543,0.3711021531054773,0.09156350877964804,0.008187849742722401,0,low
Gapan,0.7093013086688378,0.040207859694706055,0.381560447497172,0.0007676109133802251,1,medium
Garchitorena,0.47527312034086255,0.4963019569633634,0.005315999508728315,0.0,2,high
Garcia-Hernandez,0.9489965472971318,0.1962299957332722,0.16571253641001366,0.010106877026172965,1,medium
Gasan,0.7992045140504369,0.1713938189761127,0.12657578140610004,0.04682426571619374,1,medium
Gattaran,0.50766625971182,0.18451241490425335,0.17726108706690621,0.02123723527018623,0,low
Gen S.K Pendatun,0.23480828228906858,0.13840628164224444,0.0,0.03351900988426983,0,low
Gen. Emilio Aguinaldo,0.4476375046788146,0.4900610715218208,0.19962494706914258,0.02840160379506833,0,low
Gen. Mariano Alvarez,0.5724525384537349,0.20590973641811383,0.4828394036548408,0.006396757611501876,0,low
General Luna  (SN),0.759535161948206,0.7101478070929573,0.271574250764862,0.09659103993367833,2,high
General Luna (QN),0.6501820802272418,0.05740213591120111,0.1676372948528291,0.01087448793955319,1,medium
General Macarthur,0.9287071079503117,0.20883913162536855,0.10705323148611502,0.003198378805750938,1,medium
General Mamerto Natividad,0.9996501820802273,0.2344394984365945,0.1338165393576438,0.0029425085012908633,1,medium
General Nakar,0.3440914004260782,0.037023734469429206,0.06782482131825782,0.008187849742722401,0,low
General Santos,0.0,0.019829458252934164,0.3334414864267864,0.11539750731149385,0,low
General Tinio,0.9159037720866288,0.05307172560482458,0.17826929387028573,0.001663156978990488,1,medium
General Trias,0.6053354229123742,0.9120213463755101,0.41189830676250083,0.04042750810469186,2,high
Gerona,0.2948370373220739,0.050142330397569865,0.2178643246939173,0.2512646389797937,0,low
Getafe,0.9489965472971318,0.40383496042132344,0.16479598477057775,0.0,1,medium
Gigaquit,0.759535161948206,0.47172051022422606,0.042253030577995745,0.016759504942134917,2,high
Gigmoto,0.632971038574422,0.31760884932082606,0.023830342625333827,0.02059755950903604,1,medium
Ginatilan,0.6501820802272418,0.2242502977157086,0.19870839542970664,0.32725811940443605,1,medium
Gingoog,0.49311383424927335,0.26156824535595335,0.5800855325989914,0.01970201344342578,0,low
Giporlos,0.4896156550515457,0.6286342013258697,0.127034057225818,0.03863641597347134,2,high
Gitagum,0.5397095811630047,0.1738137541473231,0.13308329804609506,0.10311573269741026,0,low
Glan,0.9159037720866288,0.47261206528730354,0.06599171803938599,0.04695220086842378,1,medium
Gloria,0.8639907927923516,0.15432690776862873,0.28807218027470854,0.0037101194146710883,1,medium
Goa,0.5397095811630047,0.3358220456094097,0.1611297782128341,0.03096030683966908,0,low
Godod,0.8760944928164891,0.7273420833094523,0.0013748274591538746,0.02341213285809687,2,high
Gonzaga,0.50766625971182,0.12732552585828094,0.1825770865756345,0.024051808619247057,0,low
Governor Generoso,0.7165075578161566,0.41848193645759696,0.10137061132161235,0.07752870225140275,1,medium
Gregorio Del Pilar,0.7020250959375645,0.09599373364155665,0.04069489279095469,0.5411656939330587,1,medium
Guagua,0.885609540234308,0.017791618108756974,0.6642249730992086,0.017271245551055067,1,medium
Gubat,0.4097172421754478,0.3080564736449955,0.12950874665229498,0.006780563068191989,0,low
Guiguinto (BU),0.9125455200568104,0.041863604811850044,0.4428777521754348,0.01548015341983454,1,medium
Guihulngan,0.7787051839517531,0.37581465843888706,0.08047323394247345,0.002174897587910638,1,medium
Guimba,0.9159037720866288,0.02683453374854326,0.41565616848418807,0.005885017002581727,1,medium
Guimbal,0.9854475745374534,0.11802788020047252,0.28073976715922117,0.03351900988426983,1,medium
Guinayangan,0.6501820802272418,0.18909755522865201,0.177536052558737,0.6025745670034768,1,medium
Guindulman,0.9489965472971318,0.26755440077947384,0.3089695576538474,0.01445667220199424,1,medium
Guindulungan,0.23480828228906858,0.8713919085009775,0.0,0.09659103993367833,2,high
Guinobatan,0.05416230851841619,0.29824936795114276,0.20365777428266063,0.005501211545891614,0,low
Guinsiliban,0.5397095811630047,0.3587477472314031,0.07176599336783224,0.24742658441289256,0,low
Guipos,0.9993003641604545,0.37492310337580953,0.07689868254867338,0.01445667220199424,1,medium
Guiuan,0.8520270199361233,0.5241948939367886,0.2604839759276874,0.0035821842624410506,2,high
Gumaca,0.3440914004260782,0.07013863681230854,0.3626794837247921,0.008571655199412515,0,low
Gutalac,0.6561989484473332,0.731927223633851,0.028229790494626223,0.003965989719131163,2,high
Hadji Mohammad Ajul,0.8711270783557159,1.0,0.0,0.0,2,high
Hadji Muhtamad,0.8711270783557159,0.9295977176190385,0.0,0.0,2,high
Hadji Panglima Tahil,1.0,0.9712460755656598,0.0,0.0,2,high
Hagonoy (BU),0.9125455200568104,0.034221704271185566,0.16772895001677268,0.0011514163700703378,1,medium
Hagonoy (DS),0.8250910401136209,0.1520343376064294,0.16488763993452135,0.3855965488213331,1,medium
Hamtic,0.8250910401136209,0.2070560214992135,0.14637329681791586,0.02174897587910638,1,medium
Hermosa,0.3848102062876273,0.08656872297473714,0.15489722706466985,0.041450989322532154,0,low
Hernani,0.4896156550515457,0.6045622146227766,0.040053306643349544,0.05155786634870513,2,high
Hilongos,0.35031815939803324,0.3038534283476301,0.30951948863750894,0.012153839461853565,0,low
Himamaylan,0.3276499581967587,0.2772341414643155,0.08560592312331458,0.0035821842624410506,0,low
Hinabangan,0.31330742348607543,0.33276528539314393,0.0789150961554324,0.02008581890011589,0,low
Hinatuan,0.9611002473212693,0.3702105980423998,0.09651288763260199,0.01803885646443529,1,medium
Hindang,0.3187645830345305,0.272903731157939,0.538015812348883,0.33493422853823823,0,low
Hingyon,0.4428799809699051,0.26551656063529666,0.04261965123377011,0.010362747330633039,0,low
Hinigaran,0.3659900022038529,0.21864623731922128,0.13821598722693618,0.006140887307041801,0,low
Hinobaan,0.3659900022038529,0.2857675970680575,0.11200261033906898,0.005757081850351688,0,low
Hinunangan,0.9854475745374534,0.2931547675906998,0.3463648645428328,0.0,1,medium
Hinundayan,0.6939093201988364,0.26704494074342955,0.21667280756265062,0.04170685962699223,1,medium
Hungduan,0.4428799809699051,0.24233612899528112,0.015856343362241353,0.08981047686548635,0,low
Iba,0.5397095811630047,0.0484865852804259,0.07176599336783224,0.24742658441289256,0,low
Ibaan,0.5169014527938209,0.09013494322704722,0.12749233304553595,0.041450989322532154,0,low
Ibajay,0.6501820802272418,0.14935967241719683,0.24801887363135897,0.03006476077405882,1,medium
Igacos,0.5287952620660946,0.2962115278069656,0.3146521778183501,0.05948984578696745,0,low
Igbaras,0.9854475745374534,0.11369746989409597,0.12226798870075123,0.0927529853667772,1,medium
Iguig,0.6210072657181935,0.1484681173541193,0.08386447500838634,0.032367593514199496,1,medium
Ilagan,0.2789553037643907,0.286659152131135,0.3308751418363658,0.1523707663059747,0,low
Iligan,0.34150274781975976,0.18718708009348592,0.10934461058470482,0.19292620956289658,0,low
Ilog,0.781363800142026,0.053581185640868875,0.04060323762701109,0.08085501620938372,1,medium
Iloilo,0.9177228252694474,0.3449923262582071,0.399066583810398,0.13522745590714969,1,medium
Imelda,0.6501820802272418,0.4024339453222016,0.41913906471404455,0.20648733569928054,1,medium
Impasug-Ong,0.6048456778246922,0.006583497315782432,0.011823516148723321,0.015863958876524652,1,medium
Imus,0.6053354229123742,0.2955747027619102,1.0,0.2082784278305011,0,low
Inabanga,0.31330742348607543,0.8609479777620694,0.0789150961554324,0.02008581890011589,2,high
Indanan,1.0,0.023523043514255323,0.030796135085046788,0.0,1,medium
Indang,0.3187645830345305,0.13484006138993435,0.538015812348883,0.33493422853823823,0,low
Infanta (PS),0.5627276002840521,0.06848289169516458,0.07726530320444774,0.09352059628015744,0,low
Infanta (QN),0.3440914004260782,0.18858809519260775,0.2726741127321851,0.0074202388293421765,0,low
Initao,0.6501820802272418,0.3051270784377408,0.20879046346350175,0.024051808619247057,1,medium
Inopacan,0.6501820802272418,0.026961898757554326,0.2529682524843129,0.0025587030446007505,1,medium
Ipil,0.6501820802272418,0.25609154996847716,0.4850391275894869,0.051046125739784974,1,medium
Iriga,0.0,0.14553872214686459,0.8352535090179506,0.7328125519736549,0,low
Irosin,0.4097172421754478,0.3877869692859281,0.3627711388887357,0.004093924871361201,0,low
Isabel,0.35031815939803324,0.1991593909405269,0.08065654427036065,0.008315784894952438,0,low
Isabela (BAS),0.8143866117685743,0.32868960510478956,0.0887221986973967,0.03057650138297897,1,medium
Isabela (NO),0.3659900022038529,0.12859917594839168,0.07249923467938099,0.014072866745304129,0,low
Isulan,0.8688182800852156,0.2344394984365945,0.6866804882653885,1.0,1,medium
Itbayat,0.22669250655034057,0.3658801877360233,0.00852393024675402,0.19970677263108857,0,low
Itogon,0.8150162840241655,0.05969470607340044,0.06846640746586295,0.24678690865174238,1,medium
Ivana,0.22669250655034057,0.06122308618153334,0.00852393024675402,0.0,0,low
Ivisan,0.8250910401136209,0.05307172560482458,0.26460845830514906,0.9881711158248099,1,medium
Jabonga,0.9994402913283635,0.3707200580784441,0.06644999385910393,0.06691008461630962,1,medium
