city_municipality,Availability of Basic Utilities,Utilities,Transportation Vehicles,Cost of Doing Business,Poverty Incidents,Cluster_Id,Vulnerability
Burdeos,0.69752,0.8517465717441862,0.08663827116842221,0.7184175593963844,0.2517611396621006,2,low
Burgos (IA),0.33584,0.8534504056544566,0.008429669627197836,0.593988730141583,0.20425399130096988,0,medium
Burgos (IN),0.49500000000000005,0.8555518008104568,0.011005402013286064,0.6256049644840531,0.02747135879359863,0,medium
Burgos (IS),0.4,0.8531096388724025,0.005385622261820839,0.6567687303565055,0.373904183303721,0,medium
Burgos (LU),0.49752,0.8567444845476461,0.046129025459943705,0.6449479915772993,0.023395678505244256,0,medium
Burgos (PS),0.6762,0.860322535759214,0.00866382711684222,0.7017327845644905,0.1280897159123474,2,low
Burgos (SN),0.25,0.8376615447526174,0.0004683149792887687,0.5372604957131442,0.05460010571295748,0,medium
Buruanga,0.7875200000000001,0.7072046616895784,0.05572948253536347,0.7482804784175368,0.18107355966095434,2,low
Bustos,0.925,0.8570284568660246,0.05128049023212016,0.759535631609221,0.026961898757554326,2,low
Busuanga,0.13640000000000002,0.7150422976768224,0.014517764357951827,0.6962466043655289,0.19393742557107288,0,medium
Butig,0.6153200000000001,0.7375896997560676,0.0,0.6308083518892538,1.0,0,medium
Butuan,0.71716,0.938982867950032,0.18919925163266252,0.7233947125665765,0.30449025339268543,2,low
Buug,0.4,0.8525416942356459,0.059007687390384846,0.4957465135890422,0.29455578268982163,0,medium
Caba,0.652,0.8524848997719701,0.06603241207971637,0.8766684067849908,0.011678097676225404,2,low
Cabadbaran,0.9868399999999999,0.9635180762579262,0.10443424038139541,0.7989003885007402,0.2145705570308669,2,low
Cabagan,0.97464,0.8550406506373758,0.10771244523641678,0.8145105507163426,0.15903941310203848,2,low
Cabanatuan,0.9099200000000001,0.8519169551352133,0.7696756684610913,0.4477848557671915,0.011805462685236485,2,low
Cabangan,0.8900000000000001,0.8483389039236454,0.02599148135052666,0.6197794329325782,0.09930522387584458,2,low
Cabanglasan,0.73016,0.8519169551352133,0.0072588821789759134,0.7967511632681572,0.40561807054747845,0,medium
Cabarroguis,0.65224,0.8535072001181323,0.019200914150839517,0.7906993974816736,0.09051703825408046,2,low
Cabatuan (IA),0.9,0.8525416942356459,0.10185850799530717,0.7431902081298405,0.11242381980398523,2,low
Cabatuan (IO),0.99676,0.8590730575583491,0.621453977516196,0.8347585147496239,0.1435008820026874,2,low
Cabiao,0.95604,0.8559493620561867,0.07516455417584736,0.7546150369977813,0.044793000019104745,2,low
Cabucgayan,0.9500000000000001,0.8485092873146725,0.05362206512856401,0.7094247485547875,0.3269064949786345,2,low
Cabugao,0.82084,0.8591866464857004,0.04121171817741164,0.8414889832411334,0.05625585083010144,2,low
Cabusao,0.6976800000000001,0.8461807143039695,0.020137544109417052,0.812531001160016,0.3295811601678671,0,medium
Cabuyao,1.0,0.8506674769343483,0.6385474742602361,0.6674017394019158,0.0,2,low
Cadiz,0.8647600000000001,0.9432992471893838,0.2016095985838149,0.7038820097970735,0.28856962726630114,2,low
Cagayan De Oro,0.9785200000000001,0.9999999999999999,0.9999999999999999,0.644778315901043,0.26704494074342955,2,low
Cagayancillo,0.053320000000000006,0.7115778353926058,0.0,0.0,0.16566239357061432,1,high
Cagdianao,0.65,0.8522009274535917,0.0039806773239545335,0.7005450548306948,0.4411529080615682,0,medium
Cagwait,0.7045600000000001,0.8477141648232128,0.01732765423368444,0.7764466406761235,0.32805278005973415,0,medium
Caibiran,0.5,0.8255075295260217,0.002107417406799459,0.574758820165841,0.3686822179342669,0,medium
Cainta,0.98204,0.8561197454472137,0.23064512729971856,0.6675148565194202,0.019192633207878795,2,low
Cajidiocan,0.83752,0.8505538880069969,0.062754207224695,0.7682456496570571,0.3377325207445758,2,low
Calabanga,0.78068,0.8525416942356459,0.02973800118483681,0.6305821176542452,0.3131510740054385,2,low
Calaca,0.99996,0.8539615558275379,0.027864741267681736,0.7640603163093957,0.1031261741461768,2,low
Calamba (LA),0.97488,0.9436968084351135,0.7043457288503081,0.5225552704375767,0.2778709665093709,2,low
Calamba (MC),0.8675200000000001,0.8549270617100244,0.22783523742398593,0.7662661001007309,0.0,2,low
Calanasan,0.35868000000000005,0.8545862949279702,0.00023415748964438434,0.7016762260057383,0.351742671735794,0,medium
Calanogas,0.85124,0.751220371038231,0.023649906454082815,0.5980043878129879,1.0,0,medium
Calapan,1.0,0.9100176914754349,0.9999999999999999,0.7159289828112885,0.06313356131669946,2,low
Calape,0.86,0.8524281053082944,0.040509245708478483,0.8092506047523895,0.1936826955530507,2,low
Calasiao,0.73336,0.8633894367977007,0.11239559502930448,0.8275190192293442,0.07166701692044145,2,low
Calatagan,0.49996,0.8526552831629971,0.021308331557638973,0.6124268202947946,0.12121200542574938,0,medium
Calatrava (NO),0.49996,0.8512922160347807,0.020371701599061435,0.7463574874199626,0.2604219602748537,0,medium
Calatrava (RN),0.9500000000000001,0.3546814256546271,0.0037465198343101494,0.6140670184986078,0.4045991504753899,2,low
Calauag,0.87724,0.8565741011566191,0.14845584843453966,0.6898554872265323,0.09650319367760093,2,low
Calauan,0.9373200000000002,0.8561197454472137,0.0238840639437272,0.8466358120875821,0.023523043514255323,2,low
Calayan,0.6275200000000001,0.7081133731083892,0.014986079337240598,0.6905341899315587,0.509420552891504,0,medium
Calbayog,0.9276800000000001,0.8374343668979146,0.3720762510449267,0.7681890910983051,0.2734131911939833,2,low
Calbiga,0.7875200000000001,0.7090220845272002,0.02201080402657213,0.7252045864466463,0.2886969922753122,2,low
Calinog,0.9050400000000001,0.8834378824752163,0.02716226879874858,0.7492419739163239,0.3162078342217043,2,low
Calintaan,0.38752000000000003,0.8507810658616998,0.029503843695192423,0.716438009840058,0.21367900196778938,0,medium
Caloocan,0.98644,0.8531664333360782,0.5430112184853272,0.4358509998704809,0.09815893879474492,2,low
Calubian,0.50388,0.8505538880069969,0.016859339254395672,0.8515564066990218,0.3458838813212846,0,medium
Calumpit,0.9885600000000001,0.7169733094417955,0.03910430077061218,0.8041603344646933,0.032311229136019456,2,low
Caluya,0.5,0.0,0.07750612907229121,0.1762472151979635,0.3576014621503034,1,high
Camalaniugan,0.6816,0.8531096388724025,0.024352378923015967,0.7483935955350411,0.1440103420387317,2,low
Camalig,0.8635600000000001,0.861572013960079,0.02318159147479405,0.6943236133679547,0.24017092384209288,2,low
Camaligan,0.95636,0.8278928970004003,0.013815291889018675,0.7924527128029912,0.19419215558909503,2,low
Camiling,0.9742800000000001,0.8541319392185648,0.05128049023212016,0.4887898108625237,0.051670710505702766,2,low
Can-Avid,0.75792,0.8530528444087268,0.05362206512856401,0.704956622413365,0.6369129269115895,0,medium
Canaman,0.75752,0.7181091987153091,0.06931061693473776,0.5804712345998114,0.1494870374262079,2,low
Candaba,0.97144,0.8552678284920785,0.05455869508714155,0.7985044785894748,0.061095721172522266,2,low
Candelaria (QN),0.9824400000000001,0.8570852513297003,0.9312443363157165,0.755180622585303,0.05141598048768062,2,low
Candelaria (ZA),0.8550000000000001,0.8529392554813755,0.06931061693473776,0.712365793609901,0.09739474874067845,2,low
Candijay,0.8500000000000001,0.856062950983538,0.007961354647909067,0.8085719020473632,0.24462869915748042,2,low
Candon,0.77136,0.868330555137485,0.3629441089487957,0.8466358120875821,0.04339198491998292,2,low
Candoni,0.38,0.8515761883531592,0.013815291889018675,0.787362442515295,0.2876780722032236,0,medium
Canlaon,0.92012,0.8449312361031045,0.004214834813598918,0.6671755051669073,0.27264900113991686,2,low
Cantilan,0.7255600000000001,0.8533936111907809,0.033718678508791344,0.7580085505229122,0.2162263021480109,2,low
Caoayan,0.7925200000000001,0.8528256665540241,0.035357780936302034,0.8619066229506713,0.023650408523266397,2,low
Capalonga,0.48792,0.8568580734749974,0.02552316637123789,0.7719219559759489,0.46497016474663916,0,medium
Capas,0.99996,0.8539615558275379,0.2313475997686517,0.7076148746747175,0.08325723274044922,2,low
Capoocan,0.73,0.7089652900635245,0.004917307282532071,0.458813774723867,0.39046163447516063,0,medium
Capul,0.49664,0.7513339599655824,0.006556409710042761,0.5009499009942429,0.4477758885301441,0,medium
Caraga,0.8845200000000001,0.7230503170550933,0.0025757323860882276,0.7252045864466463,0.4820370759541231,2,low
Caramoan,0.36316000000000004,0.8516329828168349,0.012878661930441137,0.6960203701305201,0.29455578268982163,0,medium
Caramoran,0.41668000000000005,0.8506674769343483,0.03254789106056942,0.6045651806282412,0.41593463627737554,0,medium
Carasi,0.45,0.8461239198402938,0.005385622261820839,0.6106169464147246,0.05752950092021218,0,medium
Carcar,0.9638400000000001,0.9999999999999999,0.2224496151621651,0.5780392165734677,0.14783129230906394,2,low
Cardona,0.8250000000000001,0.8525984886993215,0.04214834813598918,0.8033119560834103,0.032311229136019456,2,low
Carigara,0.82152,0.8551542395647271,0.08734074363735535,0.8250870012030007,0.29048010240146727,2,low
Carles,0.7730800000000001,0.5313690021496703,0.05291959265963085,0.875141325698682,0.4279069471244165,0,medium
Carmen (AN),0.8325200000000001,0.711009890755849,0.01522023682688498,0.8232205687641785,0.29048010240146727,2,low
Carmen (BL),0.61944,0.8518601606715376,0.0077271971582646825,0.7949978479468396,0.32015614950104754,0,medium
Carmen (CU),0.73324,0.8522009274535917,0.007493039668620299,0.7906428389229214,0.15165224257939616,2,low
Carmen (DN),0.7619600000000001,0.8787807364538103,0.0313771036123475,0.7113477395523617,0.47261206528730354,0,medium
Carmen (NC),0.9677600000000001,0.8554382118831054,0.03723104085345711,0.8609451274518842,0.3181183093568704,2,low
Carmen (SS),0.9325200000000001,0.6087230616759478,0.0056197797514652235,0.6819372890012267,0.1525437976424737,2,low
Carmona,0.9885600000000001,0.8862776056590002,0.19528734636341652,0.7914912173042041,0.0231409484872221,2,low
Carranglan,0.92204,0.8533936111907809,0.021542489047283356,0.7223766585090372,0.0698839067942864,2,low
Carrascal,0.1142,0.8511218326437537,0.011239559502930447,0.7943191452418132,0.2653891956262856,0,medium
Casiguran (AU),0.65012,0.8533368167271053,0.002341574896443843,0.6256049644840531,0.13280222124575713,2,low
Casiguran (SO),0.875,0.7068071004438485,0.009600457075419759,0.5661053606767572,0.3615497774296467,2,low
Castilla,0.8800000000000001,0.8522577219172673,0.14962663588276157,0.7527486045589593,0.42281234676397356,2,low
Castillejos,0.88752,0.8526552831629971,0.0894481610441548,0.7426246225423185,0.061732546217577636,2,low
Cataingan,0.71252,0.7132248748392006,0.07797444405157998,0.7186437936313932,0.2703564309777175,0,medium
Catanauan,0.58772,0.8577667848938084,0.0032782048550213804,0.7425115054248141,0.11649950009233963,0,medium
Catarman (CM),1.0,0.8528824610176998,0.040275088218834104,0.5672930904105529,0.3576014621503034,2,low
Catarman (NS),0.727,0.852314516380943,0.26483212078779866,0.7754285866185844,0.3104764088162059,2,low
Catbalogan,0.8452400000000001,0.8611744527143492,0.5743883220976748,0.7160420999287929,0.21406109699482262,2,low
Cateel,0.8804000000000001,0.8501563267612671,0.015454394316529365,0.7741842983260363,0.38855115933999457,2,low
Catigbian,0.80252,0.8458967419855912,0.008429669627197836,0.8090809290761329,0.26500710059925237,2,low
Catmon,0.845,0.8503267101522942,0.0056197797514652235,0.7986741542657314,0.17712524438161106,2,low
Catubig,0.29932,0.8497587655155374,0.01990338661977267,0.5017417208167735,0.5340019996306413,0,medium
Cauayan (IA),0.9938400000000001,0.9588609302365203,0.19458487389448337,0.6857832709963751,0.31926459443797006,2,low
Cauayan (NO),0.6932,0.8593570298767274,0.014751921847596211,0.6828422259412616,0.13280222124575713,2,low
Cavinti,0.85832,0.8523713108446187,0.03629441089487957,0.8244082984979744,0.005946672270727062,2,low
Cavite,0.98768,0.7128273135934708,0.39596031498865386,0.6129358473235641,0.044156174974049375,2,low
Cawayan,0.39848,0.8549838561737001,0.03980677323954534,0.6702862258982771,0.28105509173464777,0,medium
Cebu,0.7094400000000001,0.9999999999999999,0.9999999999999999,0.4437691980957864,0.15037859248928542,2,low
Cervantes,0.75668,0.849304409806132,0.011707874482219216,0.835493776013402,0.1145890249571735,2,low
Clarin (BL),0.75332,0.8483956983873211,0.030206316164125578,0.7537666586164986,0.1936826955530507,2,low
Clarin (MC),0.8650000000000001,0.8536207890454838,0.0077271971582646825,0.7836295776376507,0.25876621515770976,2,low
Claver,0.5819200000000001,0.8554382118831054,0.12714751687690068,0.8250870012030007,0.38383865400658473,0,medium
Claveria (CG),0.79752,0.8527688720903485,0.04917307282532071,0.7384958477534094,0.4347846576110145,0,medium
Claveria (MO),0.97716,0.8555518008104568,0.003044047365376996,0.8442603526199906,0.2535442497882557,2,low
Claveria (MS),0.5,0.8508378603253753,0.002107417406799459,0.7952240821818484,0.11369746989409597,0,medium
Columbio,0.48396,0.8552110340284028,0.017561811723328824,0.8297813615794316,0.4331289124938706,0,medium
Compostela (CU),0.83752,0.8520305440625646,0.05034386027354262,0.7534273072639854,0.13000019104751354,2,low
Compostela (DDO),0.01276,0.8610040693233222,0.07820860154122436,0.6846520998213315,0.2936642276267441,0,medium
Concepcion,0.10944000000000001,0.7097036180913083,0.00023415748964438434,0.7641168748681479,0.19088066535480708,0,medium
Concepcion (IO),0.69616,0.8525984886993215,0.04144587566705603,0.7880977037790733,0.6078737048570646,0,medium
Concepcion (RN),0.0,0.3549653979730055,0.0,0.5250438470226726,0.3439734061861185,1,high
Concepcion (TC),0.9022399999999999,0.8575964015027814,0.057134427473229776,0.7035426584445603,0.09752211374968954,2,low
Conner,0.37392000000000003,0.7149855032131466,0.0028098898757326117,0.7230553612140633,0.27328582618497216,0,medium
Consolacion,0.9912000000000001,0.8581075516758624,0.12948909177334453,0.6410454510233989,0.056128485821090354,2,low
Corcuera,0.0,0.3549653979730055,0.0,0.06250795354732452,0.2255239478058193,1,high
Cordon,0.8575200000000001,0.8537911724365108,0.009834614565064142,0.7910953073929388,0.21304217692273403,2,low
Cordova,0.8225199999999999,0.8553814174194297,0.05198296270105332,0.7106124782885832,0.08669608798374821,2,low
Corella,0.98752,0.8556653897378081,0.00702472468933153,0.8058570912272585,0.1007062389749664,2,low
Coron,0.83776,0.7069774838348756,0.6521286086596104,0.6583523700015668,0.18935228524667416,2,low
Cortes (BL),0.8496000000000001,0.7086245232814704,0.011239559502930447,0.7922830371267346,0.13127384113762428,2,low
Cortes (SS),0.68584,0.7073750450806054,0.004917307282532071,0.709255072878531,0.33340211043819934,0,medium
Cotabato,1.0,0.9748201745293866,0.45801204974441573,0.7346498657582607,0.5923351737577135,2,low
Cuartero,0.50488,0.8562901288382407,0.03418699348808011,0.8064226768147804,0.0534538206318578,0,medium
Cuenca,0.6200000000000001,0.709930795946011,0.07048140438295968,0.6812020277374484,0.12044781537168293,0,medium
Culaba,0.88752,0.7254924789931476,0.0007024724689331529,0.5585830723627169,0.3382419807806201,2,low
Culasi,0.52,0.8485092873146725,0.14939247839311717,0.7677366226282876,0.25965777022078723,0,medium
Culion,0.48584,0.7102147682643895,0.026928111309104195,0.7045041539433476,0.17292219908424558,0,medium
Currimao,0.7199200000000001,0.8525416942356459,0.022479119005860894,0.877290550931265,0.02683453374854326,2,low
Cuyapo,0.98212,0.8518601606715376,0.02809889875732612,0.8018979921146059,0.047212935190315164,2,low
Cuyo,0.4,0.849304409806132,0.09600457075419756,0.7035426584445603,0.11700896012838392,0,medium
Daan Bantayan,0.9885600000000001,0.8613448361053763,0.05104633274247578,0.7682456496570571,0.1987772959134937,2,low
Daet,0.93896,0.6236600056226518,0.09342883836810933,0.8388872895385331,0.15967623814709386,2,low
Dagami,0.83752,0.8510650381800781,0.04004093072918972,0.8340798120445976,0.4010329302230798,2,low
Dagohoy,0.8263600000000001,0.8487932596330507,0.004683149792887686,0.8064792353735326,0.32232135465423584,2,low
Daguioman,1.0,0.695164235390334,0.0009366299585775374,0.2843871795321363,0.28716861216717926,2,low
Dagupan,0.9468000000000001,0.9885644347389014,0.8303224582789869,0.7818197037575809,0.08911602315495862,2,low
Dalaguete,0.92476,0.8539047613638622,0.03395283599843573,0.7890026407191082,0.29302740258168875,2,low
Damulog,0.7200000000000001,0.8545295004642945,0.012878661930441137,0.7975429830906877,0.42344917180902886,0,medium
Danao (BL),0.7000000000000001,0.5693644983487008,0.0011707874482219216,0.8091374876348851,0.3439734061861185,0,medium
Danao (CU),0.9022800000000001,0.8516329828168349,0.24680199408518105,0.5868057931800559,0.15419954275961767,2,low
Dangcagan,0.875,0.8512922160347807,0.0119420319718636,0.7330096675544475,0.3241044647803909,2,low
Danglas,0.9812400000000001,0.8541319392185648,0.0011707874482219216,0.7647955775731741,0.26780913079749596,2,low
Dao,0.7250000000000001,0.8541319392185648,0.02716226879874858,0.8281411633756184,0.05587375580306822,2,low
Dapa,0.85052,0.7223687834909852,0.10841491770534994,0.6572777573852753,0.4574556292149857,2,low
Dapitan,0.80872,0.8147165814276424,0.12129357963579107,0.76106271269553,0.317481484311815,2,low
Daraga,0.71536,0.8518033662078619,0.06462746714185007,0.7223766585090372,0.14413770704774279,2,low
Daram,0.50832,0.7120321911020112,0.004448992303243302,0.6700034331045162,0.4965566869813856,0,medium
Dasmarinas,1.0,0.9606783530741422,0.6230930799437067,0.5803581174823071,0.040080494685694995,2,low
Dasol,0.6528800000000001,0.8510650381800781,0.04004093072918972,0.8429595057686903,0.13942520171433304,2,low
Datu Abdullah Sangki,0.96252,0.7223119890273095,0.289418657200459,1.0000000000000002,0.8271962503741347,0,medium
Datu Anggal Midtimbang,1.0,0.7396343004483922,0.1105223351121494,0.7464706045374669,0.8569996624827261,0,medium
Datu Blah Sinsuat,0.60248,0.42629924434966077,0.0007024724689331529,1.0000000000000002,0.8692267033477892,0,medium
Datu Hoffer Ampatuan,0.88752,0.5849261813958374,0.10279513795388472,0.9952717044883177,0.8675709582306452,0,medium
Datu Odin Sinsuat,0.84064,0.7307175696513102,0.0011707874482219216,0.4508390179398093,0.5834196231269383,0,medium
Datu Paglas,0.71184,0.7107259184374706,0.08851153108557727,1.0000000000000002,0.8007043284998312,0,medium
Datu Piang,0.71792,0.7093628513092542,0.010771244523641678,0.8598705148355927,0.6357666418304898,0,medium
Datu Salibo,0.96252,0.8618559862784575,0.004917307282532071,1.0000000000000002,0.7274694483184634,0,medium
Datu Saudi-Ampatuan,0.42500000000000004,0.709760412554984,0.10326345293317349,0.8736708031711253,0.7655515860127746,0,medium
Datu Unsay,0.8925200000000001,0.7289569412773642,0.0,1.0000000000000002,0.833055040788644,0,medium
Dauin,0.18468,0.7105555350464436,0.0056197797514652235,0.7534838658227376,0.19495634564316144,0,medium
Dauis,0.7875200000000001,0.568796553711944,0.018264284192261976,0.7807450911412894,0.1096217896057416,2,low
Davao,0.9966400000000001,0.9174009717532733,0.7923889449565965,0.6804102079149179,0.11726369014640607,2,low
Del Carmen,0.8883200000000001,0.8497019710518617,0.008429669627197836,0.6038299193644627,0.4244680918811175,2,low
Del Gallego,0.845,0.5681150201478359,0.0025757323860882276,0.5910476850864695,0.36167714243865784,0,medium
Delfin Albano,0.86252,0.8528256665540241,0.006790567199687145,0.7942060281243088,0.18795127014755236,2,low
Diadi,0.5,0.7049896776062269,0.013815291889018675,0.761967649635565,0.15458163778665088,0,medium
Diffun,0.985,0.8607200970049438,0.02482069390230474,0.8426767129749293,0.10758394946156442,2,low
Digos,0.9544000000000001,0.9369382672577075,0.3404649899429348,0.41237919798832523,0.04160887479382788,2,low
Dilasag,0.29500000000000004,0.8491908208787806,0.0004683149792887687,0.7765597577936278,0.135986346471034,0,medium
Dimasalang,0.08928000000000001,0.7088517011361731,0.0072588821789759134,0.7063140278234175,0.4043444204573677,0,medium
Dimataling,0.8825200000000001,0.8581643461395381,0.028567213736614888,0.8116260642199813,0.43771405281826925,2,low
Dimiao,0.7953600000000001,0.852314516380943,0.006556409710042761,0.8012758479683317,0.2548178998783664,2,low
Dinagat,0.54252,0.7321374312432022,0.003044047365376996,0.5653700994129788,0.42204815670990703,0,medium
Dinalungan,0.875,0.8503835046159699,0.0011707874482219216,0.7546715955565335,0.15980360315610492,2,low
Dinalupihan,0.99248,0.8577667848938084,0.15852462048924817,0.7591397216979558,0.052944360595813506,2,low
Dinapigue,0.14916000000000001,0.8544159115369432,0.0014049449378663059,0.6321657572993062,0.5427901852524055,0,medium
Dinas,0.7275200000000001,0.8506674769343483,0.003512362344665765,0.659426982617858,0.44089817804354614,0,medium
Dingalan,0.895,0.8561197454472137,0.07212050681047037,0.6814848205312094,0.134203236344879,2,low
Dingle,0.8500000000000001,0.8519169551352133,0.033718678508791344,0.7946019380355742,0.19470161562513932,2,low
Dingras,0.98996,0.8677626105007282,0.016859339254395672,0.8366249471884459,0.0489960453164702,2,low
Dipaculao,0.6954400000000001,0.8529960499450512,0.007493039668620299,0.7730531271509928,0.11662686510135069,2,low
Diplahan,0.0,0.0,0.0,0.03903615166516883,0.3400250909067752,1,high
Dipolog,0.9690799999999999,0.9410274686423565,0.1807695820054647,0.6830684601762704,0.20043304103063764,2,low
Ditsaan-Ramain,0.83752,0.7103851516554165,0.033016206039858186,0.7391179918996833,0.9015774156366021,0,medium
Divilacan,0.20188000000000003,0.8503835046159699,0.0,0.624360676191505,0.5780702927484731,0,medium
Dolores (AA),0.97516,0.8481117260689427,0.004214834813598918,0.7703948748896401,0.171903279012157,2,low
Dolores (ES),0.71752,0.7117482187836329,0.034421150977724496,0.8297813615794316,0.6769055397410669,0,medium
Dolores (QN),0.73416,0.8525416942356459,0.02716226879874858,0.8135490552175555,0.05281699558680243,2,low
Don Carlos,0.7943600000000001,0.8556085952741325,0.016156866785462517,0.7327268747606865,0.3167172942577485,2,low
Don Marcelino,0.5,0.8515761883531592,0.004214834813598918,0.7203405503939586,0.4546535990167421,0,medium
Don Victoriano Chiongbian,0.72484,0.8527120776266728,0.0004683149792887687,0.7755417037360888,0.42727012207936116,0,medium
Dona Remedios Trinidad,0.81252,0.8566876900839704,0.002107417406799459,0.6791093610636176,0.44459176330486727,0,medium
Donsol,0.6263200000000001,0.8518033662078619,0.03723104085345711,0.6758289646559912,0.11764578517343928,2,low
Duenas,0.77,0.8527120776266728,0.25968065601562224,0.7718088388584445,0.24717599933770196,2,low
Duero,0.89064,0.8577099904301327,0.002341574896443843,0.7865706226927642,0.23342057836450592,2,low
Dulag,0.5,0.7073750450806054,0.009834614565064142,0.6992442079793946,0.2857675970680575,0,medium
Dumaguete,0.9692000000000001,0.9428448914799783,0.15805630550995942,0.5674627660868096,0.012824382757325076,2,low
Dumalag,0.64052,0.8520873385262403,0.03348452101914696,0.8489547129964214,0.024796693604366062,2,low
Dumalinao,0.6400000000000001,0.5686829647845927,0.029503843695192423,0.6920047124591153,0.38995217443911634,0,medium
Dumalneg,0.485,0.8488500540967264,0.0032782048550213804,0.8845300464515442,0.06351565634373267,0,medium
Dumangas,0.95712,0.8568012790113217,0.427103261111357,0.8629246770082106,0.15216170261544046,2,low
Dumanjug,0.8900000000000001,0.5689669371029711,0.11497132741539269,0.7899075776591431,0.25609154996847716,2,low
Dumaran,0.1996,0.8519169551352133,0.00702472468933153,0.6516219015100568,0.16973807385896872,0,medium
Dumarao,0.5024000000000001,0.866001982126782,0.0194350716404839,0.8412627490061249,0.07637952225385118,0,medium
Dumingag,0.7634400000000001,0.8562333343745651,0.00702472468933153,0.7157593071350319,0.47847085570181297,0,medium
Dupax Del Norte,0.4,0.8535072001181323,0.017561811723328824,0.6940408205741939,0.15318062268752908,0,medium
Dupax Del Sur,0.36956000000000006,0.8539047613638622,0.002341574896443843,0.7574995234941426,0.17559686427347815,0,medium
E. B. Magalona,0.5015200000000001,0.8545295004642945,0.018732599171550745,0.7291071270005469,0.16298772838138179,0,medium
Echague,0.7988400000000001,0.8518601606715376,0.05736858496287416,0.7788221001437152,0.1799272745798547,2,low
El Nido,0.50252,0.8543591170732675,0.16086619538569202,0.701506550329482,0.14184513688554343,0,medium
El Salvador,0.9498,0.9582361911360879,0.09459962581633126,0.6883849646989757,0.10210725407408823,2,low
Enrile,0.76088,0.8541319392185648,0.01732765423368444,0.5562076128951252,0.2470486343286909,2,low
Enrique Villanueva,0.96,0.8459535364492667,0.003512362344665765,0.8237295957929482,0.1554731928497284,2,low
Escalante,0.71564,0.8966709925116498,0.07282297927940352,0.7263923161804422,0.2944284176808105,2,low
Esperanza (AS),0.7523200000000001,0.8531096388724025,0.005385622261820839,0.8775733437250259,0.37555992842086494,0,medium
Esperanza (MS),0.27252000000000004,0.6810792083987652,0.005151464772176455,0.5808105859523245,0.5537435760273579,0,medium
Esperanza (SK),0.9214000000000001,0.8662859544451605,0.053153750149275245,0.8535925148141004,0.32232135465423584,2,low
Estancia,0.77912,0.8522577219172673,0.06252004973505061,0.7620807667530693,0.26233243541001977,2,low
Famy,0.91,0.7119753966383356,0.014283606868307444,0.7829508749326246,0.00747505237885995,2,low
Ferrol,0.77,0.8498723544428887,0.0009366299585775374,0.7893985506303736,0.2299817231212069,2,low
Flora,0.6402000000000001,0.8516897772805105,0.005385622261820839,0.7522395775301896,0.1986499309044826,0,medium
Floridablanca,0.73748,0.7222551945636339,0.06907645944509337,0.7503731450913675,0.009258162505014992,2,low
Gabaldon,0.8800000000000001,0.852144132989916,0.3336744227432476,0.7106690368473354,0.0628788312986773,2,low
Gainza,0.30208,0.43612468656555353,0.006322252220398377,0.36339948610893524,0.30423552337466325,1,high
Galimuyod,0.4,0.8525416942356459,0.0039806773239545335,0.8457874337062994,0.060076801100433674,0,medium
Gamay,0.72252,0.8471462201864561,0.03980677323954534,0.7561421180840902,0.3981035350158251,0,medium
Gamu,0.505,0.8537911724365108,0.027396426288392967,0.6808626763849353,0.1662992186156697,0,medium
Ganassi,0.0,0.42595847756760663,0.0,0.3792358825595462,0.9171159467359532,1,high
Gandara,0.49996,0.6452419018194105,0.0119420319718636,0.6216458653714003,0.3711021531054773,0,medium
Gapan,0.9823600000000001,0.9420497689885189,0.25640245116060084,0.5278152164015296,0.040207859694706055,2,low
Garchitorena,0.7375200000000001,0.17742590452282708,0.006556409710042761,0.6035471265707019,0.4963019569633634,0,medium
Garcia-Hernandez,0.6200000000000001,0.851235421571105,0.009600457075419759,0.8080063164598414,0.1962299957332722,0,medium
Gasan,0.645,0.8529960499450512,0.021542489047283356,0.8137187308938119,0.1713938189761127,2,low
Gattaran,0.6054,0.8548702672463487,0.028333056246970502,0.6769035772722827,0.18451241490425335,0,medium
Gen S.K Pendatun,0.9737600000000001,0.5682286090751872,0.03980677323954534,0.7486763883288021,0.13840628164224444,2,low
Gen. Emilio Aguinaldo,0.9825200000000001,0.8529960499450512,0.02552316637123789,0.82559602823177,0.4900610715218208,2,low
Gen. Mariano Alvarez,0.9548000000000001,0.9006466049689476,0.07680365660335807,0.7757679379710973,0.20590973641811383,2,low
General Luna  (SN),0.6334,0.7320238423158508,0.3594317466041299,0.4676369098892075,0.7101478070929573,0,medium
General Luna (QN),0.14772000000000002,0.8514058049621321,0.011239559502930447,0.8130965867475377,0.05740213591120111,0,medium
General Macarthur,0.0,0.5679446367568088,0.0018732599171550747,0.6235122978102223,0.20883913162536855,1,high
General Mamerto Natividad,0.70752,0.8533368167271053,0.01732765423368444,0.7416065684847792,0.2344394984365945,2,low
General Nakar,0.8656000000000001,0.8562333343745651,0.014751921847596211,0.8378126769222416,0.037023734469429206,2,low
General Santos,0.96692,0.982430632661928,0.283330562469705,0.7804057397887765,0.019829458252934164,2,low
General Tinio,0.9798800000000001,0.852314516380943,0.03348452101914696,0.6402536312008682,0.05307172560482458,2,low
General Trias,1.0,0.9611327087835475,0.41118055181553886,0.6501513789825002,0.9120213463755101,0,medium
Gerona,0.82692,0.8767361357614859,0.07563286915513615,0.6607843880279105,0.050142330397569865,2,low
Getafe,0.7475200000000001,0.8487364651693751,0.0238840639437272,0.7985044785894748,0.40383496042132344,0,medium
