city_municipality,Budget for DRRMP,Early Warning System,Land Use Plan,Annual Disaster Drill,Poverty Incidents,Cluster_Id,Vulnerability
Hingyon,0.01068674678986566,0.5151600000000001,0.2,0.5454466116856481,0.26551656063529666,1,high
Hinigaran,0.0,0.5321600000000001,0.38976000000000005,0.44682986429288296,0.21864623731922128,1,high
Hinobaan,0.03973277652642361,0.40696000000000004,0.78788,0.004363572893485186,0.2857675970680575,0,medium
Hinunangan,0.0,0.4166000000000001,0.8,0.5598027665052144,0.2931547675906998,0,medium
Hinundayan,0.009042631899117096,0.7424400000000001,0.96152,0.5530828642492472,0.26704494074342955,0,medium
Hungduan,0.006850478711452346,0.7170000000000001,0.4,0.5849369463716891,0.24233612899528112,0,medium
Iba,0.012330861680614221,0.6818,0.97692,0.5512065279050486,0.0484865852804259,0,medium
Ibaan,0.022469570173563696,0.0,0.79488,0.0,0.09013494322704722,0,medium
Ibajay,0.0,0.501,0.7946,0.43657546799319275,0.14935967241719683,0,medium
Igacos,0.3880111142166609,1.0,0.99092,0.9999999999999999,0.2962115278069656,2,low
Igbaras,0.006850478711452346,0.40632,0.9885600000000001,0.0,0.11369746989409597,0,medium
Iguig,0.004932344672245689,0.505,0.97716,0.5598027665052144,0.1484681173541193,0,medium
Ilagan,0.5206363820703783,1.0,0.96364,0.9999999999999999,0.286659152131135,2,low
Iligan,0.9999999999999999,1.0,0.9230800000000001,0.8181699175284722,0.18718708009348592,2,low
Ilog,0.05891411691849017,0.50732,0.9589600000000001,0.556355543919361,0.053581185640868875,0,medium
Iloilo,0.33567345686116495,1.0,0.9846,0.8242352838504167,0.3449923262582071,2,low
Imelda,0.00794655530528472,0.50596,0.96572,0.5454466116856481,0.4024339453222016,0,medium
Impasug-Ong,0.04740531268325023,0.53364,0.96364,0.547279312300912,0.006583497315782432,0,medium
Imus,0.773830075245657,1.0,0.99092,0.9999999999999999,0.2955747027619102,2,low
Inabanga,0.006850478711452346,0.0,0.6000000000000001,0.5454466116856481,0.8609479777620694,1,high
Indanan,0.0,0.0,0.0,0.0,0.023523043514255323,1,high
Indang,0.049597465870914986,0.6515200000000001,0.9513600000000001,0.5913950342540472,0.13484006138993435,0,medium
Infanta (PS),0.006850478711452346,0.501,0.9885600000000001,0.549024741458306,0.06848289169516458,0,medium
Infanta (QN),0.042472968011004544,0.50876,0.99092,0.5454466116856481,0.18858809519260775,0,medium
Initao,0.006028421266078065,0.5149600000000001,0.9794800000000001,0.5454466116856481,0.3051270784377408,0,medium
Inopacan,0.00575440211761997,0.52492,0.9897600000000001,0.43657546799319275,0.026961898757554326,0,medium
Ipil,0.0,0.50148,0.9545600000000001,0.09089322337129642,0.25609154996847716,0,medium
Iriga,0.3811606355052085,1.0,1.0,0.5454466116856481,0.14553872214686459,2,low
Irosin,0.05891411691849017,0.51316,0.90768,0.43723000392721556,0.3877869692859281,0,medium
Isabel,0.0,0.40296000000000004,0.9897600000000001,0.547279312300912,0.1991593909405269,0,medium
Isabela (BAS),0.4044522631241465,1.0,0.9996,0.8181699175284722,0.32868960510478956,2,low
Isabela (NO),0.05891411691849017,0.50148,0.8545600000000001,0.5490683771872409,0.12859917594839168,0,medium
Isulan,0.10796354449248896,0.50584,0.97272,0.5745516428851943,0.2344394984365945,0,medium
Itbayat,0.010138708492949473,0.5151600000000001,0.9846,0.5492865558319151,0.3658801877360233,0,medium
Itogon,0.06549057648148443,0.52268,0.9454400000000001,0.5490683771872409,0.05969470607340044,0,medium
Ivana,0.05946215521540636,0.51136,0.99232,0.5454466116856481,0.06122308618153334,0,medium
Ivisan,0.00575440211761997,0.51992,0.9897600000000001,0.5598027665052144,0.05307172560482458,0,medium
Jabonga,0.006302440414536158,0.503,0.4,0.549024741458306,0.3707200580784441,1,high
Jaen,0.02493574250968654,0.50148,0.9182000000000001,0.547279312300912,0.024796693604366062,0,medium
Jagna,0.005206363820703783,0.501,0.9589600000000001,0.5454466116856481,0.2000509460036044,0,medium
Jalajala,0.006850478711452346,0.51296,0.8857200000000001,0.5598027665052144,0.13000019104751354,0,medium
Jamindan,0.05918813606694827,0.5022000000000001,0.9,0.547279312300912,0.1350947914079565,0,medium
Janiuay,0.03973277652642361,0.40396000000000004,0.9818,0.5927041061220928,0.24743072935572413,0,medium
Jaro,0.04302100630792073,0.503,0.7892000000000001,0.0,0.37441364333976523,0,medium
Jasaan,0.05836607862157398,0.50512,0.96364,0.5763407077715232,0.18514923994930874,0,medium
Javier,0.006850478711452346,0.5,0.98284,0.5598027665052144,0.3630781575377796,0,medium
Jiabong,0.01068674678986566,0.51136,0.8,0.5530828642492472,0.29875882798718706,0,medium
Jimalalud,0.0,0.501,0.0,0.549024741458306,0.39619305988065895,1,high
Jimenez,0.00575440211761997,0.50596,0.98284,0.436793646637867,0.2321469282743952,0,medium
Jipapad,0.004384306375329501,0.44544,0.4,0.4409826766156128,0.805798928860274,1,high
Jolo,0.0,0.5,0.8,0.0,0.7227569429850537,0,medium
Jomalig,0.011234785086781848,0.5038,0.78888,0.5530828642492472,0.30028720809531995,0,medium
Jones,0.052611676503954014,0.50584,0.93332,0.5727189422699306,0.14197250189455451,0,medium
Jordan,0.004384306375329501,0.5,0.9025600000000001,0.017934284592224112,0.10363563418222112,0,medium
Jose Abad Santos,0.058640097770032075,0.519,0.9454400000000001,0.5527337784177684,0.5725935973609969,0,medium
Jose Dalman,0.01068674678986566,0.5038,0.95384,0.5454466116856481,0.6914251507683293,0,medium
Jose Panganiban,0.05891411691849017,0.50584,0.9846,0.547279312300912,0.4108400359169326,0,medium
Josefina,0.0046583255237875945,0.5,0.9846,0.0,0.32970852517687815,0,medium
Jovellar,0.006850478711452346,0.0,0.8,0.5526028712309639,0.4499410936833324,0,medium
Juban,0.008220574453742815,0.40316,0.96412,0.43723000392721556,0.42714275707035,0,medium
Julita,0.009864689344491378,0.53032,0.78976,0.5473665837587817,0.3332747454291882,0,medium
Kabacan,0.050967561613205446,0.50732,0.96364,0.556355543919361,0.2802909016805813,0,medium
Kabankalan,0.7020370583496364,1.0,1.0,0.9999999999999999,0.3359494106184208,2,low
Kabasalan,0.0,0.40396000000000004,0.72728,0.0,0.3553088919881041,0,medium
Kabayan,0.006576459562994252,0.501,0.9179600000000001,0.0,0.21584420712097765,0,medium
Kabugao,0.0,0.50512,0.76968,0.4381027185059126,0.4221755217189182,0,medium
Kabuntalan,0.010960765938323753,0.59092,0.96924,0.5492865558319151,0.8446452566086519,0,medium
Kadingilan,0.006850478711452346,0.51992,0.98284,0.5598027665052144,0.4005234701870355,0,medium
Kalamansig,0.06028421266078065,0.50292,0.9182000000000001,0.5727189422699306,0.5095479179005151,0,medium
Kalawit,0.0,0.501,0.8,0.5454466116856481,0.6912977857593182,0,medium
Kalayaan (LA),0.006576459562994252,0.5109600000000001,0.97144,0.5598027665052144,0.0365142744333849,0,medium
Kalayaan (PN),0.0046583255237875945,0.41212000000000004,0.78332,0.445651699611642,0.9517592291869654,0,medium
Kalibo,0.04466512119866929,0.5022000000000001,0.9897600000000001,0.43723000392721556,0.0599494360914226,0,medium
Kalilangan,0.041650910565630264,0.51168,0.9818,0.547279312300912,0.37797986359207536,0,medium
Kalingalan Caluang,0.0,0.0,0.0,0.0,0.9745575657999477,1,high
Kananga,0.09590670196033285,0.50148,0.9545600000000001,0.4381027185059126,0.36791802788020045,0,medium
Kapai,0.0,0.40476,0.0,0.44072086224200374,1.0,1,high
Kapalong,0.056995982879283515,0.71928,0.99092,0.5454466116856481,0.23851517872494893,0,medium
Kapangan,0.006028421266078065,0.5,0.9199999999999999,0.5454466116856481,0.19253641047195102,0,medium
Kapatagan (LN),0.058640097770032075,0.5109600000000001,0.9454400000000001,0.5490683771872409,1.0,0,medium
Kapatagan (LS),0.006576459562994252,0.503,1.0,0.5598027665052144,0.1991593909405269,0,medium
Kasibu,0.00575440211761997,0.53188,0.95384,0.549024741458306,0.24819491940979055,0,medium
Katipunan,0.05178961905857973,0.50584,0.8,0.0,0.6453190175063204,0,medium
Kauswagan,0.01068674678986566,0.53788,0.96924,0.5722389492516472,0.2679364958065071,0,medium
Kawayan,0.014523014868278974,0.0,0.79488,0.0,0.3164625642397264,0,medium
Kawit,0.05891411691849017,0.5167999999999999,0.9454400000000001,0.5509010778025046,0.044156174974049375,0,medium
Kayapa,0.010960765938323753,0.5,0.0,0.5562246367325565,0.3433365811410631,1,high
Kiamba,0.08275378283434434,0.5357999999999999,0.9897600000000001,0.556355543919361,0.3974667099707697,0,medium
Kiangan,0.00575440211761997,0.50896,0.7892000000000001,0.5813151808700964,0.16158671328225999,0,medium
Kibawe,0.3033391973431099,0.50292,0.97272,0.547279312300912,0.33467576052831005,0,medium
Kiblawan,0.05891411691849017,0.5036400000000001,0.8545600000000001,0.5454466116856481,0.3528889568168937,0,medium
Kibungan,0.01205684253215613,0.501,0.8,0.5526028712309639,0.3295811601678671,0,medium
Kidapawan,0.7020370583496364,1.0,0.97272,0.9999999999999999,0.15037859248928542,2,low
Kinoguitan,0.009316651047575189,0.5,0.97836,0.4386699829820657,0.19011647530074063,0,medium
Kitaotao,0.05891411691849017,0.5167999999999999,0.95384,0.5618100100362177,0.42586910698023933,0,medium
Kitcharao,0.006850478711452346,0.5109600000000001,0.9948800000000001,0.549024741458306,0.276342586401238,0,medium
Kolambugan,0.006028421266078065,0.50596,0.96572,0.5598027665052144,0.20858440160734643,0,medium
Koronadal,0.7020370583496364,1.0,0.9998,0.9999999999999999,0.1261792407771813,2,low
Kumalarang,0.00575440211761997,0.501,0.97144,0.549024741458306,0.4526157588725649,0,medium
La Carlota,0.4123988184294312,1.0,0.9997199999999999,0.9999999999999999,0.28933381732036756,2,low
La Castellana,0.05891411691849017,0.50072,0.90908,0.4415935768207008,0.3846028440606512,0,medium
La Libertad (NR),0.0046583255237875945,0.501,0.7892000000000001,0.5526028712309639,0.5475026905858152,0,medium
La Libertad (ZN),0.009316651047575189,0.5,0.9948800000000001,0.5454466116856481,0.2912442924555337,0,medium
La Paz (AA),0.01068674678986566,0.51136,0.79444,0.5492865558319151,0.105164014290354,0,medium
La Paz (AS),0.005480382969161876,0.40248,0.9182000000000001,0.4389754330846096,0.1294907310114692,0,medium
La Paz (LE),0.01068674678986566,0.50756,0.5892000000000001,0.5454466116856481,0.31569837418566,0,medium
La Paz (TC),0.0,0.5,0.96364,0.5454466116856481,0.45172420380948736,0,medium
La Trinidad,0.05315971480087021,0.5036400000000001,0.9846,0.5527337784177684,0.21902833234625452,0,medium
Laak,0.21921531876647507,0.55116,0.78788,0.5454466116856481,0.12758025587630312,0,medium
Labangan,0.007124497859910439,0.5,0.9885600000000001,0.5454466116856481,0.39097109451120493,0,medium
Labason,0.006850478711452346,0.503,0.97716,0.5454466116856481,0.21291481191372294,0,medium
Labo,0.00575440211761997,0.40348,0.97272,0.5454466116856481,0.355181526979093,0,medium
Labrador,0.007398517008368534,0.501,0.97716,0.549024741458306,0.16515293353457006,0,medium
Lacub,0.01068674678986566,0.51136,0.99232,0.5454466116856481,0.5999770742983779,0,medium
Lagangilang,0.011782823383698035,0.51136,0.0,0.5473665837587817,0.4705742251431264,1,high
Lagawe,0.006302440414536158,0.5,0.96,0.549024741458306,0.2082023065803132,0,medium
Lagayan,0.0046583255237875945,0.40908,0.0,0.445651699611642,0.6476115876685198,1,high
Lagonglong,0.01507105316519516,0.53788,0.97692,0.5530828642492472,0.3719937081685548,0,medium
Lagonoy,0.05891411691849017,0.40199999999999997,0.7230800000000001,0.5454466116856481,0.14413770704774279,0,medium
Laguindingan,0.006850478711452346,0.503,0.97716,0.5598027665052144,0.41275051105209865,0,medium
Lake Sebu,0.0668606722237749,0.50656,0.9846,0.44682986429288296,0.2520158696801228,0,medium
Lakewood,0.006850478711452346,0.501,0.9948800000000001,0.5454466116856481,0.6434085423711543,0,medium
Lala,0.06768272966914918,0.505,0.9846,0.5454466116856481,0.12082991039871614,0,medium
Lallo,0.05891411691849017,0.51316,0.87272,0.5527337784177684,0.27799833151838194,0,medium
Lambayong,0.05891411691849017,0.50732,0.9846,0.5527337784177684,0.18884282521062987,0,medium
Lambunao,0.05178961905857973,0.50292,0.9545600000000001,0.5527337784177684,0.40383496042132344,0,medium
Lamitan,0.2992289101162385,1.0,0.968,0.9999999999999999,0.7958644581574105,2,low
Lamut,0.029868087181932228,0.55976,0.98284,0.5669590260505301,0.3476669914474396,0,medium
Langiden,0.01068674678986566,0.51136,0.0,0.5454466116856481,0.1142069299301403,1,high
Languyan,0.1742761784193477,0.0,0.99092,0.0,0.0021257220003948266,0,medium
Lantapan,0.04932344672245689,0.50584,0.9897600000000001,0.5509010778025046,0.47910768074686844,0,medium
Lantawan,0.0,0.502,0.97144,0.5454466116856481,0.6100389100102529,0,medium
Lanuza,0.006850478711452346,0.503,0.95428,0.5454466116856481,0.10414509421826539,0,medium
Laoac,0.006576459562994252,0.501,0.9794800000000001,0.5598027665052144,0.37492310337580953,0,medium
Laoag,0.7176561498117479,1.0,0.9994000000000001,0.9999999999999999,0.22463239274274177,2,low
Laoang,0.05562588713699304,0.50072,0.95384,0.5454466116856481,0.4521062988365206,0,medium
Lapinig,0.01068674678986566,0.5038,0.78332,0.5454466116856481,0.11599004005629533,0,medium
Lapu Lapu,0.3337553228219583,1.0,0.9882400000000001,0.8181699175284722,0.4941367518101752,2,low
Lapuyan,0.0,0.0,0.5641200000000001,0.0,0.09306433843430194,1,high
Larena,0.09152239558500334,0.5,0.97692,0.5454466116856481,0.15407217775060655,0,medium
Las Navas,0.006850478711452346,0.4016,0.7351200000000001,0.43657546799319275,0.6100389100102529,0,medium
Las Nieves,0.05891411691849017,0.50072,0.97272,0.5490683771872409,0.44637487343102233,0,medium
Las Pinas,0.4493914034712738,1.0,0.9882400000000001,0.8181699175284722,0.04976023537053664,2,low
Lasam,0.006576459562994252,0.503,0.96924,0.5633808962778722,0.0013615319463283794,0,medium
Laua-An,0.02575779995506082,0.503,0.9885600000000001,0.436793646637867,0.25112431461704526,0,medium
Laur,0.006850478711452346,0.0,0.18856,0.0,0.0445382700010826,1,high
Laurel,0.005480382969161876,0.504,0.96924,0.5598027665052144,0.13929783670532195,0,medium
Lavezares,0.00794655530528472,0.504,0.95428,0.549024741458306,0.4068917206375892,0,medium
Lawaan,0.056995982879283515,0.50756,0.96924,0.0,0.5660979819014321,0,medium
Lazi,0.006850478711452346,0.503,0.9897600000000001,0.5598027665052144,0.23061854816626232,0,medium
Lebak,0.054529810543160674,0.55264,0.8,0.5527337784177684,0.4140241611422094,0,medium
Leganes,0.006302440414536158,0.504,0.90856,0.5598027665052144,0.13000019104751354,0,medium
Legazpi,0.9807145323315178,1.0,0.99992,0.5513374350918532,0.14757656229104177,2,low
Lemery (BS),0.058092059473115895,0.5044,0.96364,0.43723000392721556,0.10796604448859763,0,medium
Lemery (IO),0.08275378283434434,0.50996,0.90284,0.436793646637867,0.22399556769768642,0,medium
Leon,0.006850478711452346,0.505,0.9885600000000001,0.5454466116856481,0.25303478975221133,0,medium
Leyte,0.00575440211761997,0.501,0.78976,0.5526028712309639,0.442426558151679,0,medium
Lezo,0.010412727641407566,0.51136,0.8486400000000001,0.5454466116856481,0.09790420877672278,0,medium
Lian,0.008220574453742815,0.5038,0.9897600000000001,0.5473665837587817,0.10847550452464196,0,medium
Lianga,0.008220574453742815,0.5038,0.9897600000000001,0.5473665837587817,0.3546720669430487,0,medium
Libacao,0.006850478711452346,0.502,0.99428,0.5454466116856481,0.29901355800520923,0,medium
Libagon,0.0046583255237875945,0.5530400000000001,0.8,0.5454466116856481,0.33021798521292245,0,medium
Libertad (AE),0.01068674678986566,0.5568,0.79444,0.5530828642492472,0.19992358099459337,0,medium
Libertad (MO),0.01068674678986566,0.52272,0.95384,0.5550028363223807,0.22310401263460888,0,medium
Libjo,0.006576459562994252,0.505,0.6972800000000001,0.4386699829820657,0.4624228645664177,0,medium
Libmanan,0.058640097770032075,0.50292,0.83636,0.0,0.348176451483484,0,medium
Libon,0.052611676503954014,0.5,0.97272,0.5454466116856481,0.4480306185481662,0,medium
Libona,0.05672196373082542,0.50512,0.9818,0.5490683771872409,0.32525074986149055,0,medium
Libungan,0.06631263392685871,0.52412,0.96364,0.43723000392721556,0.29302740258168875,0,medium
Licab,0.00794655530528472,0.501,0.9948800000000001,0.549024741458306,0.06950181176725317,0,medium
Licuan-Baay,0.01068674678986566,0.51136,0.4,0.5492865558319151,0.2692101458966178,1,high
Lidlidda,0.01068674678986566,0.5038,0.9461600000000001,0.5473665837587817,0.05880315101032292,0,medium
Ligao,0.6020200691624321,1.0,0.99992,0.586726011258018,0.2658986556623299,2,low
Lila,0.041650910565630264,0.51168,0.9818,0.547279312300912,0.2000509460036044,0,medium
Liliw,0.004110287226871408,0.501,0.79488,0.549024741458306,0.0,0,medium
Liloan (CU),0.05891411691849017,0.51536,0.94872,0.5527337784177684,0.3457565163122735,0,medium
Liloan (SL),0.006028421266078065,0.6195200000000001,0.9897600000000001,0.5454466116856481,0.06377038636175483,0,medium
Liloy,0.006850478711452346,0.58964,0.8,0.5454466116856481,0.5380776799189958,0,medium
Limasawa,0.0,0.5492400000000001,0.58888,0.5064799057468254,0.2583841201306765,0,medium
Limay,0.05836607862157398,0.5044,0.96364,0.5454466116856481,0.06377038636175483,0,medium
Linamon,0.01068674678986566,0.6136400000000001,0.96924,0.5530828642492472,0.23342057836450592,0,medium
Linapacan,0.006302440414536158,0.0,0.15384,0.0,0.2498506645269345,1,high
Lingayen,0.06028421266078065,0.5022000000000001,0.97272,0.547279312300912,0.0813467576052831,0,medium
Lingig,0.05891411691849017,0.50512,0.8,0.43723000392721556,0.4346572926020034,0,medium
Lipa,0.006850478711452346,0.502,0.96,0.5454466116856481,0.09879576383980028,0,medium
Llanera,0.06713469137223299,0.50896,0.9885600000000001,0.5598027665052144,0.02072101331601169,0,medium
Llorente,0.0,0.40316,0.8,0.43723000392721556,0.6319456915601577,0,medium
Loay,0.0046583255237875945,0.50756,0.99232,0.445651699611642,0.10452718924529862,0,medium
Lobo,0.006028421266078065,0.504,0.98284,0.43723000392721556,0.23342057836450592,0,medium
Loboc,0.06439449988765206,0.503,0.9885600000000001,0.549024741458306,0.1350947914079565,0,medium
Looc (OM),0.04055483397179789,0.89392,0.96152,0.5492865558319151,0.2289628030491183,0,medium
Looc (RN),0.006576459562994252,0.5079600000000001,0.9897600000000001,0.5598027665052144,0.14171777187653237,0,medium
Loon,0.047679331831708326,0.50148,0.9818,0.43984814766330665,0.1987772959134937,0,medium
Lope De Vega,0.0,0.40080000000000005,0.90768,0.4374481825718898,0.5817638780097942,0,medium
Lopez,0.041650910565630264,0.5,0.99092,0.4424662913993978,0.0877150080558368,0,medium
Lopez Jaena,0.00575440211761997,0.5,0.76,0.00021817864467425926,0.3313642702940221,0,medium
Loreto (AS),0.03973277652642361,0.50072,0.9897600000000001,0.5490683771872409,0.3726305332136102,0,medium
Loreto (DI),0.007672536156826627,0.5,0.9885600000000001,0.549024741458306,0.5371861248559182,0,medium
Los Banos,0.058640097770032075,0.51168,0.89092,0.45032072260767114,0.0,0,medium
Luba,0.005480382969161876,0.5038,0.4,0.5473665837587817,0.24717599933770196,1,high
Lubang,0.0,0.5,0.8,0.436793646637867,0.09293697342529086,0,medium
Lubao,0.05891411691849017,0.57308,0.9363600000000001,0.5527337784177684,0.017791618108756974,0,medium
Lubuagan,0.005206363820703783,0.501,0.90284,0.5598027665052144,0.22972699310318478,0,medium
Lucban,0.04658325523787595,0.50292,0.9454400000000001,0.5490683771872409,0.022886218469199953,0,medium
Lucena,0.052885695652412114,1.0,0.95384,0.8181699175284722,0.0803278375331945,2,low
Lugait,0.05589990628545115,0.5036400000000001,0.9818,0.547279312300912,0.15177960758840722,0,medium
Lugus,0.0,0.0,0.0,0.0,0.934055492934426,1,high
Luisiana,0.006850478711452346,0.505,0.9948800000000001,0.5598027665052144,0.028999738901731516,0,medium
Lumba-Bayabao,0.10494933385944993,0.50072,0.99092,0.5509010778025046,0.9473014538715777,0,medium
Lumbaca-Unayan,0.0,0.0,0.0,0.6684557315529955,1.0,1,high
Lumban,0.008220574453742815,0.50596,0.8,0.549024741458306,0.001234166937317309,0,medium
Lumbatan,0.01068674678986566,0.50756,1.0,0.5530828642492472,0.9508676741238877,0,medium
Lumbayanague,0.006850478711452346,0.0,1.0,0.549024741458306,0.9462825337994891,0,medium
Luna (AO),0.05891411691849017,0.5022000000000001,0.96364,0.5490683771872409,0.013461207802380446,0,medium
Luna (IA),0.01068674678986566,0.5038,0.9589600000000001,0.5473665837587817,0.13331168128180146,0,medium
Luna (LU),0.006850478711452346,0.52492,0.9794800000000001,0.5598027665052144,0.14872284737214145,0,medium
Lupao,0.0010960765938323753,0.501,0.98284,0.43657546799319275,0.04568455508218226,0,medium
Lupi,0.05891411691849017,0.5044,0.9545600000000001,0.5527337784177684,0.23469422845461668,0,medium
Lupon,0.05891411691849017,0.5036400000000001,0.9794800000000001,0.5490683771872409,0.3038534283476301,0,medium
Lutayan,0.009316651047575189,0.50512,0.9743600000000001,0.5527337784177684,0.48025396582796803,0,medium
Luuk,0.0,0.0,0.7946,0.4389754330846096,0.9694629654395047,1,high
Ma-Ayon,0.008768612750659002,0.503,0.93332,0.549024741458306,0.5057269676301829,0,medium
Maasim,0.045213159495585485,0.51464,0.9818,0.5745516428851943,0.23800571868890458,0,medium
Maasin (IO),0.006850478711452346,0.504,0.96572,0.5562246367325565,0.2327837533194505,0,medium
Maasin (SL),0.43404633115762065,1.0,0.9818,0.548413841253218,0.10389036420024327,2,low
Mabalacat,0.695186579638184,1.0,0.99092,0.9999999999999999,0.028108183838654006,2,low
Mabinay,0.06110627010615492,0.52412,0.8,0.0,0.38855115933999457,0,medium
Mabini (BL),0.014248995719820879,0.502,0.96,0.0,0.0971400187226563,0,medium
Mabini (BS),0.05891411691849017,0.50148,0.97272,0.5727189422699306,0.13076438110157998,0,medium
Mabini (CV),0.3485523568386954,0.5022000000000001,0.9,0.5654317755378103,0.31467945411357134,0,medium
Mabini (PS),0.007124497859910439,0.5069600000000001,0.4,0.5526028712309639,0.2597851352297983,1,high
Mabitac,0.011234785086781848,0.5568,0.9846,0.5530828642492472,0.010149717568092517,0,medium
Mabuhay,0.005206363820703783,0.503,0.97716,0.5454466116856481,0.5188455635583236,0,medium
Macabebe,0.05891411691849017,0.5256000000000001,0.8,0.5454466116856481,0.34957746658260574,0,medium
Macalelon,0.006850478711452346,0.504,0.9314399999999999,0.549024741458306,0.04211833482987218,0,medium
Macarthur,0.0,0.0,0.0,0.000872714578697037,0.2160989371389998,1,high
Maco,0.05644794458236733,0.5234,0.96364,0.5454466116856481,0.2245050277337307,0,medium
Maconacon,0.007672536156826627,0.501,0.95384,0.5526028712309639,0.4689184800259824,0,medium
Macrohon,0.0,0.42372,0.98284,0.43766636121656405,0.26717230575244066,0,medium
Madalag,0.0,0.50596,0.7946,0.43635728934851853,0.24844964942781267,0,medium
Madalum,0.006850478711452346,0.50596,0.2,0.6530959549679276,0.9144412815467206,1,high
Madamba,0.006850478711452346,0.502,0.2,0.549024741458306,0.9457730737634449,1,high
Maddela,0.16632962311406294,0.50148,0.9794800000000001,0.5490683771872409,0.08988021320902508,0,medium
Madrid,0.006576459562994252,0.505,0.7892000000000001,0.5598027665052144,0.2453928892115469,0,medium
Madridejos,0.007398517008368534,0.501,0.96924,0.5956713356896627,0.22042934744537632,0,medium
Magalang,0.01589311061056944,0.5,0.96364,0.5490683771872409,0.03524062434327416,0,medium
Magallanes (AN),0.009590670196033284,0.505,0.78976,0.549024741458306,0.23915200377000423,0,medium
Magallanes (CE),0.006302440414536158,0.503,0.98284,0.0,0.4291805972145272,0,medium
Magallanes (SO),0.006850478711452346,0.503,0.97716,0.43657546799319275,0.14783129230906394,0,medium
Magarao,0.0,0.52392,0.9885600000000001,0.43723000392721556,0.1799272745798547,0,medium
Magdalena,0.006850478711452346,0.503,0.9025600000000001,0.549024741458306,0.07153965191143036,0,medium
Magdiwang,0.01068674678986566,0.5151600000000001,0.9948800000000001,0.5530828642492472,0.3038534283476301,0,medium
Magpet,0.05891411691849017,0.5022000000000001,0.9545600000000001,0.547279312300912,0.5031796674499615,0,medium
Magsaysay (DS),0.01068674678986566,0.54384,0.99428,0.5562246367325565,0.1236319405969598,0,medium
Magsaysay (LN),0.01068674678986566,0.5151600000000001,0.97692,0.5530828642492472,0.3005419381133421,0,medium
Magsaysay (MO),0.007398517008368534,0.504,0.94284,0.5598027665052144,0.37797986359207536,0,medium
Magsaysay (OM),0.006850478711452346,0.504,0.9897600000000001,0.5526028712309639,0.23966146380604858,0,medium
Magsaysay (PN),0.004932344672245689,0.0,0.15896,0.4675131998080027,0.2718848110858504,1,high
Magsingal,0.006850478711452346,0.504,0.98284,0.5598027665052144,0.028362913856676147,0,medium
Maguing,0.0,0.5,0.0,0.5527337784177684,0.940805838412013,1,high
Mahaplag,0.006850478711452346,0.501,0.95384,0.549024741458306,0.37785249858306424,0,medium
Mahatao,0.01068674678986566,0.5038,0.79232,0.5473665837587817,0.1991593909405269,0,medium
Mahayag,0.006850478711452346,0.501,0.97144,0.436793646637867,0.4225576167459513,0,medium
Mahinog,0.009042631899117096,1.0,0.95384,0.5492865558319151,0.3075470136089512,0,medium
Maigo,0.006850478711452346,0.501,0.9846,0.549024741458306,0.21100433677855684,0,medium
Maimbung,0.0046583255237875945,0.40908,0.78888,0.44333900597809484,0.8790338090416419,0,medium
Mainit,0.006576459562994252,0.57372,0.96412,0.549024741458306,0.46815428997191605,0,medium
Maitum,0.2836098186541271,0.52776,0.9897600000000001,0.547279312300912,0.4636965146565284,0,medium
Majayjay,0.006850478711452346,0.0,0.98284,0.43723000392721556,0.011805462685236485,0,medium
Makati,0.9999999999999999,1.0,0.97648,0.8181699175284722,0.0,2,low
Makato,0.005206363820703783,0.501,0.7946,0.5454466116856481,0.15076068751631863,0,medium
Makilala,0.05480382969161877,0.50072,0.97272,0.547279312300912,0.23061854816626232,0,medium
Malabang,0.008494593602200909,0.5,1.0,0.5598027665052144,0.8764865088614204,0,medium
Malabon,0.3332072845250421,1.0,1.0,0.8181699175284722,0.3159531042036821,2,low
Malabuyoc,0.021647512728189416,0.5038,0.9846,0.5473665837587817,0.19342796553502856,0,medium
Malalag,0.05480382969161877,0.51464,0.9897600000000001,0.5490683771872409,0.3643518076278904,0,medium
Malangas,0.006850478711452346,0.40080000000000005,0.8,0.0,0.5541256710543911,0,medium
Malapatan,0.06302440414536158,0.51316,0.85128,0.5817951738883798,0.14133567684949913,0,medium
Malasiqui,0.05891411691849017,0.5044,0.99092,0.5527337784177684,0.006328767297760284,0,medium
Malay,0.05891411691849017,0.50656,0.9272800000000001,0.44072086224200374,0.1426093269396099,0,medium
Malaybalay,0.7020370583496364,1.0,0.97272,0.9545315704498842,0.24692126931967978,2,low
Malibcong,0.01068674678986566,0.51136,0.6000000000000001,0.5530828642492472,0.20667392647218033,0,medium
Malilipot,0.006576459562994252,0.51792,0.93332,0.5454466116856481,0.30436288838367437,0,medium
Malimono,0.016715168055943724,0.72728,0.9838,0.5492865558319151,0.4200103165657299,0,medium
Malinao (AK),0.006850478711452346,0.503,0.97144,0.5598027665052144,0.1578931280209388,0,medium
Malinao (AY),0.007124497859910439,0.5079600000000001,0.9371600000000001,0.549024741458306,0.4007782002050576,0,medium
Malita,0.052611676503954014,0.50072,0.9846,0.6109002050879259,0.42828904215144975,0,medium
Malitbog (BK),0.06603861477840062,0.50512,0.96364,0.547279312300912,0.4257417419712282,0,medium
Malitbog (SL),0.0,0.50596,0.77836,0.5526028712309639,0.35199740175381616,0,medium
Mallig,0.006028421266078065,0.504,0.9897600000000001,0.5562246367325565,0.1801820045978768,0,medium
