name,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,COVID-19 Testing Laboratory,DepEd Clinic,Dialysis Clinic,Drug Abuse Treatment and Rehabilitation Centers,Drug Testing Laboratory,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic,Total,year
Ragay,0,0,28,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,32,2021
Rajah Buayan,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Ramon,0,0,19,2,0,0,0,0,0,0,3,0,1,0,0,1,1,0,27,2021
Ramon Magsaysay,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Ramos,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Rapu-Rapu,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,2021
Real,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Reina Mercedes,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13,2021
Remedios T. Romualdez,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Rizal (CG),0,0,32,5,0,0,0,0,0,0,1,0,0,0,0,0,5,0,43,2021
Rizal (KA),0,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,2021
Rizal (LA),0,0,32,5,0,0,0,0,0,0,1,0,0,0,0,0,5,0,43,2021
Rizal (NE),0,0,32,5,0,0,0,0,0,0,1,0,0,0,0,0,5,0,43,2021
Rizal (OM),0,0,32,5,0,0,0,0,0,0,1,0,0,0,0,0,5,0,43,2021
Rizal (PN),0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,2021
Rizal (ZN),0,0,32,5,0,0,0,0,0,0,1,0,0,0,0,0,5,0,43,2021
Rodriguez,0,0,23,7,0,0,0,0,0,0,0,2,0,0,0,0,4,0,36,2021
Romblon,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,31,2021
Ronda,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2021
Rosales,0,0,34,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,41,2021
Rosario (AS),0,0,80,10,0,0,0,0,0,0,0,9,0,0,0,0,7,0,106,2021
Rosario (BS),0,0,80,10,0,0,0,0,0,0,0,9,0,0,0,0,7,0,106,2021
Rosario (CE),0,0,80,10,0,0,0,0,0,0,0,9,0,0,0,0,7,0,106,2021
Rosario (LU),0,0,80,10,0,0,0,0,0,0,0,9,0,0,0,0,7,0,106,2021
Rosario (NS),0,0,80,10,0,0,0,0,0,0,0,9,0,0,0,0,7,0,106,2021
R.T. Lim,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
Roxas (CZ),0,0,47,1,0,2,0,0,0,0,0,5,0,0,0,0,1,0,56,2021
Roxas (IA),0,0,71,1,0,0,0,0,0,0,5,5,4,0,0,0,3,0,89,2021
Roxas (OR),0,0,71,1,0,0,0,0,0,0,5,5,4,0,0,0,3,0,89,2021
Roxas (PN),0,0,71,1,0,0,0,0,0,0,5,5,4,0,0,0,3,0,89,2021
Sabangan,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2021
Sablan,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Sablayan,0,0,20,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,25,2021
Sabtang,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,2021
Sadanga,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Sagada,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,2021
Sagay (CM),0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Sagay (NO),0,0,26,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,33,2021
Sagbayan,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Saguday,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,2021
Saguiaran,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Sagnay,0,0,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,2021
Saint Bernard,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Salay,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,20,2021
Salcedo (ES),0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11,2021
Salcedo (IS),0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,2021
Sallapadan,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Salug,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2021
Salvador,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Salvador Benedicto,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Samal,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,2021
Samboan,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2021
Sampaloc,0,0,4,0,0,0,0,0,0,0,2,8,1,0,0,0,15,0,30,2021
San Agustin (IA),0,0,31,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,38,2021
San Agustin (RN),0,0,31,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,38,2021
San Agustin (SS),0,0,31,3,0,0,0,0,0,0,0,0,1,0,0,0,3,0,38,2021
San Andres (CT),0,0,8,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,2021
San Andres (QN),0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,24,2021
San Andres (RN),0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,24,2021
San Antonio (NS),0,0,46,5,0,0,0,0,0,0,0,1,1,0,0,0,6,0,59,2021
San Antonio (NE),0,0,46,5,0,0,0,0,0,0,0,1,1,0,0,0,6,0,59,2021
San Antonio (QN),0,0,46,5,0,0,0,0,0,0,0,1,1,0,0,0,6,0,59,2021
San Antonio (ZA),0,0,46,5,0,0,0,0,0,0,0,1,1,0,0,0,6,0,59,2021
San Benito,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
San Carlos (NO),0,0,115,3,0,1,0,0,0,0,0,7,0,0,0,0,7,0,133,2021
San Carlos (PS),0,0,115,3,0,1,0,0,0,0,0,7,0,0,0,0,7,0,133,2021
Sanchez-Mira,0,0,5,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,11,2021
San Clemente,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
San Dionisio,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
San Emilio,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
San Enrique (IO),0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,2021
San Enrique (NO),0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,2021
San Esteban,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
San Fabian,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,2021
San Felipe,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
San Fernando (BK),0,0,62,3,0,0,0,0,1,0,0,0,1,0,0,0,6,0,73,2021
San Fernando (CS),0,0,62,3,0,0,0,0,1,0,0,0,1,0,0,0,6,0,73,2021
San Fernando (CU),0,0,62,3,0,0,0,0,1,0,0,0,1,0,0,0,6,0,73,2021
San Fernando (LU),0,0,105,8,0,5,0,0,0,0,0,14,1,0,0,0,6,0,139,2021
San Fernando (MS),0,0,62,3,0,0,0,0,1,0,0,0,1,0,0,0,6,0,73,2021
San Fernando (PA),0,0,105,8,0,5,0,0,0,0,0,14,1,0,0,0,6,0,139,2021
San Fernando (RN),0,0,62,3,0,0,0,0,1,0,0,0,1,0,0,0,6,0,73,2021
San Francisco (AS),0,0,28,3,0,0,0,0,0,0,0,1,1,0,0,0,3,0,36,2021
San Francisco (CU),0,0,28,3,0,0,0,0,0,0,0,1,1,0,0,0,3,0,36,2021
San Francisco (QN),0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,2021
San Francisco (SL),0,0,28,3,0,0,0,0,0,0,0,1,1,0,0,0,3,0,36,2021
San Francisco (SN),0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
San Gabriel,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
San Guillermo,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,2021
San Ildefonso (BU),0,0,34,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,41,2021
San Ildefonso (IS),0,0,34,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,41,2021
San Isidro (AA),0,0,85,5,0,0,0,0,0,0,0,1,3,0,0,0,10,0,104,2021
San Isidro (BL),0,0,85,5,0,0,0,0,0,0,0,1,3,0,0,0,10,0,104,2021
San Isidro (DN),0,0,85,5,0,0,0,0,0,0,0,1,3,0,0,0,10,0,104,2021
San Isidro (DO),0,0,85,5,0,0,0,0,0,0,0,1,3,0,0,0,10,0,104,2021
San Isidro (IA),0,0,85,5,0,0,0,0,0,0,0,1,3,0,0,0,10,0,104,2021
San Isidro (LE),0,0,85,5,0,0,0,0,0,0,0,1,3,0,0,0,10,0,104,2021
San Isidro (NS),0,0,85,5,0,0,0,0,0,0,0,1,3,0,0,0,10,0,104,2021
San Isidro (NE),0,0,85,5,0,0,0,0,0,0,0,1,3,0,0,0,10,0,104,2021
San Isidro (SN),0,0,85,5,0,0,0,0,0,0,0,1,3,0,0,0,10,0,104,2021
San Jacinto (MS),0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,25,2021
San Jacinto (PS),0,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,25,2021
San Joaquin,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,2021
San Jorge,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
San Jose (AE),0,0,25,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,30,2021
San Jose (BS),0,0,114,2,0,0,0,0,1,0,0,3,5,0,0,0,8,0,133,2021
San Jose (CS),0,0,114,2,0,0,0,0,1,0,0,3,5,0,0,0,8,0,133,2021
San Jose (DI),0,0,25,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,30,2021
San Jose (NR),0,0,114,2,0,0,0,0,1,0,0,3,5,0,0,0,8,0,133,2021
San Jose (NS),0,0,114,2,0,0,0,0,1,0,0,3,5,0,0,0,8,0,133,2021
San Jose (NE),0,0,33,6,0,0,0,0,0,0,0,3,0,0,0,0,5,0,47,2021
San Jose (OM),0,0,114,2,0,0,0,0,1,0,0,3,5,0,0,0,8,0,133,2021
San Jose (RN),0,0,114,2,0,0,0,0,1,0,0,3,5,0,0,0,8,0,133,2021
San Jose (TC),0,0,114,2,0,0,0,0,1,0,0,3,5,0,0,0,8,0,133,2021
San Jose De Buan,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
San Jose Del Monte,0,0,59,20,0,1,0,0,1,0,0,6,3,0,0,0,6,1,97,2021
San Juan (AA),0,0,67,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,78,2021
San Juan (BS),0,0,67,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,78,2021
San Juan (IS),0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
San Juan (LU),0,0,67,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,78,2021
San Juan (MM),0,0,9,0,0,1,0,0,0,0,0,3,0,0,0,0,12,1,26,2021
San Juan (SR),0,0,67,3,0,0,0,0,0,0,0,3,0,0,0,0,5,0,78,2021
San Juan (SL),0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
San Julian,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
San Leonardo,0,0,7,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0,13,2021
San Lorenzo,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
San Lorenzo Ruiz,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
San Luis (AS),0,0,59,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,67,2021
San Luis (AU),0,0,59,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,67,2021
San Luis (BS),0,0,59,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,67,2021
San Luis (PA),0,0,59,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,67,2021
San Manuel (IA),0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,2021
San Manuel (PS),0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,2021
San Manuel (TC),0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,38,2021
San Marcelino,0,0,17,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,2021
San Mariano,0,0,36,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,40,2021
San Mateo (IA),0,0,48,7,0,0,0,0,0,0,2,5,5,0,0,0,6,0,73,2021
San Mateo (RL),0,0,48,7,0,0,0,0,0,0,2,5,5,0,0,0,6,0,73,2021
San Miguel (BL),0,0,93,5,0,0,0,1,0,0,0,2,2,0,0,0,11,0,114,2021
San Miguel (BU),0,0,93,5,0,0,0,1,0,0,0,2,2,0,0,0,11,0,114,2021
San Miguel (CT),0,0,93,5,0,0,0,1,0,0,0,2,2,0,0,0,11,0,114,2021
San Miguel (IO),0,0,93,5,0,0,0,1,0,0,0,2,2,0,0,0,11,0,114,2021
San Miguel (LE),0,0,93,5,0,0,0,1,0,0,0,2,2,0,0,0,11,0,114,2021
San Miguel (SS),0,0,93,5,0,0,0,1,0,0,0,2,2,0,0,0,11,0,114,2021
San Miguel (ZR),0,0,93,5,0,0,0,1,0,0,0,2,2,0,0,0,11,0,114,2021
San Narciso (QN),0,0,41,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,44,2021
San Narciso (ZA),0,0,41,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,44,2021
San Nicolas (BS),1,0,40,2,0,0,0,0,0,0,1,1,1,0,0,0,4,0,50,2021
San Nicolas (IN),1,0,40,2,0,0,0,0,0,0,1,1,1,0,0,0,4,0,50,2021
San Nicolas (PS),1,0,40,2,0,0,0,0,0,0,1,1,1,0,0,0,4,0,50,2021
San Pablo (IA),0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,2021
San Pablo (LA),0,1,77,12,1,2,0,0,0,0,0,7,0,0,0,0,6,0,106,2021
San Pablo (ZR),0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,23,2021
San Pascual (BS),0,0,48,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,52,2021
San Pascual (MS),0,0,48,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,52,2021
San Pedro,0,0,22,4,0,0,0,0,0,0,0,6,1,0,0,0,2,0,35,2021
San Policarpo,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
San Quintin (AA),0,0,23,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,27,2021
San Quintin (PS),0,0,23,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,27,2021
San Rafael (BU),0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39,2021
San Rafael (IO),0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,39,2021
San Remigio (AE),0,0,35,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,41,2021
San Remigio (CU),0,0,35,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,41,2021
San Ricardo,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
San Roque,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,2021
San Sebastian,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2021
San Simon,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2021
San Teodoro,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Santiago (AN),0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,2021
Santiago (IS),0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,2021
Santiago (IA),0,0,37,8,0,1,0,0,0,0,6,7,1,0,0,0,1,0,61,2021
San Vicente (CN),0,0,26,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,34,2021
San Vicente (IS),0,0,26,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,34,2021
San Vicente (NS),0,0,26,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,34,2021
San Vicente (PN),0,0,26,3,0,0,0,0,0,0,0,0,1,0,0,0,4,0,34,2021
Sapad,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Sapang Dalaga,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Sapa-Sapa,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,2021
Sapi-An,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2021
Sara,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,2021
Sarangani,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,2021
Sariaya,0,0,28,6,0,0,0,0,0,0,0,1,1,0,0,0,1,0,37,2021
Sarrat,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Sasmuan,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Science City of Munoz,0,0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,40,2021
Sebaste,0,0,6,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,2021
Senator Ninoy Aquino,0,0,20,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,2021
Sergio Osmena,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
Sevilla,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Shariff Aguak,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Shariff Saydona Mustapha,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Siasi,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,2021
Siaton,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,2021
Siay,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Siayan,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,2021
Sibagat,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Sibalom,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15,2021
Sibonga,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,2021
Sibuco,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2021
Sibulan,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17,2021
Sibunag,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2021
Sibutad,0,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,2021
Sibutu,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10,2021
Sierra Bullones,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,2021
Sigay,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Sigma,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,2021
Sikatuna,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Silago,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2021
Silang,0,0,66,12,0,0,0,0,3,0,0,4,2,0,0,0,2,0,89,2021
Silay,0,0,22,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,25,2021
Silvino Lobos,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Simunul,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Sinacaban,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,2021
Sinait,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,14,2021
Sindangan,0,0,53,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,59,2021
Siniloan,0,0,16,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,19,2021
Siocon,0,0,7,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,11,2021
Sipalay,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,2021
Sipocot,0,0,45,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,51,2021
Siquijor,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23,2021
Sirawai,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Siruma,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,2021
Sison (PS),0,0,29,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,34,2021
Sison (SN),0,0,29,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,34,2021
Sitangkai,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Socorro (OR),0,0,31,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,35,2021
Socorro (SN),0,0,31,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,35,2021
Sofronio Espanola,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2021
Sogod (CU),0,0,25,1,0,0,0,0,0,1,2,4,3,0,0,0,2,0,38,2021
Sogod (SL),0,0,25,1,0,0,0,0,0,1,2,4,3,0,0,0,2,0,38,2021
Solana,0,0,38,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,44,2021
Solano,0,0,22,1,0,0,0,0,0,0,4,3,0,0,0,0,1,0,31,2021
Solsona,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Sominot,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2021
Sorsogon,0,0,69,5,0,1,0,0,0,0,1,5,0,0,0,0,3,0,84,2021
South Ubian,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,2021
South Upi,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,2021
Santa,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,2021
Santa Ana (CG),0,0,20,1,0,0,0,0,0,0,1,3,2,0,0,0,7,0,34,2021
Santa Ana (PA),0,0,20,1,0,0,0,0,0,0,1,3,2,0,0,0,7,0,34,2021
Santa Barbara (IO),0,0,26,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,30,2021
Santa Barbara (PS),0,0,26,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,30,2021
Santa Catalina (IS),0,0,34,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,39,2021
Santa Catalina (NR),0,0,34,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,39,2021
Santa Cruz (DS),0,0,73,3,0,0,0,0,0,0,6,6,5,0,0,0,11,1,105,2021
Santa Cruz (IS),0,0,73,3,0,0,0,0,0,0,6,6,5,0,0,0,11,1,105,2021
Santa Cruz (LA),0,0,27,2,0,1,0,0,0,0,0,4,0,0,0,0,2,0,36,2021
Santa Cruz (ME),0,0,73,3,0,0,0,0,0,0,6,6,5,0,0,0,11,1,105,2021
Santa Cruz (OM),0,0,73,3,0,0,0,0,0,0,6,6,5,0,0,0,11,1,105,2021
Santa Cruz (ZA),0,0,73,3,0,0,0,0,0,0,6,6,5,0,0,0,11,1,105,2021
Santa Elena,0,0,8,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,2021
Santa Fe (CU),0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37,2021
Santa Fe (LE),0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37,2021
Santa Fe (NV),0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37,2021
Santa Fe (RN),0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37,2021
Santa Ignacia,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Santa Josefa,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2021
Santa Lucia,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,2021
Santa Magdalena,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Santa Marcela,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,2021
Santa Margarita,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Santa Maria (BU),0,0,108,10,0,0,0,0,0,0,0,6,7,0,0,0,11,0,142,2021
Santa Maria (DS),0,0,108,10,0,0,0,0,0,0,0,6,7,0,0,0,11,0,142,2021
Santa Maria (IS),0,0,108,10,0,0,0,0,0,0,0,6,7,0,0,0,11,0,142,2021
Santa Maria (IA),0,0,108,10,0,0,0,0,0,0,0,6,7,0,0,0,11,0,142,2021
Santa Maria (LA),0,0,108,10,0,0,0,0,0,0,0,6,7,0,0,0,11,0,142,2021
Santa Maria (PS),0,0,108,10,0,0,0,0,0,0,0,6,7,0,0,0,11,0,142,2021
Santa Maria (Imelda),0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2021
Santa Monica,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2021
Santander,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2021
Santa Praxedes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2021
Santa Rita (PA),0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,2021
Santa Rita (WS),0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24,2021
Santa Rosa (LA),0,0,19,3,0,2,0,0,0,0,0,9,0,0,0,0,2,0,35,2021
Santa Rosa (NE),0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,2021
Santa Teresita (BS),0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,2021
Santa Teresita (CG),0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,31,2021
Santo Domingo (AY),0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2021
Santo Domingo (IS),0,0,42,3,0,0,0,0,0,0,0,1,1,0,0,0,3,0,50,2021
Santo Domingo (NE),0,0,42,3,0,0,0,0,0,0,0,1,1,0,0,0,3,0,50,2021
Santol,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,2021
