city_municipality,Cluster_Id
Villaverde,1
Villaviciosa,1
Vincenzo A Sagun,1
Vintar,2
Vinzons,2
Virac,2
Wao,2
Zamboanga,0
Zamboanguita,1
Zaragoza,2
Zarraga,2
Zumarraga,1
