city_municipality,Local Economy Size,Local Economy Growth,Active Establishments in the Locality,Safety Compliant Business,Employment Generation,Cost of Living,Cost of Doing Business,Financial Deepening,Productivity,Presence of Business and Professional Organizations,Compliance to National Directives,Presence of Investment Promotion Unit,Compliance to ARTA Citizens Charter,Capacity to Generate Local Resource,Capacity of Health Services,Capacity of School Services,Recognition of Performance,Getting Business Permits,Peace and Order,Social Protection,Road Network,Distance to Ports,Availability of Basic Utilities,Transportation Vehicles,Education,Health,LGU Investment,Accommodation Capacity,Information Technology Capacity,Financial Technology Capacity,Land Use Plan,Disaster Risk Reduction Plan,Annual Disaster Drill,Early Warning System,Budget for DRRMP,Local Risk Assessments,Emergency Infrastructure,Utilities,Employed Population,Sanitary System,Barangay Health Station,Birthing Home,COVID-19 Testing Laboratory,Drug Abuse Treatment and Rehabilitation Centers,Drug Testing Laboratory,General Clinic Laboratory,Hospital,Infirmary,Rural Health Unit,Social hygiene Clinic,Poverty Incidents,Cluster_Id
Calanogas,0.0019236420640738475,0.0,0.08823839006822312,0.003829605232178608,0.04627403574405479,0.6400396759795007,0.5827833356144053,0.0,0.04278570043175531,0.0008342504740788723,0.9879959227634394,0.9999416637498542,0.928092608815786,0.01008817376683805,0.10587559834789294,0.12378073625372632,0.7705843437520312,0.7761070073215087,0.3988317982661953,0.3116112196821508,0.07941323798314805,0.8660740951869222,0.7779237529995041,0.028869067021890345,0.18310033334554376,0.04337726596963965,0.266743814185883,0.0,0.3089437362025417,0.0,0.9824354798296167,0.9774195614800687,0.5850897738381576,0.6265671598675696,0.006436622521853817,1.0,0.12784066612926986,0.7503152797065842,0.02509509173189314,0.9348307563293832,0.017543859649122806,0.07880220646178059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Calapan,0.18567585092306643,0.25449030837665837,0.42767474497259883,0.45445300048592985,0.19592984434137858,0.6164655314928088,0.7502476121767664,1.0,0.20430292275905654,0.2984691503800643,0.9921608600358439,0.9974082037435205,0.9488331082800229,0.23812782263582838,0.8443314745523981,0.4905583625500173,0.28425482072750063,1.0,0.6664993531905834,0.6925548431376205,0.19904215417571083,1.0,1.0,1.0,0.7805141580277664,0.9999999999999999,0.3128808854140011,0.17392690400853014,0.8995445595751873,0.7689669300015048,1.0,0.9793496146938858,0.9831162688026236,0.9831569329381711,1.0,1.0,1.0,1.0,1.0,1.0,0.5263157894736842,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.14285714285714285,0.0,0.9368664386833004,0.0
Calape,0.030659895052007783,0.3070135279675837,0.3530908514232746,0.5835263278521129,0.2746107780820841,0.8677136716812696,0.8697774876940095,0.13975088876661704,0.24167423477846933,0.0423221682811551,0.7696837940682321,0.7361534743403837,0.7666030631311572,0.2788193969253225,0.1386392156874934,0.23430404549546185,0.07166019564887297,0.6564939772292713,0.2846709569650683,0.7201584401013298,0.2555986332778118,0.784735016835476,0.6280668582146405,0.034950555069576984,0.0419376533938972,0.23030679393824036,0.06206441330460491,0.0785710059302594,0.21023845985561146,0.23880773355285823,0.7844065814749853,0.6894982489207391,0.41962955211985514,0.7181259988124556,0.0668590212241116,0.7916666666666666,0.4453201907697567,0.7142507566855393,0.06832593846194963,0.6575459615867617,0.2807017543859649,0.07880220646178059,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8063173044469495,1.0
Calasiao,0.08659348737661657,0.10224951885610072,0.3569516240002243,0.23188650456885576,0.22266553518861543,0.3841957348322037,0.9054795602127123,0.30863792774120685,0.15968836224135446,0.09651636253958647,0.7749830841749907,0.7767555044418889,0.8111165895460126,0.13127659713125692,0.15934184296280074,0.29545602528241666,0.25467431620501846,0.7683140231225264,0.06967994156270756,0.3236910711716524,0.012064703462824415,0.7801664591495936,0.5509631108196816,0.11196651970548048,0.26972621707754857,0.23159458156202892,0.17413023657063956,0.05067668876342038,0.33965116047811295,0.2335232208120588,0.7838553411843313,0.695383135100291,0.6885927166082316,0.7248234957293316,0.15853438477236484,0.7916666666666666,0.37667473974776294,0.7276396396396397,0.4782124367495375,0.7567860412113059,0.21929824561403508,0.23640661938534174,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.9283329830795585,1.0
Calatagan,0.09973344239890564,0.1847145065658439,0.10305821664162645,0.10728756290761603,0.05872808200904673,0.4372127624400727,0.6310876402333147,0.1594980903752822,0.038021038628893916,0.014631469853075608,0.7653156891240028,0.10417187526042969,0.7772815369684489,0.10849348635033583,0.060087355139893446,0.15996176490923525,0.04893933149686557,0.5797701923178618,0.051520308183261074,0.18270119814295413,0.020922333853252467,0.751885723325419,0.49074073350421377,0.05261119636005896,0.050846404630206225,0.11540752039354779,0.1067131919124612,0.0035823870531726874,0.16240727113621445,0.10159124113111077,0.7805562515660236,0.6898653142558822,0.6907141485174344,0.7183337498246481,0.1297370100214119,0.7916666666666666,0.3635051850288317,0.7117296585122673,0.014863484083628168,0.7629197880276734,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8787879945742506,2.0
Calatrava (NO),0.006806733457492076,0.3405765718765831,0.06839782785663409,0.08954633050548247,0.00942060988274731,0.30955529839642904,0.7930798949626913,0.06739516545171005,0.010323433906199676,0.0,0.5687932932319855,0.7310782205776957,0.6480660379093774,0.011235149595625838,0.061610521410899545,0.11908190136340048,0.004039867253757878,0.6274094469152122,0.03230646387729243,0.06910514173371904,0.05650557318031688,0.7452289256525195,0.4817442831943616,0.026533775611578683,0.052106524048499935,0.09182669812684129,0.09671290992017527,0.011471688878137256,0.180107794196615,0.03894063000634744,0.6703165455608452,0.45512111202324873,0.5636575779554557,0.7199660792061615,0.15369761640334173,0.7083333333333333,0.36141261329456287,0.6376634974895846,0.010761623359774194,0.48238649454812643,0.40350877192982454,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07142857142857142,0.0,0.7395780397251464,2.0
Calatrava (RN),0.0034625557153329252,0.0,0.1967555313790783,0.2122109307484279,0.15696620186633567,0.2843775830715821,0.5918523508201209,0.12994380885317022,0.05861977854429467,0.0,0.786335077838191,0.3749437471873594,0.7815767890147338,0.007012193135088981,0.02853605381191008,0.09991736763214296,0.22216558575363796,0.7739175498560804,0.33173637381367116,0.15717792292635163,0.04067383150547134,0.7726573186248505,0.6514784702178852,0.02648512370719719,0.05837781603721747,0.06887546092065364,0.06504099854512867,0.0,0.20743421968536824,0.020977305328496763,0.44839221581892597,0.16175302352308613,0.2689964193669532,0.22428205701993637,0.026974285134936517,0.375,0.1997614468222932,0.3545455969803797,0.07567702593896883,0.496802356355122,0.40350877192982454,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.07142857142857142,0.0,0.5954008495246101,2.0
Calauag,0.013939006341212035,0.10245560772220859,0.10515307530445565,0.07360266790620824,0.06528482648743886,0.30634815672011906,0.7697249486312353,0.2021664903863056,0.04608246137615939,0.024385783088459345,0.7808326200596077,0.2409370468523426,0.7364368716764618,0.05453348713236486,0.10854891057863834,0.21863007482558924,0.42044443962431827,0.5189849155657994,0.023056613167162385,0.2431354189811699,0.05864362189524779,0.7134535841357856,0.6205032402417822,0.18256043296302688,0.20097644602366382,0.19885615841504806,0.13587850519022462,0.0,0.2125256060937531,0.07924759790765444,0.7008268604359809,0.6899008367076702,0.6925489004389069,0.7186898944169784,0.11757067727779226,0.5833333333333333,0.3723986148994744,0.7122424242424243,0.046410940999111826,0.672387345592524,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2,0.0,0.0,0.903496806322399,1.0
Calauan,0.035602175432012904,0.10433984878376645,0.047951314792160575,0.09878818394844412,0.043937724493133455,0.6235906761448172,0.8603003030275586,0.1600682694400175,0.042376613307267205,0.0,0.76614529045062,0.15385769288464424,0.8047731386072864,0.09024614361962101,0.05470964565246377,0.33979288878327685,0.03288831529401548,0.7428105545951424,0.07461092815450483,0.24782051333599828,0.014660905473811948,0.7216957395131145,0.6199908941334026,0.03169087747601695,0.06992402652111798,0.07677389167989027,0.10156944373366139,0.004910687870641212,0.18402577514369242,0.06510198205395547,0.7426877140232188,0.6898653142558822,0.6907141485174344,0.7183337498246481,0.11824038366734929,0.7916666666666666,0.38065517511186125,0.7168573158138377,0.014471733340338742,0.5591880621303924,0.14035087719298245,0.07880220646178059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764769564857446,2.0
Calayan,0.020775334291997554,0.3051587281726127,0.31747825415517805,0.23255082384382547,0.2665467360224524,0.5718300545544718,0.6971728269855114,0.029991418805075706,0.19523081417482044,0.09969293165242524,0.37140743473471344,0.20834375052085938,0.6044970692361818,0.018794763012636263,0.07012781851815811,0.02597784432222998,0.11021517037936762,0.44869961998069197,0.21774556653295093,0.24869459810369016,0.12527947351059446,0.5954040991554305,0.4981306748301637,0.024295788010030003,0.0382159053445181,0.11443452530001866,0.13812399931904082,0.024593690893129346,0.12555438435989735,0.010910609955338834,0.3549987471811576,0.23192170662172834,0.7000713833169447,0.722696521080693,0.0850155055632137,0.5833333333333333,0.10680122206189273,0.5861590285938113,0.0103468284551148,0.5578492239928096,0.08771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4905794471084959,2.0
Calbayog,0.046818488390228105,0.40419914897074766,0.2780395100731538,0.24489934683738102,0.08154479914506073,0.23258389816498581,0.7393673449890373,0.36390728508287995,0.16543964593268712,0.013476353812043323,0.7217362235176231,0.9974082037435205,0.8375144927471389,0.31596577319856334,0.10139935461269137,0.3224743259017902,0.1862405917185427,0.7363164010959905,0.10647530357873956,0.4171132511425592,0.4481248294651617,0.9768019550699398,0.910421666925879,0.3893796784887538,0.5505863218432908,0.19650952318947773,1.0,0.76816038789604,0.3359320618126131,0.1278932456090823,0.9868370500292324,0.9633881930237929,0.9799054529400464,0.9667643887856397,0.6205945876561946,1.0,0.5422381055493178,0.8647332549941248,0.11427599623366215,0.9321323228737898,0.20175438596491227,0.6304176516942447,0.0,0.0,1.0,0.6666666666666666,0.4444444444444444,0.0,0.3571428571428571,0.0,0.7265868088060168,0.0
Calbiga,0.005031063859885447,0.30365722357668373,0.13214385758008157,0.16060895412504164,0.07856788642211257,0.4571003471648206,0.7875058307645232,0.11000654755625994,0.05464922704191017,0.007829119833663262,0.7603804077625966,0.7395703118489257,0.7703315805324461,0.030446994727821294,0.0470316442455555,0.1885910946338634,0.028984014055484376,0.6620975039628253,0.1787397622516305,0.420137584438773,0.15225961205615116,0.624520130974412,0.6150324258641693,0.015100578081927813,0.057029781310670706,0.02128455384597772,0.0440221290835355,0.005675467129183695,0.1892961556054971,0.18710791879210906,0.7833375093961412,0.6930149716477549,0.5742074015039231,0.7176808180720429,0.07072843591933009,0.7916666666666666,0.41245316733477294,0.6744544386283517,0.05705734355203619,0.71832298587889,0.043859649122807015,0.07880220646178059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7113030077246878,1.0
Calinog,0.3587740421964193,0.43378762189052344,0.10768075600505948,0.06838580771747514,0.05524245635243023,0.7193751033228631,0.842493910302975,0.19745301011782732,0.030777790130604634,0.006994869359584392,0.7691674095690111,0.785297598213244,0.7993344745579395,0.04379362255371557,0.09111021102691552,0.1477112310880286,0.12594082814567348,0.7702066049994221,0.03761152531398465,0.13298325655664073,0.045917141449230474,0.7466011976439879,0.612444643825235,0.047259486878094725,0.13149404740100368,0.20867196185859213,0.10885424445389057,0.028538341805611628,0.13981424394900657,0.03327434638313279,0.7705754614549403,0.6922690001602061,0.4317847835996112,0.7195011126550638,0.15049790809768027,0.7916666666666666,0.3441488964868447,0.7212585549976855,0.007858059027158457,0.7642482475750422,0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.6837921657782958,1.0
Calintaan,0.02426748450062392,0.30666023276854154,0.32809105052141196,0.13849103002898966,0.464040401604367,0.47574805753017013,0.7671483789103429,0.11854022755846463,0.2651847124622854,0.0038503868034409495,0.4804746132258938,0.15625781289064453,0.7332750889201686,0.11652231715185035,0.0455395630004883,0.16284819205614967,0.025838882502223208,0.6653445807124013,0.2510382277286028,0.14165417745214406,0.2070343838958097,0.698955232225924,0.3500018626820381,0.02366331325307059,0.08809319022674822,0.03942805059002132,0.09995059912916601,0.006883013326882354,0.11026033690658499,0.07960927558573197,0.7773824438319552,0.7022626499299083,0.7103115924786637,0.7213510859541122,0.08858727297418462,0.7916666666666666,0.3691460305733826,0.6656377167681516,0.020578436103379776,0.5579011169438787,0.06140350877192982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7863209980322107,2.0
Caloocan,0.08878347988033142,1.0,0.3593754274117622,0.48380028139782916,0.14662237221507915,0.2714002314432138,0.45311300005701616,0.5900973200633653,0.2642462184708127,0.4572013463519174,0.9656982707806879,0.9741320399353302,0.8647972974115041,0.5092833356142507,0.46217216565956326,1.0,0.7813482853610372,0.7958399565967891,0.46749153570646207,1.0,0.6069003995096737,0.8706085591587307,0.9619081089018573,0.6802694147857007,0.9999999999999999,0.4783346902799217,0.5818963041255469,0.03594462515149673,0.4217099898570036,0.19765685106937037,0.9919401987805896,0.9799653371915451,0.9347476212728016,0.9676052857397527,0.7974342804097853,1.0,1.0,0.8407044831392659,0.05717256435888602,0.9407257955708326,0.0,0.945626477541367,0.6666666666666666,0.0,0.0,1.0,1.0,0.8,1.0,1.0,0.9018410612052551,0.0
Calubian,0.007812946229469165,0.30480543297357054,0.16455357176864585,0.32709908771378615,0.10249623552429074,0.5534799140353778,0.7894191251117203,0.11156503699986971,0.07322659528336974,0.39444004145582995,0.6847851032045214,0.0,0.7967294837335723,0.01728284032923418,0.08818821858865893,0.21671697776309948,0.011658677309502603,0.7794004708817929,0.3756391578827075,0.32676784955392774,0.07233731485516243,0.675404999229482,0.433957153797531,0.024587699436318958,0.11801370013553608,0.08464370493637606,0.057077327506885295,0.1849558259475112,0.19434776555756644,0.1523265820836532,0.7844065814749853,0.698497270040376,0.41962955211985514,0.719095503536021,0.06019916323907211,0.7916666666666666,0.36120790519012347,0.7073426628209238,0.010323784293744837,0.6011694595452931,0.03508771929824561,0.07880220646178059,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6541161186787153,2.0
Calumpit,0.08552808561805261,0.11337831762592682,0.3081119852577351,0.19579833689623385,0.2491374489591354,0.5153744420565382,0.7953120717010883,0.19083893296689808,0.11567540043613483,0.020439136614932372,0.0,0.3229411470573529,0.6652470460945172,0.09496438509713441,0.07883162578105006,0.04631708677606896,0.0651530269179878,0.5857819229856481,0.03478896057523174,0.15943306162699664,0.018529755529401212,0.5515340125710342,0.6545438630358175,0.03436673221699906,0.08358020440309168,0.19636643567572343,0.11454631096647107,0.029544630303693843,0.13406654601141582,0.06855801320002965,0.7520253904618724,0.6789362399224284,0.3548169404938349,0.7184524646887582,0.16452453636784725,0.6875,0.38101910063086464,0.6277072962290354,0.002304416136996615,0.5904795116250587,0.23684210526315788,0.07880220646178059,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.07142857142857142,0.0,0.9676887708639804,2.0
Caluya,0.007901729709349497,0.19516615620417266,0.0341356353463944,0.03409520984771261,0.00889305572931346,0.7061663084807407,0.20791795181585027,0.03447682744765991,0.005342196566844588,0.007091129029670415,0.31341999506810475,0.0,0.27978794579272603,0.10875416267506031,0.02763458805968198,0.06011152348981123,0.0,0.18698523396486816,0.02516503502020673,0.04165888002819441,0.02300947664639931,0.25382770127905974,0.3723193118097601,0.07411533809667889,0.047886589252353555,0.023545336563295455,0.0035771243679978432,0.050998701082806686,0.10713788508581769,0.054653515798382374,0.4327904451682953,0.10882457035890586,0.1446002390911097,0.22288715736664313,0.0026044137371662845,0.375,0.12003901281563703,0.10773435886479363,0.0029726968167256332,0.4435498099680131,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6423985378496966,2.0
Camalaniugan,0.027019772376914195,0.30692520416782315,0.32630782372578054,0.5484737166963557,0.24239229228308828,0.5719127128450981,0.7808475664362761,0.25517413743786216,0.14965369571714635,0.05778788860830958,0.7827034557043261,0.7916812507292033,0.8184145409394691,0.10924944769203687,0.5870407148561241,0.15486017274259575,0.42619243866993345,0.6907645529805103,0.2730746367733244,0.4289483588971071,0.051822228376182514,0.7913577207943017,0.5189197694650923,0.03363695365127666,0.04205487380490127,0.3048840061069748,0.05532793091815642,0.008935841862970074,0.38016348123545673,0.19128730529433832,0.7845986803641526,0.6966974658164486,0.7103115924786637,0.7201342585969841,0.05878533863889613,0.7916666666666666,0.42844314482597956,0.7192787095395792,0.0848946904869553,0.7701225296360642,0.043859649122807015,0.07880220646178059,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.8559896579612684,1.0
Camalig,0.046285787510946114,0.13289787737300277,0.05591524028721377,0.13882318966647456,0.051210435322614385,0.007951727558274113,0.6859736774065829,0.1260665912129703,0.04016273004533161,0.0887514158193139,0.7559276496217738,0.5734786739336967,0.7240880220433926,0.07820289741734922,0.08119408775240645,0.23299508434744254,0.12127735722187241,0.8187179316380871,0.06570114548518839,0.0758705578356541,0.023722159551376278,0.7798937094370035,0.5633723072412828,0.02351735753992611,0.09893607824462433,0.20506615651198412,0.13318913431501458,0.010143388060668732,0.16192995366042837,0.036710284324869336,0.7847490186252402,0.6679361206853984,0.4317389148015744,0.7177797471254679,0.11946817871487055,0.7916666666666666,0.3337315285053758,0.7151196097283053,0.0033644475600150586,0.6348791205597795,0.07894736842105263,0.23640661938534174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7598290761579072,1.0
Camaligan,0.03900554216075894,0.014514544427312884,0.1632897314183439,0.25431704950018763,0.037324456355444846,0.1817821127459084,0.8261798871692055,0.10293632715354248,0.027312581546705437,0.030385969190488162,0.6765568124956245,0.687426037968565,0.7072848369549168,0.16052448076534548,0.033602913039950756,0.16875529877541645,0.07111793158796587,0.7957193508889476,0.36713745686236743,0.4500312834938349,0.0015780835753061472,0.7895337070913561,0.6500977408749637,0.03957248598581882,0.017086926261035203,0.011869395440945625,0.13472964772896986,0.016623885988318203,0.3724667369384061,0.04097004364444914,0.6581140900359141,0.6406075144431329,0.4355345578391208,0.7222909119616503,0.11239905571399063,0.7916666666666666,0.3413967097493824,0.6981128796780971,0.03514234608919838,0.10635979251122442,0.03508771929824561,0.07880220646178059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.805807844410905,1.0
Camiling,0.02808517413547817,0.10007086512867443,0.36766829765552417,0.19575925929182386,0.16964634276851356,0.22630186807736818,0.5589691986396222,0.4057584284344495,0.0873040051554602,0.01928402057390009,0.754048348657396,0.477057186192643,0.7623972955025031,0.07968875246827885,0.2065599973639896,0.07229493109829893,0.1197319046482872,0.6910707059311846,0.09889178626859618,0.16604114247074717,0.029932682009032725,0.7099589784432264,0.6349618210969017,0.06462821674228775,0.20094714092091281,0.2261000210338643,0.11371077826737669,0.04741631402963399,0.21242616495296432,0.1726809980776831,0.7765221748935104,0.6867511793157972,0.5760421534253958,0.7357551561327998,0.14439613877060498,0.7916666666666666,0.359774948459048,0.7149629313107575,0.062242279860278575,0.6276037288198919,0.14035087719298245,0.07880220646178059,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.07142857142857142,0.0,0.9483292894942973,1.0
Can-Avid,0.006007682138569092,0.3030095157117732,0.1693319270656778,0.2220975646641543,0.2605175456974941,0.7643412134237061,0.7602350086691366,0.15193371478312748,0.12368869528640172,0.1922947342751801,0.7761936248862791,0.47905728619764326,0.7889741675388912,0.065612230933156,0.05610847181971426,0.13633333803216818,0.28295338698132366,0.783009364754893,0.21070615808810936,0.4501711370566656,0.097739369825413,0.7380607222685139,0.5725424341980433,0.06375248246342086,0.06330107329938825,0.06415357296676215,0.07444074140994052,0.09398734572087893,0.18537817465841966,0.319823533442225,0.7799465463960578,0.6929794491959671,0.564299741127971,0.7298787703593518,0.02076089807626838,0.7916666666666666,0.45692031668798627,0.7117581454972759,0.03263053249987207,0.6656308833633273,0.043859649122807015,0.07880220646178059,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3630870730884104,1.0
Canaman,0.01313995502228905,0.0018842410615578591,0.06207862610512449,0.20441494866863572,0.12774347001005354,0.020003306331624948,0.4687509925214425,0.08892892812987911,0.09507666052073409,0.00981848634877442,0.7733492774807345,0.6250312515625781,0.7818750704068368,0.050571206996552494,0.08082106744113966,0.13656827977668448,0.05550072663384146,0.7531084265723691,0.22046611085945977,0.47718035637834433,0.020565992400763983,0.7967700979035094,0.5585614641219216,0.08681348514024856,0.03645759917945712,0.0424042708761105,0.048513117341167825,0.009499363421896114,0.44706748075813924,0.13611136618317726,0.7665580890336591,0.6801913665522725,0.14701981818755172,0.7186206440795808,0.044572680816074406,0.7916666666666666,0.4009212774513565,0.5418902538902539,0.00419403736933384,0.44548022774778356,0.22807017543859648,0.07880220646178059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8505129625737923,2.0
Candaba,0.011689824850910304,0.10539973438089277,0.11377489029692628,0.10410273814820216,0.054488807561810446,0.5555959662754174,0.8423663573464953,0.11709577392780192,0.030898109873101126,0.0,0.754048348657396,0.7831641582079105,0.7514006548469682,0.013633371783091215,0.19596000351882478,0.23333071541103725,0.06279417825304193,0.6648250484324691,0.04012802881600533,0.21693035764576768,0.031307141897202594,0.7524823633217096,0.6433069839808475,0.049351518766498924,0.09679680574380013,0.15398391410170362,0.14115280535325794,0.0019723254562411426,0.21240627672480658,0.02186140631935295,0.775252651799883,0.6555032625595842,0.6907141485174344,0.7175324244919052,0.15180011496626344,0.7916666666666666,0.3507450465187792,0.6933128227041272,0.004147949046593907,0.7286808189122821,0.27192982456140347,0.07880220646178059,0.0,0.0,0.0,0.0,0.0,0.2,0.14285714285714285,0.0,0.9389042788274778,1.0
Candelaria (QN),0.14297099710062702,0.10295610925418491,0.2497848874472259,0.24116743561622736,0.31653249206030964,0.30634815672011906,0.8351468600097375,0.4039338554272966,0.2019446558061251,0.16168415918782453,0.7631231713322288,0.7874393719685985,0.7956258425827907,0.13370088695119473,0.5003445775125323,0.4390725573945899,0.06306531028349548,0.8383117204812429,0.04400480448128041,0.5317407275776708,0.026216549718795674,0.7492264136276666,0.6515826762060302,0.8003909667036071,0.14951668559287884,0.6272601745953837,0.24914540671120744,0.0017710677566246994,0.3624828464032139,0.24590063468404538,0.7698905871544308,0.667912439050873,0.6907141485174344,0.7215291582502774,0.21795222389028704,0.7916666666666666,0.4503924026908649,0.7163160630986718,0.05675776945422663,0.7641029473120486,0.3684210526315789,0.31520882584712234,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.07142857142857142,0.0,0.9485840195123193,1.0
Candelaria (ZA),0.051346445864125005,0.30392219497596534,0.16161038191177834,0.18645878944224725,0.20056478440369024,0.38029426351463036,0.7477985954123537,0.19460211479415093,0.19477359915333375,0.002631097649017982,0.7669918224165558,0.7916312482290782,0.6925199080458123,0.2188377746062156,0.2379247885363396,0.16489554154407737,0.10614818992256439,0.49419580392332224,0.2548809965897965,0.22310139610567228,0.17918884467992383,0.7240311589271663,0.6437411755981185,0.11133404494852106,0.08094274515550019,0.08598872756566638,0.07780898260316477,0.015859106729775717,0.1876653208965613,0.19231205871555795,0.7110999749436231,0.6693451779396575,0.7254024270327759,0.7198869359634215,0.08672697744763727,0.7916666666666666,0.34628695891098904,0.7178828472741517,0.09010267095656765,0.7676212893945337,0.3684210526315789,0.31520882584712234,0.0,0.0,0.0,0.0,0.3333333333333333,0.2,0.07142857142857142,0.0,0.9026052512593216,1.0
Candijay,0.006066871125155981,0.30833838496399163,0.20683162841847164,0.18471983604600287,0.2179175478077108,0.8676971400231442,0.8679534804163481,0.12342476154636352,0.0916355158853342,0.002502751422236617,0.5831674060135769,0.5798123239495309,0.7591758564677895,0.19245733054409644,0.12744860634948946,0.2584023558615615,0.009272715441511372,0.7399995138662238,0.19628727315761252,0.7606635282361709,0.055843796197123985,0.7417769371025524,0.6262085180927213,0.011986856201512257,0.09383699036594746,0.091683610613087,0.060184464731642545,0.009700621121512558,0.2662238221196873,0.34082093197505947,0.780113588908377,0.6984025435022745,0.7113436404344919,0.7226074849326104,0.06269195924464556,0.7916666666666666,0.4227113179016779,0.720845493715059,0.009632459452645853,0.7592561456821949,0.16666666666666666,0.07880220646178059,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.7553713008425197,1.0
Candon,0.04196499149010332,0.26794496720684496,0.4745407152228357,0.4693806453705444,0.21478990532663866,0.7614977682261531,0.8240752633872886,0.42594276732607833,0.18218815408819988,0.14936292141681348,0.9620327873681854,0.9894744737236862,0.971214155400827,0.16133257737199144,0.5191199331796278,0.4052745092906034,0.41263583714725605,0.8740573968130035,0.10470694976650882,0.2427158582926778,0.5723861845400748,0.7870874831065647,0.8345944428856965,0.3849523551900379,0.3004379647606139,0.5742605595007958,0.2261160366924184,0.1651923198451765,0.5040671426582605,0.18429487018483937,0.9830034243715026,0.9863949009651805,0.9958792618563674,0.9999999999999999,0.5879277982100232,1.0,0.6949958421509448,0.8673398141224228,0.05834781658875429,0.9260400904182776,0.3684210526315789,0.07880220646178059,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.956608015080017,0.0
Candoni,0.0018940475707804037,0.3042166076418338,0.0694366007472932,0.11305150955808892,0.03869986539832595,0.47576458918829545,0.7263696987237435,0.09658833356615636,0.018842071674951857,0.003722040576659584,0.6885437051332768,0.4791156224477891,0.7599911589395381,0.018716560115218914,0.08212663853057345,0.09552060069905235,0.028251957573259795,0.4889448169511508,0.25647931638162047,0.2624876557378678,0.10099734881959344,0.6806724780538762,0.43288904241904475,0.017630477109765452,0.059755155866515246,0.043062473439380224,0.05736454187219899,0.0,0.24198007199538588,0.0012457786689337158,0.7165706172220829,0.6912151674238276,0.7092566101238169,0.7185612866475258,0.06313843017101692,0.7916666666666666,0.3898670398116318,0.7172134031264468,0.1704576616536396,0.7659192005994672,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7123219277967764,2.0
Canlaon,0.000739862332336095,0.48631084148144876,0.12367785852120981,0.09126574509952183,0.024437062035846526,0.5356587865762935,0.6818792275035807,0.08702833124742818,0.019515862232932252,0.01735882717217961,0.9728853271714836,0.8667850059169625,0.8080542339204205,0.02940428942892331,0.06049146047709914,0.2321224435820963,0.022314166106327072,0.6789823030606204,0.053934791273037665,0.26572176937832775,0.2257677631123472,0.6821385077590474,0.9009476058370289,0.011792248583986286,0.061630682442580305,0.07139380116272907,0.32429112883600886,0.02572073401098143,0.36852886776317095,0.010368093438222538,0.8942119769481333,0.9727779611130982,0.9799054529400464,0.9664676016253646,0.17036586432120593,0.8125,0.376128851469258,0.7957662642880036,0.008434163061407611,0.9227293201400694,0.18421052631578946,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.727350998860083,1.0
