,name,city,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,"Lake, river, rain and others_count",Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
1048,Panay,PANAY,2522.0,1161.0,259.0,324.0,20.0,176.0,38.0,1.0,967.0,2603.0,3015.0,2.0,,2015.0
1049,Pandag,PANDAG,49.0,18.0,1342.0,1992.0,304.0,140.0,1.0,1.0,,1.0,58.0,,,2015.0
1050,Pandami,PANDAMI,35.0,184.0,101.0,1907.0,11.0,1481.0,18.0,4.0,2.0,1071.0,61.0,,,2015.0
1051,Pandan (AE),PANDAN,2362.0,982.0,812.0,1408.0,25.0,148.0,514.0,160.0,,113.0,1301.0,,,2015.0
1052,Pandan (CT),,,,,,,,,,,,,,,
1053,Pandi,PANDI,1764.0,590.0,1124.0,1962.0,34.0,30.0,,,3.0,25.0,14769.0,13.0,,2015.0
1054,Panganiban,,,,,,,,,,,,,,,
1055,Pangantucan,PANGANTUCAN,5121.0,3220.0,24.0,202.0,68.0,433.0,1250.0,858.0,30.0,99.0,90.0,1.0,,2015.0
1056,Pangil,PANGIL,2292.0,960.0,115.0,883.0,251.0,110.0,147.0,,4.0,49.0,642.0,39.0,,2015.0
1057,Panglao,PANGLAO,494.0,162.0,30.0,124.0,1.0,220.0,5.0,1.0,105.0,17.0,5861.0,,,2015.0
1058,Panglima Estino,PANGLIMA ESTINO (NEW PANAMAO),30.0,5.0,287.0,929.0,24.0,2724.0,9.0,8.0,153.0,5.0,10.0,,,2015.0
1059,Panglima Sugala,PANGLIMA SUGALA (BALIMBING),275.0,715.0,9.0,77.0,29.0,1986.0,620.0,1.0,2687.0,9.0,584.0,,,2015.0
1060,Pangutaran,PANGUTARAN,48.0,178.0,8.0,620.0,26.0,3365.0,,6.0,874.0,249.0,21.0,194.0,,2015.0
1061,Paniqui,PANIQUI,5157.0,2853.0,2889.0,5895.0,51.0,15.0,35.0,1.0,,314.0,5180.0,22.0,,2015.0
1062,Panitan,PANITAN,708.0,395.0,2893.0,3934.0,87.0,338.0,18.0,,17.0,72.0,1257.0,,,2015.0
1063,Pantabangan,PANTABANGAN,90.0,253.0,1046.0,2639.0,3.0,54.0,498.0,18.0,23.0,444.0,1069.0,2.0,,2015.0
1064,Pantao Ragat,PANTAO RAGAT,447.0,1708.0,23.0,42.0,30.0,48.0,1703.0,1.0,,19.0,122.0,,,2015.0
1065,Pantar,PANTAR,178.0,2135.0,48.0,217.0,2.0,2.0,436.0,9.0,396.0,1.0,3.0,,,2015.0
1066,Pantukan,PANTUKAN,1785.0,3705.0,814.0,6960.0,1444.0,481.0,2934.0,118.0,35.0,162.0,827.0,10.0,,2015.0
1067,Panukulan,PANUKULAN,433.0,319.0,95.0,155.0,119.0,1306.0,400.0,5.0,25.0,2.0,32.0,,,2015.0
1068,Paoay,PAOAY,871.0,198.0,962.0,514.0,104.0,259.0,5.0,1.0,30.0,2.0,2874.0,2.0,,2015.0
1069,Paombong,PAOMBONG,1905.0,416.0,578.0,1729.0,60.0,13.0,,,1.0,184.0,6896.0,,,2015.0
1070,Paracale,,,,,,,,,,,,,,,
1071,Paracelis,PARACELIS,24.0,34.0,599.0,1368.0,1955.0,347.0,940.0,351.0,,25.0,191.0,,,2015.0
1072,Paranas,PARANAS (WRIGHT),1520.0,3434.0,73.0,268.0,9.0,9.0,143.0,284.0,306.0,213.0,90.0,,,2015.0
1073,Parang (MA),PARANG,1754.0,1646.0,665.0,1964.0,464.0,4532.0,884.0,14.0,58.0,2388.0,938.0,,,2015.0
1074,Parang (SU),PARANG,414.0,649.0,944.0,1909.0,137.0,1125.0,554.0,3.0,1741.0,2238.0,144.0,,,2015.0
1075,Paranaque,CITY OF PARAÑAQUE,45352.0,13613.0,208.0,583.0,107.0,50.0,816.0,1.0,6.0,4065.0,97861.0,412.0,,2015.0
1076,Pasacao,,,,,,,,,,,,,,,
1077,Pasay,PASAY CITY,42903.0,13983.0,,,,,,,,,50698.0,35.0,,2015.0
1078,Pasig,CITY OF PASIG,99263.0,11296.0,234.0,435.0,55.0,31.0,846.0,5.0,10.0,2403.0,64530.0,1504.0,,2015.0
1079,Pasil,PASIL,6.0,,,,,,1785.0,8.0,,,1.0,,,2015.0
1080,Passi,CITY OF PASSI,1440.0,515.0,2834.0,5811.0,707.0,2088.0,1003.0,142.0,71.0,232.0,4445.0,,,2015.0
1081,Pastrana,PASTRANA,570.0,2978.0,35.0,311.0,17.0,390.0,,,1.0,6.0,23.0,,,2015.0
1082,Pasuquin,PASUQUIN,1954.0,217.0,937.0,744.0,188.0,504.0,199.0,4.0,,1.0,1946.0,4.0,,2015.0
1083,Pata,PATA,23.0,17.0,6.0,4.0,17.0,1581.0,9.0,,253.0,1480.0,193.0,,,2015.0
1084,Pateros,PATEROS,7076.0,854.0,21.0,57.0,8.0,,59.0,,,464.0,5649.0,,,2015.0
1085,Patikul,PATIKUL,4314.0,3043.0,133.0,997.0,158.0,1535.0,43.0,1.0,675.0,39.0,7.0,3.0,,2015.0
1086,Patnanungan,PATNANUNGAN,26.0,57.0,87.0,72.0,125.0,1827.0,545.0,3.0,2.0,5.0,536.0,2.0,,2015.0
1087,Patnongon,PATNONGON,685.0,178.0,314.0,510.0,2373.0,64.0,3689.0,318.0,37.0,,386.0,39.0,,2015.0
1088,Pavia,PAVIA,1078.0,455.0,506.0,427.0,7.0,22.0,220.0,3.0,,47.0,10060.0,,,2015.0
1089,Payao,PAYAO,319.0,1181.0,49.0,874.0,30.0,3693.0,475.0,165.0,10.0,79.0,64.0,4.0,,2015.0
1090,Perez,PEREZ,64.0,346.0,88.0,1506.0,168.0,425.0,7.0,2.0,10.0,1.0,156.0,3.0,,2015.0
1091,Penablanca,PEÑABLANCA,2596.0,1016.0,2532.0,3309.0,6.0,259.0,415.0,55.0,45.0,17.0,489.0,,,2015.0
1092,Penaranda,PEÑARANDA,4627.0,1023.0,480.0,486.0,63.0,16.0,,,,,154.0,8.0,,2015.0
1093,Penarrubia,PEÑARRUBIA,527.0,114.0,13.0,73.0,,8.0,589.0,8.0,,1.0,145.0,,,2015.0
1094,Piagapo,PIAGAPO,105.0,442.0,4.0,4.0,2.0,5.0,1625.0,1860.0,9.0,,10.0,1.0,,2015.0
1095,Piat,PIAT,2965.0,439.0,1048.0,628.0,29.0,59.0,3.0,5.0,,,349.0,,,2015.0
1096,Picong,PICONG (SULTAN GUMANDER),74.0,400.0,63.0,755.0,81.0,410.0,301.0,5.0,298.0,5.0,5.0,,,2015.0
1097,Piddig,PIDDIG,346.0,84.0,404.0,408.0,916.0,1329.0,286.0,9.0,31.0,2.0,1225.0,,,2015.0
1098,Pidigan,PIDIGAN,723.0,262.0,200.0,870.0,5.0,125.0,237.0,23.0,5.0,14.0,264.0,,,2015.0
1099,Pigcawayan,PIGKAWAYAN,805.0,1235.0,2882.0,6358.0,292.0,1509.0,665.0,194.0,23.0,5.0,1854.0,4.0,,2015.0
1100,Pikit,PIKIT,463.0,1098.0,3814.0,11526.0,2246.0,13290.0,449.0,153.0,11.0,2215.0,832.0,2.0,,2015.0
1101,Pila,PILA,398.0,163.0,1654.0,2981.0,182.0,11.0,788.0,178.0,,52.0,5035.0,5.0,,2015.0
1102,Pilar (AA),PILAR,16.0,2.0,216.0,1371.0,21.0,28.0,442.0,98.0,1.0,,94.0,,,2015.0
1103,Pilar (BN),PILAR,2592.0,846.0,675.0,2769.0,441.0,15.0,27.0,127.0,7.0,145.0,1700.0,5.0,,2015.0
1104,Pilar (BL),PILAR,1832.0,1051.0,93.0,836.0,8.0,374.0,359.0,19.0,14.0,3.0,1384.0,2.0,,2015.0
1105,Pilar (CZ),PILAR,433.0,500.0,1380.0,3259.0,383.0,2838.0,543.0,89.0,254.0,553.0,519.0,6.0,,2015.0
1106,Pilar (CU),,,,,,,,,,,,,,,
1107,Pilar (SO),,,,,,,,,,,,,,,
1108,Pilar (SN),PILAR,164.0,583.0,35.0,428.0,1.0,29.0,2.0,1.0,708.0,5.0,444.0,1.0,,2015.0
1109,Pili,,,,,,,,,,,,,,,
1110,Pililla,PILILLA,5882.0,1496.0,271.0,1737.0,442.0,177.0,252.0,448.0,67.0,881.0,3029.0,52.0,,2015.0
1111,Pinabacdao,PINABACDAO,6.0,1875.0,50.0,380.0,91.0,518.0,58.0,1.0,64.0,664.0,62.0,,,2015.0
1112,Pinamalayan,PINAMALAYAN,2160.0,1374.0,1575.0,4319.0,263.0,71.0,909.0,75.0,74.0,7774.0,944.0,13.0,,2015.0
1113,Pinamungajan,PINAMUNGAHAN,3378.0,2044.0,38.0,417.0,77.0,1844.0,2537.0,236.0,8.0,211.0,3084.0,,,2015.0
1114,Pinili,PINILI,233.0,59.0,447.0,1377.0,134.0,678.0,144.0,1.0,3.0,2.0,851.0,3.0,,2015.0
1115,Pintuyan,PINTUYAN,1373.0,503.0,1.0,3.0,,,5.0,3.0,1.0,1.0,328.0,,,2015.0
1116,Pinukpuk,PINUKPUK,426.0,1058.0,661.0,811.0,527.0,227.0,2024.0,496.0,20.0,,29.0,,,2015.0
1117,Pio Duran,,,,,,,,,,,,,,,
1118,Pio V Corpuz,,,,,,,,,,,,,,,
1119,Pitogo (QN),PITOGO,50.0,1267.0,74.0,981.0,54.0,622.0,107.0,10.0,75.0,4.0,1976.0,2.0,,2015.0
1120,Pitogo (ZR),PITOGO,1475.0,1187.0,113.0,1754.0,158.0,270.0,341.0,117.0,20.0,8.0,433.0,5.0,,2015.0
1121,Pinan,PI-AN (NEW PIÑAN),498.0,693.0,114.0,1171.0,570.0,413.0,530.0,362.0,6.0,44.0,228.0,3.0,,2015.0
1122,Placer (MS),,,,,,,,,,,,,,,
1123,Placer (SN),PLACER,3490.0,628.0,40.0,230.0,9.0,4.0,480.0,55.0,20.0,15.0,934.0,17.0,,2015.0
1124,Plaridel (BU),PLARIDEL,4500.0,745.0,1144.0,846.0,36.0,4.0,15.0,,2.0,15.0,17109.0,21.0,,2015.0
1125,Plaridel (MC),PLARIDEL,4565.0,2753.0,63.0,368.0,20.0,353.0,67.0,13.0,1.0,109.0,883.0,,,2015.0
1126,Plaridel (QN),PLARIDEL,17.0,52.0,154.0,819.0,17.0,33.0,6.0,3.0,29.0,2.0,1248.0,,,2015.0
1127,Pola,POLA,3015.0,1148.0,864.0,2061.0,126.0,147.0,571.0,164.0,20.0,40.0,33.0,3.0,,2015.0
1128,Polanco,POLANCO,1329.0,1249.0,284.0,1949.0,560.0,1296.0,412.0,508.0,,8.0,1602.0,1.0,,2015.0
1129,Polangui,,,,,,,,,,,,,,,
1130,Polillo,POLILLO,839.0,1439.0,317.0,702.0,11.0,1423.0,11.0,1918.0,65.0,61.0,173.0,6.0,,2015.0
1131,Polomolok,POLOMOLOK,19935.0,7192.0,1851.0,3299.0,79.0,454.0,1721.0,346.0,127.0,596.0,1110.0,10.0,,2015.0
1132,Pontevedra (CZ),PONTEVEDRA,436.0,871.0,750.0,4046.0,42.0,1189.0,22.0,22.0,1032.0,343.0,2543.0,2.0,,2015.0
1133,Pontevedra (NO),PONTEVEDRA,1053.0,1568.0,685.0,5136.0,110.0,719.0,1134.0,194.0,2.0,720.0,747.0,9.0,,2015.0
1134,Poona Bayabao,POONA BAYABAO (GATA),172.0,499.0,351.0,487.0,12.0,325.0,550.0,2.0,937.0,173.0,50.0,,,2015.0
1135,Poona Piagapo,POONA PIAGAPO,245.0,1763.0,5.0,30.0,,5.0,414.0,1607.0,337.0,,8.0,,,2015.0
1136,Porac,PORAC,9602.0,1655.0,4105.0,3923.0,150.0,144.0,716.0,330.0,34.0,410.0,6386.0,19.0,,2015.0
1137,Poro,PORO,2859.0,1931.0,34.0,232.0,43.0,32.0,620.0,39.0,2.0,87.0,225.0,,,2015.0
1138,Pototan,POTOTAN,768.0,433.0,3772.0,3837.0,573.0,236.0,17.0,,3.0,1531.0,4830.0,,,2015.0
1139,Pozorrubio,POZORRUBIO,3063.0,922.0,4041.0,3481.0,166.0,345.0,103.0,3.0,2.0,31.0,4667.0,32.0,,2015.0
1140,Presentacion,,,,,,,,,,,,,,,
1141,President Garcia,PRES. CARLOS P. GARCIA (PITOGO),15.0,105.0,21.0,9.0,14.0,3593.0,220.0,5.0,351.0,12.0,795.0,24.0,,2015.0
1142,President Quirino,PRESIDENT QUIRINO,358.0,224.0,1910.0,3543.0,1939.0,67.0,521.0,2.0,,2.0,1394.0,6.0,,2015.0
1143,President Roxas (CZ),PRESIDENT ROXAS,222.0,146.0,173.0,874.0,253.0,2289.0,252.0,3.0,471.0,830.0,1473.0,,,2015.0
1144,President Roxas (NC),PRESIDENT ROXAS,2332.0,1572.0,764.0,1476.0,193.0,1984.0,2134.0,185.0,3.0,53.0,209.0,22.0,,2015.0
1145,Roxas (ZN),PRES. MANUEL A. ROXAS,509.0,1707.0,117.0,1070.0,148.0,1997.0,661.0,1294.0,96.0,3.0,820.0,1.0,,2015.0
1146,Prieto Diaz,,,,,,,,,,,,,,,
1147,Prosperidad,PROSPERIDAD (Capital),883.0,4702.0,198.0,2305.0,63.0,1941.0,1193.0,608.0,1147.0,867.0,4512.0,4.0,,2015.0
1148,Pualas,PUALAS,28.0,359.0,8.0,8.0,3.0,382.0,963.0,98.0,371.0,1.0,,,,2015.0
1149,Pudtol,PUDTOL,12.0,8.0,1084.0,971.0,43.0,336.0,279.0,242.0,7.0,7.0,218.0,,,2015.0
1150,Puerto Galera,PUERTO GALERA,3140.0,1507.0,154.0,351.0,5.0,171.0,291.0,20.0,190.0,1086.0,1405.0,2.0,,2015.0
1151,Puerto Princesa,PUERTO PRINCESA CITY (Capital),23266.0,7678.0,1717.0,4265.0,590.0,1748.0,1841.0,87.0,663.0,343.0,20011.0,38.0,,2015.0
1152,Pugo,PUGO,1519.0,520.0,490.0,648.0,12.0,,133.0,39.0,6.0,1.0,1443.0,,,2015.0
1153,Pulilan,PULILAN,3739.0,545.0,1684.0,2899.0,277.0,90.0,,,,6.0,13275.0,42.0,,2015.0
1154,Pulupandan,PULUPANDAN,692.0,619.0,129.0,1224.0,274.0,676.0,15.0,,,170.0,2614.0,3.0,,2015.0
1155,Pura,PURA,769.0,244.0,916.0,2270.0,20.0,,2.0,2.0,,2.0,1353.0,24.0,,2015.0
1156,Quezon (BK),QUEZON,4117.0,7107.0,641.0,2900.0,666.0,696.0,3711.0,654.0,344.0,490.0,1670.0,,,2015.0
1157,Quezon (IA),QUEZON,1466.0,441.0,1267.0,2037.0,33.0,3.0,165.0,14.0,,2.0,437.0,9.0,,2015.0
1158,Quezon (MM),QUEZON CITY,401143.0,90313.0,1591.0,2165.0,325.0,337.0,1576.0,23.0,42.0,9656.0,170761.0,5112.0,,2015.0
1159,Quezon (NE),QUEZON,1125.0,1217.0,2924.0,3687.0,228.0,20.0,26.0,,,1.0,191.0,63.0,,2015.0
1160,Quezon (NV),QUEZON,123.0,333.0,569.0,867.0,524.0,15.0,906.0,757.0,198.0,1.0,691.0,7.0,,2015.0
1161,Quezon (PN),QUEZON,1130.0,1657.0,1001.0,3868.0,131.0,2736.0,249.0,440.0,340.0,453.0,1932.0,4.0,,2015.0
1162,Quezon (QN),QUEZON,38.0,420.0,158.0,1452.0,29.0,70.0,28.0,1.0,66.0,,1419.0,,,2015.0
1163,Quinapondan,QUINAPONDAN,486.0,1723.0,34.0,97.0,3.0,161.0,468.0,168.0,15.0,8.0,225.0,,,2015.0
1164,Quirino (IS),QUIRINO (ANGKAKI),1454.0,186.0,2.0,4.0,4.0,3.0,46.0,129.0,1.0,,,1.0,,2015.0
1165,Quirino (IA),,,,,,,,,,,,,,,
1166,Ragay,,,,,,,,,,,,,,,
1167,Rajah Buayan,RAJAH BUAYAN,202.0,158.0,1284.0,1866.0,11.0,17.0,1.0,,1.0,1.0,229.0,,,2015.0
1168,Ramon,RAMON,713.0,237.0,5578.0,4188.0,93.0,14.0,48.0,1.0,1.0,,2472.0,2.0,,2015.0
1169,Ramon Magsaysay,RAMON MAGSAYSAY (LIARGO),3105.0,1249.0,20.0,360.0,133.0,536.0,557.0,31.0,7.0,44.0,107.0,9.0,,2015.0
1170,Ramos,RAMOS,2046.0,747.0,207.0,891.0,51.0,2.0,4.0,,,,835.0,2.0,,2015.0
1171,Rapu-Rapu,,,,,,,,,,,,,,,
1172,Real,REAL,2737.0,1367.0,123.0,723.0,67.0,160.0,707.0,69.0,171.0,3.0,1885.0,3.0,,2015.0
1173,Reina Mercedes,REINA MERCEDES,724.0,89.0,1162.0,2255.0,29.0,508.0,5.0,1.0,,79.0,1418.0,,,2015.0
1174,Remedios T. Romualdez,,,,,,,,,,,,,,,
1175,Rizal (CG),RIZAL,104.0,373.0,1414.0,1687.0,2.0,233.0,154.0,9.0,3.0,,64.0,,,2015.0
1176,Rizal (KA),RIZAL (LIWAN),967.0,199.0,158.0,506.0,1769.0,6.0,40.0,,1.0,,77.0,,,2015.0
1177,Rizal (LA),,,,,,,,,,,,,,,
1178,Rizal (NE),RIZAL,907.0,165.0,4915.0,4990.0,1187.0,3.0,414.0,,,2.0,2667.0,1.0,,2015.0
1179,Rizal (OM),RIZAL,178.0,772.0,1370.0,1766.0,3342.0,58.0,91.0,15.0,40.0,8.0,823.0,5.0,,2015.0
1180,Rizal (PN),RIZAL (MARCOS),308.0,696.0,1334.0,3221.0,190.0,2795.0,1874.0,1457.0,513.0,20.0,418.0,,,2015.0
1181,Rizal (ZN),RIZAL,527.0,803.0,150.0,486.0,14.0,326.0,844.0,70.0,1.0,6.0,294.0,,,2015.0
1182,Rodriguez,RODRIGUEZ (MONTALBAN),30310.0,3124.0,846.0,3471.0,491.0,2787.0,3109.0,192.0,17.0,2118.0,35731.0,152.0,,2015.0
1183,Romblon,ROMBLON (CAPITAL),3098.0,1964.0,139.0,498.0,303.0,217.0,401.0,213.0,686.0,79.0,1399.0,,,2015.0
1184,Ronda,RONDA,1096.0,1307.0,51.0,205.0,101.0,102.0,514.0,337.0,1.0,132.0,977.0,,,2015.0
1185,Rosales,ROSALES,4776.0,1610.0,1518.0,2352.0,378.0,9.0,77.0,,,2.0,3845.0,9.0,,2015.0
1186,Rosario (AS),ROSARIO,1618.0,2392.0,130.0,1455.0,193.0,164.0,930.0,217.0,180.0,1054.0,1689.0,75.0,,2015.0
1187,Rosario (BS),ROSARIO,7802.0,1147.0,7506.0,5034.0,311.0,1805.0,1348.0,257.0,26.0,115.0,1532.0,23.0,,2015.0
1188,Rosario (CE),ROSARIO,2272.0,860.0,298.0,443.0,66.0,107.0,24.0,2.0,1.0,7.0,25220.0,16.0,,2015.0
1189,Rosario (LU),ROSARIO,1079.0,820.0,987.0,3078.0,214.0,326.0,1548.0,8.0,17.0,450.0,4641.0,3.0,,2015.0
1190,Rosario (NS),ROSARIO,146.0,872.0,95.0,258.0,8.0,387.0,3.0,,1.0,114.0,196.0,,,2015.0
1191,R.T. Lim,ROSELLER LIM,1495.0,3152.0,758.0,1840.0,181.0,1724.0,281.0,268.0,109.0,13.0,657.0,35.0,,2015.0
1192,Roxas (CZ),ROXAS CITY (Capital),12628.0,4988.0,1422.0,2472.0,356.0,417.0,562.0,61.0,55.0,1971.0,12746.0,23.0,,2015.0
1193,Roxas (IA),ROXAS,530.0,2223.0,2813.0,5022.0,215.0,145.0,2558.0,2.0,,5.0,526.0,187.0,,2015.0
1194,Roxas (OR),ROXAS,553.0,1479.0,1809.0,4782.0,2157.0,405.0,43.0,102.0,17.0,87.0,278.0,7.0,,2015.0
1195,Roxas (PN),ROXAS,2489.0,2559.0,638.0,1788.0,129.0,4230.0,312.0,19.0,355.0,527.0,2331.0,,,2015.0
1196,Sabangan,SABANGAN,,,,,,,468.0,1747.0,,,,,,2015.0
1197,Sablan,SABLAN,974.0,34.0,6.0,6.0,2.0,1.0,672.0,247.0,11.0,1.0,649.0,,,2015.0
1198,Sablayan,SABLAYAN,1322.0,1068.0,4892.0,3709.0,2075.0,49.0,292.0,569.0,260.0,39.0,4276.0,7.0,,2015.0
1199,Sabtang,SABTANG,325.0,24.0,1.0,2.0,1.0,,58.0,,12.0,,3.0,5.0,,2015.0
1200,Sadanga,SADANGA,,,,1.0,,1.0,1156.0,606.0,,1.0,,,,2015.0
1201,Sagada,SAGADA,,,34.0,64.0,77.0,,1254.0,1214.0,,,1.0,,,2015.0
1202,Sagay (CM),SAGAY,2160.0,673.0,1.0,10.0,2.0,,9.0,21.0,,,3.0,,,2015.0
1203,Sagay (NO),SAGAY CITY,9698.0,4097.0,536.0,3211.0,309.0,7890.0,2009.0,182.0,925.0,503.0,4118.0,10.0,,2015.0
1204,Sagbayan,SAGBAYAN (BORJA),1005.0,433.0,137.0,1002.0,80.0,99.0,49.0,18.0,5.0,35.0,2294.0,,,2015.0
1205,Saguday,SAGUDAY,392.0,276.0,711.0,1626.0,295.0,4.0,35.0,1.0,1.0,,590.0,54.0,,2015.0
1206,Saguiaran,SAGUIARAN,1141.0,1196.0,46.0,325.0,12.0,4.0,279.0,98.0,389.0,11.0,145.0,,,2015.0
1207,Sagnay,,,,,,,,,,,,,,,
1208,Saint Bernard,SAINT BERNARD,4015.0,446.0,11.0,39.0,5.0,33.0,152.0,1.0,1.0,96.0,1120.0,,,2015.0
1209,Salay,SALAY,2741.0,2119.0,17.0,374.0,6.0,2.0,306.0,49.0,7.0,24.0,705.0,,,2015.0
1210,Salcedo (ES),SALCEDO,458.0,1406.0,95.0,925.0,22.0,299.0,338.0,141.0,61.0,37.0,1429.0,,,2015.0
1211,Salcedo (IS),SALCEDO (BAUGEN),433.0,978.0,205.0,255.0,280.0,13.0,326.0,30.0,1.0,,154.0,8.0,,2015.0
1212,Sallapadan,SALLAPADAN,6.0,5.0,1.0,,,,1329.0,,,,,,,2015.0
1213,Salug,SALUG,455.0,1122.0,265.0,2619.0,322.0,874.0,495.0,238.0,95.0,4.0,743.0,1.0,,2015.0
1214,Salvador,SALVADOR,200.0,532.0,610.0,3692.0,186.0,554.0,16.0,882.0,339.0,,17.0,,,2015.0
1215,Salvador Benedicto,SALVADOR BENEDICTO,380.0,2207.0,67.0,69.0,9.0,959.0,1155.0,969.0,13.0,,38.0,,,2015.0
1216,Samal,SAMAL,1782.0,829.0,445.0,3585.0,485.0,6.0,285.0,9.0,39.0,17.0,241.0,1.0,,2015.0
1217,Samboan,SAMBOAN,3556.0,424.0,1.0,63.0,,28.0,94.0,51.0,5.0,10.0,278.0,,,2015.0
1218,Sampaloc,SAMPALOC,1789.0,264.0,19.0,26.0,9.0,5.0,40.0,1.0,6.0,5.0,868.0,3.0,,2015.0
1219,San Agustin (IA),SAN AGUSTIN,132.0,38.0,3606.0,1463.0,4.0,42.0,58.0,10.0,3.0,,270.0,,,2015.0
1220,San Agustin (RN),SAN AGUSTIN,2173.0,561.0,260.0,569.0,30.0,124.0,292.0,170.0,308.0,55.0,731.0,,,2015.0
1221,San Agustin (SS),SAN AGUSTIN,57.0,584.0,113.0,2248.0,,68.0,143.0,452.0,76.0,1.0,842.0,,,2015.0
1222,San Andres (CT),,,,,,,,,,,,,,,
1223,San Andres (QN),SAN ANDRES,524.0,2150.0,624.0,1893.0,101.0,1605.0,197.0,606.0,167.0,6.0,871.0,1.0,,2015.0
1224,San Andres (RN),SAN ANDRES,438.0,757.0,279.0,1023.0,22.0,164.0,216.0,97.0,5.0,1.0,548.0,,,2015.0
1225,San Antonio (NS),SAN ANTONIO,39.0,570.0,36.0,133.0,122.0,60.0,35.0,1.0,24.0,458.0,402.0,,,2015.0
1226,San Antonio (NE),SAN ANTONIO,6100.0,1228.0,2787.0,4863.0,617.0,1.0,489.0,,,53.0,1403.0,2.0,,2015.0
1227,San Antonio (QN),SAN ANTONIO,2267.0,466.0,1885.0,1467.0,238.0,313.0,183.0,1.0,34.0,2.0,526.0,1.0,,2015.0
1228,San Antonio (ZA),SAN ANTONIO,1363.0,130.0,2809.0,1451.0,517.0,11.0,38.0,1.0,11.0,3.0,2374.0,1.0,,2015.0
1229,San Benito,SAN BENITO,61.0,538.0,3.0,6.0,,1.0,18.0,88.0,52.0,157.0,298.0,,,2015.0
1230,San Carlos (NO),SAN CARLOS CITY,4741.0,4691.0,395.0,3945.0,986.0,2633.0,2321.0,3922.0,212.0,1914.0,5230.0,12.0,,2015.0
1231,San Carlos (PS),SAN CARLOS CITY,2178.0,642.0,6586.0,6360.0,1253.0,21.0,47.0,4.0,2.0,12.0,24811.0,133.0,,2015.0
1232,Sanchez-Mira,SANCHEZ-MIRA,298.0,45.0,2753.0,1093.0,22.0,145.0,126.0,1.0,,,1142.0,,,2015.0
1233,San Clemente,SAN CLEMENTE,77.0,188.0,547.0,475.0,3.0,2.0,4.0,,,,1734.0,1.0,,2015.0
1234,San Dionisio,SAN DIONISIO,679.0,2473.0,1119.0,3496.0,89.0,432.0,388.0,7.0,14.0,8.0,307.0,1.0,,2015.0
1235,San Emilio,SAN EMILIO,151.0,501.0,2.0,4.0,,2.0,122.0,651.0,7.0,,97.0,,,2015.0
1236,San Enrique (IO),SAN ENRIQUE,344.0,477.0,1484.0,3120.0,64.0,352.0,1148.0,31.0,6.0,5.0,607.0,,,2015.0
1237,San Enrique (NO),SAN ENRIQUE,1171.0,348.0,521.0,2262.0,99.0,3.0,11.0,,,1.0,1171.0,,,2015.0
1238,San Esteban,SAN ESTEBAN,43.0,60.0,662.0,331.0,107.0,4.0,3.0,,,,791.0,,,2015.0
1239,San Fabian,SAN FABIAN,678.0,390.0,4668.0,9869.0,1077.0,676.0,319.0,33.0,,19.0,2149.0,8.0,,2015.0
1240,San Felipe,SAN FELIPE,1177.0,57.0,2185.0,1079.0,140.0,,27.0,29.0,,1.0,1030.0,,,2015.0
1241,San Fernando (BK),SAN FERNANDO,1644.0,5517.0,265.0,1442.0,48.0,203.0,1375.0,1612.0,56.0,,232.0,,,2015.0
1242,San Fernando (CS),,,,,,,,,,,,,,,
1243,San Fernando (CU),SAN FERNANDO,2774.0,2638.0,207.0,2133.0,118.0,468.0,941.0,14.0,252.0,1190.0,3523.0,,,2015.0
1244,San Fernando (LU),CITY OF SAN FERNANDO (Capital),618.0,136.0,1112.0,1886.0,676.0,691.0,1920.0,97.0,12.0,854.0,20496.0,7.0,,2015.0
1245,San Fernando (MS),,,,,,,,,,,,,,,
1246,San Fernando (PA),CITY OF SAN FERNANDO (Capital),20137.0,1712.0,2351.0,2863.0,408.0,81.0,689.0,2.0,4.0,63.0,39821.0,141.0,,2015.0
1247,San Fernando (RN),SAN FERNANDO,2535.0,661.0,237.0,706.0,196.0,45.0,199.0,139.0,205.0,,131.0,1.0,,2015.0
1248,San Francisco (AS),SAN FRANCISCO,4069.0,4101.0,228.0,827.0,90.0,669.0,619.0,52.0,999.0,99.0,5377.0,21.0,,2015.0
1249,San Francisco (CU),SAN FRANCISCO,4166.0,4717.0,57.0,512.0,65.0,224.0,44.0,184.0,94.0,1159.0,1056.0,,,2015.0
1250,San Francisco (QN),SAN FRANCISCO (AURORA),1656.0,5354.0,744.0,1623.0,532.0,1691.0,1247.0,467.0,142.0,11.0,434.0,2.0,,2015.0
1251,San Francisco (SL),SAN FRANCISCO,2033.0,572.0,7.0,48.0,5.0,42.0,61.0,23.0,16.0,7.0,158.0,,,2015.0
1252,San Francisco (SN),SAN FRANCISCO (ANAO-AON),1794.0,512.0,26.0,81.0,2.0,1.0,283.0,3.0,3.0,4.0,547.0,,,2015.0
1253,San Gabriel,SAN GABRIEL,110.0,190.0,448.0,469.0,20.0,174.0,1597.0,518.0,3.0,1.0,327.0,50.0,,2015.0
1254,San Guillermo,SAN GUILLERMO,303.0,157.0,726.0,2048.0,156.0,357.0,42.0,7.0,2.0,3.0,758.0,42.0,,2015.0
