,name,city,Electricity_count,Kerosene (Gaas)_count,Liquified Petroleum Gas (LPG)_count,Oil (vegetable animal and others)_count,Solar panel_count,Solar lamp_count,Others_count,None_count,Not Reported_count,year
1380,Sindangan,SINDANGAN,16341.0,5650.0,29.0,8.0,102.0,196.0,50.0,33.0,,2015.0
1381,Siniloan,SINILOAN,7981.0,395.0,4.0,5.0,19.0,4.0,66.0,15.0,,2015.0
1382,Siocon,SIOCON,7871.0,2496.0,8.0,1.0,43.0,182.0,11.0,1.0,,2015.0
1383,Sipalay,CITY OF SIPALAY,10303.0,3837.0,37.0,9.0,266.0,298.0,45.0,8.0,,2015.0
1384,Sipocot,,,,,,,,,,,
1385,Siquijor,SIQUIJOR (Capital),5423.0,816.0,4.0,,12.0,42.0,81.0,14.0,,2015.0
1386,Sirawai,SIRAWAI,2561.0,1606.0,90.0,1.0,195.0,1382.0,14.0,5.0,,2015.0
1387,Siruma,,,,,,,,,,,
1388,Sison (PS),SISON,10111.0,496.0,2.0,1.0,2.0,7.0,33.0,7.0,,2015.0
1389,Sison (SN),SISON,2732.0,185.0,,,,,3.0,,,2015.0
1390,Sitangkai,SITANGKAI,842.0,751.0,41.0,178.0,1392.0,2763.0,68.0,10.0,,2015.0
1391,Socorro (OR),SOCORRO,7622.0,1233.0,5.0,,47.0,119.0,43.0,39.0,,2015.0
1392,Socorro (SN),SOCORRO,4256.0,129.0,15.0,,5.0,9.0,2.0,1.0,,2015.0
1393,Sofronio Espanola,SOFRONIO ESPAÑOLA,3594.0,2662.0,3.0,76.0,759.0,514.0,74.0,5.0,,2015.0
1394,Sogod (CU),SOGOD,7060.0,1089.0,,2.0,30.0,250.0,8.0,13.0,,2015.0
1395,Sogod (SL),SOGOD,9246.0,698.0,1.0,,2.0,7.0,,,,2015.0
1396,Solana,SOLANA,18179.0,797.0,18.0,1.0,1.0,8.0,8.0,,,2015.0
1397,Solano,SOLANO,16121.0,319.0,1.0,4.0,9.0,18.0,40.0,2.0,,2015.0
1398,Solsona,SOLSONA,5382.0,86.0,3.0,,1.0,8.0,13.0,4.0,,2015.0
1399,Sominot,SOMINOT (DON MARIANO MARCOS),2091.0,1861.0,2.0,1.0,51.0,139.0,2.0,2.0,,2015.0
1400,Sorsogon,,,,,,,,,,,
1401,South Ubian,SOUTH UBIAN,241.0,3556.0,20.0,,552.0,531.0,,4.0,,2015.0
1402,South Upi,SOUTH UPI,1168.0,3338.0,13.0,6.0,891.0,2091.0,47.0,8.0,,2015.0
1403,Santa,SANTA,3443.0,5.0,,1.0,25.0,27.0,4.0,4.0,,2015.0
1404,Santa Ana (CG),SANTA ANA,6889.0,830.0,1.0,,14.0,72.0,15.0,,,2015.0
1405,Santa Ana (PA),SANTA ANA,11028.0,69.0,4.0,1.0,,2.0,8.0,3.0,,2015.0
1406,Santa Barbara (IO),SANTA BARBARA,13112.0,443.0,15.0,1.0,7.0,10.0,20.0,,,2015.0
1407,Santa Barbara (PS),SANTA BARBARA,18445.0,145.0,7.0,3.0,2.0,1.0,22.0,11.0,,2015.0
1408,Santa Catalina (IS),SANTA CATALINA,2829.0,10.0,,,,1.0,4.0,,,2015.0
1409,Santa Catalina (NR),SANTA CATALINA,9013.0,6461.0,,2.0,883.0,426.0,88.0,,,2015.0
1410,Santa Cruz (DS),SANTA CRUZ,18487.0,2977.0,100.0,37.0,317.0,411.0,12.0,,,2015.0
1411,Santa Cruz (IS),SANTA CRUZ,8858.0,83.0,2.0,,9.0,21.0,2.0,7.0,,2015.0
1412,Santa Cruz (LA),SANTA CRUZ (Capital),27141.0,498.0,8.0,3.0,11.0,48.0,223.0,50.0,,2015.0
1413,Santa Cruz (ME),SANTA CRUZ,11495.0,1411.0,2.0,,99.0,248.0,61.0,24.0,,2015.0
1414,Santa Cruz (OM),SANTA CRUZ,6684.0,1448.0,6.0,1.0,64.0,526.0,201.0,120.0,5.0,2015.0
1415,Santa Cruz (ZA),SANTA CRUZ,13028.0,656.0,2.0,,79.0,39.0,54.0,7.0,,2015.0
1416,Santa Elena,,,,,,,,,,,
1417,Santa Fe (CU),SANTA FE,4883.0,584.0,,1.0,13.0,1214.0,84.0,,,2015.0
1418,Santa Fe (LE),SANTA FE,3628.0,1022.0,10.0,2.0,9.0,63.0,3.0,4.0,,2015.0
1419,Santa Fe (NV),SANTA FE,3186.0,368.0,,,73.0,75.0,56.0,,,2015.0
1420,Santa Fe (RN),SANTA FE,3123.0,570.0,2.0,1.0,2.0,7.0,6.0,,,2015.0
1421,Santa Ignacia,SANTA IGNACIA,10896.0,575.0,3.0,2.0,3.0,3.0,8.0,29.0,,2015.0
1422,Santa Josefa,SANTA JOSEFA,4549.0,1023.0,5.0,5.0,58.0,220.0,,,,2015.0
1423,Santa Lucia,SANTA LUCIA,5818.0,68.0,3.0,,1.0,4.0,4.0,32.0,,2015.0
1424,Santa Magdalena,,,,,,,,,,,
1425,Santa Marcela,SANTA MARCELA,2586.0,514.0,,,15.0,9.0,4.0,,,2015.0
1426,Santa Margarita,SANTA MARGARITA,4704.0,1027.0,70.0,1.0,8.0,20.0,1.0,2.0,,2015.0
1427,Santa Maria (BU),SANTA MARIA,57057.0,956.0,55.0,12.0,16.0,39.0,180.0,42.0,,2015.0
1428,Santa Maria (DS),SANTA MARIA,8746.0,4495.0,17.0,4.0,73.0,263.0,27.0,13.0,,2015.0
1429,Santa Maria (IS),SANTA MARIA,6819.0,70.0,1.0,,25.0,21.0,6.0,2.0,,2015.0
1430,Santa Maria (IA),SANTA MARIA,4718.0,134.0,3.0,1.0,1.0,1.0,1.0,1.0,,2015.0
1431,Santa Maria (LA),SANTA MARIA,6885.0,363.0,1.0,,2.0,10.0,13.0,34.0,,2015.0
1432,Santa Maria (PS),SANTA MARIA,6918.0,527.0,3.0,,1.0,16.0,23.0,3.0,,2015.0
1433,Santa Maria (Imelda),SANTA MARIA (IMELDA),1506.0,373.0,,,,,,1.0,,2015.0
1434,Santa Monica,SANTA MONICA (SAPAO),1873.0,98.0,,,,12.0,3.0,,,2015.0
1435,Santander,SANTANDER,3610.0,621.0,,,2.0,10.0,9.0,4.0,,2015.0
1436,Santa Praxedes,SANTA PRAXEDES,790.0,159.0,,,18.0,13.0,,,,2015.0
1437,Santa Rita (PA),SANTA RITA,8993.0,34.0,4.0,1.0,1.0,2.0,11.0,18.0,,2015.0
1438,Santa Rita (WS),SANTA RITA,7470.0,1313.0,16.0,1.0,4.0,33.0,3.0,25.0,,2015.0
1439,Santa Rosa (LA),CITY OF SANTA ROSA,100061.0,632.0,484.0,12.0,11.0,30.0,109.0,46.0,,2015.0
1440,Santa Rosa (NE),SANTA ROSA,15500.0,229.0,19.0,1.0,1.0,3.0,26.0,6.0,,2015.0
1441,Santa Teresita (BS),SANTA TERESITA,4252.0,47.0,2.0,,,,4.0,4.0,,2015.0
1442,Santa Teresita (CG),SANTA TERESITA,3911.0,318.0,4.0,,12.0,17.0,8.0,13.0,,2015.0
1443,Santo Domingo (AY),,,,,,,,,,,
1444,Santo Domingo (IS),SANTO DOMINGO,6666.0,57.0,3.0,1.0,14.0,21.0,7.0,8.0,,2015.0
1445,Santo Domingo (NE),SANTO DOMINGO,13479.0,573.0,29.0,,1.0,3.0,11.0,7.0,,2015.0
1446,Santol,SANTOL,2345.0,342.0,1.0,1.0,79.0,14.0,7.0,,,2015.0
1447,Santo Nino (CG),SANTO NIÑO (FAIRE),5982.0,623.0,2.0,,17.0,10.0,7.0,,,2015.0
1448,Santo Nino (WS),SANTO NI-O,1922.0,646.0,11.0,,,2.0,161.0,,,2015.0
1449,Santo Nino (SC),SANTO NIÑO,9181.0,455.0,4.0,4.0,7.0,54.0,9.0,5.0,,2015.0
1450,Santo Tomas (BS),SANTO TOMAS,41411.0,900.0,106.0,10.0,14.0,35.0,78.0,75.0,,2015.0
1451,Santo Tomas (DN),SANTO TOMAS,23854.0,1933.0,124.0,6.0,92.0,259.0,23.0,,,2015.0
1452,Santo Tomas (IA),SANTO TOMAS,4852.0,112.0,4.0,1.0,2.0,,3.0,6.0,,2015.0
1453,Santo Tomas (LU),SANTO TOMAS,8725.0,227.0,5.0,1.0,,19.0,5.0,14.0,,2015.0
1454,Santo Tomas (PA),SANTO TOMAS,9017.0,181.0,2.0,1.0,5.0,3.0,3.0,2.0,,2015.0
1455,Santo Tomas (PS),SANTO TOMAS,3237.0,129.0,1.0,1.0,1.0,,4.0,1.0,,2015.0
1456,Sual,SUAL,7151.0,654.0,5.0,4.0,5.0,4.0,32.0,4.0,,2015.0
1457,Subic,SUBIC,22806.0,1815.0,11.0,7.0,9.0,22.0,302.0,42.0,,2015.0
1458,Sudipen,SUDIPEN,3484.0,305.0,,,2.0,8.0,8.0,3.0,,2015.0
1459,Sugbongcogon,SUGBONGCOGON,1658.0,251.0,,1.0,1.0,3.0,,,,2015.0
1460,Sugpon,SUGPON,914.0,45.0,,,7.0,4.0,2.0,,,2015.0
1461,Sulat,SULAT,3364.0,271.0,31.0,,,7.0,2.0,2.0,,2015.0
1462,Sulop,SULOP,6250.0,2111.0,9.0,,135.0,88.0,13.0,,,2015.0
1463,Sultan Dumalondong,SULTAN DUMALONDONG,1287.0,236.0,1.0,,5.0,110.0,,,,2015.0
1464,Sultan Kudarat,SULTAN KUDARAT (NULING),9401.0,2540.0,8.0,7.0,584.0,2936.0,89.0,42.0,45.0,2015.0
1465,Sultan Mastura,SULTAN MASTURA,2600.0,408.0,37.0,1.0,148.0,640.0,25.0,5.0,,2015.0
1466,Sultan Naga Dimaporo,SULTAN NAGA DIMAPORO (KAROMATAN),9399.0,1529.0,,10.0,44.0,596.0,32.0,6.0,,2015.0
1467,Sultan Sa Barongis,SULTAN SA BARONGIS (LAMBAYONG),1444.0,696.0,198.0,3.0,296.0,883.0,4.0,4.0,,2015.0
1468,Sumilao,SUMILAO,3756.0,1736.0,7.0,1.0,10.0,118.0,9.0,1.0,,2015.0
1469,Sumisip,SUMISIP,1070.0,5068.0,128.0,1.0,466.0,651.0,,24.0,,2015.0
1470,Surallah,SURALLAH,17106.0,1763.0,13.0,39.0,867.0,503.0,31.0,8.0,,2015.0
1471,Surigao,SURIGAO CITY (Capital),34306.0,1221.0,137.0,12.0,31.0,20.0,50.0,7.0,,2015.0
1472,Suyo,SUYO,2437.0,41.0,,,,23.0,4.0,,,2015.0
1473,Taal,TAAL,11536.0,157.0,402.0,2.0,1.0,9.0,173.0,13.0,,2015.0
1474,Tabaco,,,,,,,,,,,
1475,Tabango,TABANGO,5169.0,2327.0,196.0,,59.0,466.0,7.0,3.0,,2015.0
1476,Tabina,TABINA,3547.0,1476.0,3.0,3.0,68.0,490.0,40.0,,,2015.0
1477,Tabogon,TABOGON,8300.0,836.0,,2.0,33.0,417.0,10.0,30.0,,2015.0
1478,Tabontabon,TABONTABON,2028.0,445.0,7.0,,1.0,288.0,9.0,2.0,,2015.0
1479,Tabuan-Lasa,TABUAN-LASA,100.0,2037.0,40.0,3.0,935.0,478.0,4.0,18.0,,2015.0
1480,Tabuelan,TABUELAN,5361.0,944.0,,,12.0,66.0,19.0,13.0,,2015.0
1481,Tabuk,CITY OF TABUK (Capital),21657.0,585.0,21.0,7.0,121.0,28.0,14.0,6.0,,2015.0
1482,Tacloban,TACLOBAN CITY (Capital),45790.0,2200.0,154.0,4.0,363.0,1731.0,120.0,89.0,,2015.0
1483,Tacurong,CITY OF TACURONG,21139.0,564.0,12.0,4.0,19.0,60.0,7.0,9.0,,2015.0
1484,Tadian,TADIAN,4125.0,76.0,,,,,24.0,2.0,,2015.0
1485,Taft,TAFT,3811.0,503.0,4.0,,1.0,18.0,2.0,49.0,,2015.0
1486,Tagana-An,TAGANA-AN,3440.0,319.0,2.0,2.0,4.0,,9.0,3.0,,2015.0
1487,Tagapul-An,TAGAPUL-AN,881.0,915.0,39.0,,27.0,62.0,30.0,1.0,,2015.0
1488,Tagaytay,TAGAYTAY CITY,15705.0,248.0,29.0,3.0,19.0,25.0,48.0,18.0,,2015.0
1489,Tagbilaran,TAGBILARAN CITY (Capital),20455.0,1108.0,13.0,4.0,44.0,80.0,148.0,11.0,,2015.0
1490,Tagbina,TAGBINA,6794.0,1510.0,,,16.0,47.0,,1.0,,2015.0
1491,Tagkawayan,TAGKAWAYAN,10213.0,1293.0,4.0,2.0,16.0,104.0,8.0,5.0,,2015.0
1492,Tago,TAGO,6553.0,1270.0,20.0,,5.0,50.0,,,,2015.0
1493,Tagoloan (LN),TAGOLOAN,373.0,547.0,,,475.0,1371.0,2.0,,,2015.0
1494,Tagoloan (MO),TAGOLOAN,15928.0,972.0,6.0,1.0,10.0,50.0,18.0,14.0,,2015.0
1495,Tagoloan Ii,TAGOLOAN II,1287.0,94.0,1.0,,9.0,87.0,,,,2015.0
1496,Tagudin,TAGUDIN,8474.0,80.0,1.0,,46.0,22.0,13.0,8.0,,2015.0
1497,Taguig,TAGUIG CITY,194574.0,1690.0,300.0,15.0,228.0,242.0,518.0,150.0,539.0,2015.0
1498,Tagum,CITY OF TAGUM (Capital),55786.0,3097.0,168.0,25.0,176.0,627.0,110.0,,,2015.0
1499,Talacogon,TALACOGON,6308.0,1610.0,36.0,1.0,128.0,107.0,54.0,41.0,,2015.0
1500,Talaingod,TALAINGOD,1530.0,2278.0,4.0,2.0,979.0,812.0,499.0,38.0,,2015.0
1501,Talakag,TALAKAG,7529.0,6313.0,5.0,1.0,9.0,171.0,19.0,127.0,,2015.0
1502,Talalora,TALALORA,1573.0,88.0,7.0,,3.0,4.0,,1.0,,2015.0
1503,Talavera,TALAVERA,27330.0,901.0,18.0,2.0,12.0,15.0,69.0,15.0,,2015.0
1504,Talayan,TALAYAN,3064.0,284.0,60.0,2.0,648.0,620.0,3.0,2.0,,2015.0
1505,Talibon,TALIBON,10338.0,2897.0,42.0,2.0,208.0,676.0,162.0,10.0,,2015.0
1506,Talipao,TALIPAO,3370.0,3015.0,12.0,9.0,2668.0,3309.0,1.0,27.0,,2015.0
1507,Talisay (BS),TALISAY,8896.0,290.0,6.0,3.0,10.0,153.0,437.0,30.0,,2015.0
1508,Talisay (CN),,,,,,,,,,,
1509,Talisay  (CU),CITY OF TALISAY,49725.0,1337.0,,5.0,4.0,69.0,29.0,70.0,,2015.0
1510,Talisay (NO),CITY OF TALISAY,21783.0,1138.0,12.0,1.0,30.0,58.0,69.0,15.0,1.0,2015.0
1511,Talisayan,TALISAYAN,4646.0,741.0,4.0,,,,,,,2015.0
1512,Talitay,TALITAY,1970.0,286.0,16.0,2.0,39.0,110.0,1.0,1.0,,2015.0
1513,Talugtug,TALUGTUG,5596.0,207.0,,1.0,3.0,4.0,9.0,,,2015.0
1514,Talusan,TALUSAN,3942.0,1032.0,126.0,3.0,33.0,41.0,10.0,4.0,,2015.0
1515,Tambulig,TAMBULIG,4828.0,2506.0,12.0,7.0,43.0,290.0,28.0,3.0,,2015.0
1516,Tampakan,TAMPAKAN,8253.0,1007.0,6.0,1.0,21.0,114.0,13.0,29.0,,2015.0
1517,Tamparan,TAMPARAN,3778.0,3.0,1.0,,,3.0,,2.0,,2015.0
1518,Tampilisan,TAMPILISAN,4395.0,1152.0,1.0,,4.0,14.0,4.0,87.0,,2015.0
1519,Tanauan (BS),CITY OF TANAUAN,37850.0,249.0,17.0,5.0,3.0,7.0,42.0,66.0,,2015.0
1520,Tanauan (LE),TANAUAN,10350.0,2087.0,235.0,,19.0,770.0,41.0,16.0,,2015.0
1521,Tanay,TANAY,20814.0,2318.0,7.0,11.0,892.0,414.0,1208.0,172.0,,2015.0
1522,Tandag,CITY OF TANDAG (Capital),11198.0,793.0,,6.0,10.0,23.0,13.0,,,2015.0
1523,Tandubas,TANDUBAS,2131.0,1675.0,28.0,1.0,371.0,637.0,2.0,61.0,,2015.0
1524,Tangalan,TANGALAN,4730.0,257.0,,,2.0,2.0,,,,2015.0
1525,Tangcal,TANGCAL,1320.0,509.0,,,401.0,175.0,,,,2015.0
1526,Tangub,TANGUB CITY,10922.0,2014.0,5.0,1.0,18.0,35.0,38.0,7.0,,2015.0
1527,Tanjay,CITY OF TANJAY,14847.0,4002.0,,,94.0,98.0,2.0,,,2015.0
1528,Tantangan,TANTANGAN,9316.0,878.0,7.0,3.0,41.0,132.0,18.0,1.0,,2015.0
1529,Tanudan,TANUDAN,1199.0,206.0,,,147.0,14.0,,2.0,,2015.0
1530,Tanza,TANZA,51903.0,1133.0,863.0,10.0,93.0,124.0,269.0,51.0,,2015.0
1531,Tapaz,TAPAZ,8090.0,2990.0,1.0,1.0,187.0,906.0,3.0,1.0,,2015.0
1532,Tapul,TAPUL,59.0,1281.0,1.0,1.0,455.0,1359.0,1.0,,,2015.0
1533,Taraka,TARAKA,3405.0,38.0,2.0,,,17.0,,1.0,,2015.0
1534,Tarangnan,TARANGNAN,4844.0,634.0,87.0,,,3.0,,12.0,,2015.0
1535,Tarlac,CITY OF TARLAC (Capital),73775.0,1242.0,55.0,64.0,25.0,63.0,176.0,146.0,,2015.0
1536,Tarragona,TARRAGONA,4026.0,1337.0,126.0,1.0,39.0,170.0,63.0,3.0,,2015.0
1537,Tayabas,CITY OF TAYABAS,21903.0,1372.0,35.0,3.0,125.0,241.0,137.0,21.0,,2015.0
1538,Tayasan,TAYASAN,3872.0,4457.0,,,103.0,185.0,6.0,,,2015.0
1539,Taysan,TAYSAN,8416.0,81.0,3.0,1.0,,2.0,3.0,6.0,,2015.0
1540,Taytay (PN),TAYTAY,5803.0,4264.0,42.0,37.0,4367.0,1042.0,577.0,5.0,,2015.0
1541,Taytay (RL),TAYTAY,72364.0,904.0,96.0,4.0,36.0,51.0,328.0,52.0,,2015.0
1542,Tayug,TAYUG,9191.0,735.0,12.0,1.0,8.0,29.0,47.0,16.0,,2015.0
1543,Tayum,TAYUM,2862.0,265.0,,,,13.0,,,,2015.0
1544,T'Boli,T'BOLI,13773.0,6191.0,118.0,3.0,582.0,646.0,115.0,13.0,,2015.0
1545,Teresa,TERESA,13033.0,288.0,2.0,1.0,47.0,22.0,19.0,45.0,,2015.0
1546,Ternate,TERNATE,5297.0,315.0,6.0,7.0,26.0,15.0,7.0,,,2015.0
1547,Tiaong,TIAONG,21861.0,399.0,17.0,6.0,,11.0,53.0,19.0,,2015.0
1548,Tibiao,TIBIAO,5826.0,489.0,12.0,,6.0,10.0,4.0,1.0,,2015.0
1549,Tigaon,,,,,,,,,,,
1550,Tigbao,TIGBAO,2628.0,1643.0,4.0,,124.0,176.0,26.0,,,2015.0
1551,Tigbauan,TIGBAUAN,12727.0,598.0,2.0,5.0,4.0,21.0,2.0,,,2015.0
1552,Tinambac,,,,,,,,,,,
1553,Tineg,TINEG,,54.0,,,414.0,117.0,395.0,,,2015.0
1554,Tinglayan,TINGLAYAN,2200.0,34.0,,,8.0,5.0,26.0,,,2015.0
1555,Tingloy,TINGLOY,3981.0,193.0,,,20.0,117.0,3.0,1.0,,2015.0
1556,Tinoc,TINOC,2446.0,276.0,13.0,,143.0,267.0,450.0,12.0,,2015.0
1557,Tipo-Tipo,TIPO-TIPO,1794.0,1115.0,13.0,,9.0,214.0,1.0,3.0,,2015.0
1558,Titay,TITAY,7724.0,3059.0,185.0,,38.0,86.0,21.0,23.0,2.0,2015.0
1559,Tiwi,,,,,,,,,,,
1560,Tobias Fornier,TOBIAS FORNIER (DAO),6341.0,508.0,1.0,,2.0,4.0,8.0,4.0,,2015.0
1561,Toboso,TOBOSO,6899.0,2589.0,42.0,2.0,70.0,108.0,8.0,27.0,,2015.0
1562,Toledo,TOLEDO CITY,35719.0,2492.0,,11.0,2.0,22.0,8.0,5.0,,2015.0
1563,Tolosa,TOLOSA,4194.0,532.0,122.0,,8.0,190.0,11.0,16.0,,2015.0
1564,Tomas Oppus,TOMAS OPPUS,3249.0,430.0,1.0,,1.0,6.0,4.0,,,2015.0
1565,Tongkil,TONGKIL,74.0,286.0,,3.0,1478.0,2402.0,1.0,21.0,,2015.0
1566,Torrijos,TORRIJOS,5571.0,1000.0,1.0,1.0,96.0,174.0,21.0,2.0,,2015.0
1567,Trece Martires,TRECE MARTIRES CITY (Capital),31825.0,513.0,32.0,9.0,23.0,51.0,2639.0,90.0,11.0,2015.0
1568,Trento,TRENTO,9833.0,1803.0,11.0,9.0,55.0,122.0,95.0,3.0,,2015.0
1569,Trinidad,TRINIDAD,5133.0,1676.0,,5.0,4.0,23.0,16.0,,,2015.0
1570,Tuao,TUAO,12729.0,812.0,5.0,,1.0,9.0,1.0,,,2015.0
1571,Tuba,TUBA,9793.0,915.0,5.0,,102.0,155.0,182.0,,,2015.0
1572,Tubajon,TUBAJON,1552.0,278.0,1.0,,3.0,3.0,8.0,,,2015.0
1573,Tubao,TUBAO,6213.0,201.0,,2.0,3.0,6.0,15.0,1.0,,2015.0
1574,Tubaran,TUBARAN,25.0,47.0,,,1212.0,1031.0,1.0,1.0,,2015.0
1575,Tubay,,,,,,,,,,,
1576,Tubigon,TUBIGON,9527.0,677.0,4.0,3.0,5.0,82.0,40.0,18.0,,2015.0
1577,Tublay,TUBLAY,3525.0,178.0,4.0,,8.0,5.0,139.0,,,2015.0
1578,Tubo,TUBO,867.0,67.0,,,44.0,6.0,,,,2015.0
1579,Tubod (LN),TUBOD (Capital),9505.0,1497.0,,,15.0,53.0,19.0,3.0,,2015.0
1580,Tubod (SN),TUBOD,3083.0,153.0,,,,3.0,1.0,3.0,,2015.0
1581,Tubungan,TUBUNGAN,4374.0,461.0,,,4.0,3.0,6.0,,,2015.0
1582,Tuburan (BA),TUBURAN,2412.0,761.0,60.0,1.0,,4.0,,1.0,,2015.0
1583,Tuburan (CU),TUBURAN,12146.0,2689.0,,,4.0,13.0,16.0,160.0,,2015.0
1584,Tudela (CU),TUDELA,2171.0,593.0,,,3.0,,,,,2015.0
1585,Tudela (MC),TUDELA,5505.0,1012.0,,2.0,7.0,12.0,28.0,7.0,,2015.0
1586,Tugaya,TUGAYA,3142.0,14.0,,,2.0,2.0,,,,2015.0
1587,Tuguegarao,TUGUEGARAO CITY (Capital),33126.0,289.0,78.0,5.0,4.0,18.0,4.0,,,2015.0
1588,Tukuran,TUKURAN,6245.0,1678.0,16.0,,101.0,425.0,31.0,2.0,,2015.0
1589,Tulunan,TULUNAN,10379.0,2380.0,91.0,52.0,119.0,468.0,20.0,4.0,,2015.0
1590,Tumauini,TUMAUINI,15030.0,450.0,10.0,4.0,1.0,8.0,27.0,11.0,,2015.0
1591,Tunga,TUNGA,1397.0,192.0,,,,5.0,,3.0,,2015.0
1592,Tungawan,TUNGAWAN,6648.0,2338.0,59.0,1.0,183.0,239.0,4.0,15.0,,2015.0
1593,Tupi,TUPI,14506.0,2003.0,20.0,2.0,56.0,91.0,7.0,10.0,,2015.0
1594,Turtle Islands,TURTLE ISLANDS,724.0,41.0,,,6.0,11.0,,,,2015.0
1595,Tuy,TUY,9709.0,272.0,26.0,2.0,1.0,,25.0,38.0,,2015.0
1596,Ubay,UBAY,12539.0,3720.0,58.0,2.0,121.0,122.0,16.0,,,2015.0
1597,Umingan,UMINGAN,15917.0,1230.0,11.0,21.0,13.0,39.0,14.0,16.0,,2015.0
1598,Ungkaya Pukan,UNGKAYA PUKAN,1690.0,1195.0,1.0,,17.0,43.0,36.0,113.0,,2015.0
1599,Unisan,UNISAN,5207.0,895.0,3.0,,23.0,126.0,18.0,18.0,,2015.0
1600,Upi,UPI,4644.0,3818.0,323.0,2.0,513.0,1626.0,10.0,7.0,,2015.0
1601,Urbiztondo,URBIZTONDO,9983.0,570.0,21.0,1.0,,13.0,24.0,6.0,,2015.0
1602,Urdaneta,CITY OF URDANETA,28521.0,1494.0,10.0,9.0,22.0,107.0,111.0,20.0,,2015.0
1603,Uson,,,,,,,,,,,
1604,Uyugan,UYUGAN,355.0,,,,,,2.0,1.0,,2015.0
1605,Valderrama,VALDERRAMA,3494.0,627.0,6.0,8.0,20.0,2.0,35.0,2.0,,2015.0
1606,Valencia (BL),VALENCIA,4967.0,603.0,2.0,1.0,1.0,5.0,7.0,1.0,,2015.0
1607,Valencia (BK),CITY OF VALENCIA,35933.0,6988.0,90.0,4.0,276.0,669.0,125.0,52.0,,2015.0
1608,Valencia (NR),VALENCIA (LUZURRIAGA),6739.0,1164.0,,,13.0,44.0,30.0,,,2015.0
1609,Valenzuela,CITY OF VALENZUELA,151738.0,1079.0,,,22.0,48.0,154.0,,,2015.0
1610,Valladolid,VALLADOLID,8657.0,209.0,2.0,,1.0,12.0,3.0,3.0,,2015.0
1611,Vallehermoso,VALLEHERMOSO,4814.0,3459.0,,,118.0,165.0,15.0,,,2015.0
1612,Veruela,VERUELA,6201.0,2606.0,30.0,2.0,122.0,322.0,13.0,98.0,1.0,2015.0
1613,Victoria (LA),VICTORIA,10560.0,188.0,9.0,5.0,4.0,8.0,44.0,4.0,,2015.0
1614,Victoria (NS),VICTORIA,2691.0,516.0,2.0,1.0,1.0,4.0,,,,2015.0
1615,Victoria (OR),VICTORIA,9808.0,1233.0,35.0,,30.0,46.0,44.0,12.0,,2015.0
1616,Victoria (TC),VICTORIA,14521.0,599.0,4.0,2.0,2.0,16.0,24.0,24.0,,2015.0
1617,Victorias,CITY OF VICTORIAS,17254.0,1686.0,3.0,3.0,84.0,255.0,146.0,125.0,,2015.0
1618,Viga,,,,,,,,,,,
1619,Vigan,CITY OF VIGAN (Capital),11752.0,76.0,,,,5.0,19.0,8.0,,2015.0
1620,Villaba,VILLABA,7833.0,2108.0,96.0,1.0,50.0,400.0,28.0,5.0,,2015.0
1621,Villanueva,VILLANUEVA,7920.0,724.0,6.0,,8.0,64.0,9.0,8.0,,2015.0
1622,Villareal,VILLAREAL,5289.0,648.0,31.0,1.0,6.0,9.0,1.0,1.0,,2015.0
1623,Villasis,VILLASIS,13521.0,929.0,23.0,3.0,6.0,25.0,50.0,74.0,,2015.0
1624,Villaverde,VILLAVERDE,4168.0,190.0,1.0,23.0,11.0,44.0,14.0,1.0,,2015.0
1625,Villaviciosa,VILLAVICIOSA,975.0,94.0,3.0,,1.0,9.0,5.0,,,2015.0
1626,Vincenzo A Sagun,VINCENZO A. SAGUN,2157.0,2492.0,2.0,,71.0,314.0,24.0,1.0,,2015.0
1627,Vintar,VINTAR,8151.0,18.0,,1.0,1.0,1.0,5.0,2.0,,2015.0
1628,Vinzons,,,,,,,,,,,
1629,Virac,,,,,,,,,,,
1630,Wao,WAO,7782.0,959.0,16.0,,26.0,189.0,44.0,21.0,,2015.0
1631,Zamboanga,ZAMBOANGA CITY,168368.0,17544.0,867.0,33.0,1115.0,1765.0,382.0,489.0,5.0,2015.0
1632,Zamboanguita,ZAMBOANGUITA,4304.0,1951.0,,2.0,111.0,212.0,27.0,,,2015.0
1633,Zaragoza,ZARAGOZA,11438.0,257.0,5.0,1.0,3.0,4.0,12.0,3.0,,2015.0
1634,Zarraga,ZARRAGA,5544.0,296.0,1.0,,2.0,3.0,7.0,,,2015.0
1635,Zumarraga,ZUMARRAGA,2982.0,309.0,4.0,,1.0,5.0,,1.0,,2015.0
