,name,poverty-inc,cov,conf-int-lowerlimit,conf-int-upper-limit,year
4174,Masbate,30.0,7.3,26.4,33.6,2015
4175,Masinloc,20.9,13.5,16.3,25.6,2015
4176,Masiu,63.4,9.3,53.7,73.0,2015
4177,Maslog,68.3,8.6,58.5,78.0,2015
4178,Masantol,20.0,15.4,14.9,25.0,2015
4179,Mataasnakahoy,3.6,29.0,1.9,5.2,2015
4180,Matag-Ob,35.5,12.4,28.2,42.7,2015
4181,Matalam,40.5,5.6,36.7,44.2,2015
4182,Matalom,35.6,7.8,31.0,40.1,2015
4183,Matanao,25.1,12.6,19.9,30.3,2015
4184,Matanog,55.9,15.7,41.5,70.3,2015
4185,Mati,18.7,14.4,14.3,23.1,2015
4186,Matnog,45.2,7.9,39.4,51.1,2015
4187,Matuguinao,60.3,7.7,52.6,67.9,2015
4188,Matungao,55.3,6.3,49.6,61.0,2015
4189,Mauban,18.1,11.3,14.7,21.5,2015
4190,Mawab,24.9,17.3,17.8,32.0,2015
4191,Mayantoc,18.3,12.6,14.5,22.0,2015
4192,Maydolong,39.9,9.0,34.0,45.9,2015
4193,Mayorga,33.6,12.6,26.7,40.6,2015
4194,Mayoyao,29.6,6.5,26.4,32.7,2015
4195,Medellin,26.6,11.5,21.5,31.6,2015
4196,Medina,18.6,11.0,15.2,22.0,2015
4197,Mendez,5.2,16.1,3.8,6.6,2015
4198,Mercedes,43.7,7.3,38.4,49.0,2015
4199,Mercedes (ES),35.7,12.6,28.2,43.1,2015
4200,Merida,31.5,11.9,25.3,37.7,2015
4201,Mexico,8.8,15.1,6.6,10.9,2015
4202,Meycauayan,5.8,17.1,4.2,7.5,2015
4203,Miag-ao,20.7,9.3,17.5,23.8,2015
4204,Midsalip,55.1,6.9,48.9,61.4,2015
4205,Midsayap,39.2,4.3,36.4,42.0,2015
4206,Milagros,44.6,7.8,38.9,50.3,2015
4207,Milaor,32.8,8.5,28.2,37.4,2015
4208,Mina,22.1,14.1,16.9,27.2,2015
4209,Minalabac,45.4,6.6,40.5,50.3,2015
4210,Minalin,8.8,18.8,6.1,11.6,2015
4211,Minglanilla,13.5,14.8,10.2,16.7,2015
4212,Mlang,31.6,6.8,28.1,35.1,2015
4213,Moalboal,26.6,12.0,21.3,31.8,2015
4214,Mobo,45.2,7.3,39.8,50.6,2015
4215,Mogpog,13.6,12.1,10.9,16.3,2015
4216,Moises Padilla,31.2,15.7,23.2,39.3,2015
4217,Molave,29.3,8.8,25.1,33.5,2015
4218,Moncada,17.7,12.1,14.1,21.2,2015
4219,Mondragon,51.8,8.6,44.5,59.1,2015
4220,Monkayo,30.8,13.0,24.2,37.4,2015
4221,Monreal,58.0,8.5,49.9,66.1,2015
4222,Montevista,33.4,12.5,26.5,40.2,2015
4223,Morong (BN),15.0,28.1,8.1,22.0,2015
4224,Morong (RL),4.9,31.4,2.4,7.5,2015
4225,Motiong,48.5,10.6,40.0,56.9,2015
4226,Mulanay,34.3,9.4,29.0,39.6,2015
4227,Mulondo,65.9,9.2,55.9,75.9,2015
4228,Munai,56.3,10.1,46.9,65.6,2015
4229,Muntinlupa,2.9,27.2,1.6,4.2,2015
4230,Murcia,21.6,17.4,15.4,27.8,2015
4231,Mutia,50.0,8.7,42.8,57.2,2015
4232,Naawan,25.0,9.3,21.2,28.8,2015
4233,Nabas,25.1,13.7,19.5,30.8,2015
4234,Nabua,30.6,7.9,26.6,34.5,2015
4235,Nabunturan,22.7,14.2,17.4,28.0,2015
4236,Naga (CS),19.3,11.4,15.7,22.9,2015
4237,Naga (CU),21.1,12.7,16.7,25.5,2015
4238,Naga (ZS),41.6,8.2,36.0,47.2,2015
4239,Nagbukel,16.9,17.6,12.0,21.7,2015
4240,Nagcarlan,5.6,9.8,4.7,6.5,2015
4241,Nagtipunan,19.6,17.5,13.9,25.2,2015
4242,Naguilian (IA),15.2,12.4,12.1,18.3,2015
4243,Naguilian (LU),5.9,15.7,4.4,7.5,2015
4244,Naic,12.3,3.2,11.7,13.0,2015
4245,Nampicuan,19.1,17.0,13.8,24.4,2015
4246,Narra,18.3,15.7,13.6,23.0,2015
4247,Narvacan,13.2,12.8,10.5,16.0,2015
4248,Nasipit,26.7,10.1,22.2,31.2,2015
4249,Nasugbu,12.7,9.8,10.7,14.8,2015
4250,Natividad,11.7,16.5,8.5,14.9,2015
4251,Natonin,35.7,9.2,30.3,41.0,2015
4252,Naujan,19.0,8.6,16.3,21.7,2015
4253,Naval,27.7,11.7,22.3,33.0,2015
4254,Navotas,5.5,28.4,2.9,8.1,2015
4255,New Bataan,31.3,12.7,24.7,37.8,2015
4256,New Corella,40.1,11.1,32.7,47.4,2015
4257,New Lucena,20.0,15.1,15.0,25.0,2015
4258,New Washington,17.4,20.0,11.7,23.1,2015
4259,Norala,31.0,9.5,26.2,35.8,2015
4260,Northern Kabuntalan,56.4,17.5,40.2,72.7,2015
4261,Norzagaray,8.6,23.4,5.3,11.8,2015
4262,Noveleta,8.6,19.4,5.8,11.3,2015
4263,Nueva Era,14.6,19.8,9.8,19.3,2015
4264,Nueva Valencia,26.4,12.4,21.0,31.8,2015
4265,Numancia,12.6,21.1,8.2,17.0,2015
4266,Nunungan,69.1,8.8,59.0,79.1,2015
4267,Oas,31.8,8.1,27.5,36.0,2015
4268,Obando,5.2,22.4,3.3,7.2,2015
4269,Ocampo,35.0,8.9,29.9,40.2,2015
4270,Odiongan,18.0,17.8,12.7,23.2,2015
4271,Old Panamao,59.7,14.2,45.8,73.7,2015
4272,Olongapo,11.6,19.0,8.0,15.3,2015
4273,Olutanga,49.4,8.2,42.7,56.0,2015
4274,Omar,53.6,19.4,36.5,70.6,2015
4275,Opol,20.7,9.9,17.3,24.0,2015
4276,Orani,10.6,15.5,7.9,13.2,2015
4277,Oras,45.6,7.9,39.7,51.5,2015
4278,Orion,14.5,17.4,10.3,18.6,2015
4279,Ormoc,29.4,7.6,25.7,33.0,2015
4280,Oroquieta,20.9,10.7,17.2,24.6,2015
4281,Oslob,35.7,8.4,30.8,40.7,2015
4282,Oton,15.3,14.1,11.7,18.8,2015
4283,Ozamiz,17.8,12.6,14.1,21.5,2015
4284,Padada,14.3,18.7,9.9,18.7,2015
4285,Padre Burgos (QN),20.9,12.9,16.5,25.3,2015
4286,Padre Burgos (SL),34.6,12.2,27.7,41.6,2015
4287,Padre Garcia,7.2,19.7,4.9,9.5,2015
4288,Paete,5.4,37.9,2.0,8.8,2015
4289,Pagadian,20.5,9.0,17.4,23.5,2015
4290,Pagagawan,59.4,12.7,47.0,71.8,2015
4291,Pagalungan,53.0,16.3,38.8,67.3,2015
4292,Pagayawan,73.2,9.1,62.2,84.2,2015
4293,Pagbilao,10.1,15.8,7.4,12.7,2015
4294,Paglat,58.6,18.3,41.0,76.2,2015
4295,Pagsanghan,37.3,10.7,30.8,43.9,2015
4296,Pagsanjan,4.9,23.6,3.0,6.8,2015
4297,Pagudpud,9.5,17.7,6.7,12.2,2015
4298,Pakil,11.9,19.7,8.0,15.8,2015
4299,Palanan,27.2,15.5,20.3,34.1,2015
4300,Palanas,44.7,8.6,38.4,51.1,2015
4301,Palapag,48.2,8.2,41.7,54.6,2015
4302,Palauig,22.9,11.7,18.5,27.3,2015
4303,Palayan,14.5,14.4,11.1,17.9,2015
4304,Palimbang,64.3,3.1,61.0,67.6,2015
4305,Palo,22.4,11.3,18.3,26.6,2015
4306,Palompon,28.8,8.8,24.7,32.9,2015
4307,Paluan,40.6,12.1,32.5,48.7,2015
4308,Pambujan,54.1,7.4,47.5,60.7,2015
4309,Pamplona (CG),15.0,19.2,10.2,19.7,2015
4310,Pamplona (CS),38.7,8.5,33.3,44.2,2015
4311,Pamplona (NR),40.3,7.6,35.3,45.3,2015
4312,Panabo,19.1,10.7,15.7,22.5,2015
4313,Panaon,27.8,13.6,21.6,34.0,2015
4314,Panay,19.3,15.3,14.4,24.1,2015
4315,Pandag,61.1,18.1,42.9,79.4,2015
4316,Pandami,49.2,17.5,35.1,63.3,2015
4317,Pandan (AE),20.4,14.0,15.7,25.0,2015
4318,Pandan (CT),52.2,6.6,46.5,57.9,2015
4319,Pandi,8.8,16.6,6.4,11.1,2015
4320,Panganiban,40.4,8.7,34.6,46.1,2015
4321,Pangantucan,49.1,9.2,41.7,56.5,2015
4322,Pangil,8.6,26.8,4.8,12.4,2015
4323,Panglao,19.7,16.8,14.2,25.1,2015
4324,Panglima Estino,62.8,16.4,45.9,79.8,2015
4325,Panglima Sugala,29.4,25.1,17.2,41.5,2015
4326,Pangutaran,48.3,18.6,33.5,63.2,2015
4327,Paniqui,12.2,11.5,9.9,14.5,2015
4328,Panitan,17.9,17.1,12.9,23.0,2015
4329,Pantabangan,24.9,12.6,19.8,30.1,2015
4330,Pantao Ragat,58.8,9.5,49.6,67.9,2015
4331,Pantar,53.2,6.8,47.3,59.1,2015
4332,Pantukan,26.2,14.7,19.9,32.5,2015
4333,Panukulan,39.5,14.0,30.4,48.5,2015
4334,Paoay,8.4,19.4,5.7,11.1,2015
4335,Paombong,8.3,23.4,5.1,11.5,2015
4336,Paracale,35.8,8.4,30.8,40.8,2015
4337,Paracelis,30.6,10.4,25.3,35.8,2015
4338,Paranas,39.2,9.0,33.4,45.0,2015
4339,Parang (MA),44.9,19.5,30.5,59.3,2015
4340,Parang (SU),55.0,10.6,45.4,64.5,2015
4341,Paranaque,2.7,18.4,1.9,3.5,2015
4342,Pasacao,41.6,8.5,35.8,47.4,2015
4343,Pasay,3.0,11.2,2.5,3.6,2015
4344,Pasig,2.5,19.3,1.7,3.3,2015
4345,Pasil,27.7,10.4,22.9,32.4,2015
4346,Passi,23.3,11.3,18.9,27.6,2015
4347,Pastrana,40.7,9.2,34.5,46.9,2015
4348,Pasuquin,10.6,18.7,7.3,13.9,2015
4349,Pata,59.4,14.3,45.4,73.3,2015
4350,Pateros,2.5,36.2,1.0,4.1,2015
4351,Patikul,40.2,19.9,27.0,53.3,2015
4352,Patnanungan,45.2,18.0,31.8,58.5,2015
4353,Patnongon,22.3,13.1,17.5,27.1,2015
4354,Pavia,10.7,19.1,7.3,14.0,2015
4355,Payao,57.3,8.4,49.4,65.2,2015
4356,Perez,33.6,18.3,23.5,43.8,2015
4357,Penablanca,12.6,14.7,9.6,15.7,2015
4358,Penaranda,13.7,24.7,8.1,19.2,2015
4359,Penarrubia,18.3,14.8,13.9,22.8,2015
4360,Piagapo,68.1,8.4,58.6,77.5,2015
4361,Piat,14.4,15.2,10.8,17.9,2015
4362,Picong,71.4,7.8,62.2,80.6,2015
4363,Piddig,11.4,19.1,7.8,14.9,2015
4364,Pidigan,14.8,15.8,11.0,18.7,2015
4365,Pigcawayan,38.8,5.4,35.4,42.2,2015
4366,Pikit,58.8,2.9,56.0,61.6,2015
4367,Pila,6.7,19.3,4.6,8.8,2015
4368,Pilar (AA),18.3,11.7,14.8,21.9,2015
4369,Pilar (BN),12.6,17.0,9.0,16.1,2015
4370,Pilar (BL),38.2,9.4,32.3,44.1,2015
4371,Pilar (CZ),23.0,17.3,16.4,29.6,2015
4372,Pilar (CU),31.9,11.5,25.8,37.9,2015
4373,Pilar (SO),47.5,7.9,41.4,53.6,2015
4374,Pilar (SN),36.8,9.9,30.8,42.8,2015
4375,Pili,29.3,7.9,25.5,33.1,2015
4376,Pililla,8.0,29.3,4.1,11.8,2015
4377,Pinabacdao,45.5,10.6,37.6,53.4,2015
4378,Pinamalayan,19.7,12.8,15.6,23.9,2015
4379,Pinamungajan,28.5,10.3,23.7,33.4,2015
4380,Pinili,12.4,16.7,9.0,15.8,2015
4381,Pintuyan,41.3,10.0,34.5,48.2,2015
4382,Pinukpuk,30.4,7.3,26.7,34.0,2015
4383,Pio Duran,37.4,9.4,31.6,43.2,2015
4384,Pio V Corpuz,40.0,8.3,34.5,45.4,2015
4385,Pitogo (QN),25.4,14.2,19.5,31.3,2015
4386,Pitogo (ZR),43.6,11.8,35.2,52.0,2015
4387,Pinan,46.1,7.3,40.5,51.6,2015
4388,Placer (MS),47.2,6.8,41.9,52.5,2015
4389,Placer (SN),34.4,9.6,29.0,39.8,2015
4390,Plaridel (BU),6.0,19.4,4.1,7.9,2015
4391,Plaridel (MC),34.5,11.2,28.1,40.8,2015
4392,Plaridel (QN),14.1,21.3,9.2,19.1,2015
4393,Pola,18.3,19.5,12.5,24.2,2015
4394,Polanco,40.5,7.3,35.7,45.4,2015
4395,Polangui,24.4,8.8,20.8,27.9,2015
4396,Polillo,24.5,15.2,18.4,30.7,2015
4397,Polomolok,24.6,10.6,20.3,28.9,2015
4398,Pontevedra (CZ),17.9,15.6,13.3,22.5,2015
4399,Pontevedra (NO),16.6,22.4,10.5,22.7,2015
4400,Poona Bayabao,60.9,12.8,48.1,73.7,2015
4401,Poona Piagapo,62.8,6.6,56.0,69.6,2015
4402,Porac,11.1,16.7,8.1,14.1,2015
4403,Poro,34.1,9.7,28.6,39.6,2015
4404,Pototan,21.2,10.6,17.5,25.0,2015
4405,Pozorrubio,10.2,12.3,8.1,12.2,2015
4406,Presentacion,52.8,7.1,46.6,59.0,2015
4407,President Garcia,45.8,7.0,40.5,51.1,2015
4408,President Quirino,30.1,8.8,25.8,34.5,2015
4409,President Roxas (CZ),22.1,17.5,15.7,28.5,2015
4410,President Roxas (NC),41.6,6.8,36.9,46.2,2015
4411,Roxas (ZN),57.9,5.7,52.4,63.3,2015
4412,Prieto Diaz,42.4,8.7,36.3,48.4,2015
4413,Prosperidad,40.3,6.5,36.0,44.6,2015
4414,Pualas,64.5,10.2,53.7,75.3,2015
4415,Pudtol,26.4,9.0,22.5,30.3,2015
4416,Puerto Galera,7.9,23.4,4.8,10.9,2015
4417,Puerto Princesa,11.3,13.1,8.8,13.7,2015
4418,Pugo,5.8,25.6,3.4,8.3,2015
4419,Pulilan,7.4,17.9,5.2,9.6,2015
4420,Pulupandan,12.6,20.7,8.3,16.9,2015
4421,Pura,15.9,19.4,10.8,21.0,2015
4422,Quezon (BK),55.3,7.7,48.3,62.3,2015
4423,Quezon (IA),18.0,15.1,13.6,22.5,2015
4424,Quezon (MM),3.3,12.7,2.6,4.0,2015
4425,Quezon (NE),18.0,14.3,13.7,22.2,2015
4426,Quezon (NV),13.3,22.3,8.4,18.1,2015
4427,Quezon (PN),39.1,12.1,31.3,46.9,2015
4428,Quezon (QN),26.2,16.5,19.1,33.3,2015
4429,Quinapondan,43.5,8.0,37.8,49.3,2015
4430,Quirino (IS),20.4,17.5,14.5,26.2,2015
4431,Quirino (IA),10.8,16.2,7.9,13.7,2015
4432,Ragay,44.6,5.9,40.3,49.0,2015
4433,Rajah Buayan,55.4,16.8,40.0,70.7,2015
4434,Ramon,13.4,16.1,9.9,16.9,2015
4435,Ramon Magsaysay,37.4,7.6,32.7,42.0,2015
4436,Ramos,15.0,21.6,9.6,20.3,2015
4437,Rapu-Rapu,42.2,8.5,36.3,48.2,2015
4438,Real,23.4,10.5,19.3,27.4,2015
4439,Reina Mercedes,12.1,14.3,9.2,14.9,2015
4440,Remedios T. Romualdez,34.0,12.9,26.8,41.2,2015
4441,Rizal (CG),22.6,13.7,17.5,27.8,2015
4442,Rizal (KA),15.3,13.3,12.0,18.7,2015
4443,Rizal (LA),3.0,30.4,1.5,4.5,2015
4444,Rizal (NE),15.2,11.1,12.4,18.0,2015
4445,Rizal (OM),36.5,13.5,28.4,44.6,2015
4446,Rizal (PN),40.5,11.8,32.6,48.4,2015
4447,Rizal (ZN),36.5,7.9,31.8,41.2,2015
4448,Rodriguez,4.5,27.7,2.5,6.6,2015
4449,Romblon,28.3,13.1,22.2,34.4,2015
4450,Ronda,30.2,12.8,23.9,36.6,2015
4451,Rosales,13.3,13.3,10.4,16.2,2015
4452,Rosario (AS),43.0,13.0,33.8,52.2,2015
4453,Rosario (BS),11.6,14.0,8.9,14.2,2015
4454,Rosario (CE),5.6,23.5,3.4,7.8,2015
4455,Rosario (LU),6.4,17.4,4.6,8.3,2015
4456,Rosario (NS),45.2,12.0,36.2,54.1,2015
4457,R.T. Lim,45.5,7.2,40.1,50.8,2015
4458,Roxas (CZ),14.7,15.6,10.9,18.4,2015
4459,Roxas (IA),13.5,15.8,10.0,17.1,2015
4460,Roxas (OR),19.2,17.5,13.6,24.7,2015
4461,Roxas (PN),18.3,11.3,14.9,21.8,2015
4462,Sabangan,19.1,11.7,15.4,22.7,2015
4463,Sablan,6.8,22.1,4.3,9.2,2015
4464,Sablayan,28.6,12.0,23.0,34.3,2015
4465,Sabtang,24.2,17.1,17.4,31.0,2015
4466,Sadanga,37.4,11.7,30.2,44.7,2015
4467,Sagada,25.4,8.9,21.6,29.1,2015
4468,Sagay (CM),44.9,7.0,39.7,50.1,2015
4469,Sagay (NO),22.5,14.3,17.2,27.7,2015
4470,Sagbayan,23.9,11.1,19.5,28.3,2015
4471,Saguday,10.1,24.9,6.0,14.2,2015
4472,Saguiaran,62.0,9.8,52.0,72.0,2015
4473,Sagnay,44.2,7.3,38.9,49.5,2015
4474,Saint Bernard,40.2,9.2,34.1,46.4,2015
4475,Salay,25.9,9.1,22.0,29.8,2015
4476,Salcedo (ES),40.1,8.0,34.8,45.4,2015
4477,Salcedo (IS),15.1,15.1,11.3,18.9,2015
4478,Sallapadan,15.3,17.2,10.9,19.6,2015
4479,Salug,49.7,7.1,43.9,55.4,2015
4480,Salvador,62.8,7.8,54.7,70.9,2015
4481,Salvador Benedicto,25.9,27.3,14.2,37.5,2015
4482,Samal,13.1,16.9,9.5,16.8,2015
4483,Samboan,35.9,9.1,30.5,41.3,2015
4484,Sampaloc,11.4,15.7,8.4,14.3,2015
4485,San Agustin (IA),13.6,16.9,9.8,17.4,2015
4486,San Agustin (RN),37.1,11.6,30.1,44.2,2015
4487,San Agustin (SS),41.5,8.9,35.4,47.6,2015
4488,San Andres (CT),44.1,7.9,38.4,49.9,2015
4489,San Andres (QN),43.8,15.2,32.8,54.7,2015
4490,San Andres (RN),30.0,14.7,22.8,37.3,2015
4491,San Antonio (NS),43.2,11.0,35.4,51.0,2015
4492,San Antonio (NE),14.8,18.5,10.3,19.3,2015
4493,San Antonio (QN),19.2,11.0,15.8,22.7,2015
4494,San Antonio (ZA),15.9,16.5,11.6,20.2,2015
4495,San Benito,39.9,14.6,30.4,49.5,2015
4496,San Carlos (NO),24.1,17.7,17.1,31.1,2015
4497,San Carlos (PS),12.3,9.8,10.3,14.2,2015
4498,Sanchez-Mira,9.9,19.5,6.7,13.1,2015
4499,San Clemente,14.2,18.8,9.8,18.6,2015
4500,San Dionisio,28.2,12.3,22.5,33.9,2015
4501,San Emilio,18.8,23.5,11.6,26.1,2015
4502,San Enrique (IO),25.8,12.9,20.4,31.3,2015
4503,San Enrique (NO),15.7,24.4,9.4,21.9,2015
4504,San Esteban,10.9,21.0,7.1,14.6,2015
4505,San Fabian,10.1,12.7,8.0,12.2,2015
4506,San Felipe,16.7,20.0,11.2,22.1,2015
4507,San Fernando (BK),59.0,10.3,49.0,69.0,2015
4508,San Fernando (CS),35.5,7.6,31.1,40.0,2015
4509,San Fernando (CU),24.3,12.6,19.2,29.3,2015
4510,San Fernando (LU),3.8,16.2,2.8,4.8,2015
4511,San Fernando (MS),35.9,8.2,31.1,40.8,2015
4512,San Fernando (PA),6.5,14.1,5.0,7.9,2015
4513,San Fernando (RN),37.7,12.7,29.9,45.6,2015
4514,San Francisco (AS),32.2,8.3,27.8,36.6,2015
4515,San Francisco (CU),44.1,9.2,37.4,50.8,2015
4516,San Francisco (QN),39.3,12.7,31.0,47.5,2015
4517,San Francisco (SL),41.4,7.6,36.2,46.6,2015
4518,San Francisco (SN),35.7,10.9,29.3,42.1,2015
4519,San Gabriel,15.1,15.7,11.2,19.0,2015
4520,San Guillermo,23.5,13.0,18.5,28.5,2015
4521,San Ildefonso (BU),9.2,12.3,7.3,11.0,2015
4522,San Ildefonso (IS),10.2,21.6,6.6,13.8,2015
4523,San Isidro (AA),17.2,17.3,12.3,22.2,2015
4524,San Isidro (BL),30.9,15.3,23.1,38.6,2015
4525,San Isidro (DN),42.2,11.8,34.0,50.4,2015
4526,San Isidro (DO),34.3,12.8,27.1,41.6,2015
4527,San Isidro (IA),11.7,19.0,8.0,15.4,2015
4528,San Isidro (LE),41.9,9.6,35.3,48.6,2015
4529,San Isidro (NS),38.0,11.1,31.0,44.9,2015
4530,San Isidro (NE),10.2,20.1,6.8,13.6,2015
4531,San Isidro (SN),36.6,12.2,29.3,44.0,2015
4532,San Jacinto (MS),34.0,9.8,28.5,39.5,2015
4533,San Jacinto (PS),11.5,14.7,8.7,14.3,2015
4534,San Joaquin,26.7,10.1,22.2,31.1,2015
4535,San Jorge,45.5,8.4,39.2,51.7,2015
4536,San Jose (AE),12.7,17.8,9.0,16.4,2015
4537,San Jose (BS),4.2,24.6,2.5,5.9,2015
4538,San Jose (CS),32.7,8.6,28.1,37.3,2015
4539,San Jose (DI),36.2,9.5,30.5,41.9,2015
4540,San Jose (NR),32.5,12.0,26.1,38.9,2015
4541,San Jose (NS),40.0,10.6,33.1,47.0,2015
4542,San Jose (NE),13.2,11.8,10.6,15.7,2015
4543,San Jose (OM),22.7,11.3,18.5,26.8,2015
4544,San Jose (RN),33.9,18.7,23.4,44.3,2015
4545,San Jose (TC),18.3,18.1,12.9,23.8,2015
4546,San Jose De Buan,55.7,11.8,44.9,66.5,2015
4547,San Jose Del Monte,7.0,18.2,4.9,9.1,2015
4548,San Juan (AA),16.8,14.1,12.9,20.7,2015
4549,San Juan (BS),15.4,13.7,11.9,18.8,2015
4550,San Juan (IS),11.7,12.5,9.3,14.1,2015
4551,San Juan (LU),5.5,16.5,4.0,7.0,2015
4552,San Juan (MM),2.4,23.4,1.4,3.3,2015
4553,San Juan (SR),28.3,10.6,23.4,33.3,2015
4554,San Juan (SL),35.2,10.9,28.9,41.5,2015
4555,San Julian,41.9,9.5,35.4,48.5,2015
4556,San Leonardo,15.8,15.5,11.8,19.9,2015
4557,San Lorenzo,28.9,19.2,19.7,38.0,2015
4558,San Lorenzo Ruiz,36.4,10.5,30.1,42.7,2015
4559,San Luis (AS),49.6,7.4,43.5,55.6,2015
4560,San Luis (AU),11.8,18.1,8.3,15.3,2015
4561,San Luis (BS),5.9,19.4,4.0,7.8,2015
4562,San Luis (PA),9.6,23.6,5.9,13.3,2015
4563,San Manuel (IA),13.5,15.0,10.2,16.8,2015
4564,San Manuel (PS),12.4,15.8,9.2,15.7,2015
4565,San Manuel (TC),16.7,16.6,12.1,21.3,2015
4566,San Marcelino,15.2,14.2,11.7,18.8,2015
4567,San Mariano,25.3,9.9,21.2,29.5,2015
4568,San Mateo (IA),9.9,13.2,7.8,12.1,2015
4569,San Mateo (RL),5.4,26.6,3.0,7.7,2015
4570,San Miguel (BL),31.6,8.9,27.0,36.2,2015
4571,San Miguel (BU),10.5,13.5,8.2,12.8,2015
4572,San Miguel (CT),44.5,8.3,38.4,50.6,2015
4573,San Miguel (IO),18.9,20.1,12.7,25.2,2015
4574,San Miguel (LE),41.1,8.9,35.1,47.0,2015
4575,San Miguel (SS),45.5,7.3,40.1,51.0,2015
4576,San Miguel (ZR),43.0,9.7,36.1,49.9,2015
4577,San Narciso (QN),35.3,12.9,27.8,42.7,2015
4578,San Narciso (ZA),13.5,17.0,9.7,17.2,2015
4579,San Nicolas (BS),12.1,19.9,8.2,16.1,2015
4580,San Nicolas (IN),7.7,17.8,5.4,9.9,2015
4581,San Nicolas (PS),13.1,12.3,10.4,15.7,2015
4582,San Pablo (IA),20.7,13.4,16.2,25.3,2015
4583,San Pablo (LA),4.2,14.4,3.2,5.2,2015
4584,San Pablo (ZR),52.9,7.9,46.0,59.8,2015
4585,San Pascual (BS),2.8,23.2,1.7,3.8,2015
4586,San Pascual (MS),57.1,7.4,50.2,64.1,2015
4587,San Pedro,2.7,25.3,1.6,3.8,2015
4588,San Policarpo,48.6,10.5,40.1,57.0,2015
4589,San Quintin (AA),11.6,22.1,7.4,15.8,2015
4590,San Quintin (PS),12.6,15.9,9.3,15.9,2015
4591,San Rafael (BU),7.0,15.0,5.3,8.7,2015
4592,San Rafael (IO),23.8,19.8,16.0,31.5,2015
4593,San Remigio (AE),35.3,10.0,29.4,41.1,2015
4594,San Remigio (CU),23.6,9.2,20.1,27.2,2015
4595,San Ricardo,43.8,9.3,37.1,50.5,2015
4596,San Roque,53.4,8.4,46.1,60.8,2015
4597,San Sebastian,41.0,13.4,32.0,50.0,2015
4598,San Simon,12.2,23.0,7.6,16.8,2015
4599,San Teodoro,22.4,18.0,15.8,29.0,2015
4600,Santiago (AN),39.5,11.9,31.8,47.3,2015
4601,Santiago (IS),13.0,15.8,9.6,16.4,2015
4602,Santiago (IA),12.8,13.8,9.9,15.7,2015
4603,San Vicente (CN),33.0,11.8,26.6,39.4,2015
4604,San Vicente (IS),9.6,30.7,4.7,14.4,2015
4605,San Vicente (NS),53.2,11.1,43.4,62.9,2015
4606,San Vicente (PN),21.6,15.9,15.9,27.2,2015
4607,Sapad,64.7,6.3,58.0,71.4,2015
4608,Sapang Dalaga,41.4,12.1,33.2,49.6,2015
4609,Sapa-Sapa,28.7,23.6,17.5,39.8,2015
4610,Sapi-An,21.1,21.8,13.5,28.7,2015
4611,Sara,23.2,11.8,18.7,27.6,2015
4612,Sarangani,59.5,13.5,46.3,72.7,2015
4613,Sariaya,19.8,7.3,17.4,22.2,2015
4614,Sarrat,8.5,17.9,6.0,11.0,2015
4615,Sasmuan,15.9,18.3,11.1,20.7,2015
4616,Science City of Munoz,14.1,11.2,11.5,16.7,2015
4617,Sebaste,19.8,20.5,13.1,26.4,2015
4618,Senator Ninoy Aquino,51.0,5.2,46.6,55.3,2015
4619,Sergio Osmena,67.9,5.8,61.4,74.4,2015
4620,Sevilla,26.0,14.3,19.9,32.1,2015
4621,Shariff Aguak,60.2,17.8,42.6,77.8,2015
4622,Shariff Saydona Mustapha,52.0,17.1,37.3,66.6,2015
4623,Siasi,46.1,12.3,36.8,55.4,2015
4624,Siaton,52.9,5.5,48.1,57.7,2015
4625,Siay,46.2,8.4,39.8,52.6,2015
4626,Siayan,68.4,5.7,62.0,74.8,2015
4627,Sibagat,46.2,9.2,39.2,53.2,2015
4628,Sibalom,20.1,12.1,16.1,24.1,2015
4629,Sibonga,27.6,10.2,23.0,32.2,2015
4630,Sibuco,67.1,6.9,59.4,74.7,2015
4631,Sibulan,21.6,11.4,17.6,25.7,2015
4632,Sibunag,25.0,15.2,18.7,31.2,2015
4633,Sibutad,40.8,8.5,35.1,46.5,2015
4634,Sibutu,26.3,22.7,16.5,36.0,2015
4635,Sierra Bullones,31.6,9.4,26.7,36.5,2015
4636,Sigay,21.4,21.7,13.8,29.1,2015
4637,Sigma,18.3,17.3,13.1,23.5,2015
4638,Sikatuna,19.4,16.8,14.0,24.7,2015
4639,Silago,41.7,9.8,35.0,48.4,2015
4640,Silang,6.9,9.1,5.8,7.9,2015
4641,Silay,16.0,20.1,10.7,21.3,2015
4642,Silvino Lobos,78.5,5.1,71.8,85.1,2015
4643,Simunul,21.8,25.6,12.6,31.0,2015
4644,Sinacaban,29.5,13.6,22.9,36.1,2015
4645,Sinait,12.2,12.4,9.7,14.7,2015
4646,Sindangan,48.4,6.0,43.6,53.1,2015
4647,Siniloan,8.6,19.7,5.8,11.4,2015
4648,Siocon,48.2,7.2,42.5,53.9,2015
4649,Sipalay,24.1,19.1,16.5,31.7,2015
4650,Sipocot,41.8,5.6,38.0,45.6,2015
4651,Siquijor,25.2,9.8,21.2,29.3,2015
4652,Sirawai,54.4,10.4,45.0,63.7,2015
4653,Siruma,59.2,6.9,52.5,65.9,2015
4654,Sison (PS),10.0,14.6,7.6,12.4,2015
4655,Sison (SN),36.8,12.2,29.4,44.2,2015
