city_municipality,Presence of Investment Promotion Unit,Active Establishments in the Locality,Productivity,Employment Generation,Poverty Incidents,Cluster_Id,Vulnerability
Busuanga,0.0,0.4074295785525052,0.019447119434432003,0.0,0.19393742557107288,1,high
Butig,0.75,0.3745346494644546,0.00010399529109321925,0.0,1.0,0,medium
Butuan,1.0,0.3091622396270342,0.052725612584262165,0.05782188282045568,0.30449025339268543,0,medium
Buug,1.0,0.0006679173418893528,0.1760640278208202,0.06638467756934482,0.29455578268982163,0,medium
Caba,1.0,0.11755345217252611,0.06582901926200778,0.08074807521264273,0.01167809767622541,0,medium
Cabadbaran,1.0,0.1790853372940827,0.07030081677901621,0.037105443911852935,0.2145705570308669,0,medium
Cabagan,1.0,0.07898122567841598,0.03515040838950811,0.049167015009750535,0.15903941310203848,0,medium
Cabanatuan,1.0,0.5755777693731499,0.3236333458820983,0.3826556449073469,0.011805462685236492,2,low
Cabangan,0.7996400000000001,0.278938979906541,0.08798001626486349,0.1368205698585942,0.09930522387584459,0,medium
Cabanglasan,1.0,0.30114723152436196,0.1440334781641087,0.18092356646846405,0.40561807054747845,0,medium
Cabarroguis,1.0,0.405342336859101,0.2283736592407095,0.27667955075711675,0.09051703825408047,0,medium
Cabatuan (IA),1.0,0.6005411800262644,0.36481548115501317,0.519752433951389,0.11242381980398525,2,low
Cabatuan (IO),1.0,0.2791059592420133,0.03868624828667756,0.07678893355455421,0.1435008820026874,0,medium
Cabiao,1.0,0.15854687903098513,0.0443019940057114,0.06776577349658501,0.04479300001910476,0,medium
Cabucgayan,1.0,0.13976170379034708,0.20268682234068433,0.2767716238189328,0.3269064949786345,0,medium
Cabugao,1.0,0.09718197324490084,0.03847825770449112,0.053770668100551144,0.056255850830101456,0,medium
Cabusao,0.0,0.24011628440922236,0.05407755136847401,0.0933620846814364,0.3295811601678671,1,high
Cabuyao,1.0,0.46912844300953416,1.0,1.0,0.0,2,low
Cadiz,1.0,0.19069040110941024,0.11314687670942254,0.050179818689726666,0.28856962726630114,0,medium
Cagayan De Oro,1.0,0.7597559763991388,0.20944651626174357,0.22493449001651789,0.26704494074342955,2,low
Cagayancillo,0.0,0.0,0.0,0.0,0.16566239357061432,1,high
Cagdianao,1.0,0.20772229332758874,0.24480491523343811,0.22732838962373422,0.4411529080615682,0,medium
Cagwait,1.0,0.24470821613471166,0.12469035402076989,0.10551572884115001,0.32805278005973415,0,medium
Caibiran,0.79912,0.18927107675789537,0.0918278420353126,0.13571569311680204,0.3686822179342669,0,medium
Cainta,1.0,1.0,1.0,1.0,0.0191926332078788,2,low
Cajidiocan,0.0,0.19494837416395486,0.1036833052199396,0.12834984817152106,0.3377325207445758,1,high
Calabanga,1.0,0.1127110514438283,0.013727378424304942,0.023754849948531158,0.3131510740054385,0,medium
Calaca,1.0,0.1783339302844572,0.22982959331601455,0.1610357851162054,0.10312617414617681,0,medium
Calamba (LA),1.0,0.9639717036818085,1.0,1.0,0.2778709665093709,2,low
Calamba (MC),1.0,0.4079305165589222,0.5747819738722227,0.5521621517106254,0.0,2,low
Calanasan,0.5,0.07664351498180325,0.001143948202025412,0.013350593963321776,0.351742671735794,1,high
Calanogas,1.0,0.09367540719998173,0.044197998714618186,0.05128469543151881,1.0,0,medium
Calapan,1.0,0.4514286334494663,0.16129669648558306,0.1927089183809136,0.06313356131669948,0,medium
Calape,1.0,0.3721969387678418,0.2311815321002264,0.2204229099875333,0.1936826955530507,0,medium
Calasiao,1.0,0.3689408417261313,0.17315215967021008,0.23220826189998284,0.07166701692044146,0,medium
Calatagan,0.0,0.10127296696397313,0.046173909245389354,0.05036396481335869,0.12121200542574939,1,high
Calatrava (NO),0.759,0.07689398398501175,0.006135722174499936,0.005892675956224783,0.2604219602748537,0,medium
Calatrava (RN),0.0,0.0,0.0,0.0,0.4045991504753899,1,high
Calauag,0.25,0.1116256857632581,0.051165683217863876,0.0654639469511847,0.09650319367760095,1,high
Calauan,0.0,0.06871199654686717,0.022670973458321798,0.04907494194793452,0.02352304351425533,1,high
Calayan,0.0,0.41753182834858166,0.13467390196571893,0.1889339228464571,0.509420552891504,1,high
Calbayog,1.0,0.2589014596498604,0.12448236343858345,0.05386274116236716,0.2734131911939833,0,medium
Calbiga,0.79976,0.1348358133939131,0.04731785744741476,0.07614442212184211,0.2886969922753122,0,medium
Calinog,1.0,0.10235833264454332,0.03442244135185557,0.055612129336871395,0.3162078342217043,0,medium
Calintaan,0.0,0.4520130611236195,0.285987050506353,0.37749955344565017,0.21367900196778938,1,high
Caloocan,1.0,0.35691832957212294,0.2198460453710655,0.14630409522564344,0.09815893879474494,0,medium
Calubian,0.0,0.17440991590085725,0.07269270847416026,0.09722915327770892,0.3458838813212846,1,high
Calumpit,0.25,0.31926448942311064,0.1550569790199899,0.2466637326050968,0.03231122913601947,1,high
Caluya,0.0,0.018200747566484866,0.0,0.004603653090800612,0.3576014621503034,1,high
Camalaniugan,1.0,0.2821115872805154,0.13789775598960874,0.1814760048393601,0.1440103420387317,0,medium
Camalig,0.75,0.08933394447770093,0.025582841608931938,0.03351459450102846,0.24017092384209288,0,medium
Camaligan,0.75,0.18434518636146138,0.018511161814593027,0.030199964275652014,0.19419215558909503,0,medium
Camiling,0.5,0.2948020167764131,0.0918278420353126,0.1691382145560145,0.05167071050570278,0,medium
Can-Avid,0.25,0.07739492199142876,0.08943595034016855,0.23128753128182272,0.6369129269115895,1,high
Canaman,1.0,0.0018367726901957204,0.0810123317616178,0.1662839496397181,0.1494870374262079,0,medium
Candaba,1.0,0.12949247465879826,0.03702232362918605,0.05487554484234329,0.06109572117252228,0,medium
Candelaria (QN),1.0,0.25798307330476256,0.22826966394961626,0.32704351557047545,0.05141598048768063,0,medium
Candelaria (ZA),1.0,0.2048001549568228,0.2128783608678198,0.19740464453353024,0.09739474874067847,0,medium
Candijay,0.53296,0.24604405081849037,0.09026791266891432,0.14915836014193984,0.24462869915748042,0,medium
Candon,1.0,0.47614157509937244,0.21267037028563338,0.2829405189606056,0.04339198491998293,0,medium
Candoni,0.25,0.07146715558216075,0.020591067636457416,0.0293713067193079,0.2876780722032236,1,high
Canlaon,0.75,0.13183018535541102,0.02350293578706755,0.026240822617563487,0.27264900113991686,0,medium
Cantilan,0.5,0.2032138512698356,0.04149412114619448,0.052021279926046916,0.2162263021480109,1,high
Caoayan,1.0,0.22208251617820982,0.08849999272032959,0.12457485263706455,0.023650408523266404,0,medium
Capalonga,0.5,0.21089490070156314,0.05709341481017737,0.08940294302334789,0.46497016474663916,1,high
Capas,1.0,0.2907110230573408,0.16337660230744744,0.19731257147171422,0.08325723274044923,0,medium
Capoocan,0.0,0.07196809358857777,0.04274206463931311,0.0730139380200977,0.39046163447516063,1,high
Capul,0.0,0.07338741794009265,0.06468507105998238,0.09501939979412463,0.4477758885301441,1,high
Caraga,0.75,0.033312377426731474,0.008007637414177883,0.01684937031233024,0.4820370759541231,0,medium
Caramoan,0.0,0.023794555304808195,0.00010399529109321925,0.0,0.29455578268982163,1,high
Caramoran,0.75,0.1274887226331302,0.03275851669436407,0.0775255180490823,0.41593463627737554,0,medium
Carasi,1.0,0.022876168959710334,0.022670973458321798,0.023662776886715146,0.057529500920212195,0,medium
Carcar,1.0,0.1151322518081772,0.1144988154936344,0.04529994641347802,0.14783129230906394,0,medium
Cardona,1.0,0.25481046593078815,0.32800114810801356,0.654547396450031,0.03231122913601947,2,low
Carigara,0.75,0.09718197324490084,0.031406577910152216,0.042906046806261706,0.29048010240146727,0,medium
Carles,0.5,0.0659568375115736,0.0005199764554660963,0.013903032334217849,0.4279069471244165,1,high
Carmen (AN),1.0,0.3029840042145577,0.0766445295357026,0.11472303502275125,0.29048010240146727,0,medium
Carmen (BL),1.0,0.12289679090764091,0.03847825770449112,0.07936697928540255,0.32015614950104754,0,medium
Carmen (CU),0.0,0.5021903514330572,0.362839570624242,0.4206818194373599,0.15165224257939616,1,high
Carmen (DN),1.0,0.31492302670082983,0.11002701797662598,0.15413030548000448,0.47261206528730354,0,medium
Carmen (NC),0.75,0.1329155510359812,0.0470058715741351,0.059847490180407956,0.3181183093568704,0,medium
Carmen (SS),0.7972400000000001,0.23969883607054152,0.11241890967177001,0.14805348340014768,0.1525437976424737,0,medium
Carmona,1.0,0.41335734496177323,1.0,1.0,0.023140948487222108,2,low
Carranglan,0.5,0.054685732367190765,0.00696768450324569,0.01316644783968975,0.06988390679428641,1,high
Carrascal,0.25,0.2726772548263283,0.3919582521303434,0.293528921069447,0.2653891956262856,1,high
Casiguran (AU),0.25,0.06011256077004175,0.014247354879771038,0.0263328956793795,0.13280222124575713,1,high
Casiguran (SO),0.0,0.1494465052477427,0.12656226926044783,0.17420223295589515,0.3615497774296467,1,high
Castilla,0.7996400000000001,0.15203468494756395,0.10285134289119384,0.15901017775625312,0.42281234676397356,0,medium
Castillejos,1.0,0.9690645734137149,0.2506286515346584,0.43467692483339376,0.06173254621757765,2,low
Cataingan,0.78976,0.09384238653545407,0.00967156207166939,0.02025607359952269,0.2703564309777175,0,medium
Catanauan,0.26668,0.12581892927840685,0.022878964040508234,0.027806064668435698,0.11649950009233964,1,high
Catarman (CM),1.0,0.548026179020214,0.32852112456347965,0.5383511924382235,0.3576014621503034,2,low
Catarman (NS),0.0,0.08140242604276487,0.10389129580212604,0.15330164792366038,0.3104764088162059,1,high
Catbalogan,1.0,0.13692305508731734,0.08590011044299911,0.06647675063116083,0.21406109699482262,0,medium
Cateel,1.0,0.04925890396433977,0.006551703338872813,0.019243269919546557,0.38855115933999457,0,medium
Catigbian,1.0,0.3332072639350509,0.11917860359282927,0.1799107627884879,0.26500710059925237,0,medium
Catmon,0.75,0.16447464544025314,0.09713160188106679,0.09004745445605997,0.17712524438161106,0,medium
Catubig,0.25,0.06553938917289275,0.02891069092391495,0.041985316188101585,0.5340019996306413,1,high
Cauayan (IA),1.0,0.3462316521018933,0.3234253552999119,0.13433459718956187,0.31926459443797006,0,medium
Cauayan (NO),0.78976,0.11663506582742823,0.012375439640093092,0.052297499111494956,0.13280222124575713,0,medium
Cavinti,0.75,0.13500279272938545,0.1425775440888036,0.11140840479737481,0.005946672270727069,0,medium
Cavite,1.0,0.2583170319757072,0.05033372088911812,0.03876275902454115,0.04415617497404939,0,medium
Cawayan,0.75,0.05844276741531838,0.013727378424304942,0.020071927475890667,0.28105509173464777,0,medium
Cebu,1.0,0.9587118546144299,0.4682907957927663,0.3700416354385532,0.15037859248928542,2,low
Cervantes,1.0,0.30365192155644705,0.10191538527135488,0.14842177564741174,0.11458902495717352,0,medium
Clarin (BL),1.0,0.11137521676004958,0.1425775440888036,0.1527492095527643,0.1936826955530507,0,medium
Clarin (MC),0.79988,0.10736771270871347,0.2659159593253616,0.24951799752139317,0.25876621515770976,0,medium
Claver,1.0,0.18250841367126566,0.02766274743079632,0.1872766077337689,0.38383865400658473,0,medium
Claveria (CG),1.0,0.42128886339670935,0.29337071617397154,0.30595878441460866,0.4347846576110145,0,medium
Claveria (MO),1.0,0.3187635514166936,0.02953466267047427,0.05524383708960734,0.2535442497882557,0,medium
Claveria (MS),0.0,0.08649529577467119,0.012167449057906654,0.013074374777873739,0.11369746989409599,1,high
Columbio,1.0,0.07246903159499478,0.021527025256296385,0.04309019292989373,0.4331289124938706,0,medium
Compostela (CU),0.5,0.480900486160334,0.6529864327743237,0.6103523267783452,0.13000019104751354,2,low
Compostela (DDO),0.76924,0.17090334985593816,0.06738894862840607,0.09640049572136482,0.2936642276267441,0,medium
Concepcion,0.0,0.05084520765132699,0.0002079905821864385,0.0,0.19088066535480708,1,high
Concepcion (IO),1.0,0.21665568777535885,0.41223733389352113,0.25163567794316144,0.6078737048570646,0,medium
Concepcion (RN),0.0,0.0,0.0,0.0,0.3439734061861185,1,high
Concepcion (TC),1.0,0.25314067257606476,0.28442712113995466,0.2876362451132222,0.09752211374968955,0,medium
Conner,0.0,0.1356707100712748,0.025998822773304814,0.06564809307481673,0.27328582618497216,1,high
Consolacion,0.78976,0.36802245538103345,0.22525380050791288,0.24049483746342395,0.05612848582109037,0,medium
Corcuera,0.0,0.0,0.0,0.0,0.2255239478058193,1,high
Cordon,1.0,0.4081809855621307,0.28109927182497163,0.3376319176793169,0.21304217692273403,0,medium
Cordova,1.0,0.3468995694437826,0.4623630642004528,0.4937878305192736,0.08669608798374823,2,low
Corella,1.0,0.28937518837356213,0.11023500855881241,0.1180376652481277,0.10070623897496642,0,medium
Coron,0.25,0.21982829514933325,0.0002079905821864385,0.0,0.18935228524667416,1,high
Cortes (BL),0.26668,0.15520729232153838,0.33413687028251343,0.3975714809215409,0.13127384113762428,1,high
Cortes (SS),0.75,0.2742635585133155,0.07321268492962636,0.11371023134277511,0.33340211043819934,0,medium
Cotabato,1.0,0.6108104091578132,0.17315215967021008,0.24426983299788044,0.5923351737577135,0,medium
Cuartero,0.75,0.1678142321496999,0.07310868963853313,0.135163254745906,0.053453820631857815,0,medium
Cuenca,0.0,0.6068863947742132,0.3262332281594288,0.42841595662990495,0.12044781537168295,1,high
Culaba,0.0,0.0012523450160425366,0.07716450599116868,0.1331376473859537,0.3382419807806201,1,high
Culasi,1.0,0.2847832566480728,0.23409340025083653,0.2625002992374509,0.25965777022078723,0,medium
Culion,0.0,0.3023995765404045,0.18386367465281164,0.2430728831942723,0.17292219908424558,1,high
Currimao,1.0,0.09325795886130088,0.1620246635232356,0.11591998482635942,0.026834533748543266,0,medium
Cuyapo,1.0,0.11496527247270484,0.014247354879771038,0.03627678635550882,0.04721293519031518,0,medium
Cuyo,0.0,0.17415944689764876,0.0561574571903384,0.026977407112091584,0.11700896012838394,1,high
Daan Bantayan,0.7795200000000001,0.2260900202295459,0.03099059674577934,0.04704933458798225,0.1987772959134937,0,medium
Daet,1.0,0.40116785347229256,0.280787285951692,0.3956379466234046,0.15967623814709386,2,low
Dagami,0.0,0.11362943778892615,0.06125322645390614,0.10873828600471044,0.4010329302230798,1,high
Dagohoy,0.0,0.32085079311009784,0.09276379965515158,0.13829373884765037,0.32232135465423584,1,high
Daguioman,0.79988,0.04800655894829724,0.01123149143806768,0.019611562166810606,0.28716861216717926,0,medium
Dagupan,1.0,0.4638685939421555,0.3938301673700213,0.3847733253291151,0.08911602315495863,2,low
Dalaguete,1.0,0.19252717379960596,0.05490951369721977,0.09198098875419623,0.29302740258168875,0,medium
Damulog,1.0,0.19503186383169102,0.0933877714017109,0.17751686318127158,0.42344917180902886,0,medium
Danao (BL),0.75,0.13842586910656837,0.06302114640249087,0.08258953644896298,0.3439734061861185,0,medium
Danao (CU),1.0,0.3074089566045747,0.43688421788261406,0.3618471329369281,0.15419954275961767,2,low
Dangcagan,1.0,0.11655157615969207,0.14590539340378664,0.16149615042528545,0.3241044647803909,0,medium
Danglas,1.0,0.10002062194793059,0.001663924657491508,0.0022097534835842933,0.26780913079749596,0,medium
Dao,1.0,0.16422417643704465,0.10753113099038872,0.13939861558944253,0.055873755803068234,0,medium
Dapa,0.0,0.39849618410473514,0.11637073073331235,0.10220109861577359,0.4574556292149857,1,high
Dapitan,1.0,0.15979922404702765,0.0162232654105422,0.036553005540956855,0.317481484311815,0,medium
Daraga,1.0,0.28712096734468556,0.008839599742923638,0.14851384870922774,0.14413770704774279,0,medium
Daram,1.0,0.17491085390727426,0.08361221403894828,0.1444626339893232,0.4965566869813856,0,medium
Dasmarinas,1.0,1.0,0.9649723060539814,1.0,0.04008049468569501,2,low
Dasol,0.79988,0.5216434440155846,0.3462003240493269,0.5558450741832659,0.13942520171433304,2,low
Datu Abdullah Sangki,1.0,0.03364633609767615,0.31115391095091205,0.3145215791634978,0.8271962503741347,0,medium
Datu Anggal Midtimbang,0.75,0.035232639784663365,0.027246766266423444,0.04410299660986986,0.8569996624827261,0,medium
Datu Blah Sinsuat,0.0,0.0003339586709446764,0.000415981164372877,0.00036829224726404896,0.8692267033477892,1,high
Datu Hoffer Ampatuan,0.5,0.03130862540106341,0.0,0.0,0.8675709582306452,1,high
Datu Odin Sinsuat,1.0,0.2502185342052988,0.010607519691508365,0.09142855038330015,0.5834196231269383,0,medium
Datu Paglas,1.0,0.18442867602919757,0.8966473998057364,0.7687179931018862,0.8007043284998312,2,low
Datu Piang,0.25,0.030974666730118738,0.011023500855881241,0.01703351643596226,0.6357666418304898,1,high
Datu Salibo,0.0,0.0764765356463309,0.0035358398971694544,0.0263328956793795,0.7274694483184634,1,high
Datu Saudi-Ampatuan,0.0,0.26040427366911145,0.000415981164372877,0.0,0.7655515860127746,1,high
Datu Unsay,1.0,0.07856377733973513,0.0005199764554660963,0.0,0.833055040788644,0,medium
Dauin,0.26668,0.4539333234815514,0.22317389468604854,0.3743690693439058,0.19495634564316144,1,high
Dauis,0.7989600000000001,0.49116971529188286,0.13259399614385456,0.19160404163912148,0.10962178960574162,0,medium
Davao,1.0,1.0,0.6920886622253741,0.5535432476378656,0.11726369014640609,2,low
Del Carmen,0.79976,0.49125320495961905,0.10337131934665994,0.12899435960423314,0.4244680918811175,0,medium
Del Gallego,1.0,0.12798966063954723,0.06915686857699081,0.06362248571486445,0.36167714243865784,0,medium
Delfin Albano,1.0,0.27200933748443895,0.08673207277174486,0.12429863345161653,0.18795127014755236,0,medium
Diadi,1.0,0.1516172366088831,0.05324558903972826,0.08074807521264273,0.15458163778665088,0,medium
Diffun,1.0,0.16338927975968295,0.04970974914255881,0.07430296088552187,0.10758394946156444,0,medium
Digos,1.0,0.45092769544304934,0.062189184073745116,0.3252020543341552,0.041608874793827896,0,medium
Dilasag,0.5,0.1557082303279554,0.08725204922721096,0.12549558325522467,0.135986346471034,1,high
Dimasalang,0.0,0.0,0.03972620119760975,0.05607249464595145,0.4043444204573677,1,high
Dimataling,1.0,0.1583798996955128,0.0470058715741351,0.04355055823897379,0.43771405281826925,0,medium
Dimiao,1.0,0.08950092381317329,0.06603700984419422,0.09271757324872432,0.2548178998783664,0,medium
Dinagat,0.79976,0.20121009924416752,0.07217273201869416,0.1250352179461446,0.42204815670990703,0,medium
Dinalungan,1.0,0.10219135330907098,0.02662279451986413,0.04548409253711004,0.15980360315610492,0,medium
Dinalupihan,1.0,0.4337288238893985,0.12895416095559187,0.2023765898715949,0.05294436059581352,0,medium
Dinapigue,0.5,0.023878044972544366,0.0032238540238897968,0.011232913541553494,0.5427901852524055,1,high
Dinas,1.0,0.0,0.06832490624824504,0.06647675063116083,0.44089817804354614,0,medium
Dingalan,1.0,0.3853883062701566,0.16576849400259147,0.3090892685163531,0.134203236344879,0,medium
Dingle,1.0,0.23193429697107776,0.1690963433175745,0.16149615042528545,0.19470161562513932,0,medium
Dingras,1.0,0.08165289504597338,0.023086954622694677,0.019887781352258643,0.04899604531647021,0,medium
Dipaculao,1.0,0.4618648419164875,0.19582313312853186,0.24721617097599288,0.1166268651013507,0,medium
Diplahan,0.0,0.24788082350868607,0.0674929439194993,0.08212917113988291,0.3400250909067752,1,high
Dipolog,1.0,0.4930899776498147,0.21683018192936213,0.27041858255362794,0.20043304103063764,0,medium
Ditsaan-Ramain,1.0,0.055186670373607784,0.0023918916951440427,0.0180463201159384,0.9015774156366021,0,medium
Divilacan,0.78976,0.026215755669157098,0.001247943493118631,0.005800602894408771,0.5780702927484731,0,medium
Dolores (AA),1.0,0.3519924391756889,0.1312420573596427,0.2500704358922892,0.171903279012157,0,medium
Dolores (ES),0.79976,0.18902060775468685,0.10711514982601583,0.13148033227326547,0.6769055397410669,0,medium
Dolores (QN),0.75,0.2578160939692902,0.12458635872967667,0.18018698197393596,0.052816995586802445,0,medium
Don Carlos,1.0,0.10912099573117302,0.05865334417657566,0.0715407690310415,0.3167172942577485,0,medium
Don Marcelino,1.0,0.17841741995219337,0.030054639125940363,0.062241389787624266,0.4546535990167421,0,medium
Don Victoriano Chiongbian,0.5,0.0710497072434799,0.019031138270059124,0.01933534298136257,0.42727012207936116,1,high
Dona Remedios Trinidad,1.0,0.03306190842352297,0.02391891695144043,0.031673133264708206,0.44459176330486727,0,medium
Donsol,1.0,0.10978891307306238,0.05719741010127059,0.07402674170007384,0.1176457851734393,0,medium
Duenas,1.0,0.26432828805271136,0.09120387028875329,0.12135229547350412,0.24717599933770196,0,medium
Duero,0.5,0.19202623579318895,0.059797292378601076,0.010035963737945333,0.23342057836450592,1,high
Dulag,0.75,0.19653467785094206,0.22431784288807394,0.20302110130430698,0.2857675970680575,0,medium
Dumaguete,1.0,0.7446443465388922,0.19145533090261665,0.05321822972965507,0.012824382757325083,0,medium
Dumalag,0.79912,0.16422417643704465,0.00852761386964398,0.002854264916296379,0.02479669360436607,0,medium
Dumalinao,0.75,0.12289679090764091,0.06229317936483834,0.06933101554745721,0.38995217443911634,0,medium
Dumalneg,0.53268,0.0367354538039144,0.12354640581874447,0.13746508129130625,0.06351565634373268,0,medium
Dumangas,1.0,0.22066319182669492,0.03223854023889797,0.1301913094078413,0.15216170261544046,0,medium
Dumanjug,1.0,0.2614061496819455,0.32477729408412376,0.31479779834894583,0.25609154996847716,0,medium
Dumaran,0.25,0.3022325972049322,0.017679199485847275,0.03038411039928404,0.16973807385896872,1,high
Dumarao,1.0,0.057774850073429015,0.024438893406906526,0.03517190961371667,0.0763795222538512,0,medium
Dumingag,1.0,0.1456894701996151,0.01549529837288967,0.02062436584678674,0.47847085570181297,0,medium
Dupax Del Norte,1.0,0.3922344590245225,0.1608807153212102,0.1708876027305187,0.15318062268752908,0,medium
Dupax Del Sur,1.0,0.06378610615043319,0.010711514982601584,0.019059123795914533,0.17559686427347815,0,medium
E. B. Magalona,1.0,0.10669979536682411,0.02339894049597433,0.049259088071566544,0.16298772838138179,0,medium
Echague,1.0,0.39206747968905015,0.08829200213814316,0.08645660504523549,0.1799272745798547,0,medium
El Nido,0.5,0.6955524219100248,0.029950643834847145,0.05726944444955961,0.14184513688554343,0,medium
El Salvador,1.0,0.108620057724756,0.09213982790859226,0.10091207575034941,0.10210725407408824,0,medium
Enrile,0.0,0.32227011746161277,0.09962748886730405,0.17272906396683896,0.2470486343286909,1,high
Enrique Villanueva,0.79912,0.0994361942737774,0.03743830479355893,0.07071211147469739,0.1554731928497284,0,medium
Escalante,1.0,0.07372137661103732,0.04731785744741476,0.019979854414074655,0.2944284176808105,0,medium
Esperanza (AS),1.0,0.07372137661103732,0.017263218321474396,0.036460932479140847,0.37555992842086494,0,medium
Esperanza (MS),0.0,0.0,0.0,0.0,0.5537435760273579,1,high
Esperanza (SK),1.0,0.14017915212902793,0.07196474143650772,0.11168462398282285,0.32232135465423584,0,medium
Estancia,1.0,0.08156940537823722,0.01799118535912693,0.027069480173907597,0.26233243541001977,0,medium
Famy,0.25,0.14143149714507045,0.1436174969997358,0.22097534835842936,0.007475052378859957,1,high
Ferrol,0.25,0.12723825362992172,0.023606931078160774,0.04520787335166201,0.2299817231212069,1,high
Flora,1.0,0.12197840456254307,0.13623383133211722,0.15910225081806914,0.1986499309044826,0,medium
Floridablanca,1.0,0.32928324955145094,0.10295533818228707,0.1708876027305187,0.009258162505014999,0,medium
Gabaldon,1.0,0.15387145763775964,0.11335486729160899,0.24482227136877655,0.06287883129867732,0,medium
Gainza,0.0,0.05142963532548017,0.03286251198545729,0.04686518846435023,0.30423552337466325,1,high
Galimuyod,1.0,0.1548733336505937,0.07217273201869416,0.08792977403429168,0.06007680110043369,0,medium
Gamay,1.0,0.14393618717715553,0.06832490624824504,0.08995538139424394,0.3981035350158251,0,medium
Gamu,1.0,0.32636111118068506,0.1772079760228456,0.20302110130430698,0.1662992186156697,0,medium
Ganassi,0.0,0.0,0.0,0.0,0.9171159467359532,1,high
Gandara,0.0,0.05117916632227166,0.005927731592313498,0.0210847311558668,0.3711021531054773,1,high
Gapan,1.0,0.1461904082060321,0.12354640581874447,0.09013952751787598,0.04020785969470607,0,medium
Garchitorena,0.0,0.026967162678782623,0.00280787285951692,0.015468274385090054,0.4963019569633634,1,high
Garcia-Hernandez,0.75,0.24737988550226905,0.26934780393143787,0.23727228029986352,0.1962299957332722,0,medium
Gasan,0.5320400000000001,0.49843331638492955,0.19842301540586232,0.22364546715109374,0.1713938189761127,0,medium
Gattaran,1.0,0.2772691865518176,0.0018719152396779466,0.02550423812303539,0.18451241490425335,0,medium
Gen S.K Pendatun,1.0,0.12055908021102818,0.024022912242533646,0.029095087533859868,0.13840628164224444,0,medium
Gen. Emilio Aguinaldo,0.75,0.5644736435642393,0.22442183817916714,0.1567083512108528,0.4900610715218208,0,medium
Gen. Mariano Alvarez,1.0,0.5087025455164783,0.10160339939807521,0.225855220634678,0.20590973641811383,0,medium
General Luna  (SN),0.0,0.6020439940455153,1.0,1.0,0.7101478070929573,2,low
General Luna (QN),0.5,0.1548733336505937,0.058549348885482445,0.08028770990356267,0.05740213591120112,1,high
General Macarthur,0.5,0.1094549544021177,0.046589890409762226,0.04124873169357348,0.20883913162536855,1,high
General Mamerto Natividad,0.79988,0.23769508404487344,0.1451774263661341,0.20559914703515533,0.2344394984365945,0,medium
General Nakar,1.0,0.02963883204634003,0.009879552653855829,0.017862173992306375,0.03702373446942922,0,medium
General Santos,1.0,0.22993054494540968,0.287442984581658,0.2517277510049774,0.01982945825293417,0,medium
General Tinio,1.0,0.12197840456254307,0.015599293663982888,0.03774995534456502,0.05307172560482459,0,medium
General Trias,1.0,0.8065936799991297,1.0,0.6300559620069718,0.9120213463755101,2,low
Gerona,1.0,0.3433930033988635,0.13197002439729524,0.1602992006216773,0.05014233039756988,0,medium
Getafe,0.79988,0.09801686992226254,0.05750939597455025,0.09612427653591678,0.40383496042132344,0,medium
Gigaquit,0.25,0.1077851610473943,0.04097414469072838,0.10054378350308536,0.47172051022422606,1,high
Gigmoto,0.0,0.027217631681991126,0.044197998714618186,0.06187309754036022,0.31760884932082606,1,high
Ginatilan,1.0,0.1824249240035295,0.11013101326771918,0.12383826814253647,0.2242502977157086,0,medium
Gingoog,1.0,0.17958627530049975,0.07955639768631273,0.07513161844186599,0.26156824535595335,0,medium
Giporlos,0.5,0.37253089743878653,0.020591067636457416,0.03268593694468434,0.6286342013258697,1,high
Gitagum,1.0,0.17766601294256784,0.09099587970656685,0.15173640587278817,0.1738137541473231,0,medium
Glan,0.5,0.054685732367190765,0.00696768450324569,0.01316644783968975,0.47261206528730354,1,high
Gloria,0.25,0.3566678605689144,0.16649646104024401,0.5052048901844591,0.15432690776862873,1,high
Goa,1.0,0.23118288996145223,0.09172384674421938,0.1143547427754872,0.3358220456094097,0,medium
Godod,0.0,0.13116226801352165,0.004367802225915208,0.006260968203488832,0.7273420833094523,1,high
Gonzaga,1.0,0.2437063401218776,0.036710337755906396,0.049811526442462624,0.12732552585828094,0,medium
Governor Generoso,0.75,0.11738647283705377,0.005823736301220278,0.04732555377343029,0.41848193645759696,0,medium
Gregorio Del Pilar,1.0,0.07664351498180325,0.036190361300440295,0.04971945338064661,0.09599373364155667,0,medium
Guagua,1.0,0.3891453413182842,0.21464628081640455,0.32547827351960323,0.01779161810875698,0,medium
Gubat,0.78976,0.12765570196860257,0.036190361300440295,0.07172491515467352,0.3080564736449955,0,medium
Guiguinto (BU),1.0,0.47196709171256396,0.465274932351063,0.5095323240898118,0.04186360481185006,2,low
Guihulngan,1.0,0.08766415112297755,0.02007109118099132,0.007365844945280979,0.37581465843888706,0,medium
Guimba,1.0,0.18910409742242304,0.055221499570499426,0.26811675600822765,0.026834533748543266,0,medium
Guimbal,1.0,0.7236049502693777,0.37167917036716563,0.4496848339094038,0.11802788020047253,2,low
Guinayangan,0.79872,0.16138552773401488,0.08309223758348218,0.15109189444007606,0.18909755522865201,0,medium
Guindulman,0.75,0.3404708650280976,0.06135722174499936,0.04787799214432636,0.26755440077947384,0,medium
Guindulungan,0.25,0.07489023195934369,0.037958281249025026,0.07890661397632248,0.8713919085009775,1,high
