city_municipality,Presence of Investment Promotion Unit,Active Establishments in the Locality,Productivity,Cost of Doing Business,Poverty Incidents,Cluster_Id,Budget for DRRMP,Early Warning System,Land Use Plan,Annual Disaster Drill,Availability of Basic Utilities,Utilities,Transportation Vehicles,Sanitary System,Social Protection,Hospital,Health,Cost of Living,Population,Financial Deepening,Employed Population
Maconacon,0.79988,0.12298028057537708,0.01549529837288967,0.7017893431232427,0.4689184800259824,0,0.007672536156826627,0.501,0.95384,0.5526028712309639,0.2952,0.8518601606715376,0.0014049449378663059,0.9480709915558477,0.05414185165132641,0.0,0.008484902437531638,0.511724147581184,0.0,0.0,0.0048615357847414265
Macrohon,0.25,0.0,0.15734487542404071,0.4586440990476104,0.26717230575244066,1,0.0,0.42372,0.98284,0.43766636121656405,0.36252,0.5677174589021061,0.0,0.6320473277038985,0.3349173240263989,0.0,0.0,0.9854475745374534,0.03930337239064467,0.03547054844616996,0.0
Madalag,0.0,0.16355625909515525,0.06104523587171971,0.4163948556597301,0.24844964942781267,1,0.0,0.50596,0.7946,0.43635728934851853,0.5,0.8231789565153187,0.0,0.2528189310815594,0.0,0.0,0.0,0.6210072657181935,0.025921104622847718,0.06205054598981153,0.006012952154811764
Madalum,1.0,0.030807687394646403,0.00031198587327965776,0.9854305152654379,0.9144412815467206,0,0.006850478711452346,0.50596,0.2,0.6530959549679276,1.0,0.42595847756760663,0.03090878863305873,0.9480709915558477,0.0,0.0,0.0,0.7376365601704313,0.033294403521697616,0.03583716910194433,0.05577972637229636
Madamba,1.0,0.008933394447770094,0.00831962328745754,1.0000000000000002,0.9457730737634449,0,0.006850478711452346,0.502,0.2,0.549024741458306,0.7708400000000001,0.7165757481960657,0.01662518176475129,0.9480709915558477,0.0,0.0,0.01293599879820397,0.7376365601704313,0.023947698686738263,0.0,0.007804044286032289
Maddela,1.0,0.19511535349942719,0.07030081677901621,0.8301207129319448,0.08988021320902509,0,0.16632962311406294,0.50148,0.9794800000000001,0.5490683771872409,0.9511200000000001,0.8546430893916459,0.03746519834310149,0.9483238104869293,0.00100662141184405,0.1111111111111111,0.3150541642788387,0.7645725399929337,0.06429810736448961,0.2112651528899787,0.01087448793955319
Madrid,0.79976,0.1307448196748408,0.11876262242845638,0.6992442079793946,0.2453928892115469,0,0.006576459562994252,0.505,0.7892000000000001,0.5598027665052144,0.80252,0.8522577219172673,0.011239559502930447,0.7760529908479546,0.03889872741483079,0.1111111111111111,0.1971001107210218,0.9995802184962728,0.02202823947374996,0.37285320692253077,0.008955460656102627
Madridejos,1.0,0.21849246046555454,0.21475027610749775,0.7534273072639854,0.22042934744537632,0,0.007398517008368534,0.501,0.96924,0.5956713356896627,0.66072,0.8518033662078619,0.058305214921451694,0.5059412448804166,0.4387431325051709,0.0,0.045067350651807385,0.7668113746794794,0.05644276839129906,0.2072323256764607,0.02648257651161777
Magalang,0.0,0.2367766976997756,0.02641480393767769,0.6284328924216622,0.03524062434327417,1,0.01589311061056944,0.5,0.96364,0.5490683771872409,0.88736,0.8554382118831054,0.1210594221461467,0.7585579208171108,0.26229677931479245,0.2222222222222222,0.2594154597704345,0.885609540234308,0.20916246111354778,0.3117192125721552,0.0028145733490608257
Magallanes (AN),0.75,0.3630130753168633,0.369495269254208,0.7118002080223791,0.23915200377000423,2,0.009590670196033284,0.505,0.78976,0.549024741458306,0.625,0.4230051654564712,0.01568855180617375,0.6320978914901147,0.06068489082831273,0.0,0.20043843299152606,0.9994402913283635,0.03184306264805098,0.12336785066807433,0.07714489679471263
Magallanes (CE),1.0,0.3289492908805063,0.15391303081796448,0.715137162988758,0.4291805972145272,0,0.006302440414536158,0.503,0.98284,0.0,0.8753600000000001,0.8537911724365108,0.05455869508714155,0.7584567932446782,0.1308607835397265,0.0,0.15411921148827956,0.6048456778246922,0.03259831677174719,0.07378240697459126,0.4463657461306009
Magallanes (SO),1.0,0.12181142522707072,0.02683078510205057,0.755180622585303,0.14783129230906394,0,0.006850478711452346,0.503,0.97716,0.43657546799319275,0.41168,0.7211760997537959,0.01522023682688498,0.6320978914901147,0.0023727504707752606,0.0,0.05730786564365631,0.4097172421754478,0.05815166136242735,0.09037199164838135,0.024051808619247057
Magarao,0.0,0.114547824134024,0.011751467893533775,0.09384139509603362,0.1799272745798547,1,0.0,0.52392,0.9885600000000001,0.43723000392721556,0.0,0.8509514492527267,0.015454394316529365,0.6320473277038985,0.006686842235821188,0.0,0.011684127946764877,0.07445174786523617,0.037761540239504475,0.042253030577995745,0.02226071648802653
Magdalena,1.0,0.22174855750726513,0.13571385487665114,0.8065357939322848,0.07153965191143037,0,0.006850478711452346,0.503,0.9025600000000001,0.549024741458306,0.87,0.8519737495988889,0.021542489047283356,0.9483743742731455,0.497486682039213,0.0,0.07580773489270069,0.8250910401136209,0.041454280447991494,0.1107194380438587,0.01445667220199424
Magdiwang,0.0,0.23535737334826068,0.023294945204881113,0.8000881182345361,0.3038534283476301,1,0.01068674678986566,0.5151600000000001,0.9948800000000001,0.5530828642492472,0.0,0.7287297634226614,0.0119420319718636,0.6343226980836325,0.0,0.0,0.06022889763034752,0.5627276002840521,0.019821644476407108,0.2353704610071433,0.12883069829564778
Magpet,1.0,0.11471480346949635,0.02932667208828783,0.8671100103558722,0.5031796674499615,0,0.05891411691849017,0.5022000000000001,0.9545600000000001,0.547279312300912,0.9262800000000001,0.8551542395647271,0.02880137122625927,0.948273246700713,0.25460331566712724,0.0,0.17108901636334284,0.6561989484473332,0.07866881831721617,0.08798895738584797,0.029680955317368706
Magsaysay (DS),1.0,0.21164630771118867,0.1156427636956598,0.7658136316307134,0.12363194059695981,0,0.01068674678986566,0.54384,0.99428,0.5562246367325565,0.86252,0.8456127696672127,0.06743735701758269,0.948121555342064,0.8871210699522778,0.0,0.40936176842058375,0.8250910401136209,0.09095997010446583,0.4104318241394033,1.0
Magsaysay (LN),0.79976,0.0970149939094285,0.032966507276550504,0.5357334146268352,0.3005419381133421,0,0.01068674678986566,0.5151600000000001,0.97692,0.5530828642492472,0.5146000000000001,0.5738512609790797,0.012878661930441137,0.758760175961976,0.09368769283091408,0.0,0.10919095759774321,0.4609305856301795,0.02614559259970673,0.028871376642231366,0.02840160379506833
Magsaysay (MO),1.0,0.19478139482848253,0.04970974914255881,0.7779737217624327,0.37797986359207536,0,0.007398517008368534,0.504,0.94284,0.5598027665052144,0.7083200000000001,0.8519169551352133,0.014517764357951827,0.9482226829144966,0.4100544222676155,0.0,0.1918144337927234,0.6501820802272418,0.06577033084063476,0.1192433682906127,0.042090665083682345
Magsaysay (OM),0.0,0.09542869022244128,0.06770093450168574,0.8383782625097633,0.23966146380604858,1,0.006850478711452346,0.504,0.9897600000000001,0.5526028712309639,0.45832,0.7250949177474179,0.011473716992574831,0.7584567932446782,0.5509814199257825,0.0,0.06022889763034752,0.9990904734085908,0.05572405882197524,0.1327166773903207,0.05577972637229636
Magsaysay (PN),0.0,0.2099765143564653,0.00010399529109321925,0.548402531787324,0.2718848110858504,1,0.004932344672245689,0.0,0.15896,0.4675131998080027,0.42500000000000004,0.7332165260530402,0.0,0.5056378621631188,0.0,0.0,0.0,0.7376365601704313,0.014272092862427331,0.0013748274591538746,0.0
Magsingal,1.0,0.4283019954865475,0.1528730779070323,0.8679583887371549,0.028362913856676154,2,0.006850478711452346,0.504,0.98284,0.5598027665052144,0.8997600000000001,0.8517465717441862,0.0039806773239545335,0.9441270162309754,0.4449985655644875,0.1111111111111111,0.1664988232413995,0.7376365601704313,0.046633165867622665,0.2923799729800573,0.0903222174744065
Maguing,0.25,0.006929642422102035,0.0,0.6410454510233989,0.940805838412013,1,0.0,0.5,0.0,0.5527337784177684,0.0,0.1419861591892022,0.0011707874482219216,0.6320473277038985,0.008771986588926722,0.0,0.005702967212111429,0.7376365601704313,0.035737668014023616,0.0,0.0
Mahaplag,0.75,0.13825888977109604,0.05990128766969429,0.7496378838275892,0.37785249858306424,0,0.006850478711452346,0.501,0.95384,0.549024741458306,0.8500000000000001,0.8487364651693751,0.01568855180617375,0.7584567932446782,0.18823820401483732,0.0,0.04631922150324649,0.6501820802272418,0.04153955107486042,0.0898220606647198,0.050662320283094864
Mahatao,0.53336,0.06988085189517354,0.058029372430016345,0.3699037203654362,0.1991593909405269,1,0.01068674678986566,0.5038,0.79232,0.5473665837587817,1.0,0.8513490104984565,0.002341574896443843,0.6343226980836325,0.030701953061243525,0.0,0.00945857976642871,0.22669250655034057,0.0,0.00852393024675402,0.0
Mahayag,0.79976,0.16664537680139352,0.018095180650220147,0.8118522984549899,0.4225576167459513,0,0.006850478711452346,0.501,0.97144,0.436793646637867,0.7675200000000001,0.7093628513092542,0.02201080402657213,0.6320978914901147,0.12582767648050625,0.1111111111111111,0.11920592440925595,0.9993003641604545,0.07702779380420804,0.16507095026240853,0.016759504942134917
Mahinog,1.0,0.5294079831150483,0.30033840067721723,0.5678021174393226,0.3075470136089512,2,0.009042631899117096,1.0,0.95384,0.5492865558319151,1.0,0.8582211406032139,0.06181757726611746,0.9514587652323406,0.1306450789514742,0.0,0.47793647172719195,0.5397095811630047,0.017477572345949047,0.2921966626521701,0.5565179122006633
Maigo,0.5,0.048674476290186584,0.06520504751544848,0.7199446404826932,0.21100433677855684,0,0.006850478711452346,0.501,0.9846,0.549024741458306,0.8500000000000001,0.7088517011361731,0.03348452101914696,0.7584567932446782,0.030054839296486634,0.0,0.005702967212111429,0.47527312034086255,0.03075194666750368,0.13674950460383872,0.011130358244013264
Maimbung,0.79988,0.4874126802437552,0.03650234717371996,0.16567076471130537,0.8790338090416419,0,0.0046583255237875945,0.40908,0.78888,0.44333900597809484,0.062200000000000005,0.8485092873146725,0.3472555571426219,0.5056378621631188,0.049683956827445606,0.0,0.026011094357678954,1.0,0.059026990450490015,0.031529376396595525,0.025714965598237542
Mainit,1.0,0.1756622609168998,0.09005992208672788,0.817790947123969,0.46815428997191605,0,0.006576459562994252,0.57372,0.96412,0.549024741458306,0.76,0.8553814174194297,0.008195512137553452,0.7584567932446782,0.29501197519972405,0.0,0.21629546377642125,0.759535161948206,0.041807544473591335,0.11007785189625355,0.28068972399270237
Maitum,1.0,0.20872416934042276,0.027246766266423444,0.8641689653007585,0.4636965146565284,0,0.2836098186541271,0.52776,0.9897600000000001,0.547279312300912,0.9547599999999999,0.8588458797036463,0.02926968620554804,0.9483238104869293,0.1517122270707818,0.0,0.22255481803361674,0.5446769956237778,0.070653379391537,0.12318454034018715,0.091985374453397
Majayjay,0.75,0.16230391407911274,0.07924441181303307,0.6068275229783284,0.011805462685236492,0,0.006850478711452346,0.0,0.98284,0.43723000392721556,0.8058400000000001,0.3572371765200328,0.05596364002500785,0.6320978914901147,0.5785916072220765,0.1111111111111111,0.09861960374114642,0.8250910401136209,0.04141251524299447,0.1171352995199101,0.011130358244013264
Makati,1.0,0.8747212488718438,1.0,0.29100453090614165,0.0,2,0.9999999999999999,1.0,0.97648,0.8181699175284722,0.9962,0.9520455945954386,0.7272931628354576,0.8784952217222026,0.683855446289197,0.5555555555555556,0.45832382838797947,0.4206315612723577,1.0,0.6813644887566601,0.8338813222353847
Makato,1.0,0.1637232384306276,0.07841244948428731,0.23693454873905528,0.15076068751631863,0,0.005206363820703783,0.501,0.7946,0.5454466116856481,0.6784,0.8512922160347807,0.01404944937866306,0.5056378621631188,0.1107283553028455,0.0,0.09027379806488578,0.6501820802272418,0.044762432727130895,0.16433770895085978,0.02341213285809687
Makilala,1.0,0.19920634721849947,0.04565393278992325,0.8602098661881059,0.23061854816626232,0,0.05480382969161877,0.50072,0.97272,0.547279312300912,0.97144,0.8551542395647271,0.19809723623914913,0.9482226829144966,0.4785046782730109,0.2222222222222222,0.3151932610401097,0.6561989484473332,0.13896733303167189,0.2003581883806913,0.13382016923261925
Malabang,0.0,0.6244192249988088,0.0,0.12687159340730814,0.8764865088614204,1,0.008494593602200909,0.5,1.0,0.5598027665052144,0.0,0.0,0.0,0.6320473277038985,0.0,0.1111111111111111,0.0013909676127101046,0.7376365601704313,0.06954312102536607,0.2016413606759016,0.011130358244013264
Malabon,1.0,0.11438084479855168,0.11252290496286324,0.43483294581294163,0.3159531042036821,0,0.3332072845250421,1.0,1.0,0.8181699175284722,0.9868000000000001,0.9342121330012749,0.26178807342242166,1.0,0.23590891801859487,0.3333333333333333,0.16761159733156758,0.4206315612723577,0.6552392135180294,0.06553344221966802,0.38943460338823427
Malabuyoc,0.0,0.14493806318998956,0.04887778681381305,0.7845345145776856,0.19342796553502856,1,0.021647512728189416,0.5038,0.9846,0.5473665837587817,0.8,0.7499708928373661,0.02552316637123789,0.7594680689690044,0.09807368612537744,0.0,0.3683282238456356,0.6501820802272418,0.026761629373412858,0.12300123001229998,0.06447931672393892
Malalag,1.0,0.1778329922780402,0.02173501583848282,0.702468045828269,0.3643518076278904,0,0.05480382969161877,0.51464,0.9897600000000001,0.5490683771872409,0.9153600000000002,0.8562333343745651,0.01030292954435291,0.9481721191282804,0.13093268506914393,0.1111111111111111,0.18263404754883672,0.6280036241136489,0.06269536762272876,0.11988495443821785,0.07279510161889136
Malangas,0.0,0.11204313410193895,0.039518210615423315,0.7052959737658782,0.5541256710543911,1,0.006850478711452346,0.40080000000000005,0.8,0.0,0.37376000000000004,0.7101011793370381,0.0072588821789759134,0.505991808666633,0.07959499306509739,0.0,0.014326966410914077,0.6501820802272418,0.048773632623720226,0.038495168856308486,0.007804044286032289
Malapatan,0.75,0.14218290415469598,0.03275851669436407,0.8815324428376785,0.14133567684949913,0,0.06302440414536158,0.51316,0.85128,0.5817951738883798,0.8684799999999999,0.8569148679386731,0.027396426288392967,0.9483238104869293,0.22497988554714518,0.0,0.09347302357411902,0.5446769956237778,0.13355525855080733,0.10833640378132531,0.43433984182097746
Malasiqui,0.0,0.16923355650121477,0.03151057320124544,0.8174515957714559,0.006328767297760291,1,0.05891411691849017,0.5044,0.99092,0.5527337784177684,0.76824,0.8600385634408356,0.05736858496287416,0.5061940638114982,0.38079049979472057,0.0,0.24147197756647415,0.5627276002840521,0.2197551612309184,0.3944838256132184,0.05833842941689712
Malay,1.0,0.5333319974986482,0.1615046870677695,0.734084280170739,0.1426093269396099,2,0.05891411691849017,0.50656,0.9272800000000001,0.44072086224200374,0.95948,0.8566876900839704,0.9999999999999999,0.9487283207766598,0.019988625178046133,0.1111111111111111,0.46861698872203417,0.5408989620902321,0.09759541704836827,0.8408444740185096,0.034158685645420024
Malaybalay,1.0,0.6428704415685021,0.21662219134717572,0.6658180997568548,0.24692126931967978,2,0.7020370583496364,1.0,0.97272,0.9545315704498842,0.9099600000000001,0.964086020894683,0.07820860154122436,0.9486271932042272,0.4554961888594326,0.5555555555555556,0.4222977672187877,0.7072723647341559,0.29693377963167195,0.4714741633258353,0.058210494264667074
Malibcong,1.0,0.11955720419819416,0.09910751241183795,0.7361203882858176,0.20667392647218033,0,0.01068674678986566,0.51136,0.6000000000000001,0.5530828642492472,0.97,0.8561765399108894,0.003044047365376996,0.5065985741012288,0.07017589271141378,0.0,0.040198964007322015,0.889527500935763,0.0,0.0,0.31241764174575165
Malilipot,0.0,0.12239585290122391,0.07737249657335513,0.47103042341433843,0.30436288838367437,1,0.006576459562994252,0.51792,0.93332,0.5454466116856481,0.7000000000000001,0.7103851516554165,0.01241034695115237,0.7563331142235931,0.5742775154570305,0.0,0.011684127946764877,0.30036416045448344,0.058802502473630995,0.06388364926868337,0.0006396757611501876
Malimono,1.0,0.392484928027731,0.1377937606985155,0.8842472536577834,0.4200103165657299,0,0.016715168055943724,0.72728,0.9838,0.5492865558319151,0.995,0.8515761883531592,0.014986079337240598,0.6325024017798453,0.12352682753914843,0.0,0.17776566090435136,0.6048456778246922,0.02446628331545133,0.042253030577995745,0.07727283194694268
Malinao (AK),1.0,0.30607312192079594,0.08246826583692286,0.7472624243599975,0.1578931280209388,0,0.006850478711452346,0.503,0.97144,0.5598027665052144,0.8597600000000001,0.8527688720903485,0.00702472468933153,0.948121555342064,0.03731689376764728,0.0,0.009736773288970732,0.6501820802272418,0.03571330497777535,0.08349785435261198,0.02341213285809687
Malinao (AY),0.0,0.10803563005060281,0.11813865068189708,0.6050176490982586,0.4007782002050576,1,0.007124497859910439,0.5079600000000001,0.9371600000000001,0.549024741458306,0.65,0.7104419461190922,0.04378745056349987,0.5094807099155585,0.0,0.0,0.15898759813276495,0.30036416045448344,0.07188197250519951,0.10091233550189439,0.012025904309623529
Malita,0.759,0.16071761039212554,0.186879538094515,0.7860050371052425,0.42828904215144975,0,0.052611676503954014,0.50072,0.9846,0.6109002050879259,0.9800000000000001,0.8571420457933759,0.02809889875732612,0.9482226829144966,0.3672730122642434,0.2222222222222222,0.38029054531494255,0.3546559016032155,0.19795198400559616,0.24966866658234357,0.01138622854847334
Malitbog (BK),0.46155999999999997,0.04174483386808456,0.0025998822773304815,0.8052349470809845,0.4257417419712282,1,0.06603861477840062,0.50512,0.96364,0.547279312300912,0.8145600000000001,0.8528256665540241,0.0025757323860882276,0.7584567932446782,0.004601697882715658,0.0,0.09402941061920306,0.6048456778246922,0.03560193109778328,0.01603965369012854,0.0034542491102110134
Malitbog (SL),0.0,0.17182173620103602,0.01268742551337275,0.4751591982032478,0.35199740175381616,1,0.0,0.50596,0.77836,0.5526028712309639,0.45872,0.4344208526552831,0.00023415748964438434,0.5057895535217677,0.25956452119693,0.0,0.020169030384296516,0.9854475745374534,0.03351889149855663,0.12025157509399223,0.01803885646443529
Mallig,1.0,0.20204499592152922,0.07217273201869416,0.7838558118726595,0.1801820045978768,0,0.006028421266078065,0.504,0.9897600000000001,0.5562246367325565,0.64892,0.8525416942356459,0.011239559502930447,0.948121555342064,0.38115000744180777,0.0,0.09166476567759589,0.511724147581184,0.05380285939211206,0.13519136681679766,0.016759504942134917
Malolos,0.53336,0.469044953341798,0.1745040984544219,0.46028429725142384,0.00938552751402608,2,0.9999999999999999,0.54552,0.984,0.44482262076187984,0.98636,0.9514208554950062,0.46714419184054673,0.911311118976589,0.3746069682648215,1.0,0.6372022633824989,0.9182125703571291,0.4475739131884438,0.5792606361234991,0.024691484380397245
Malungon,1.0,0.19661816751867822,0.08402819520332115,0.8639992896245021,0.4076559106916557,0,0.06823076796606536,0.52192,0.99092,0.5745516428851943,0.7136800000000001,0.861401630569052,0.31283440616489744,0.9483238104869293,0.3558406690868717,0.0,0.3017008751968217,0.5446769956237778,0.1765803805652432,0.32024314281890914,0.6362215120399767
Maluso,0.0,0.29630483079566416,0.08818800684704993,1.0000000000000002,0.8986480204293473,1,0.006576459562994252,0.51992,1.0,0.7786795828424313,0.81772,0.7435531184420141,0.3606025340523519,0.9481721191282804,0.03796400753240417,0.0,0.18179946698121066,1.0,0.07262852554452134,0.2191474969891276,0.11155945274459272
Malvar,1.0,0.2828629942901409,0.1961351190018115,0.810381775927433,0.09179068834419121,0,0.05891411691849017,0.50292,0.96364,0.5490683771872409,0.99996,0.8613448361053763,0.25687076613988963,0.6803357435404763,0.35512165379269733,0.0,0.12101418230577908,0.5169014527938209,0.09097041140571509,0.20778225666012223,0.01240970976631364
Mamasapano,1.0,0.09676452490621999,0.03816627183121147,0.7482239198587846,0.8972470053302255,0,0.01068674678986566,0.52272,0.9384800000000001,0.5569228083955142,0.885,0.5904920388360542,0.12082526465650231,0.9480709915558477,0.5495433893374339,0.0,0.08164979886608313,0.23480828228906858,0.04143861849611761,0.12859219501285907,0.01611982918098473
Mambajao,1.0,1.0,0.6472666917641966,0.6335231627093585,0.24513815919352477,2,0.006850478711452346,0.64444,0.97716,0.5526028712309639,0.9,0.8559493620561867,0.10373176791246225,0.948121555342064,0.5586748835734477,0.1111111111111111,0.5871274293249351,0.781363800142026,0.06456088011259589,0.5928256003871507,0.30973100354892086
Mamburao,0.0,0.11705251416610908,0.051061687926770655,0.8340798120445976,0.13980729674136624,1,0.18770311669379428,0.50148,0.8,0.547279312300912,0.80612,0.8243716402525081,0.027396426288392967,0.6321484552763311,0.0007190152941743214,0.1111111111111111,0.18013030584595854,0.781363800142026,0.06783422805423778,0.20594915338125042,0.019574078291195743
Mambusao,0.25,0.43807028661167935,0.15495298372889668,0.8023504605846232,0.03320278419909699,1,0.006850478711452346,0.501,0.9199999999999999,0.0,0.46752000000000005,0.8562901288382407,0.034421150977724496,0.9481721191282804,0.0,0.1111111111111111,0.8765877895299078,0.8250910401136209,0.06385783249514597,0.4977791953776462,0.0035821842624410506
Manabo,1.0,0.708994258415548,0.10025146061386336,0.8227681002941609,0.18502187494029765,2,0.01068674678986566,0.5038,0.78888,0.5473665837587817,0.9806400000000001,0.8594706188040788,0.012878661930441137,0.5056378621631188,0.05881545106345949,0.0,0.049657543773750736,0.889527500935763,0.011774881646980175,0.0755238550895195,0.15454566389388535
Manaoag,1.0,0.22066319182669492,0.04097414469072838,0.8393397580085507,0.09140859331715798,0,0.30443527393694225,0.50072,0.9897600000000001,0.547279312300912,0.74392,0.8484524928509968,0.03512362344665765,0.63230014663498,0.19787300895677326,0.1111111111111111,0.19682191719847977,0.5627276002840521,0.12538320010638931,0.28605576666794946,0.06345583550609861
Manapla,0.25,0.07438929395292668,0.02631080864658447,0.7870230911627818,0.2771067764553044,1,0.04822737012862452,0.50072,0.8,0.4381027185059126,0.7650000000000001,0.8535072001181323,0.029035528715903654,0.7314557314051677,0.1389137548344789,0.1111111111111111,0.14994630865014927,0.3659900022038529,0.09087817991134665,0.06938295910529887,0.006140887307041801
Manay,1.0,0.0734709076078288,0.012063453766813432,0.7841386046664205,0.44420966827783404,0,0.054529810543160674,0.50148,0.9454400000000001,0.4381027185059126,0.83408,0.8534504056544566,0.009600457075419759,0.9481721191282804,0.018982003766202085,0.0,0.17637469329164124,0.7165075578161566,0.06191227002903454,0.12740067788159237,0.017655051007745177
Mandaluyong,1.0,0.3747016287999269,0.21454228552531135,0.35361485544480764,8.788185621764685e-05,2,0.9223484537099439,1.0,0.96924,0.8181699175284722,0.99048,0.8566308956202947,0.7703781409300244,0.9510542549426101,0.30888897037728846,0.5555555555555556,0.43634654010715973,0.4206315612723577,0.7339596640699231,0.14628164165397223,0.041450989322532154
Mandaon,0.0,0.03147560473653575,0.01923912885224556,0.7779737217624327,0.38447547905164015,1,0.09344052962421,0.501,0.0,0.5633808962778722,0.23908000000000001,0.8695232388746743,0.012878661930441137,0.948121555342064,0.2794093433161413,0.0,0.21059249656430984,0.6064548402556469,0.06485323654757508,0.1804690178049319,0.058210494264667074
Mandaue,1.0,0.44925790208832594,0.6018207495564598,0.6549022979176835,0.1389157416782887,2,0.5894151883333598,1.0,0.95296,0.8181699175284722,0.9831200000000001,0.868330555137485,0.5542507779882577,1.0,0.1621379488363095,0.8888888888888888,0.3747266748641021,0.9671870791253152,0.6926155915566176,0.26442514797726185,0.06038539185257771
Mangaldan,1.0,0.43765283827299845,0.10711514982601583,0.8534793976965962,0.08644135796572608,2,0.09563268281187474,0.5036400000000001,0.9897600000000001,0.5759916219400445,0.87036,0.861401630569052,0.10864907519499432,0.9486271932042272,0.2993979684941874,0.0,0.2603891370993316,0.5627276002840521,0.19001485483928643,0.5579966380885859,0.15301044206712489
Mangatarem,0.75,0.2235018405297247,0.04450998458789784,0.8874145329479055,0.15852995306599418,0,0.05891411691849017,0.54096,0.9846,0.5527337784177684,0.74556,0.8578235793574841,0.018966756661195128,0.67411639783587,0.21994677848792493,0.2222222222222222,0.27638526464549773,0.5627276002840521,0.12050363198923682,0.341598796017766,0.05053438513086483
Mangudadatu,0.0,0.11746996250478993,0.00010399529109321925,0.9984389837784398,0.634365626731368,1,0.01068674678986566,0.0,0.4,0.5492865558319151,0.925,0.57805405129108,0.0,0.948273246700713,0.002085144353105532,0.0,0.026428384641491984,0.23480828228906858,0.0386473106288164,0.0,0.03863641597347134
Manila,1.0,1.0,0.681585137824959,0.4021420988541803,0.06759133663208707,2,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.9055877233087317,0.9999999999999999,0.9735551398088689,1.0,1.0,1.0,0.4206315612723577,0.3143811940191794,1.0,0.3877714464092437
Manito,0.0,0.04500093090979515,0.28265920119136995,0.6416110366109207,0.4459927784039891,1,0.009590670196033284,0.501,0.7538400000000001,0.549024741458306,0.87252,0.850894654789051,0.00702472468933153,0.7584567932446782,0.055651783769092474,0.0,0.06885289682915018,0.05416230851841619,0.0360439461840018,0.11915171312666913,0.005245341241431539
Manjuyod,0.25,0.05301593901246738,0.0046797880991948666,0.8378692354809938,0.291753752491578,1,0.05891411691849017,0.50072,0.7394000000000001,0.5527337784177684,0.8740000000000001,0.8528256665540241,0.006322252220398377,0.7585579208171108,0.09864889836071689,0.0,0.05146580167027386,0.6696319565666071,0.06671526860369247,0.05279337443150878,0.0020469624356806004
Mankayan,1.0,0.2524727552341754,0.0804923553061517,0.7215848386865067,0.10389036420024328,0,0.05178961905857973,0.5022000000000001,0.9182000000000001,0.5527337784177684,0.9472,0.857312429184403,0.008195512137553452,0.7585073570308944,0.11561765930323088,0.1111111111111111,0.1185104406029009,0.8150162840241655,0.05561442515885804,0.0767153722207862,0.02584290075046758
Manolo Fortich,1.0,0.7152559834957607,0.20549469520020125,0.8215238120016131,0.2658986556623299,2,0.0400067956748817,0.6272000000000001,0.9272800000000001,0.005454466116856482,0.96932,0.8606065080775925,0.058773529900740466,0.9487283207766598,0.47728235227291455,0.2222222222222222,0.30851661649910117,0.6048456778246922,0.16743554088776946,0.3278505214262273,0.10170844602287983
Mansalay,0.25,0.06253376113439066,0.021631020547389603,0.6783740997998393,0.2688280508695846,1,0.062476365848445396,0.40048000000000006,0.96364,0.0,0.8724000000000001,0.7101579738007138,0.0004683149792887687,0.5077615411842039,0.0,0.0,0.0,0.8222924967554388,0.08794765469405535,0.08542261279542741,0.004605665480281351
Manticao,0.75,0.18877013875147833,0.07342067551181279,0.7845910731364378,0.19712155079634974,0,0.01150880423523994,0.501,0.99428,0.0,0.76424,0.8520873385262403,0.011005402013286064,0.9481721191282804,0.3873335389717069,0.1111111111111111,0.1503635989339623,0.6501820802272418,0.05043553973922687,0.15508053739255703,0.02788986318614818
Manukan,1.0,0.22007876415254177,0.06416509460451628,0.6761117574497519,0.5989581542262893,0,0.006028421266078065,0.503,0.8,0.5454466116856481,0.775,0.7132248748392006,0.012878661930441137,0.7573949537341357,0.013157979883390082,0.0,0.08053702477591505,0.8760944928164891,0.057239787719992295,0.2638752169936003,0.017910921312205254
Mapanas,0.25,0.0,0.021839011129576046,0.24768067490196988,0.5137509631978806,1,0.010138708492949473,0.53408,0.5722400000000001,0.5473665837587817,0.36924,0.7152694755315251,0.0,0.5133235576679982,0.1929837049563879,0.0,0.09402941061920306,0.6501820802272418,0.01745494952657566,0.04124482377461623,0.12793515223003754
Mapandan,0.0,0.2829464839578771,0.11429082491144796,0.5930837932015481,0.12694343083124773,1,0.006850478711452346,0.501,0.9885600000000001,0.549024741458306,0.76972,0.8517465717441862,0.011707874482219216,0.6320978914901147,0.16292886565990122,0.1111111111111111,0.25496436340976214,0.5627276002840521,0.05958385985045036,0.26744976838740037,0.046696330563963696
Mapun,0.0,0.0,0.0,0.7227725684203026,0.21164116182361217,1,0.00575440211761997,0.5,1.0,0.5454466116856481,0.41,0.7098740014823354,0.025054851391949122,0.0,0.0,0.0,0.07775508955049484,0.7376365601704313,0.04532104234396611,0.18917625837957314,0.0
Marabut,0.75,0.2932157130894259,0.07290069905634669,0.5080762793970178,0.3214297995911583,0,0.009590670196033284,0.51136,0.79444,0.0,0.925,0.8100594354062364,0.01241034695115237,0.6331597310006574,0.09591664024285447,0.0,0.03894709315588293,0.31330742348607543,0.022565966488086665,0.06040075303882689,0.26802414392192864
