city_municipality,ecomomy,disaster,industry,healthcare,poverty,Cluster_Id
Alaminos (LA),0.6455510460751055,1.0000000000000002,0.8520241832044796,0.08442081016607464,0.9901016574299251,0.0
Alaminos (PS),0.5394342793267017,0.9386616859768073,0.8647263674197742,0.15241409227566127,0.9277654341257862,0.0
Alang-Alang,0.5618254025730434,0.661163855412443,0.671026179737693,0.09479749273487711,0.6445567852611565,0.0
Albuera,0.5495957394753237,0.7079510819241643,0.7313940411649846,0.09389405554815655,0.6947871729680151,0.0
Alburquerque,0.6764011858849599,0.9024959918601361,0.7921761042514709,0.032349002837627684,0.9120790868493838,0.0
Alcala (CG),0.5172027601664639,0.8814635690264632,0.7099530141008046,0.10977271340101563,0.8580667137252942,0.0
Alcala (PS),0.6027439001479593,0.8558299727311633,0.7471255826132107,0.11522473560207816,0.8432795362800851,0.0
Alcantara (CU),0.47615790935671604,0.7226442409630074,0.7034719763745867,0.15719531593366118,0.7720324528922689,0.0
Alcantara (RN),0.5444019565066891,0.7669108246218372,0.6831192438659369,0.15522216915539702,0.7434592483671487,0.0
Alcoy,0.6529194347169074,0.7381705536619096,0.737347174815759,0.07024127075048392,0.7624985166185119,0.0
Alegria (CU),0.6680951232372969,0.7407453279672904,0.7117072799515104,0.1409555686523024,0.7451991357721821,0.0
Alegria (SN),0.5234539202055377,0.5710514618069302,0.8694125312894833,0.14571252938427665,0.5669657664529861,0.0
Aleosan,0.5342604468688299,0.47780415103983825,0.8157043828139442,0.14369656567773192,0.42912788162477683,2.0
Alfonso,0.4977909131940637,0.9591963348017158,0.7576999073244087,0.24897911062688965,0.9494487342735758,0.0
Alfonso Castaneda,0.22992205534949983,0.7436095878664211,0.6859293178675304,0.047412711822212746,0.7188558226818189,0.0
Alfonso Lista,0.8319553183040809,0.8364462056570148,0.7344640064037197,0.1643571608040622,0.8231296751390191,0.0
Aliaga,0.22785385240040212,0.9374790314169774,0.6958701576881955,0.06313865596420434,0.9278437850239398,0.0
Alicia (BL),0.6398651505076502,0.7036629294704126,0.7084911258918833,0.4273330253797128,0.6866623091959752,1.0
Alicia (IA),0.4538133373021545,0.8799420045032194,0.649162829413158,0.4253370429063657,0.8423816101139421,0.0
Alicia (ZS),0.5086838920706624,0.5739204287888857,0.6022930691149067,0.4260128367577277,0.558475265156229,1.0
Alilem,0.5343468990821365,0.9262867652293727,0.5506153209295365,0.04377113207194804,0.9045039230294707,0.0
Alimodian,0.6246828118170062,0.7473140620498486,0.7931019667837877,0.06835304421330962,0.7317576039111378,0.0
Alitagtag,0.5834650565806456,0.8383714025325191,0.7313615547603419,0.035287671348619265,0.8230326692651142,0.0
Allacapan,0.6894887209454885,0.8918485705095474,0.7653423340166031,0.05414710102527918,0.8666343222551549,0.0
Allen,0.6843148884876171,0.7452076424855743,0.8301689544811052,0.04773169793790318,0.7575611663697748,0.0
Almagro,0.2582185297816899,0.6521533221143154,0.35866939909816087,0.008715485657681321,0.6156776391337218,2.0
Almeria,0.4940668178516368,0.814952488706473,0.7317432700148938,0.04229751612362421,0.8231570357701201,0.0
Aloguinsan,0.47748794340758277,0.7158236779493012,0.727568767018307,0.10520771523083272,0.7494176476219845,0.0
Aloran,0.4960219679064109,0.750240690796413,0.7399785735918175,0.04884065638037063,0.7312141222842616,0.0
Altavas,0.4970460941255784,0.8420488109897017,0.6699135203786807,0.04376114145534924,0.8309199930125923,0.0
Alubijid,0.6714069080239553,0.8534105321590137,0.6986883532909497,0.12101215707467211,0.844759497689656,0.0
Amadeo,0.6627284358420498,0.9685269497319566,0.7524939609804165,0.20286670609963037,0.950104145754957,0.0
Amai Manabilang,0.47962929822947836,0.1357816291077154,0.6292811497718274,0.011445778451040667,0.07708112857429655,2.0
Ambaguio,0.4934151011667121,0.3991111403682461,0.588998008014883,0.05094939009818999,0.33226254187078214,2.0
Amlan,0.3802890549702404,0.8811317196872872,0.7511863831935478,0.05592186270250988,0.8715928148097427,0.0
Ampatuan,0.4716690444350407,0.33495830854367786,0.6543362893525075,0.033521473057044684,0.2813319707407402,2.0
Amulung,0.2659792784684974,0.8176319956047147,0.6960488329137303,0.34862908866073505,0.8186636739442548,0.0
Anahawan,0.4737239470436298,0.7122839516647554,0.5276717976506317,0.0179510970878059,0.7111202260704481,0.0
Anao,0.5807517871168775,0.9487783837388555,0.7425449995585907,0.043729742374610144,0.9479277319173529,0.0
Anda (BL),0.6900406850765985,0.864675758130409,0.7722456950031763,0.2645252236701028,0.8959748681161614,0.0
Anda (PS),0.5026854385012536,0.7281997754674425,0.6920123971368751,0.25646993222958,0.7138289285494781,0.0
Angadanan,0.48943164918436616,0.8604323229634967,0.725700798751352,0.05549868872800332,0.8258296719626983,0.0
Angat,0.44014723742949874,0.9738777261334959,0.5584932740553905,0.11334293160414596,0.9694630359241854,0.0
Angeles,0.4354588674001933,1.0000000000000002,0.6587381971815928,0.47050818862692323,0.9881864132528333,1.0
Angono,0.8522117368987814,0.9803582024130815,0.9327610203427424,0.11538458546765906,0.9945502473139882,0.0
Anilao,0.5603823156278531,0.7631075016990807,0.7286245751691948,0.03390183010327064,0.7418648697729724,0.0
Anini-Y,0.43744061813598484,0.7917689290216865,0.5591673669517264,0.01710688998520682,0.7726605037425489,0.0
Antequera,0.617227970961898,0.8438528004824575,0.7422120139110028,0.041143599906462124,0.8373012383844485,0.0
Antipas,0.488972787436817,0.6977272980278431,0.7869620363063181,0.1013220789893686,0.6586437792831819,0.0
Antipolo,1.0,0.9736929731326069,1.0,0.41574819181792616,0.9927581259768523,1.0
Apalit,0.4985756332840752,0.9706086571113985,0.7668204654278457,0.17441842533453097,0.9636053735384043,0.0
Aparri,0.5096082657360148,0.8693640126243023,0.697202100278546,0.23014037579889868,0.8517364586204905,0.0
Araceli,0.32436112313129356,0.7974374335139265,0.4223589954001685,0.07886460010619595,0.7750732139396648,0.0
Arakan,0.4273390095196518,0.5289065957315562,0.7681361648158752,0.19333565786436965,0.48815346856565706,2.0
Arayat,0.5067686430374143,0.9517273711288394,0.7344883712072017,0.3187878304955736,0.941280342224784,0.0
Argao,0.6892892158378587,0.8427689946619565,0.7865965642540875,0.3101609330625048,0.8410409391899778,0.0
Aringay,0.5545501163148026,0.9783847579386189,0.7181233448684429,0.17240602970534294,0.974836912605493,0.0
Aritao,0.46374204149187487,0.84081908560162,0.7129011553221294,0.1708696155955409,0.8140969358804357,0.0
Aroroy,0.3930507316883069,0.5909506544504375,0.737745133272632,0.23382049078461598,0.5553387418999787,0.0
Arteche,0.47201485328826603,0.3379673112396831,0.5823951462712549,0.04507276669167818,0.2892391931290193,2.0
Asingan,0.570623577819527,0.9049766245090134,0.715930512555061,0.15135722776260188,0.8941578734780247,0.0
Asipulo,0.5321323923874433,0.6513801837602771,0.7775491005610963,0.11207198244968364,0.6270982152884192,0.0
Asturias,0.581802514017062,0.7224441899429366,0.7653748204212457,0.19855646865271703,0.7087709427908855,0.0
Asuncion,0.5089099978593097,0.8149936756811933,0.6918093571078583,0.1569812312922582,0.8017411236080931,0.0
Atimonan,0.5158793762858516,0.9441395536146269,0.7219080110093172,0.08109036676131562,0.9455100470600368,0.0
Atok,0.34761011834044436,0.8127354526958068,0.6045102662317706,0.058500869015944444,0.7809259016652452,0.0
Aurora (IA),0.5344466516359514,0.8950081998559587,0.8006712990655361,0.2637109884173001,0.8669713554837211,0.0
Aurora (ZR),0.6679887205132278,0.6752156744163531,0.7861336329879294,0.26555282994883705,0.6623237841663083,0.0
Ayungon,0.5577953993989171,0.6449832582008388,0.7098393116845552,0.17026875136866987,0.6498112700976582,0.0
Baao,0.48881318335071317,0.7182784216426399,0.7106108637948193,0.09438930468526877,0.6683916259455491,0.0
Babatngon,0.5448475179137293,0.6393712387025012,0.6345926769309083,0.04967630009731359,0.6044883846783353,0.0
Bacacay,0.4793699415895591,0.6559060438967013,0.8061127718431881,0.10701958491257327,0.6136430031118241,0.0
Bacarra,0.7229257769842787,0.990031257618855,0.8113755693953049,0.052353071730322186,0.9833311448974003,0.0
Baclayon,0.4963012750570929,0.8506474745406247,0.7760384827452111,0.04114502713740483,0.8899406052932723,0.0
Bacnotan,0.6663195277793899,1.0000000000000002,0.7152645412598856,0.07221441752874805,1.0,0.0
Baco,0.5711489412696193,0.8295432686938677,0.7766719676357436,0.19195552554279177,0.808950649903289,0.0
Bacolod (LN),0.5122084823054593,0.7905074308245346,0.7669098030406133,0.12718849897914808,0.7695538284474999,0.0
Bacolod (NO),0.6613119495778765,0.9405445191068849,0.9444642476152739,0.32557574085899077,0.9438995008202096,0.0
Bacolod-Kalawi,0.4201634758152258,0.2428524653616954,0.6315227116921733,0.03560023492506762,0.18250412753775136,2.0
Bacolor,0.5943713357977529,0.9852229725129196,0.7506828439215861,0.06523668544995356,0.9707303306101962,0.0
Bacong,0.39755289695049095,0.7947332144308523,0.6955290504394471,0.14841855925161032,0.8557261361010817,0.0
Bacoor,0.8587555044290458,0.9829576889032949,0.9302352023817727,0.648464619562208,1.0,1.0
Bacuag,0.6576809566190105,0.6618016651352567,0.7696630258340819,0.026051346303023346,0.62940397029123,0.0
Bacungan Leon B. Postigo,0.42125410373693656,0.37238903116962,0.6211514270099924,0.14122317445405613,0.3383602316112246,2.0
Badian,0.5866970393242517,0.7171910855100201,0.7275850102206285,0.08520721441549492,0.705216548077815,0.0
Badiangan,0.5636475492227309,0.826424826322177,0.6910378049975942,0.05781508454798357,0.8164437318298985,0.0
Badoc,0.6154922765255169,0.9647377480576755,0.7695005938108684,0.04979404665008524,0.9507732375518894,0.0
Bagabag,0.429493664682056,0.9221233504704884,0.6042584965957899,0.09816861222150272,0.8974809464917841,0.0
Bagac,0.5401325472034069,0.9570946223202668,0.7202836907771822,0.1072044113196512,0.9420029116188686,0.0
Bagamanoc,0.28247170069924527,0.7553525827445737,0.7058434839135035,0.0436648033667179,0.7086925918927316,0.0
Baganga,0.5554079882776115,0.6017334044322504,0.7374283908273657,0.13648619495527953,0.5769946814166669,0.0
Baggao,0.5307624573150505,0.8671952242125942,0.628290314430225,0.13645336864359772,0.8465167964053903,0.0
Bago,0.5073738085305588,0.8740463832646639,0.7225983471079745,0.27261120057589333,0.857900062608586,0.0
Baguio,0.4934151011667121,0.9810242546328467,0.588998008014883,0.1936724843668437,0.9472549091252707,0.0
Bagulin,0.6594831527579348,0.9671312996742867,0.7500006294240894,0.07451796827024412,0.9658874989052639,0.0
Bagumbayan,0.5925957403398459,0.6361115838460543,0.7357715841905882,0.14446013423206921,0.6162323137460484,0.0
Bais,0.39276477436737073,0.7293989048171607,0.7133722081894485,0.24940085737045353,0.7452824613305362,0.0
Bakun,0.3222197683093982,0.8031577159172432,0.5792439650209131,0.04370405221764178,0.7886229446600643,0.0
Balabac,0.4432395665977639,0.6729068502905955,0.5085941565242078,0.05770875584275343,0.6427136736569681,0.0
Balabagan,0.560701523800061,0.16543154382361192,0.7012222928530799,0.02640886765416632,0.10622144436224373,2.0
Balagtas,0.6616644086013563,0.9866704004816667,0.7526888794082726,0.10148050162400682,0.9888269007536139,0.0
Balamban,0.6288059173746932,0.8056960103307291,0.8016134048001745,0.23956652255987199,0.8028504728327466,0.0
Balanga,0.559444641621992,0.9874400085235859,0.774349189703791,0.2692914614032045,0.9802269569324515,0.0
Balangiga,0.41378596254131966,0.3953278225474964,0.7406851528927961,0.040606961072011984,0.40545844839204176,2.0
Balangkayan,0.3937556497352664,0.4202671241260802,0.4504434922137801,0.00528584970240558,0.3762870409778431,2.0
Balaoan,0.5316735306398943,0.9920211768832059,0.7217293357837823,0.08660161904649968,0.9852065917928903,0.0
Balasan,0.6912510160628871,0.7853002204491639,0.8109370029326286,0.05202623584444698,0.76871684186881,0.0
Balatan,0.28930142555044597,0.5499990338712504,0.4946168809266873,0.047531885605927075,0.5229487293362254,2.0
Balayan,0.5718871101678504,0.9062016428142701,0.7226227119114566,0.1988133702224006,0.9020414662303526,0.0
Balbalan,0.3152038386910761,0.8113350955553114,0.6922479235705349,0.10551528349898168,0.8183863366380912,0.0
Baleno,0.29329817787330054,0.6092706208060923,0.1581145800364708,0.16671137824402368,0.5931834693732931,2.0
Baler,0.9924172763709003,0.9471061925652053,0.9015172206776284,0.07642046711684528,0.9451120742440178,0.0
Balete (AK),0.508876747008038,0.7835903726129121,0.6282821928290643,0.1355492178414058,0.7955514026539463,0.0
Balete (BS),0.4824423202470615,0.8643368481669951,0.6515830665590389,0.12922373030341908,0.8472269291489742,0.0
Baliangao,0.2386603790636943,0.709862157551193,0.5993124414889393,0.02208935320612552,0.6737368983307055,0.0
Baliguian,0.49594881603361335,0.38058406236828274,0.4974269549282807,0.04601545272932262,0.3606467093082932,2.0
Balilihan,0.5471019256299485,0.7682794089532625,0.7285677239610701,0.04137124324182063,0.7761116742564644,0.0
Balindong,0.3108945283662677,0.23588245246828948,0.4809807125779152,0.05073673268772969,0.17329478784205982,2.0
Balingasag,0.5041817268084785,0.7893553723030684,0.7597709156203806,0.23103953129279126,0.7789646418813012,0.0
Balingoan,0.7056619350040283,0.8121094106800557,0.7964237016585036,0.00914579578690132,0.8059633664530457,0.0
Baliwag,1.0,0.9888509566004375,1.0,0.31227109401126685,1.0,0.0
Ballesteros,0.467373034450741,0.8714339522966812,0.5893959664717561,0.05762883090996298,0.8522401429657647,0.0
Baloi,0.7989305728210596,0.6715735690803593,0.6883008254064473,0.07176912147462985,0.6647862409654264,0.0
Balud,0.1663065266965431,0.6046835685929408,0.5385141352001317,0.06185343450031513,0.6246792867660533,2.0
Balungao,0.6571289924879007,0.9161359411168419,0.7615657894768895,0.1578425651661695,0.9191232056929217,0.0
Bamban,0.4448422576290582,0.902546593000507,0.7237516144727902,0.1127149499893639,0.8773062120497164,0.0
Bambang,0.3794378331776858,0.9081268396897744,0.7986165339718856,0.20232435834140947,0.9104100883522039,0.0
Banate,0.5936597675805393,0.8226473923549589,0.812342039933425,0.0543404908180132,0.8003009594801243,0.0
Banaue,0.47835911571090045,0.7720603732325995,0.6799436978121133,0.1413708928566242,0.778085370690909,0.0
Banaybanay,0.4205757863709944,0.7038053187258748,0.7058191191100215,0.10656929355015568,0.7055995969132334,0.0
Banayoyo,0.5214854698102549,0.9588974350423161,0.5388389992465586,0.015031696194540596,0.9407119872969067,0.0
Banga (AK),0.5500013998608382,0.7954863476828833,0.7083205722675091,0.26284965454338877,0.7794534022459747,0.0
Banga (SC),0.5787035346785425,0.9048789525403904,0.7526888794082726,0.26752169503427314,0.9036980280770321,0.0
Bangar,0.7944949092614186,0.9849782042060093,0.6819578548999605,0.07143086774121313,0.9856244632497104,0.0
Bangued,0.6200542933199897,0.9161159360148348,0.6813000052059458,0.06971462253263258,0.9086192106801179,0.0
Bangui,0.7199797515616089,0.9747803092652267,0.8109126381291465,0.057634539833733726,0.9681037100244705,0.0
Bani,0.371590632277572,0.903824565987547,0.6806746419165739,0.10019528016011761,0.8892603205108898,0.0
Banisilan,0.4213804569717688,0.519009954091586,0.7026841810620014,0.14380146715201936,0.47674159806630995,2.0
Banna,0.614541302179147,0.9573876382261353,0.7361857858497827,0.034135895977871235,0.9453446396083791,0.0
Bansalan,0.6395459423354419,0.8261635832253784,0.7399054791813712,0.24207202647975817,0.823448053391834,0.0
Bansud,0.26121110639614015,0.8226556297499028,0.6956265096533751,0.09056147129698347,0.8136964757343166,0.0
Bantay,0.9303246367061861,0.9943229403847256,0.8331820685117153,0.24190147238210719,0.9933239935746294,0.0
Bantayan Island,0.596306535341764,0.7225289174337899,0.730143314586241,0.20210670562264976,0.7436607221052585,0.0
Banton,0.34362001618784416,0.784394107005314,0.5089677501775987,0.0657369298953652,0.8000111855234604,0.0
Baras (CT),0.4792169876737096,0.9536231487366862,0.7454119247683084,0.11185290249998125,0.9222559979540219,0.0
Baras (RL),0.714220704121356,0.7283209828501911,0.7953110422994911,0.11416144854977672,0.6981201953021745,0.0
Barbaza,0.34878054830520716,0.7925208855030113,0.6283634088406709,0.050516939122555955,0.7644411214267048,0.0
Barcelona,0.5591852849820729,0.6940392986343036,0.6272263846781768,0.16554675779479147,0.666381863224653,0.0
Barili,0.6662729765876094,0.7386600902757297,0.6987452044990742,0.12278263705907475,0.7421347450888351,0.0
Barira,0.45185153707712616,0.23730752179361708,0.6357215794922421,0.06916727946611229,0.19406026318290548,2.0
Barlig,0.5411367229118111,0.8451072380553717,0.676337706896774,0.057794389699314615,0.8418269355016155,0.0
Barobo,0.6243237026232722,0.6359115328259837,0.7819672515925034,0.14250625507153133,0.6204259522948494,0.0
Barotac Nuevo,0.527643527465768,0.8416016381213085,0.7528025818245221,0.08181682731114306,0.8320616775285472,0.0
Barotac Viejo,0.6660003196071818,0.800475855477589,0.8041067363565013,0.18562147461914894,0.7856903824720236,0.0
Baroy,0.4828080796110498,0.8128413620593735,0.6369641844698251,0.07708341588972317,0.8080912773536979,0.0
Barugo,0.6100657375979806,0.7178818499146171,0.6976893963481865,0.052030517537275035,0.6912775501967467,0.0
Basay,0.600569294474792,0.6824457536358508,0.6286476648812945,0.06589749337641743,0.6627889148950303,0.0
Basco,0.5961402810854057,0.9101944258207408,0.8592605298386403,0.02973074767326924,0.9292416645402066,0.0
Basey,0.43810563516141826,0.6975566662754298,0.7382974021515579,0.07916431860416015,0.6785138157879846,0.0
Basilisa,0.5291398157729932,0.633755688892045,0.6616294871947929,0.026306107026292887,0.605715882082744,0.0
Basista,0.7413134977375115,0.8598133415719837,0.7564816671503075,0.10053424750900564,0.8703765103907843,0.0
Basud (CN),0.4404065940694177,0.7628768546406459,0.7338142783108657,0.10005541152773431,0.7201467470037808,0.0
Batac,0.4816043987950153,0.9828176531892454,0.773772556021383,0.11782086868682498,0.9677144428638016,0.0
Batad,0.600429640899451,0.7479612859383129,0.8489298531622625,0.041503975719490487,0.7423212948463442,0.0
Batan,0.32758645570464545,0.857342123088757,0.6817385716686222,0.062189547387317794,0.8351832768041969,0.0
Batangas,1.0,0.9316198900703174,0.907039909466887,0.7517718768866877,0.9419195860605147,1.0
Bataraza,0.5785106797411672,0.8554263403789029,0.6440462206819331,0.17175307154906386,0.8335926292051705,0.0
Bato (CS),0.18506000681376433,0.657091051997944,0.46373855331380387,0.2999333961272131,0.6311040604146614,2.0
Bato (CT),0.5781981217392131,0.6781117071245535,1.0,0.32466017220925736,0.6493498703640861,0.0
Bato (LE),0.7405620284987722,0.8571597236292807,0.6834847159181672,0.30713448984853803,0.8548207479446386,0.0
Batuan (BL),0.6701300753351234,0.7499006040622929,0.7237597360739508,0.05225102471792011,0.7480197681057175,0.0
Batuan (MS),0.3181365637732371,0.6826081479933201,0.3986682848144817,0.04300970436402477,0.6472107664779836,0.0
Bauan,0.6461562115682498,0.9327613576554268,0.7905355408170146,0.22860110722721128,0.9379808988469758,0.0
Bauang,0.7517276643557984,0.9952408215356385,0.7643352554726796,0.23061849816469876,0.9974915151573795,0.0
Bauko,0.6433032885291408,0.7718014836772138,0.6408381882234667,0.18626515577430056,0.7451133228837279,0.0
Baungon,0.29394989455822523,0.6055955658903223,0.7047551893579732,0.10612114303415213,0.59373938765067,0.0
Bautista,0.634844271965628,0.8562889133066196,0.7878066828270281,0.049776919878772995,0.8393010517849442,0.0
Bay,0.5925957403398459,0.999851409162916,0.7357715841905882,0.12305167009177115,1.0,0.0
Bayabas,0.5437103388002384,0.6617145841029906,0.7667473710173998,0.03767400148479116,0.6353039172887127,0.0
Bayambang,0.6644574801081764,0.8579740489580392,0.7432353356572478,0.22912918267600535,0.8570531267094952,0.0
Bayang,0.40872518297777166,0.2045521091837988,0.34549616201554734,0.015638269345182372,0.1371115968756249,2.0
Bayawan,0.5990198048055324,0.6845968904869646,0.6705632484715346,0.30052926504578475,0.6618113941656838,0.0
Baybay,0.46136128054082354,0.7595654218731223,0.7188136809671002,0.2213093843410258,0.7433373691922429,0.0
Bayog,0.6079842343083741,0.5797419134729445,0.25818894953829896,0.07203672727638358,0.5562565667069226,2.0
Bayombong,0.4973254012762603,0.9335180212195766,0.7805053633835818,0.10785380139857356,0.9259484394876489,0.0
Bayugan,0.5448408677434751,0.6410740259145151,0.8347170511310825,0.17101305230528088,0.6353710752014159,0.0
Belison,0.6792740594348321,0.86933930043947,0.6631807130164816,0.018322890748375745,0.8453191469621828,0.0
Benito Soliven,0.4921781694994059,0.7953498422809528,0.7577486369313726,0.1621042767610315,0.7588359230460862,0.0
Besao,0.49543010275377525,0.8188275946423138,0.7283890487355352,0.10993827219036725,0.8186823289200058,0.0
Bien Unido,0.592343033870181,0.6524522218737152,0.6517617417845737,0.1132044902027054,0.6364406271444671,0.0
Bilar,0.627110123959838,0.7603279692908036,0.7297372345282072,0.041533947569286904,0.7803762017131188,0.0
Biliran,0.5228088536908675,0.7611517087852124,0.7656428332595481,0.02677637962190811,0.7548537075557951,0.0
Binalbagan,0.4965074303349774,0.8171730550292582,0.6568133777065132,0.15169119980319054,0.805447245457271,0.0
Binalonan,0.5133656119297134,0.9474933501275775,0.6790503216844391,0.18168374444827678,0.9292976294674595,0.0
Binan,0.9507739102382622,0.9904431273660597,0.971387355462909,0.24894913877709324,0.9894624135941943,0.0
Binangonan,0.8629052106677502,0.5830333411384612,0.8841776021995887,0.38785581750500314,0.5692056072081433,1.0
Bindoy,0.546310555369683,0.7511562184059131,0.737022310769332,0.114494706974894,0.7514920809254839,0.0
Bingawan,0.667855717108141,0.2084589879287097,0.7186756137473689,0.037516292465624296,0.1677865953353458,2.0
Binidayan,0.2361466147075562,0.9133305197530261,0.3348081348880999,0.0,0.9295351694920209,0.0
Binmaley,0.5429455692209901,0.8269543731400113,0.7355360577569287,0.1591912984070083,0.8119715123098838,0.0
Binuangan,0.5163182875226375,0.5394469309478718,0.7657402924734761,0.019514628585519007,0.5054379254313857,2.0
Biri,0.33847943458124413,0.7688136628539217,0.7013441168704899,0.04644148116571455,0.7561023472660549,0.0
Bislig,0.48441742081259836,1.0000000000000002,0.7838920710675833,0.29303416175026636,1.0,0.0
Boac,0.44669100495976305,0.8693804874141904,0.7746415673455751,0.06067311451071337,0.8452320904086785,0.0
Bobon,0.2667972494097805,0.5427077625750247,0.5449545649205466,0.02543478253578276,0.5733072145432401,2.0
Bocaue,0.6478586551533594,0.9377237997238874,0.7743735545072727,0.20363812442415244,0.9400093165436232,0.0
Bogo,0.5497287428804103,0.8721258934719849,0.6772879342325728,0.1665108522965762,0.8627901535854205,0.0
Bokod,0.5711688917803823,0.9134858534862578,0.6924184771949088,0.08210370073062306,0.890577361798903,0.0
Bolinao,0.41697804426339985,0.8353259199446186,0.747393595451513,0.1163401165837877,0.8259440891473038,0.0
Boliney,0.27360702375021834,0.5855151505580449,0.5949267768621752,0.023199025264064303,0.6040083299690122,2.0
Boljoon,0.5949898016314061,0.7374609609260114,0.7571313952431616,0.0764340258108008,0.7570649440148012,0.0
Bombon,0.06729879195002209,0.5994116358287236,0.07430777765947313,0.06202327498249482,0.6808941906937986,2.0
Bongabon,0.48970430616479405,0.9619770439806994,0.6728454183976841,0.05250079013289025,0.938815398095566,0.0
Bongabong,0.4491715184646297,0.8345904382531821,0.7349188160687172,0.27571756872265063,0.8066710118665297,0.0
Bongao,0.36199443660056835,0.8109338167444637,0.43429774910635977,0.05192632967845893,0.7846544094853238,0.0
Bonifacio,0.4529820660203629,0.6014992270616972,0.7774597629483291,0.05551367465290153,0.5832204686572655,0.0
Bontoc (MP),0.485581200607107,0.6762488790964831,0.8095969387411173,0.11478443485625939,0.6530821091793151,0.0
Bontoc (SL),0.4422885922513942,0.8975276659381439,0.619064175511699,0.04972625318030762,0.8878176690528206,0.0
Borbon,0.3123442654817125,0.7708200569081609,0.7501793046496242,0.1409848268866275,0.7739091434528087,0.0
Borongan,0.7136421393092292,0.5730425578419873,0.556584697782632,0.18591120250051432,0.5646774227608762,0.0
Boston,0.44552057499500036,0.6701955705832838,0.6606386518531907,0.05071104253076133,0.651911820367209,0.0
Botolan,0.4326325450421015,0.8610477740428908,0.6995736078174631,0.1872271094296713,0.8546055938909782,0.0
Braulio E. Dujali,0.6091014629111022,0.8902246269348555,0.6500968135466354,0.04133984416108153,0.8831850167413486,0.0
Buadiposo-Buntong,0.3794045823264141,0.2279757300926702,0.4680430019289613,0.021367887964597473,0.1822914608141913,2.0
Bubong,0.39935509308941536,0.2380571247335292,0.5655184590593736,0.01420961117155315,0.17595125638898718,2.0
Bucay,0.6337802447249348,0.7879938485958811,0.7648063083399986,0.10171813557596415,0.7720722501738708,0.0
Bucloc,0.36587148585884505,0.7088842610942592,0.4245761925170326,0.015411339625295208,0.7496502129863456,0.0
Buenavista (AN),0.45833545307510143,0.6385733881636306,0.724628747398143,0.551401497611982,0.6147834439627287,1.0
Buenavista (BL),0.6004761920912314,0.9470673591318974,0.7090027867650056,0.5563882425257288,0.9454889047541859,1.0
Buenavista (GS),0.5367077095224249,0.7996791817094251,0.759584118793685,0.5544907389874271,0.7713235638137348,1.0
Buenavista (ME),0.4091640942145576,0.736339498442909,0.750211791054267,0.5552907019308029,0.7000690184356182,1.0
Buenavista (QN),0.6458835545878223,0.7304897712618992,0.7004344975404944,0.5550273778218772,0.7105829627688225,1.0
Bugallon,0.3903308120542844,0.8457815276700806,0.7337899135073835,0.1292058899166355,0.8349420057844852,0.0
Bugasong,0.5657490030231005,0.7964618905984049,0.6801873458469335,0.08524931772830419,0.775370449886629,0.0
Buguey,0.5446214121250819,0.8483315897906294,0.6987939341060384,0.05536167455750541,0.8212181619570773,0.0
Buguias,0.7125581615577727,0.9171832670454476,0.7060384023413596,0.11630943111851993,0.9035015289991226,0.0
